000000000002,0.405,Chimalhuacán,Mexico,20.09N,98.96W
1881-10-01,26.171999999999997,1.026,Chinandega,Nicaragua,12.05N,87.12W
1881-11-01,27.039,1.179,Chinandega,Nicaragua,12.05N,87.12W
1881-12-01,26.399,1.5419999999999998,Chinandega,Nicaragua,12.05N,87.12W
1882-01-01,26.499,1.3,Chinandega,Nicaragua,12.05N,87.12W
1882-02-01,26.188000000000002,1.125,Chinandega,Nicaragua,12.05N,87.12W
1882-03-01,26.813,0.988,Chinandega,Nicaragua,12.05N,87.12W
1882-04-01,27.531999999999996,0.821,Chinandega,Nicaragua,12.05N,87.12W
1882-05-01,27.756,0.863,Chinandega,Nicaragua,12.05N,87.12W
1882-06-01,27.926,0.951,Chinandega,Nicaragua,12.05N,87.12W
1882-07-01,28.005,0.7490000000000001,Chinandega,Nicaragua,12.05N,87.12W
1882-08-01,28.186,0.9009999999999999,Chinandega,Nicaragua,12.05N,87.12W
1882-09-01,27.266,0.757,Chinandega,Nicaragua,12.05N,87.12W
1882-10-01,26.295,0.888,Chinandega,Nicaragua,12.05N,87.12W
1882-11-01,25.785,1.209,Chinandega,Nicaragua,12.05N,87.12W
1882-12-01,25.635,0.866,Chinandega,Nicaragua,12.05N,87.12W
1883-01-01,26.265,0.971,Chinandega,Nicaragua,12.05N,87.12W
1883-02-01,26.296,1.143,Chinandega,Nicaragua,12.05N,87.12W
1883-03-01,26.56,1.436,Chinandega,Nicaragua,12.05N,87.12W
1883-04-01,27.805999999999997,0.987,Chinandega,Nicaragua,12.05N,87.12W
1883-05-01,27.609,0.973,Chinandega,Nicaragua,12.05N,87.12W
1883-06-01,27.564,0.8190000000000001,Chinandega,Nicaragua,12.05N,87.12W
1883-07-01,27.714000000000002,0.879,Chinandega,Nicaragua,12.05N,87.12W
1883-08-01,27.689,1.016,Chinandega,Nicaragua,12.05N,87.12W
1883-09-01,27.071,0.8,Chinandega,Nicaragua,12.05N,87.12W
1883-10-01,26.218000000000004,0.961,Chinandega,Nicaragua,12.05N,87.12W
1883-11-01,26.017,0.932,Chinandega,Nicaragua,12.05N,87.12W
1883-12-01,25.717,1.145,Chinandega,Nicaragua,12.05N,87.12W
1884-01-01,25.506999999999998,1.104,Chinandega,Nicaragua,12.05N,87.12W
1884-02-01,25.156999999999996,1.391,Chinandega,Nicaragua,12.05N,87.12W
1884-03-01,26.307,1.107,Chinandega,Nicaragua,12.05N,87.12W
1884-04-01,27.249000000000002,1.033,Chinandega,Nicaragua,12.05N,87.12W
1884-05-01,26.623,1.4,Chinandega,Nicaragua,12.05N,87.12W
1884-06-01,27.912,1.1,Chinandega,Nicaragua,12.05N,87.12W
1884-07-01,27.574,0.812,Chinandega,Nicaragua,12.05N,87.12W
1884-08-01,27.239,1.067,Chinandega,Nicaragua,12.05N,87.12W
1884-09-01,26.881,1.045,Chinandega,Nicaragua,12.05N,87.12W
1884-10-01,25.669,0.87,Chinandega,Nicaragua,12.05N,87.12W
1884-11-01,26.456,1.492,Chinandega,Nicaragua,12.05N,87.12W
1884-12-01,27.034,2.374,Chinandega,Nicaragua,12.05N,87.12W
1885-01-01,25.625999999999998,1.3019999999999998,Chinandega,Nicaragua,12.05N,87.12W
1885-02-01,25.179000000000002,1.317,Chinandega,Nicaragua,12.05N,87.12W
1885-03-01,26.85,1.113,Chinandega,Nicaragua,12.05N,87.12W
1885-04-01,26.546,1.063,Chinandega,Nicaragua,12.05N,87.12W
1885-05-01,27.464,1.0490000000000002,Chinandega,Nicaragua,12.05N,87.12W
1885-06-01,27.517,0.884,Chinandega,Nicaragua,12.05N,87.12W
1885-07-01,27.999000000000002,0.94,Chinandega,Nicaragua,12.05N,87.12W
1885-08-01,27.712,0.965,Chinandega,Nicaragua,12.05N,87.12W
1885-09-01,27.104,0.9990000000000001,Chinandega,Nicaragua,12.05N,87.12W
1885-10-01,26.160999999999998,1.003,Chinandega,Nicaragua,12.05N,87.12W
1885-11-01,25.775,1.1159999999999999,Chinandega,Nicaragua,12.05N,87.12W
1885-12-01,25.56,1.27,Chinandega,Nicaragua,12.05N,87.12W
1886-01-01,25.087,0.953,Chinandega,Nicaragua,12.05N,87.12W
1886-02-01,25.208000000000002,1.265,Chinandega,Nicaragua,12.05N,87.12W
1886-03-01,27.230999999999998,1.126,Chinandega,Nicaragua,12.05N,87.12W
1886-04-01,27.38,1.061,Chinandega,Nicaragua,12.05N,87.12W
1886-05-01,27.572,1.162,Chinandega,Nicaragua,12.05N,87.12W
1886-06-01,28.014,0.897,Chinandega,Nicaragua,12.05N,87.12W
1886-07-01,28.252,0.708,Chinandega,Nicaragua,12.05N,87.12W
1886-08-01,28.166,0.693,Chinandega,Nicaragua,12.05N,87.12W
1886-09-01,27.178,0.726,Chinandega,Nicaragua,12.05N,87.12W
1886-10-01,26.142000000000003,0.868,Chinandega,Nicaragua,12.05N,87.12W
1886-11-01,26.444000000000003,1.263,Chinandega,Nicaragua,12.05N,87.12W
1886-12-01,25.919,1.558,Chinandega,Nicaragua,12.05N,87.12W
1887-01-01,25.819000000000006,2.068,Chinandega,Nicaragua,12.05N,87.12W
1887-02-01,26.265,1.5959999999999999,Chinandega,Nicaragua,12.05N,87.12W
1887-03-01,25.86,1.1340000000000001,Chinandega,Nicaragua,12.05N,87.12W
1887-04-01,26.721,0.8909999999999999,Chinandega,Nicaragua,12.05N,87.12W
1887-05-01,27.053,0.986,Chinandega,Nicaragua,12.05N,87.12W
1887-06-01,27.094,1.094,Chinandega,Nicaragua,12.05N,87.12W
1887-07-01,27.712,1.0290000000000001,Chinandega,Nicaragua,12.05N,87.12W
1887-08-01,27.471,0.871,Chinandega,Nicaragua,12.05N,87.12W
1887-09-01,26.861,0.91,Chinandega,Nicaragua,12.05N,87.12W
1887-10-01,25.646,0.81,Chinandega,Nicaragua,12.05N,87.12W
1887-11-01,26.083000000000002,1.034,Chinandega,Nicaragua,12.05N,87.12W
1887-12-01,26.491999999999997,2.001,Chinandega,Nicaragua,12.05N,87.12W
1888-01-01,26.093000000000004,1.633,Chinandega,Nicaragua,12.05N,87.12W
1888-02-01,25.359,1.581,Chinandega,Nicaragua,12.05N,87.12W
1888-03-01,26.504,1.204,Chinandega,Nicaragua,12.05N,87.12W
1888-04-01,26.054,1.028,Chinandega,Nicaragua,12.05N,87.12W
1888-05-01,27.256,0.762,Chinandega,Nicaragua,12.05N,87.12W
1888-06-01,26.824,1.127,Chinandega,Nicaragua,12.05N,87.12W
1888-07-01,28.119,0.848,Chinandega,Nicaragua,12.05N,87.12W
1888-08-01,27.590999999999998,1.2990000000000002,Chinandega,Nicaragua,12.05N,87.12W
1888-09-01,26.639,0.997,Chinandega,Nicaragua,12.05N,87.12W
1888-10-01,26.375,1.045,Chinandega,Nicaragua,12.05N,87.12W
1888-11-01,26.788,1.26,Chinandega,Nicaragua,12.05N,87.12W
1888-12-01,25.743,1.275,Chinandega,Nicaragua,12.05N,87.12W
1889-01-01,26.284,1.379,Chinandega,Nicaragua,12.05N,87.12W
1889-02-01,27.276,1.215,Chinandega,Nicaragua,12.05N,87.12W
1889-03-01,26.713,1.251,Chinandega,Nicaragua,12.05N,87.12W
1889-04-01,27.680999999999997,1.2229999999999999,Chinandega,Nicaragua,12.05N,87.12W
1889-05-01,27.914,1.5219999999999998,Chinandega,Nicaragua,12.05N,87.12W
1889-06-01,28.397,1.172,Chinandega,Nicaragua,12.05N,87.12W
1889-07-01,28.408,1.073,Chinandega,Nicaragua,12.05N,87.12W
1889-08-01,27.61,0.937,Chinandega,Nicaragua,12.05N,87.12W
1889-09-01,27.392,1.173,Chinandega,Nicaragua,12.05N,87.12W
1889-10-01,25.752,1.035,Chinandega,Nicaragua,12.05N,87.12W
1889-11-01,26.101,1.285,Chinandega,Nicaragua,12.05N,87.12W
1889-12-01,25.096,1.6640000000000001,Chinandega,Nicaragua,12.05N,87.12W
1890-01-01,25.573,1.96,Chinandega,Nicaragua,12.05N,87.12W
1890-02-01,25.43,1.225,Chinandega,Nicaragua,12.05N,87.12W
1890-03-01,25.594,1.445,Chinandega,Nicaragua,12.05N,87.12W
1890-04-01,27.469,1.012,Chinandega,Nicaragua,12.05N,87.12W
1890-05-01,27.662,1.213,Chinandega,Nicaragua,12.05N,87.12W
1890-06-01,27.168000000000003,0.855,Chinandega,Nicaragua,12.05N,87.12W
1890-07-01,28.28,0.9390000000000001,Chinandega,Nicaragua,12.05N,87.12W
1890-08-01,27.771,1.04,Chinandega,Nicaragua,12.05N,87.12W
1890-09-01,26.712,1.207,Chinandega,Nicaragua,12.05N,87.12W
1890-10-01,25.771,0.835,Chinandega,Nicaragua,12.05N,87.12W
1890-11-01,25.474,1.242,Chinandega,Nicaragua,12.05N,87.12W
1890-12-01,24.789,1.067,Chinandega,Nicaragua,12.05N,87.12W
1891-01-01,25.526,1.2570000000000001,Chinandega,Nicaragua,12.05N,87.12W
1891-02-01,26.595,1.236,Chinandega,Nicaragua,12.05N,87.12W
1891-03-01,27.049,0.851,Chinandega,Nicaragua,12.05N,87.12W
1891-04-01,27.165,1.714,Chinandega,Nicaragua,12.05N,87.12W
1891-05-01,27.789,1.237,Chinandega,Nicaragua,12.05N,87.12W
1891-06-01,28.154,0.871,Chinandega,Nicaragua,12.05N,87.12W
1891-07-01,28.241,0.7609999999999999,Chinandega,Nicaragua,12.05N,87.12W
1891-08-01,28.232,1.52,Chinandega,Nicaragua,12.05N,87.12W
1891-09-01,27.765,2.542,Chinandega,Nicaragua,12.05N,87.12W
1891-10-01,26.53,3.722,Chinandega,Nicaragua,12.05N,87.12W
1891-11-01,26.561,1.9780000000000002,Chinandega,Nicaragua,12.05N,87.12W
1891-12-01,26.788,0.8809999999999999,Chinandega,Nicaragua,12.05N,87.12W
1892-01-01,25.803,1.837,Chinandega,Nicaragua,12.05N,87.12W
1892-02-01,25.844,0.797,Chinandega,Nicaragua,12.05N,87.12W
1892-03-01,26.287,1.045,Chinandega,Nicaragua,12.05N,87.12W
1892-04-01,27.476999999999997,0.723,Chinandega,Nicaragua,12.05N,87.12W
1892-05-01,27.432,0.746,Chinandega,Nicaragua,12.05N,87.12W
1892-06-01,27.53,0.758,Chinandega,Nicaragua,12.05N,87.12W
1892-07-01,27.976,1.2770000000000001,Chinandega,Nicaragua,12.05N,87.12W
1892-08-01,27.509,0.672,Chinandega,Nicaragua,12.05N,87.12W
1892-09-01,26.937,0.534,Chinandega,Nicaragua,12.05N,87.12W
1892-10-01,25.525,1.608,Chinandega,Nicaragua,12.05N,87.12W
1892-11-01,25.451,1.1520000000000001,Chinandega,Nicaragua,12.05N,87.12W
1892-12-01,26.389000000000006,1.9469999999999998,Chinandega,Nicaragua,12.05N,87.12W
1893-01-01,25.525,1.483,Chinandega,Nicaragua,12.05N,87.12W
1893-02-01,26.562,0.8440000000000001,Chinandega,Nicaragua,12.05N,87.12W
1893-03-01,27.033,1.4569999999999999,Chinandega,Nicaragua,12.05N,87.12W
1893-04-01,27.497,1.057,Chinandega,Nicaragua,12.05N,87.12W
1893-05-01,27.781999999999996,2.092,Chinandega,Nicaragua,12.05N,87.12W
1893-06-01,27.581,1.068,Chinandega,Nicaragua,12.05N,87.12W
1893-07-01,27.718000000000004,0.669,Chinandega,Nicaragua,12.05N,87.12W
1893-08-01,27.594,1.021,Chinandega,Nicaragua,12.05N,87.12W
1893-09-01,26.888,0.594,Chinandega,Nicaragua,12.05N,87.12W
1893-10-01,25.718000000000004,2.63,Chinandega,Nicaragua,12.05N,87.12W
1893-11-01,26.171999999999997,0.6609999999999999,Chinandega,Nicaragua,12.05N,87.12W
1893-12-01,25.483,0.9540000000000001,Chinandega,Nicaragua,12.05N,87.12W
1894-01-01,26.064,0.7509999999999999,Chinandega,Nicaragua,12.05N,87.12W
1894-02-01,26.388,0.758,Chinandega,Nicaragua,12.05N,87.12W
1894-03-01,26.81,0.716,Chinandega,Nicaragua,12.05N,87.12W
1894-04-01,27.848000000000003,0.9640000000000001,Chinandega,Nicaragua,12.05N,87.12W
1894-05-01,27.63,0.579,Chinandega,Nicaragua,12.05N,87.12W
1894-06-01,27.757,0.62,Chinandega,Nicaragua,12.05N,87.12W
1894-07-01,27.964000000000002,0.701,Chinandega,Nicaragua,12.05N,87.12W
1894-08-01,28.066000000000006,0.639,Chinandega,Nicaragua,12.05N,87.12W
1894-09-01,27.355,0.7170000000000001,Chinandega,Nicaragua,12.05N,87.12W
1894-10-01,25.935,0.5479999999999999,Chinandega,Nicaragua,12.05N,87.12W
1894-11-01,25.988000000000003,0.6779999999999999,Chinandega,Nicaragua,12.05N,87.12W
1894-12-01,25.234,0.62,Chinandega,Nicaragua,12.05N,87.12W
1895-01-01,25.263,0.68,Chinandega,Nicaragua,12.05N,87.12W
1895-02-01,26.002,1.156,Chinandega,Nicaragua,12.05N,87.12W
1895-03-01,27.355999999999998,0.872,Chinandega,Nicaragua,12.05N,87.12W
1895-04-01,27.868000000000002,0.977,Chinandega,Nicaragua,12.05N,87.12W
1895-05-01,28.26,0.526,Chinandega,Nicaragua,12.05N,87.12W
1895-06-01,28.107,0.599,Chinandega,Nicaragua,12.05N,87.12W
1895-07-01,28.189,1.594,Chinandega,Nicaragua,12.05N,87.12W
1895-08-01,27.995,1.01,Chinandega,Nicaragua,12.05N,87.12W
1895-09-01,27.423000000000002,0.757,Chinandega,Nicaragua,12.05N,87.12W
1895-10-01,26.178,0.526,Chinandega,Nicaragua,12.05N,87.12W
1895-11-01,26.469,0.871,Chinandega,Nicaragua,12.05N,87.12W
1895-12-01,25.635,0.748,Chinandega,Nicaragua,12.05N,87.12W
1896-01-01,25.988000000000003,0.852,Chinandega,Nicaragua,12.05N,87.12W
1896-02-01,26.243000000000002,1.075,Chinandega,Nicaragua,12.05N,87.12W
1896-03-01,27.083,0.748,Chinandega,Nicaragua,12.05N,87.12W
1896-04-01,27.055999999999997,1.062,Chinandega,Nicaragua,12.05N,87.12W
1896-05-01,28.043000000000003,0.672,Chinandega,Nicaragua,12.05N,87.12W
1896-06-01,28.136,0.732,Chinandega,Nicaragua,12.05N,87.12W
1896-07-01,28.218000000000004,1.005,Chinandega,Nicaragua,12.05N,87.12W
1896-08-01,28.118,0.838,Chinandega,Nicaragua,12.05N,87.12W
1896-09-01,27.768,0.982,Chinandega,Nicaragua,12.05N,87.12W
1896-10-01,27.663,0.7340000000000001,Chinandega,Nicaragua,12.05N,87.12W
1896-11-01,27.592,0.884,Chinandega,Nicaragua,12.05N,87.12W
1896-12-01,26.224,0.977,Chinandega,Nicaragua,12.05N,87.12W
1897-01-01,26.585,1.4769999999999999,Chinandega,Nicaragua,12.05N,87.12W
1897-02-01,27.644000000000002,0.893,Chinandega,Nicaragua,12.05N,87.12W
1897-03-01,28.355,0.9129999999999999,Chinandega,Nicaragua,12.05N,87.12W
1897-04-01,28.209,0.7509999999999999,Chinandega,Nicaragua,12.05N,87.12W
1897-05-01,28.299,1.1909999999999998,Chinandega,Nicaragua,12.05N,87.12W
1897-06-01,28.337,0.72,Chinandega,Nicaragua,12.05N,87.12W
1897-07-01,28.311,0.873,Chinandega,Nicaragua,12.05N,87.12W
1897-08-01,28.675,1.349,Chinandega,Nicaragua,12.05N,87.12W
1897-09-01,27.424,1.531,Chinandega,Nicaragua,12.05N,87.12W
1897-10-01,26.811999999999998,0.7509999999999999,Chinandega,Nicaragua,12.05N,87.12W
1897-11-01,26.833000000000002,1.5,Chinandega,Nicaragua,12.05N,87.12W
1897-12-01,26.836,1.4369999999999998,Chinandega,Nicaragua,12.05N,87.12W
1898-01-01,26.516,0.8009999999999999,Chinandega,Nicaragua,12.05N,87.12W
1898-02-01,25.976999999999997,1.541,Chinandega,Nicaragua,12.05N,87.12W
1898-03-01,26.874,0.94,Chinandega,Nicaragua,12.05N,87.12W
1898-04-01,27.826,1.964,Chinandega,Nicaragua,12.05N,87.12W
1898-05-01,27.881999999999998,0.9059999999999999,Chinandega,Nicaragua,12.05N,87.12W
1898-06-01,27.633000000000003,0.825,Chinandega,Nicaragua,12.05N,87.12W
1898-07-01,27.993000000000002,0.841,Chinandega,Nicaragua,12.05N,87.12W
1898-08-01,28.033,0.8190000000000001,Chinandega,Nicaragua,12.05N,87.12W
1898-09-01,27.355,0.884,Chinandega,Nicaragua,12.05N,87.12W
1898-10-01,25.854000000000006,1.0,Chinandega,Nicaragua,12.05N,87.12W
1898-11-01,26.603,0.987,Chinandega,Nicaragua,12.05N,87.12W
1898-12-01,26.678,1.37,Chinandega,Nicaragua,12.05N,87.12W
1899-01-01,26.869,1.6030000000000002,Chinandega,Nicaragua,12.05N,87.12W
1899-02-01,26.553,1.121,Chinandega,Nicaragua,12.05N,87.12W
1899-03-01,26.844,0.871,Chinandega,Nicaragua,12.05N,87.12W
1899-04-01,27.206,0.9179999999999999,Chinandega,Nicaragua,12.05N,87.12W
1899-05-01,27.726999999999997,0.898,Chinandega,Nicaragua,12.05N,87.12W
1899-06-01,27.145,0.8170000000000001,Chinandega,Nicaragua,12.05N,87.12W
1899-07-01,27.728,1.171,Chinandega,Nicaragua,12.05N,87.12W
1899-08-01,27.801,0.78,Chinandega,Nicaragua,12.05N,87.12W
1899-09-01,27.158,0.79,Chinandega,Nicaragua,12.05N,87.12W
1899-10-01,26.256999999999998,1.157,Chinandega,Nicaragua,12.05N,87.12W
1899-11-01,26.129,1.2329999999999999,Chinandega,Nicaragua,12.05N,87.12W
1899-12-01,25.61,1.046,Chinandega,Nicaragua,12.05N,87.12W
1900-01-01,25.458,1.785,Chinandega,Nicaragua,12.05N,87.12W
1900-02-01,26.58,1.568,Chinandega,Nicaragua,12.05N,87.12W
1900-03-01,27.334,1.157,Chinandega,Nicaragua,12.05N,87.12W
1900-04-01,28.215,1.956,Chinandega,Nicaragua,12.05N,87.12W
1900-05-01,28.125999999999998,0.9079999999999999,Chinandega,Nicaragua,12.05N,87.12W
1900-06-01,27.866,1.227,Chinandega,Nicaragua,12.05N,87.12W
1900-07-01,28.348000000000003,1.081,Chinandega,Nicaragua,12.05N,87.12W
1900-08-01,27.619,1.46,Chinandega,Nicaragua,12.05N,87.12W
1900-09-01,26.903000000000002,0.953,Chinandega,Nicaragua,12.05N,87.12W
1900-10-01,26.107000000000006,0.826,Chinandega,Nicaragua,12.05N,87.12W
1900-11-01,25.74,1.136,Chinandega,Nicaragua,12.05N,87.12W
1900-12-01,26.475,1.004,Chinandega,Nicaragua,12.05N,87.12W
1901-01-01,25.195999999999998,1.0979999999999999,Chinandega,Nicaragua,12.05N,87.12W
1901-02-01,25.893,1.984,Chinandega,Nicaragua,12.05N,87.12W
1901-03-01,26.662,1.6030000000000002,Chinandega,Nicaragua,12.05N,87.12W
1901-04-01,26.184,2.7289999999999996,Chinandega,Nicaragua,12.05N,87.12W
1901-05-01,27.838,1.4909999999999999,Chinandega,Nicaragua,12.05N,87.12W
1901-06-01,27.949,0.852,Chinandega,Nicaragua,12.05N,87.12W
1901-07-01,27.6,1.535,Chinandega,Nicaragua,12.05N,87.12W
1901-08-01,27.53,1.4280000000000002,Chinandega,Nicaragua,12.05N,87.12W
1901-09-01,27.162,1.001,Chinandega,Nicaragua,12.05N,87.12W
1901-10-01,25.678,0.892,Chinandega,Nicaragua,12.05N,87.12W
1901-11-01,25.155,0.9470000000000001,Chinandega,Nicaragua,12.05N,87.12W
1901-12-01,25.738000000000003,1.058,Chinandega,Nicaragua,12.05N,87.12W
1902-01-01,25.105999999999998,1.048,Chinandega,Nicaragua,12.05N,87.12W
1902-02-01,26.217,1.649,Chinandega,Nicaragua,12.05N,87.12W
1902-03-01,26.956999999999997,1.473,Chinandega,Nicaragua,12.05N,87.12W
1902-04-01,27.925,0.857,Chinandega,Nicaragua,12.05N,87.12W
1902-05-01,27.87,0.7909999999999999,Chinandega,Nicaragua,12.05N,87.12W
1902-06-01,27.551,1.401,Chinandega,Nicaragua,12.05N,87.12W
1902-07-01,27.857,0.919,Chinandega,Nicaragua,12.05N,87.12W
1902-08-01,28.003,1.2,Chinandega,Nicaragua,12.05N,87.12W
1902-09-01,27.262,0.738,Chinandega,Nicaragua,12.05N,87.12W
1902-10-01,26.423,0.963,Chinandega,Nicaragua,12.05N,87.12W
1902-11-01,26.561999999999998,1.004,Chinandega,Nicaragua,12.05N,87.12W
1902-12-01,26.226000000000006,1.078,Chinandega,Nicaragua,12.05N,87.12W
1903-01-01,26.429,1.28,Chinandega,Nicaragua,12.05N,87.12W
1903-02-01,27.465,0.909,Chinandega,Nicaragua,12.05N,87.12W
1903-03-01,27.19,0.816,Chinandega,Nicaragua,12.05N,87.12W
1903-04-01,27.976,0.753,Chinandega,Nicaragua,12.05N,87.12W
1903-05-01,27.991,0.7070000000000001,Chinandega,Nicaragua,12.05N,87.12W
1903-06-01,28.221,0.68,Chinandega,Nicaragua,12.05N,87.12W
1903-07-01,28.027,0.71,Chinandega,Nicaragua,12.05N,87.12W
1903-08-01,27.476999999999997,0.669,Chinandega,Nicaragua,12.05N,87.12W
1903-09-01,26.823,1.13,Chinandega,Nicaragua,12.05N,87.12W
1903-10-01,25.391,0.9890000000000001,Chinandega,Nicaragua,12.05N,87.12W
1903-11-01,25.06,1.159,Chinandega,Nicaragua,12.05N,87.12W
1903-12-01,25.643,1.074,Chinandega,Nicaragua,12.05N,87.12W
1904-01-01,25.712,1.361,Chinandega,Nicaragua,12.05N,87.12W
1904-02-01,25.865,0.914,Chinandega,Nicaragua,12.05N,87.12W
1904-03-01,26.326999999999998,0.69,Chinandega,Nicaragua,12.05N,87.12W
1904-04-01,26.799,0.72,Chinandega,Nicaragua,12.05N,87.12W
1904-05-01,27.467,0.9129999999999999,Chinandega,Nicaragua,12.05N,87.12W
1904-06-01,27.203000000000003,1.0290000000000001,Chinandega,Nicaragua,12.05N,87.12W
1904-07-01,27.01,1.141,Chinandega,Nicaragua,12.05N,87.12W
1904-08-01,27.418000000000003,0.799,Chinandega,Nicaragua,12.05N,87.12W
1904-09-01,26.434,1.3319999999999999,Chinandega,Nicaragua,12.05N,87.12W
1904-10-01,25.998,0.763,Chinandega,Nicaragua,12.05N,87.12W
1904-11-01,26.844,1.585,Chinandega,Nicaragua,12.05N,87.12W
1904-12-01,25.965999999999998,0.746,Chinandega,Nicaragua,12.05N,87.12W
1905-01-01,25.333,1.107,Chinandega,Nicaragua,12.05N,87.12W
1905-02-01,25.511999999999997,1.244,Chinandega,Nicaragua,12.05N,87.12W
1905-03-01,26.254,1.187,Chinandega,Nicaragua,12.05N,87.12W
1905-04-01,27.518,2.3890000000000002,Chinandega,Nicaragua,12.05N,87.12W
1905-05-01,27.766,2.086,Chinandega,Nicaragua,12.05N,87.12W
1905-06-01,27.766,0.732,Chinandega,Nicaragua,12.05N,87.12W
1905-07-01,28.034000000000002,0.629,Chinandega,Nicaragua,12.05N,87.12W
1905-08-01,27.658,1.1179999999999999,Chinandega,Nicaragua,12.05N,87.12W
1905-09-01,27.031999999999996,0.909,Chinandega,Nicaragua,12.05N,87.12W
1905-10-01,26.409,0.929,Chinandega,Nicaragua,12.05N,87.12W
1905-11-01,27.034000000000002,0.912,Chinandega,Nicaragua,12.05N,87.12W
1905-12-01,26.066999999999997,0.765,Chinandega,Nicaragua,12.05N,87.12W
1906-01-01,25.283,1.08,Chinandega,Nicaragua,12.05N,87.12W
1906-02-01,25.674,0.8109999999999999,Chinandega,Nicaragua,12.05N,87.12W
1906-03-01,27.066999999999997,0.8390000000000001,Chinandega,Nicaragua,12.05N,87.12W
1906-04-01,27.456999999999997,0.731,Chinandega,Nicaragua,12.05N,87.12W
1906-05-01,28.454,0.679,Chinandega,Nicaragua,12.05N,87.12W
1906-06-01,27.633000000000003,0.851,Chinandega,Nicaragua,12.05N,87.12W
1906-07-01,28.222,0.652,Chinandega,Nicaragua,12.05N,87.12W
1906-08-01,27.941000000000006,0.725,Chinandega,Nicaragua,12.05N,87.12W
1906-09-01,27.162,0.711,Chinandega,Nicaragua,12.05N,87.12W
1906-10-01,26.493,0.6659999999999999,Chinandega,Nicaragua,12.05N,87.12W
1906-11-01,26.424,0.861,Chinandega,Nicaragua,12.05N,87.12W
1906-12-01,25.749,1.081,Chinandega,Nicaragua,12.05N,87.12W
1907-01-01,25.468000000000004,1.272,Chinandega,Nicaragua,12.05N,87.12W
1907-02-01,25.643,1.149,Chinandega,Nicaragua,12.05N,87.12W
1907-03-01,26.545,1.01,Chinandega,Nicaragua,12.05N,87.12W
1907-04-01,27.7,0.965,Chinandega,Nicaragua,12.05N,87.12W
1907-05-01,28.075,0.998,Chinandega,Nicaragua,12.05N,87.12W
1907-06-01,27.656999999999996,0.634,Chinandega,Nicaragua,12.05N,87.12W
1907-07-01,27.814,0.7759999999999999,Chinandega,Nicaragua,12.05N,87.12W
1907-08-01,27.711,0.833,Chinandega,Nicaragua,12.05N,87.12W
1907-09-01,27.022,0.872,Chinandega,Nicaragua,12.05N,87.12W
1907-10-01,26.451999999999998,0.9009999999999999,Chinandega,Nicaragua,12.05N,87.12W
1907-11-01,26.781999999999996,0.7759999999999999,Chinandega,Nicaragua,12.05N,87.12W
1907-12-01,26.345,0.903,Chinandega,Nicaragua,12.05N,87.12W
1908-01-01,25.549,0.8759999999999999,Chinandega,Nicaragua,12.05N,87.12W
1908-02-01,25.854,1.037,Chinandega,Nicaragua,12.05N,87.12W
1908-03-01,26.444000000000003,1.617,Chinandega,Nicaragua,12.05N,87.12W
1908-04-01,27.811,0.7759999999999999,Chinandega,Nicaragua,12.05N,87.12W
1908-05-01,28.195999999999998,0.659,Chinandega,Nicaragua,12.05N,87.12W
1908-06-01,27.874000000000002,0.679,Chinandega,Nicaragua,12.05N,87.12W
1908-07-01,27.669,0.634,Chinandega,Nicaragua,12.05N,87.12W
1908-08-01,27.906999999999996,0.61,Chinandega,Nicaragua,12.05N,87.12W
1908-09-01,27.061,0.611,Chinandega,Nicaragua,12.05N,87.12W
1908-10-01,25.855999999999998,0.902,Chinandega,Nicaragua,12.05N,87.12W
1908-11-01,25.636999999999997,0.594,Chinandega,Nicaragua,12.05N,87.12W
1908-12-01,26.070999999999998,0.8420000000000001,Chinandega,Nicaragua,12.05N,87.12W
1909-01-01,25.051,0.706,Chinandega,Nicaragua,12.05N,87.12W
1909-02-01,26.116,0.648,Chinandega,Nicaragua,12.05N,87.12W
1909-03-01,27.915,0.852,Chinandega,Nicaragua,12.05N,87.12W
1909-04-01,27.967,0.613,Chinandega,Nicaragua,12.05N,87.12W
1909-05-01,29.104,0.8059999999999999,Chinandega,Nicaragua,12.05N,87.12W
1909-06-01,27.972,0.64,Chinandega,Nicaragua,12.05N,87.12W
1909-07-01,28.156,0.568,Chinandega,Nicaragua,12.05N,87.12W
1909-08-01,28.156999999999996,0.8340000000000001,Chinandega,Nicaragua,12.05N,87.12W
1909-09-01,26.954,0.703,Chinandega,Nicaragua,12.05N,87.12W
1909-10-01,26.156,0.7140000000000001,Chinandega,Nicaragua,12.05N,87.12W
1909-11-01,25.453000000000003,0.6559999999999999,Chinandega,Nicaragua,12.05N,87.12W
