,22.24,0.564,Chandpur,Bangladesh,23.31N,90.00E
1965-01-01,6.944,0.318,Changde,China,28.13N,111.82E
1965-02-01,7.218999999999999,0.245,Changde,China,28.13N,111.82E
1965-03-01,10.72,0.27699999999999997,Changde,China,28.13N,111.82E
1965-04-01,15.302999999999999,0.141,Changde,China,28.13N,111.82E
1965-05-01,22.002,0.35200000000000004,Changde,China,28.13N,111.82E
1965-06-01,24.084,0.43,Changde,China,28.13N,111.82E
1965-07-01,29.305999999999997,0.28300000000000003,Changde,China,28.13N,111.82E
1965-08-01,27.001,0.078,Changde,China,28.13N,111.82E
1965-09-01,22.479,0.203,Changde,China,28.13N,111.82E
1965-10-01,18.042,0.242,Changde,China,28.13N,111.82E
1965-11-01,13.573,0.32,Changde,China,28.13N,111.82E
1965-12-01,6.185,0.33799999999999997,Changde,China,28.13N,111.82E
1966-01-01,6.372999999999998,0.275,Changde,China,28.13N,111.82E
1966-02-01,9.164,0.18,Changde,China,28.13N,111.82E
1966-03-01,12.645,0.21899999999999997,Changde,China,28.13N,111.82E
1966-04-01,15.869000000000002,0.149,Changde,China,28.13N,111.82E
1966-05-01,20.974,0.183,Changde,China,28.13N,111.82E
1966-06-01,24.983,0.187,Changde,China,28.13N,111.82E
1966-07-01,28.361,0.258,Changde,China,28.13N,111.82E
1966-08-01,29.322,0.226,Changde,China,28.13N,111.82E
1966-09-01,23.366999999999997,0.24100000000000002,Changde,China,28.13N,111.82E
1966-10-01,18.243,0.331,Changde,China,28.13N,111.82E
1966-11-01,12.775,0.21600000000000003,Changde,China,28.13N,111.82E
1966-12-01,4.489,0.281,Changde,China,28.13N,111.82E
1967-01-01,4.651,0.231,Changde,China,28.13N,111.82E
1967-02-01,5.247999999999999,0.36200000000000004,Changde,China,28.13N,111.82E
1967-03-01,11.302,0.23,Changde,China,28.13N,111.82E
1967-04-01,15.175,0.142,Changde,China,28.13N,111.82E
1967-05-01,22.950000000000006,0.22699999999999998,Changde,China,28.13N,111.82E
1967-06-01,26.285999999999998,0.187,Changde,China,28.13N,111.82E
1967-07-01,28.644,0.508,Changde,China,28.13N,111.82E
1967-08-01,29.007,0.299,Changde,China,28.13N,111.82E
1967-09-01,22.423000000000002,0.33,Changde,China,28.13N,111.82E
1967-10-01,16.777,0.165,Changde,China,28.13N,111.82E
1967-11-01,9.798,0.23,Changde,China,28.13N,111.82E
1967-12-01,4.59,0.324,Changde,China,28.13N,111.82E
1968-01-01,4.947,0.254,Changde,China,28.13N,111.82E
1968-02-01,3.83,0.38799999999999996,Changde,China,28.13N,111.82E
1968-03-01,11.575,0.222,Changde,China,28.13N,111.82E
1968-04-01,16.567,0.20600000000000002,Changde,China,28.13N,111.82E
1968-05-01,21.092,0.159,Changde,China,28.13N,111.82E
1968-06-01,24.886999999999997,0.35100000000000003,Changde,China,28.13N,111.82E
1968-07-01,27.636999999999997,0.278,Changde,China,28.13N,111.82E
1968-08-01,27.651,0.166,Changde,China,28.13N,111.82E
1968-09-01,24.336,0.187,Changde,China,28.13N,111.82E
1968-10-01,16.840999999999998,0.222,Changde,China,28.13N,111.82E
1968-11-01,14.225999999999999,0.177,Changde,China,28.13N,111.82E
1968-12-01,9.548,0.293,Changde,China,28.13N,111.82E
1969-01-01,2.7669999999999995,0.301,Changde,China,28.13N,111.82E
1969-02-01,2.168,0.18600000000000003,Changde,China,28.13N,111.82E
1969-03-01,10.440999999999999,0.22899999999999998,Changde,China,28.13N,111.82E
1969-04-01,16.489,0.273,Changde,China,28.13N,111.82E
1969-05-01,23.245,0.183,Changde,China,28.13N,111.82E
1969-06-01,24.436,0.287,Changde,China,28.13N,111.82E
1969-07-01,28.09,0.198,Changde,China,28.13N,111.82E
1969-08-01,27.468000000000004,0.32,Changde,China,28.13N,111.82E
1969-09-01,24.436999999999998,0.191,Changde,China,28.13N,111.82E
1969-10-01,19.008000000000006,0.292,Changde,China,28.13N,111.82E
1969-11-01,10.769,0.261,Changde,China,28.13N,111.82E
1969-12-01,7.058,0.29100000000000004,Changde,China,28.13N,111.82E
1970-01-01,3.477,0.342,Changde,China,28.13N,111.82E
1970-02-01,7.537999999999999,0.184,Changde,China,28.13N,111.82E
1970-03-01,7.681000000000001,0.397,Changde,China,28.13N,111.82E
1970-04-01,15.277999999999999,0.23199999999999998,Changde,China,28.13N,111.82E
1970-05-01,21.770000000000003,0.207,Changde,China,28.13N,111.82E
1970-06-01,23.965,0.247,Changde,China,28.13N,111.82E
1970-07-01,27.616999999999997,0.228,Changde,China,28.13N,111.82E
1970-08-01,28.406999999999996,0.26,Changde,China,28.13N,111.82E
1970-09-01,22.784000000000002,0.21100000000000002,Changde,China,28.13N,111.82E
1970-10-01,18.195,0.32,Changde,China,28.13N,111.82E
1970-11-01,11.587,0.19899999999999998,Changde,China,28.13N,111.82E
1970-12-01,7.399999999999999,0.205,Changde,China,28.13N,111.82E
1971-01-01,5.2639999999999985,0.231,Changde,China,28.13N,111.82E
1971-02-01,5.615,0.195,Changde,China,28.13N,111.82E
1971-03-01,9.59,0.17300000000000001,Changde,China,28.13N,111.82E
1971-04-01,15.915999999999999,0.297,Changde,China,28.13N,111.82E
1971-05-01,20.682,0.317,Changde,China,28.13N,111.82E
1971-06-01,25.639,0.139,Changde,China,28.13N,111.82E
1971-07-01,30.175,0.105,Changde,China,28.13N,111.82E
1971-08-01,27.322,0.247,Changde,China,28.13N,111.82E
1971-09-01,22.35,0.231,Changde,China,28.13N,111.82E
1971-10-01,16.1,0.11900000000000001,Changde,China,28.13N,111.82E
1971-11-01,12.695,0.182,Changde,China,28.13N,111.82E
1971-12-01,6.417999999999998,0.276,Changde,China,28.13N,111.82E
1972-01-01,5.0760000000000005,0.212,Changde,China,28.13N,111.82E
1972-02-01,2.157,0.267,Changde,China,28.13N,111.82E
1972-03-01,12.808,0.304,Changde,China,28.13N,111.82E
1972-04-01,14.857999999999999,0.233,Changde,China,28.13N,111.82E
1972-05-01,21.616999999999997,0.109,Changde,China,28.13N,111.82E
1972-06-01,26.553,0.24600000000000002,Changde,China,28.13N,111.82E
1972-07-01,28.208,0.315,Changde,China,28.13N,111.82E
1972-08-01,28.735,0.205,Changde,China,28.13N,111.82E
1972-09-01,22.19,0.192,Changde,China,28.13N,111.82E
1972-10-01,17.124000000000002,0.45399999999999996,Changde,China,28.13N,111.82E
1972-11-01,12.955,0.131,Changde,China,28.13N,111.82E
1972-12-01,6.807,0.243,Changde,China,28.13N,111.82E
1973-01-01,4.561,0.37200000000000005,Changde,China,28.13N,111.82E
1973-02-01,7.869,0.267,Changde,China,28.13N,111.82E
1973-03-01,11.389,0.318,Changde,China,28.13N,111.82E
1973-04-01,17.677,0.11,Changde,China,28.13N,111.82E
1973-05-01,20.407,0.34600000000000003,Changde,China,28.13N,111.82E
1973-06-01,24.61,0.311,Changde,China,28.13N,111.82E
1973-07-01,27.903,0.381,Changde,China,28.13N,111.82E
1973-08-01,28.01,0.207,Changde,China,28.13N,111.82E
1973-09-01,22.066999999999997,0.272,Changde,China,28.13N,111.82E
1973-10-01,17.852,0.225,Changde,China,28.13N,111.82E
1973-11-01,13.439,0.26,Changde,China,28.13N,111.82E
1973-12-01,7.715,0.312,Changde,China,28.13N,111.82E
1974-01-01,3.04,0.43200000000000005,Changde,China,28.13N,111.82E
1974-02-01,4.96,0.359,Changde,China,28.13N,111.82E
1974-03-01,11.26,0.335,Changde,China,28.13N,111.82E
1974-04-01,18.628,0.252,Changde,China,28.13N,111.82E
1974-05-01,22.296000000000006,0.258,Changde,China,28.13N,111.82E
1974-06-01,25.133000000000003,0.359,Changde,China,28.13N,111.82E
1974-07-01,27.389,0.204,Changde,China,28.13N,111.82E
1974-08-01,27.33,0.239,Changde,China,28.13N,111.82E
1974-09-01,24.454,0.293,Changde,China,28.13N,111.82E
1974-10-01,17.459000000000003,0.225,Changde,China,28.13N,111.82E
1974-11-01,12.809,0.447,Changde,China,28.13N,111.82E
1974-12-01,4.876,0.198,Changde,China,28.13N,111.82E
1975-01-01,6.385999999999999,0.301,Changde,China,28.13N,111.82E
1975-02-01,7.2010000000000005,0.16699999999999998,Changde,China,28.13N,111.82E
1975-03-01,11.208,0.19,Changde,China,28.13N,111.82E
1975-04-01,16.432000000000002,0.127,Changde,China,28.13N,111.82E
1975-05-01,19.023000000000003,0.32,Changde,China,28.13N,111.82E
1975-06-01,25.464000000000002,0.17600000000000002,Changde,China,28.13N,111.82E
1975-07-01,29.046,0.317,Changde,China,28.13N,111.82E
1975-08-01,27.668000000000003,0.414,Changde,China,28.13N,111.82E
1975-09-01,25.625999999999998,0.142,Changde,China,28.13N,111.82E
1975-10-01,18.017000000000003,0.273,Changde,China,28.13N,111.82E
1975-11-01,10.857,0.147,Changde,China,28.13N,111.82E
1975-12-01,4.7639999999999985,0.37799999999999995,Changde,China,28.13N,111.82E
1976-01-01,4.856,0.23399999999999999,Changde,China,28.13N,111.82E
1976-02-01,7.572,0.311,Changde,China,28.13N,111.82E
1976-03-01,8.717,0.21899999999999997,Changde,China,28.13N,111.82E
1976-04-01,15.61,0.312,Changde,China,28.13N,111.82E
1976-05-01,22.051,0.42700000000000005,Changde,China,28.13N,111.82E
1976-06-01,24.656,0.217,Changde,China,28.13N,111.82E
1976-07-01,27.374,0.21100000000000002,Changde,China,28.13N,111.82E
1976-08-01,28.016,0.174,Changde,China,28.13N,111.82E
1976-09-01,22.909000000000002,0.276,Changde,China,28.13N,111.82E
1976-10-01,18.462,0.22699999999999998,Changde,China,28.13N,111.82E
1976-11-01,9.718,0.162,Changde,China,28.13N,111.82E
1976-12-01,6.862,0.255,Changde,China,28.13N,111.82E
1977-01-01,1.0909999999999995,0.209,Changde,China,28.13N,111.82E
1977-02-01,5.511,0.265,Changde,China,28.13N,111.82E
1977-03-01,13.055,0.24100000000000002,Changde,China,28.13N,111.82E
1977-04-01,17.698,0.183,Changde,China,28.13N,111.82E
1977-05-01,19.874,0.45399999999999996,Changde,China,28.13N,111.82E
1977-06-01,24.336,0.248,Changde,China,28.13N,111.82E
1977-07-01,28.741999999999997,0.251,Changde,China,28.13N,111.82E
1977-08-01,27.316,0.111,Changde,China,28.13N,111.82E
1977-09-01,23.098000000000003,0.389,Changde,China,28.13N,111.82E
1977-10-01,19.365,0.102,Changde,China,28.13N,111.82E
1977-11-01,12.265999999999998,0.183,Changde,China,28.13N,111.82E
1977-12-01,8.701,0.27699999999999997,Changde,China,28.13N,111.82E
1978-01-01,5.822,0.324,Changde,China,28.13N,111.82E
1978-02-01,6.159,0.207,Changde,China,28.13N,111.82E
1978-03-01,10.481,0.24600000000000002,Changde,China,28.13N,111.82E
1978-04-01,17.526,0.615,Changde,China,28.13N,111.82E
1978-05-01,21.770000000000003,0.32799999999999996,Changde,China,28.13N,111.82E
1978-06-01,24.997,0.162,Changde,China,28.13N,111.82E
1978-07-01,29.747,0.409,Changde,China,28.13N,111.82E
1978-08-01,28.788,0.215,Changde,China,28.13N,111.82E
1978-09-01,24.165,0.192,Changde,China,28.13N,111.82E
1978-10-01,17.808,0.14,Changde,China,28.13N,111.82E
1978-11-01,11.535,0.223,Changde,China,28.13N,111.82E
1978-12-01,8.511000000000001,0.374,Changde,China,28.13N,111.82E
1979-01-01,5.582000000000001,0.27399999999999997,Changde,China,28.13N,111.82E
1979-02-01,9.35,0.245,Changde,China,28.13N,111.82E
1979-03-01,10.305,0.196,Changde,China,28.13N,111.82E
1979-04-01,16.86,0.304,Changde,China,28.13N,111.82E
1979-05-01,19.997,0.304,Changde,China,28.13N,111.82E
1979-06-01,25.598000000000003,0.139,Changde,China,28.13N,111.82E
1979-07-01,28.747,0.162,Changde,China,28.13N,111.82E
1979-08-01,27.954,0.315,Changde,China,28.13N,111.82E
1979-09-01,22.139,0.16899999999999998,Changde,China,28.13N,111.82E
1979-10-01,19.532,0.22399999999999998,Changde,China,28.13N,111.82E
1979-11-01,12.202,0.278,Changde,China,28.13N,111.82E
1979-12-01,9.262,0.375,Changde,China,28.13N,111.82E
1980-01-01,4.383,0.16,Changde,China,28.13N,111.82E
1980-02-01,4.936,0.3,Changde,China,28.13N,111.82E
1980-03-01,8.202,0.20199999999999999,Changde,China,28.13N,111.82E
1980-04-01,15.716,0.361,Changde,China,28.13N,111.82E
1980-05-01,22.160999999999998,0.16699999999999998,Changde,China,28.13N,111.82E
1980-06-01,26.044,0.212,Changde,China,28.13N,111.82E
1980-07-01,27.429,0.21100000000000002,Changde,China,28.13N,111.82E
1980-08-01,25.691999999999997,0.192,Changde,China,28.13N,111.82E
1980-09-01,22.586,0.209,Changde,China,28.13N,111.82E
1980-10-01,18.567,0.094,Changde,China,28.13N,111.82E
1980-11-01,15.009,0.19899999999999998,Changde,China,28.13N,111.82E
1980-12-01,8.065999999999999,0.2,Changde,China,28.13N,111.82E
1981-01-01,3.444,0.32799999999999996,Changde,China,28.13N,111.82E
1981-02-01,6.981,0.332,Changde,China,28.13N,111.82E
1981-03-01,12.63,0.319,Changde,China,28.13N,111.82E
1981-04-01,16.664,0.247,Changde,China,28.13N,111.82E
1981-05-01,20.820999999999998,0.20600000000000002,Changde,China,28.13N,111.82E
1981-06-01,25.756,0.44,Changde,China,28.13N,111.82E
1981-07-01,29.066999999999997,0.27,Changde,China,28.13N,111.82E
1981-08-01,29.436,0.315,Changde,China,28.13N,111.82E
1981-09-01,23.076,0.22699999999999998,Changde,China,28.13N,111.82E
1981-10-01,15.563000000000002,0.321,Changde,China,28.13N,111.82E
1981-11-01,10.437,0.245,Changde,China,28.13N,111.82E
1981-12-01,6.77,0.29600000000000004,Changde,China,28.13N,111.82E
1982-01-01,6.057,0.163,Changde,China,28.13N,111.82E
1982-02-01,5.042,0.192,Changde,China,28.13N,111.82E
1982-03-01,10.314,0.20199999999999999,Changde,China,28.13N,111.82E
1982-04-01,15.325999999999999,0.39799999999999996,Changde,China,28.13N,111.82E
1982-05-01,22.795,0.155,Changde,China,28.13N,111.82E
1982-06-01,23.325,0.264,Changde,China,28.13N,111.82E
1982-07-01,28.999,0.215,Changde,China,28.13N,111.82E
1982-08-01,26.816,0.184,Changde,China,28.13N,111.82E
1982-09-01,21.504,0.172,Changde,China,28.13N,111.82E
1982-10-01,19.166,0.175,Changde,China,28.13N,111.82E
1982-11-01,12.663,0.212,Changde,China,28.13N,111.82E
1982-12-01,6.249,0.302,Changde,China,28.13N,111.82E
1983-01-01,4.067,0.247,Changde,China,28.13N,111.82E
1983-02-01,6.221,0.293,Changde,China,28.13N,111.82E
1983-03-01,10.092,0.253,Changde,China,28.13N,111.82E
1983-04-01,16.627,0.16399999999999998,Changde,China,28.13N,111.82E
1983-05-01,22.445999999999998,0.23600000000000002,Changde,China,28.13N,111.82E
1983-06-01,25.463,0.46399999999999997,Changde,China,28.13N,111.82E
1983-07-01,28.142,0.517,Changde,China,28.13N,111.82E
1983-08-01,27.772,0.39,Changde,China,28.13N,111.82E
1983-09-01,24.884,0.314,Changde,China,28.13N,111.82E
1983-10-01,17.918000000000006,0.18899999999999997,Changde,China,28.13N,111.82E
1983-11-01,13.421,0.249,Changde,China,28.13N,111.82E
1983-12-01,7.258999999999999,0.342,Changde,China,28.13N,111.82E
1984-01-01,2.507,0.235,Changde,China,28.13N,111.82E
1984-02-01,3.805,0.377,Changde,China,28.13N,111.82E
1984-03-01,10.507,0.22399999999999998,Changde,China,28.13N,111.82E
1984-04-01,15.825999999999999,0.171,Changde,China,28.13N,111.82E
1984-05-01,20.295,0.265,Changde,China,28.13N,111.82E
1984-06-01,26.293000000000003,0.142,Changde,China,28.13N,111.82E
1984-07-01,28.781,0.315,Changde,China,28.13N,111.82E
1984-08-01,27.495,0.27399999999999997,Changde,China,28.13N,111.82E
1984-09-01,22.61,0.201,Changde,China,28.13N,111.82E
1984-10-01,17.040000000000006,0.294,Changde,China,28.13N,111.82E
1984-11-01,13.065,0.529,Changde,China,28.13N,111.82E
1984-12-01,4.145,0.182,Changde,China,28.13N,111.82E
1985-01-01,4.606,0.20600000000000002,Changde,China,28.13N,111.82E
1985-02-01,5.606,0.149,Changde,China,28.13N,111.82E
1985-03-01,7.4780000000000015,0.196,Changde,China,28.13N,111.82E
1985-04-01,17.082,0.33899999999999997,Changde,China,28.13N,111.82E
1985-05-01,22.28,0.36200000000000004,Changde,China,28.13N,111.82E
1985-06-01,25.031,0.344,Changde,China,28.13N,111.82E
1985-07-01,28.776,0.175,Changde,China,28.13N,111.82E
1985-08-01,28.56,0.207,Changde,China,28.13N,111.82E
1985-09-01,23.023000000000003,0.204,Changde,China,28.13N,111.82E
1985-10-01,17.897000000000006,0.27,Changde,China,28.13N,111.82E
1985-11-01,13.228,0.168,Changde,China,28.13N,111.82E
1985-12-01,5.106,0.34299999999999997,Changde,China,28.13N,111.82E
1986-01-01,5.795,0.292,Changde,China,28.13N,111.82E
1986-02-01,6.023,0.336,Changde,China,28.13N,111.82E
1986-03-01,10.753,0.359,Changde,China,28.13N,111.82E
1986-04-01,16.475,0.27699999999999997,Changde,China,28.13N,111.82E
1986-05-01,22.625999999999998,0.535,Changde,China,28.13N,111.82E
1986-06-01,25.14,0.282,Changde,China,28.13N,111.82E
1986-07-01,27.263,0.318,Changde,China,28.13N,111.82E
1986-08-01,27.661,0.23600000000000002,Changde,China,28.13N,111.82E
1986-09-01,23.37,0.264,Changde,China,28.13N,111.82E
1986-10-01,17.070999999999998,0.257,Changde,China,28.13N,111.82E
1986-11-01,11.258,0.264,Changde,China,28.13N,111.82E
1986-12-01,7.647,0.272,Changde,China,28.13N,111.82E
1987-01-01,6.914999999999999,0.183,Changde,China,28.13N,111.82E
1987-02-01,8.100999999999999,0.16,Changde,China,28.13N,111.82E
1987-03-01,10.025,0.249,Changde,China,28.13N,111.82E
1987-04-01,15.95,0.5579999999999999,Changde,China,28.13N,111.82E
1987-05-01,21.413,0.142,Changde,China,28.13N,111.82E
1987-06-01,24.18,0.218,Changde,China,28.13N,111.82E
1987-07-01,27.526999999999997,0.13,Changde,China,28.13N,111.82E
1987-08-01,28.12,0.316,Changde,China,28.13N,111.82E
1987-09-01,23.39,0.33899999999999997,Changde,China,28.13N,111.82E
1987-10-01,17.970000000000006,0.272,Changde,China,28.13N,111.82E
1987-11-01,12.219,0.299,Changde,China,28.13N,111.82E
1987-12-01,7.859,0.39799999999999996,Changde,China,28.13N,111.82E
1988-01-01,4.566,0.18600000000000003,Changde,China,28.13N,111.82E
1988-02-01,4.548,0.196,Changde,China,28.13N,111.82E
1988-03-01,8.271,0.16699999999999998,Changde,China,28.13N,111.82E
1988-04-01,16.872,0.258,Changde,China,28.13N,111.82E
1988-05-01,21.796999999999997,0.313,Changde,China,28.13N,111.82E
1988-06-01,25.965,0.33899999999999997,Changde,China,28.13N,111.82E
1988-07-01,29.654,0.239,Changde,China,28.13N,111.82E
1988-08-01,27.203000000000003,0.16699999999999998,Changde,China,28.13N,111.82E
1988-09-01,22.495,0.315,Changde,China,28.13N,111.82E
1988-10-01,17.662000000000006,0.18899999999999997,Changde,China,28.13N,111.82E
1988-11-01,13.39,0.183,Changde,China,28.13N,111.82E
1988-12-01,8.496,0.278,Changde,China,28.13N,111.82E
1989-01-01,3.871,0.212,Changde,China,28.13N,111.82E
1989-02-01,4.704,0.391,Changde,China,28.13N,111.82E
1989-03-01,10.297,0.255,Changde,China,28.13N,111.82E
1989-04-01,16.340999999999998,0.18600000000000003,Changde,China,28.13N,111.82E
1989-05-01,21.203000000000007,0.254,Changde,China,28.13N,111.82E
1989-06-01,24.995,0.26,Changde,China,28.13N,111.82E
1989-07-01,28.229,0.29,Changde,China,28.13N,111.82E
1989-08-01,27.538,0.46299999999999997,Changde,China,28.13N,111.82E
1989-09-01,23.395,0.24600000000000002,Changde,China,28.13N,111.82E
1989-10-01,18.483,0.307,Changde,China,28.13N,111.82E
1989-11-01,11.770999999999999,0.26,Changde,China,28.13N,111.82E
1989-12-01,8.039,0.415,Changde,China,28.13N,111.82E
1990-01-01,4.746,0.287,Changde,China,28.13N,111.82E
1990-02-01,5.257000000000001,0.42200000000000004,Changde,China,28.13N,111.82E
1990-03-01,11.788,0.326,Changde,China,28.13N,111.82E
1990-04-01,15.912,0.17800000000000002,Changde,China,28.13N,111.82E
1990-05-01,21.285999999999998,0.21100000000000002,Changde,China,28.13N,111.82E
1990-06-01,26.002,0.494,Changde,China,28.13N,111.82E
1990-07-01,29.164,0.353,Changde,China,28.13N,111.82E
1990-08-01,28.762,0.379,Changde,China,28.13N,111.82E
1990-09-01,24.65,0.293,Changde,China,28.13N,111.82E
1990-10-01,17.973000000000006,0.204,Changde,China,28.13N,111.82E
1990-11-01,14.446000000000002,0.295,Changde,China,28.13N,111.82E
1990-12-01,7.665999999999999,0.447,Changde,China,28.13N,111.82E
1991-01-01,4.6099999999999985,0.284,Changde,China,28.13N,111.82E
1991-02-01,7.489,0.222,Changde,China,28.13N,111.82E
1991-03-01,9.413,0.405,Changde,China,28.13N,111.82E
1991-04-01,15.062000000000001,0.433,Changde,China,28.13N,111.82E
1991-05-01,20.834000000000003,0.33899999999999997,Changde,China,28.13N,111.82E
1991-06-01,25.735,0.21,Changde,China,28.13N,111.82E
1991-07-01,28.44,0.40399999999999997,Changde,China,28.13N,111.82E
1991-08-01,27.366,0.299,Changde,China,28.13N,111.82E
1991-09-01,23.34,0.31,Changde,China,28.13N,111.82E
1991-10-01,17.396,0.19699999999999998,Changde,China,28.13N,111.82E
1991-11-01,12.338,0.13,Changde,China,28.13N,111.82E
1991-12-01,6.9769999999999985,0.188,Changde,China,28.13N,111.82E
1992-01-01,5.981999999999998,0.321,Changde,China,28.13N,111.82E
1992-02-01,7.141,0.384,Changde,China,28.13N,111.82E
1992-03-01,7.732,0.217,Changde,China,28.13N,111.82E
1992-04-01,17.97,0.259,Changde,China,28.13N,111.82E
1992-05-01,21.128,0.193,Changde,China,28.13N,111.82E
1992-06-01,24.406999999999996,0.408,Changde,China,28.13N,111.82E
1992-07-01,27.915,0.278,Changde,China,28.13N,111.82E
1992-08-01,28.339000000000002,0.218,Changde,China,28.13N,111.82E
1992-09-01,23.397,0.306,Changde,China,28.13N,111.82E
1992-10-01,16.593,0.222,Changde,China,28.13N,111.82E
1992-11-01,13.044,0.26899999999999996,Changde,China,28.13N,111.82E
1992-12-01,8.504999999999999,0.568,Changde,China,28.13N,111.82E
1993-01-01,3.25,0.252,Changde,China,28.13N,111.82E
1993-02-01,8.272,0.237,Changde,China,28.13N,111.82E
1993-03-01,10.597999999999999,0.409,Changde,China,28.13N,111.82E
1993-04-01,16.636,0.18600000000000003,Changde,China,28.13N,111.82E
1993-05-01,19.735000000000007,0.47700000000000004,Changde,China,28.13N,111.82E
1993-06-01,25.634,0.166,Changde,China,28.13N,111.82E
1993-07-01,26.701999999999998,0.35700000000000004,Changde,China,28.13N,111.82E
1993-08-01,25.952,0.402,Changde,China,28.13N,111.82E
1993-09-01,23.521,0.225,Changde,China,28.13N,111.82E
1993-10-01,17.148000000000003,0.114,Changde,China,28.13N,111.82E
1993-11-01,11.174,0.563,Changde,China,28.13N,111.82E
1993-12-01,6.824,0.26899999999999996,Changde,China,28.13N,111.82E
1994-01-01,5.723,0.447,Changde,China,28.13N,111.82E
1994-02-01,5.768,0.327,Changde,China,28.13N,111.82E
1994-03-01,9.972999999999999,0.397,Changde,China,28.13N,111.82E
1994-04-01,16.987000000000002,0.307,Changde,China,28.13N,111.82E
1994-05-01,23.590999999999998,0.204,Changde,China,28.13N,111.82E
1994-06-01,25.273000000000003,0.207,Changde,China,28.13N,111.82E
1994-07-01,28.206999999999997,0.299,Changde,China,28.13N,111.82E
1994-08-01,27.965,0.541,Changde,China,28.13N,111.82E
1994-09-01,22.261999999999997,0.2,Changde,China,28.13N,111.82E
1994-10-01,16.124000000000002,0.201,Changde,China,28.13N,111.82E
1994-11-01,14.085,0.40399999999999997,Changde,China,28.13N,111.82E
1994-12-01,7.787000000000001,0.182,Changde,China,28.13N,111.82E
1995-01-01,3.997,0.209,Changde,China,28.13N,111.82E
1995-02-01,7.147,0.249,Changde,China,28.13N,111.82E
1995-03-01,11.447,0.166,Changde,China,28.13N,111.82E
1995-04-01,15.304,0.374,Changde,China,28.13N,111.82E
1995-05-01,22.158,0.187,Changde,China,28.13N,111.82E
1995-06-01,24.877,0.066,Changde,China,28.13N,111.82E
1995-07-01,28.924,0.262,Changde,China,28.13N,111.82E
1995-08-01,27.936,0.217,Changde,China,28.13N,111.82E
1995-09-01,24.221999999999998,0.16399999999999998,Changde,China,28.13N,111.82E
1995-10-01,17.915000000000006,0.261,Changde,China,28.13N,111.82E
1995-11-01,12.517999999999999,0.18600000000000003,Changde,China,28.13N,111.82E
1995-12-01,7.051,0.22,Changde,China,28.13N,111.82E
1996-01-01,4.2799999999999985,0.248,Changde,China,28.13N,111.82E
1996-02-01,5.8229999999999995,0.265,Changde,China,28.13N,111.82E
1996-03-01,9.013,0.209,Changde,China,28.13N,111.82E
1996-04-01,15.722999999999999,0.382,Changde,China,28.13N,111.82E
1996-05-01,21.12,0.266,Changde,China,28.13N,111.82E
1996-06-01,25.425,0.301,Changde,China,28.13N,111.82E
1996-07-01,27.573,0.22399999999999998,Changde,China,28.13N,111.82E
1996-08-01,27.14,0.233,Changde,China,28.13N,111.82E
1996-09-01,24.156999999999996,0.243,Changde,China,28.13N,111.82E
1996-10-01,18.352999999999998,0.18100000000000002,Changde,China,28.13N,111.82E
1996-11-01,11.300999999999998,0.28300000000000003,Changde,China,28.13N,111.82E
1996-12-01,8.539,0.215,Changde,China,28.13N,111.82E
1997-01-01,5.533,0.159,Changde,China,28.13N,111.82E
1997-02-01,6.721,0.198,Changde,China,28.13N,111.82E
1997-03-01,12.147,0.434,Changde,China,28.13N,111.82E
1997-04-01,15.952,0.312,Changde,China,28.13N,111.82E
1997-05-01,23.133000000000006,0.248,Changde,China,28.13N,111.82E
1997-06-01,24.703000000000003,0.259,Changde,China,28.13N,111.82E
1997-07-01,26.991,0.233,Changde,China,28.13N,111.82E
1997-08-01,28.421,0.349,Changde,China,28.13N,111.82E
1997-09-01,21.364,0.29100000000000004,Changde,China,28.13N,111.82E
1997-10-01,18.324,0.265,Changde,China,28.13N,111.82E
1997-11-01,12.152,0.33,Changde,China,28.13N,111.82E
1997-12-01,6.8870000000000005,0.252,Changde,China,28.13N,111.82E
1998-01-01,3.422,0.22399999999999998,Changde,China,28.13N,111.82E
1998-02-01,8.041,0.307,Changde,China,28.13N,111.82E
1998-03-01,9.987,0.405,Changde,China,28.13N,111.82E
1998-04-01,20.119,0.20800000000000002,Changde,China,28.13N,111.82E
1998-05-01,21.655,0.254,Changde,China,28.13N,111.82E
1998-06-01,25.125,0.425,Changde,China,28.13N,111.82E
1998-07-01,28.85,0.221,Changde,China,28.13N,111.82E
1998-08-01,29.052,0.386,Changde,China,28.13N,111.82E
1998-09-01,24.076,0.204,Changde,China,28.13N,111.82E
1998-10-01,19.570999999999998,0.185,Changde,China,28.13N,111.82E
1998-11-01,15.155,0.158,Changde,China,28.13N,111.82E
1998-12-01,8.453,0.249,Changde,China,28.13N,111.82E
1999-01-01,6.82,0.195,Changde,China,28.13N,111.82E
1999-02-01,9.677,0.306,Changde,China,28.13N,111.82E
1999-03-01,10.265,0.32299999999999995,Changde,China,28.13N,111.82E
1999-04-01,17.267,0.161,Changde,China,28.13N,111.82E
1999-05-01,21.342,0.10099999999999999,Changde,China,28.13N,111.82E
1999-06-01,24.991,0.47600000000000003,Changde,China,28.13N,111.82E
1999-07-01,26.754,0.39299999999999996,Changde,China,28.13N,111.82E
1999-08-01,26.469,0.231,Changde,China,28.13N,111.82E
1999-09-01,24.781999999999996,0.312,Changde,China,28.13N,111.82E
1999-10-01,17.790000000000006,0.31,Changde,China,28.13N,111.82E
