371,0.41700000000000004,Niiza,Japan,36.17N,139.23E
1797-02-01,1.382,2.805,Nis,Serbia,42.59N,21.82E
1797-03-01,2.979,2.4090000000000003,Nis,Serbia,42.59N,21.82E
1797-04-01,10.554,4.258,Nis,Serbia,42.59N,21.82E
1797-05-01,16.493000000000002,3.3289999999999997,Nis,Serbia,42.59N,21.82E
1797-06-01,18.971,2.273,Nis,Serbia,42.59N,21.82E
1797-07-01,21.393,1.8259999999999998,Nis,Serbia,42.59N,21.82E
1797-08-01,21.585,2.506,Nis,Serbia,42.59N,21.82E
1797-09-01,17.709,3.216,Nis,Serbia,42.59N,21.82E
1797-10-01,11.304,2.1109999999999998,Nis,Serbia,42.59N,21.82E
1797-11-01,4.393,3.259,Nis,Serbia,42.59N,21.82E
1797-12-01,0.264,3.635,Nis,Serbia,42.59N,21.82E
1798-01-01,-1.022,2.031,Nis,Serbia,42.59N,21.82E
1798-02-01,1.801,2.35,Nis,Serbia,42.59N,21.82E
1798-03-01,6.002999999999999,2.09,Nis,Serbia,42.59N,21.82E
1798-04-01,9.762,2.055,Nis,Serbia,42.59N,21.82E
1798-05-01,14.785,3.43,Nis,Serbia,42.59N,21.82E
1798-06-01,18.447,1.7919999999999998,Nis,Serbia,42.59N,21.82E
1798-07-01,21.118000000000002,2.51,Nis,Serbia,42.59N,21.82E
1798-08-01,20.966,4.194,Nis,Serbia,42.59N,21.82E
1798-09-01,17.311,4.224,Nis,Serbia,42.59N,21.82E
1798-10-01,9.517999999999999,2.6260000000000003,Nis,Serbia,42.59N,21.82E
1798-11-01,4.405,2.8489999999999998,Nis,Serbia,42.59N,21.82E
1798-12-01,-3.387,2.5140000000000002,Nis,Serbia,42.59N,21.82E
1799-01-01,-6.06,2.533,Nis,Serbia,42.59N,21.82E
1799-02-01,-1.733,2.767,Nis,Serbia,42.59N,21.82E
1799-03-01,3.53,2.835,Nis,Serbia,42.59N,21.82E
1799-04-01,9.982999999999999,3.983,Nis,Serbia,42.59N,21.82E
1799-05-01,14.630999999999998,1.589,Nis,Serbia,42.59N,21.82E
1799-06-01,17.604,2.855,Nis,Serbia,42.59N,21.82E
1799-07-01,20.389,2.364,Nis,Serbia,42.59N,21.82E
1799-08-01,20.973000000000003,1.2109999999999999,Nis,Serbia,42.59N,21.82E
1799-09-01,16.177,2.5669999999999997,Nis,Serbia,42.59N,21.82E
1799-10-01,11.589,1.755,Nis,Serbia,42.59N,21.82E
1799-11-01,4.254,2.398,Nis,Serbia,42.59N,21.82E
1799-12-01,-2.634,2.114,Nis,Serbia,42.59N,21.82E
1800-01-01,-1.244,2.072,Nis,Serbia,42.59N,21.82E
1800-02-01,1.001,3.738,Nis,Serbia,42.59N,21.82E
1800-03-01,1.473,2.494,Nis,Serbia,42.59N,21.82E
1800-04-01,13.573,1.911,Nis,Serbia,42.59N,21.82E
1800-05-01,15.762,1.76,Nis,Serbia,42.59N,21.82E
1800-06-01,17.352999999999998,1.66,Nis,Serbia,42.59N,21.82E
1800-07-01,19.368,2.227,Nis,Serbia,42.59N,21.82E
1800-08-01,20.321,2.676,Nis,Serbia,42.59N,21.82E
1800-09-01,15.640999999999998,2.722,Nis,Serbia,42.59N,21.82E
1800-10-01,10.252,3.045,Nis,Serbia,42.59N,21.82E
1800-11-01,5.347,2.938,Nis,Serbia,42.59N,21.82E
1800-12-01,-0.07399999999999997,2.531,Nis,Serbia,42.59N,21.82E
1801-01-01,-1.1840000000000002,2.364,Nis,Serbia,42.59N,21.82E
1801-02-01,-0.389,1.722,Nis,Serbia,42.59N,21.82E
1801-03-01,6.801,2.075,Nis,Serbia,42.59N,21.82E
1801-04-01,10.164,2.447,Nis,Serbia,42.59N,21.82E
1801-05-01,16.746000000000002,2.08,Nis,Serbia,42.59N,21.82E
1801-06-01,17.487000000000002,2.079,Nis,Serbia,42.59N,21.82E
1801-07-01,21.214000000000002,2.623,Nis,Serbia,42.59N,21.82E
1801-08-01,18.712,2.149,Nis,Serbia,42.59N,21.82E
1801-09-01,16.906,2.215,Nis,Serbia,42.59N,21.82E
1801-10-01,11.795,1.561,Nis,Serbia,42.59N,21.82E
1801-11-01,6.325,1.942,Nis,Serbia,42.59N,21.82E
1801-12-01,1.1740000000000002,4.274,Nis,Serbia,42.59N,21.82E
1802-01-01,-1.33,2.36,Nis,Serbia,42.59N,21.82E
1802-02-01,0.433,1.804,Nis,Serbia,42.59N,21.82E
1802-03-01,5.5779999999999985,2.6,Nis,Serbia,42.59N,21.82E
1802-04-01,9.596,2.395,Nis,Serbia,42.59N,21.82E
1802-05-01,13.725,2.421,Nis,Serbia,42.59N,21.82E
1802-06-01,19.774,1.547,Nis,Serbia,42.59N,21.82E
1802-07-01,21.681,1.976,Nis,Serbia,42.59N,21.82E
1802-08-01,21.543000000000003,2.02,Nis,Serbia,42.59N,21.82E
1802-09-01,16.377,3.34,Nis,Serbia,42.59N,21.82E
1802-10-01,12.632,2.8089999999999997,Nis,Serbia,42.59N,21.82E
1802-11-01,5.734,2.106,Nis,Serbia,42.59N,21.82E
1802-12-01,0.959,2.299,Nis,Serbia,42.59N,21.82E
1803-01-01,-4.007,2.9989999999999997,Nis,Serbia,42.59N,21.82E
1803-02-01,-3.286,2.635,Nis,Serbia,42.59N,21.82E
1803-03-01,3.584,3.175,Nis,Serbia,42.59N,21.82E
1803-04-01,12.037,2.352,Nis,Serbia,42.59N,21.82E
1803-05-01,13.759,2.146,Nis,Serbia,42.59N,21.82E
1803-06-01,17.985999999999994,1.5419999999999998,Nis,Serbia,42.59N,21.82E
1803-07-01,20.726,1.5019999999999998,Nis,Serbia,42.59N,21.82E
1803-08-01,20.903000000000002,2.265,Nis,Serbia,42.59N,21.82E
1803-09-01,15.283,1.48,Nis,Serbia,42.59N,21.82E
1803-10-01,9.708,2.9530000000000003,Nis,Serbia,42.59N,21.82E
1803-11-01,5.388999999999999,2.553,Nis,Serbia,42.59N,21.82E
1803-12-01,-0.7390000000000001,2.9410000000000003,Nis,Serbia,42.59N,21.82E
1804-01-01,0.3579999999999999,3.534,Nis,Serbia,42.59N,21.82E
1804-02-01,-1.032,2.379,Nis,Serbia,42.59N,21.82E
1804-03-01,2.694,3.153,Nis,Serbia,42.59N,21.82E
1804-04-01,10.314,2.5140000000000002,Nis,Serbia,42.59N,21.82E
1804-05-01,14.741,1.659,Nis,Serbia,42.59N,21.82E
1804-06-01,18.497,1.965,Nis,Serbia,42.59N,21.82E
1804-07-01,21.392,2.611,Nis,Serbia,42.59N,21.82E
1804-08-01,19.915,1.9680000000000002,Nis,Serbia,42.59N,21.82E
1804-09-01,16.826999999999998,3.141,Nis,Serbia,42.59N,21.82E
1804-10-01,10.413,1.7209999999999999,Nis,Serbia,42.59N,21.82E
1804-11-01,3.112,3.918,Nis,Serbia,42.59N,21.82E
1804-12-01,-1.679,3.6319999999999997,Nis,Serbia,42.59N,21.82E
1805-01-01,-2.115,1.9709999999999999,Nis,Serbia,42.59N,21.82E
1805-02-01,-0.3420000000000001,2.407,Nis,Serbia,42.59N,21.82E
1805-03-01,3.505,2.166,Nis,Serbia,42.59N,21.82E
1805-04-01,7.455,3.05,Nis,Serbia,42.59N,21.82E
1805-05-01,13.102,1.3319999999999999,Nis,Serbia,42.59N,21.82E
1805-06-01,18.26,1.8780000000000001,Nis,Serbia,42.59N,21.82E
1805-07-01,19.823,1.767,Nis,Serbia,42.59N,21.82E
1805-08-01,19.342,2.103,Nis,Serbia,42.59N,21.82E
1805-09-01,16.058,2.2230000000000003,Nis,Serbia,42.59N,21.82E
1805-10-01,7.798999999999999,1.3530000000000002,Nis,Serbia,42.59N,21.82E
1805-11-01,1.469,2.966,Nis,Serbia,42.59N,21.82E
1805-12-01,-0.28800000000000003,1.743,Nis,Serbia,42.59N,21.82E
1806-01-01,0.02500000000000013,2.295,Nis,Serbia,42.59N,21.82E
1806-02-01,1.146,3.775,Nis,Serbia,42.59N,21.82E
1806-03-01,4.83,2.494,Nis,Serbia,42.59N,21.82E
1806-04-01,8.657,3.352,Nis,Serbia,42.59N,21.82E
1806-05-01,15.710999999999999,1.932,Nis,Serbia,42.59N,21.82E
1806-06-01,17.697999999999997,1.775,Nis,Serbia,42.59N,21.82E
1806-07-01,20.074,1.801,Nis,Serbia,42.59N,21.82E
1806-08-01,19.323,2.189,Nis,Serbia,42.59N,21.82E
1806-09-01,16.438,2.198,Nis,Serbia,42.59N,21.82E
1806-10-01,9.354,1.375,Nis,Serbia,42.59N,21.82E
1806-11-01,4.947,2.1069999999999998,Nis,Serbia,42.59N,21.82E
1806-12-01,1.791,2.654,Nis,Serbia,42.59N,21.82E
1807-01-01,-2.391,3.043,Nis,Serbia,42.59N,21.82E
1807-02-01,0.6409999999999999,4.421,Nis,Serbia,42.59N,21.82E
1807-03-01,3.284,3.742,Nis,Serbia,42.59N,21.82E
1807-04-01,7.922000000000001,2.427,Nis,Serbia,42.59N,21.82E
1807-05-01,14.767000000000001,1.96,Nis,Serbia,42.59N,21.82E
1807-06-01,18.017,1.401,Nis,Serbia,42.59N,21.82E
1807-07-01,21.238000000000003,2.997,Nis,Serbia,42.59N,21.82E
1807-08-01,22.304000000000002,1.814,Nis,Serbia,42.59N,21.82E
1807-09-01,17.221999999999998,1.213,Nis,Serbia,42.59N,21.82E
1807-10-01,11.509,1.8,Nis,Serbia,42.59N,21.82E
1807-11-01,6.917999999999999,2.491,Nis,Serbia,42.59N,21.82E
1807-12-01,0.36,1.8980000000000001,Nis,Serbia,42.59N,21.82E
1808-01-01,-1.487,2.97,Nis,Serbia,42.59N,21.82E
1808-02-01,-1.8940000000000001,2.309,Nis,Serbia,42.59N,21.82E
1808-03-01,-0.4650000000000008,4.0760000000000005,Nis,Serbia,42.59N,21.82E
1808-04-01,7.912000000000001,1.89,Nis,Serbia,42.59N,21.82E
1808-05-01,14.439,3.6830000000000003,Nis,Serbia,42.59N,21.82E
1808-06-01,17.846,1.574,Nis,Serbia,42.59N,21.82E
1808-07-01,20.946,1.8940000000000001,Nis,Serbia,42.59N,21.82E
1808-08-01,20.568,2.09,Nis,Serbia,42.59N,21.82E
1808-09-01,17.808,3.2039999999999997,Nis,Serbia,42.59N,21.82E
1808-10-01,8.899000000000003,1.795,Nis,Serbia,42.59N,21.82E
1808-11-01,3.5189999999999997,2.488,Nis,Serbia,42.59N,21.82E
1808-12-01,-4.516,1.8230000000000002,Nis,Serbia,42.59N,21.82E
1809-01-01,-3.156,4.099,Nis,Serbia,42.59N,21.82E
1809-02-01,0.5720000000000001,3.8,Nis,Serbia,42.59N,21.82E
1809-03-01,2.3349999999999995,2.7230000000000003,Nis,Serbia,42.59N,21.82E
1809-04-01,7.835,3.61,Nis,Serbia,42.59N,21.82E
1809-05-01,14.132,3.234,Nis,Serbia,42.59N,21.82E
1809-06-01,18.609,1.7180000000000002,Nis,Serbia,42.59N,21.82E
1809-07-01,19.903,1.325,Nis,Serbia,42.59N,21.82E
1809-08-01,20.039,1.469,Nis,Serbia,42.59N,21.82E
1809-09-01,15.401,2.419,Nis,Serbia,42.59N,21.82E
1809-10-01,8.808,4.835,Nis,Serbia,42.59N,21.82E
1809-11-01,2.491,3.8310000000000004,Nis,Serbia,42.59N,21.82E
1809-12-01,0.05000000000000002,3.0580000000000003,Nis,Serbia,42.59N,21.82E
1810-01-01,-2.204,5.252000000000001,Nis,Serbia,42.59N,21.82E
1810-02-01,0.16500000000000006,4.668,Nis,Serbia,42.59N,21.82E
1810-03-01,5.840999999999998,3.028,Nis,Serbia,42.59N,21.82E
1810-04-01,8.747,3.6860000000000004,Nis,Serbia,42.59N,21.82E
1810-05-01,14.668,3.008,Nis,Serbia,42.59N,21.82E
1810-06-01,16.029999999999998,3.202,Nis,Serbia,42.59N,21.82E
1810-07-01,19.691,3.245,Nis,Serbia,42.59N,21.82E
1810-08-01,19.442,2.2840000000000003,Nis,Serbia,42.59N,21.82E
1810-09-01,16.093,2.342,Nis,Serbia,42.59N,21.82E
1810-10-01,8.863,3.8930000000000002,Nis,Serbia,42.59N,21.82E
1810-11-01,3.9560000000000004,3.323,Nis,Serbia,42.59N,21.82E
1810-12-01,0.505,2.915,Nis,Serbia,42.59N,21.82E
1811-01-01,-4.124,2.5269999999999997,Nis,Serbia,42.59N,21.82E
1811-02-01,-0.94,4.961,Nis,Serbia,42.59N,21.82E
1811-03-01,4.56,2.1919999999999997,Nis,Serbia,42.59N,21.82E
1811-04-01,8.937999999999999,1.4040000000000001,Nis,Serbia,42.59N,21.82E
1811-05-01,16.01,3.3710000000000004,Nis,Serbia,42.59N,21.82E
1811-06-01,20.077,2.798,Nis,Serbia,42.59N,21.82E
1811-07-01,21.391,3.236,Nis,Serbia,42.59N,21.82E
1811-08-01,20.775,4.121,Nis,Serbia,42.59N,21.82E
1811-09-01,15.532,3.237,Nis,Serbia,42.59N,21.82E
1811-10-01,11.945,5.507000000000001,Nis,Serbia,42.59N,21.82E
1811-11-01,3.867,5.078,Nis,Serbia,42.59N,21.82E
1811-12-01,-0.376,2.9160000000000004,Nis,Serbia,42.59N,21.82E
1812-01-01,-4.801,2.478,Nis,Serbia,42.59N,21.82E
1812-02-01,-0.4850000000000001,1.367,Nis,Serbia,42.59N,21.82E
1812-03-01,4.097,3.656,Nis,Serbia,42.59N,21.82E
1812-04-01,7.077000000000001,3.661,Nis,Serbia,42.59N,21.82E
1812-05-01,14.078,3.3089999999999997,Nis,Serbia,42.59N,21.82E
1812-06-01,18.189,1.9140000000000001,Nis,Serbia,42.59N,21.82E
1812-07-01,19.81,2.238,Nis,Serbia,42.59N,21.82E
1812-08-01,19.904,4.845,Nis,Serbia,42.59N,21.82E
1812-09-01,14.076,1.597,Nis,Serbia,42.59N,21.82E
1812-10-01,10.852,3.3680000000000003,Nis,Serbia,42.59N,21.82E
1812-11-01,3.821,3.767,Nis,Serbia,42.59N,21.82E
1812-12-01,-4.041,3.853,Nis,Serbia,42.59N,21.82E
1813-01-01,-5.8599999999999985,4.42,Nis,Serbia,42.59N,21.82E
1813-02-01,-0.7689999999999999,1.659,Nis,Serbia,42.59N,21.82E
1813-03-01,2.372,7.569,Nis,Serbia,42.59N,21.82E
1813-04-01,10.071,2.22,Nis,Serbia,42.59N,21.82E
1813-05-01,15.934,6.138999999999999,Nis,Serbia,42.59N,21.82E
1813-06-01,16.846999999999998,2.832,Nis,Serbia,42.59N,21.82E
1813-07-01,18.598,2.697,Nis,Serbia,42.59N,21.82E
1813-08-01,18.145,1.54,Nis,Serbia,42.59N,21.82E
1813-09-01,14.61,2.479,Nis,Serbia,42.59N,21.82E
1813-10-01,10.520999999999999,1.7730000000000001,Nis,Serbia,42.59N,21.82E
1813-11-01,5.055,2.3280000000000003,Nis,Serbia,42.59N,21.82E
1813-12-01,0.28900000000000003,2.7969999999999997,Nis,Serbia,42.59N,21.82E
1814-01-01,-0.843,3.45,Nis,Serbia,42.59N,21.82E
1814-02-01,-4.037,2.1919999999999997,Nis,Serbia,42.59N,21.82E
1814-03-01,4.0379999999999985,2.54,Nis,Serbia,42.59N,21.82E
1814-04-01,10.384,1.5090000000000001,Nis,Serbia,42.59N,21.82E
1814-05-01,11.835999999999999,1.9369999999999998,Nis,Serbia,42.59N,21.82E
1814-06-01,16.726999999999997,1.547,Nis,Serbia,42.59N,21.82E
1814-07-01,19.535,3.3960000000000004,Nis,Serbia,42.59N,21.82E
1814-08-01,19.03,1.7,Nis,Serbia,42.59N,21.82E
1814-09-01,12.996,2.225,Nis,Serbia,42.59N,21.82E
1814-10-01,9.006,4.809,Nis,Serbia,42.59N,21.82E
1814-11-01,3.8480000000000003,7.3629999999999995,Nis,Serbia,42.59N,21.82E
1814-12-01,1.521,8.052999999999999,Nis,Serbia,42.59N,21.82E
1815-01-01,-3.323,1.989,Nis,Serbia,42.59N,21.82E
1815-02-01,0.491,6.356,Nis,Serbia,42.59N,21.82E
1815-03-01,4.169,4.765,Nis,Serbia,42.59N,21.82E
1815-04-01,9.697000000000001,2.266,Nis,Serbia,42.59N,21.82E
1815-05-01,14.914000000000001,3.173,Nis,Serbia,42.59N,21.82E
1815-06-01,17.511,2.682,Nis,Serbia,42.59N,21.82E
1815-07-01,18.486,2.991,Nis,Serbia,42.59N,21.82E
1815-08-01,18.063,2.205,Nis,Serbia,42.59N,21.82E
1815-09-01,14.601,1.173,Nis,Serbia,42.59N,21.82E
1815-10-01,10.078,3.5810000000000004,Nis,Serbia,42.59N,21.82E
1815-11-01,3.803,2.498,Nis,Serbia,42.59N,21.82E
1815-12-01,-3.161,2.7039999999999997,Nis,Serbia,42.59N,21.82E
1816-01-01,-1.477,4.355,Nis,Serbia,42.59N,21.82E
1816-02-01,-1.72,2.9939999999999998,Nis,Serbia,42.59N,21.82E
1816-03-01,3.922,2.681,Nis,Serbia,42.59N,21.82E
1816-04-01,8.868,4.531000000000001,Nis,Serbia,42.59N,21.82E
1816-05-01,13.9,2.347,Nis,Serbia,42.59N,21.82E
1816-06-01,17.08,1.465,Nis,Serbia,42.59N,21.82E
1816-07-01,18.368,1.7590000000000001,Nis,Serbia,42.59N,21.82E
1816-08-01,18.222,1.187,Nis,Serbia,42.59N,21.82E
1816-09-01,14.587,1.229,Nis,Serbia,42.59N,21.82E
1816-10-01,8.357000000000001,6.723,Nis,Serbia,42.59N,21.82E
1816-11-01,4.433,7.3020000000000005,Nis,Serbia,42.59N,21.82E
1816-12-01,-3.148,2.758,Nis,Serbia,42.59N,21.82E
1817-01-01,-1.479,5.244,Nis,Serbia,42.59N,21.82E
1817-02-01,1.5699999999999998,2.753,Nis,Serbia,42.59N,21.82E
1817-03-01,4.5779999999999985,3.051,Nis,Serbia,42.59N,21.82E
1817-04-01,5.98,2.38,Nis,Serbia,42.59N,21.82E
1817-05-01,13.712,2.805,Nis,Serbia,42.59N,21.82E
1817-06-01,18.075,2.22,Nis,Serbia,42.59N,21.82E
1817-07-01,19.644000000000002,1.7730000000000001,Nis,Serbia,42.59N,21.82E
1817-08-01,20.47,2.181,Nis,Serbia,42.59N,21.82E
1817-09-01,15.007,2.4659999999999997,Nis,Serbia,42.59N,21.82E
1817-10-01,8.156,3.3930000000000002,Nis,Serbia,42.59N,21.82E
1817-11-01,4.0120000000000005,2.778,Nis,Serbia,42.59N,21.82E
1817-12-01,-0.26,3.492,Nis,Serbia,42.59N,21.82E
1818-01-01,-2.6430000000000002,3.19,Nis,Serbia,42.59N,21.82E
1818-02-01,0.344,2.168,Nis,Serbia,42.59N,21.82E
1818-03-01,6.0360000000000005,2.63,Nis,Serbia,42.59N,21.82E
1818-04-01,11.324000000000002,6.239,Nis,Serbia,42.59N,21.82E
1818-05-01,14.862,3.767,Nis,Serbia,42.59N,21.82E
1818-06-01,17.459999999999994,4.957,Nis,Serbia,42.59N,21.82E
1818-07-01,19.689,3.6889999999999996,Nis,Serbia,42.59N,21.82E
1818-08-01,19.076,1.702,Nis,Serbia,42.59N,21.82E
1818-09-01,15.534,2.86,Nis,Serbia,42.59N,21.82E
1818-10-01,9.292,2.8789999999999996,Nis,Serbia,42.59N,21.82E
1818-11-01,4.2490000000000006,5.6,Nis,Serbia,42.59N,21.82E
1818-12-01,-1.2040000000000002,2.2569999999999997,Nis,Serbia,42.59N,21.82E
1819-01-01,-3.759,4.143,Nis,Serbia,42.59N,21.82E
1819-02-01,0.455,3.405,Nis,Serbia,42.59N,21.82E
1819-03-01,5.231,6.827000000000001,Nis,Serbia,42.59N,21.82E
1819-04-01,10.232999999999999,1.7480000000000002,Nis,Serbia,42.59N,21.82E
1819-05-01,13.179,1.643,Nis,Serbia,42.59N,21.82E
1819-06-01,17.328999999999994,1.642,Nis,Serbia,42.59N,21.82E
1819-07-01,19.237000000000002,0.861,Nis,Serbia,42.59N,21.82E
1819-08-01,18.937,1.819,Nis,Serbia,42.59N,21.82E
1819-09-01,15.614,1.212,Nis,Serbia,42.59N,21.82E
1819-10-01,11.05,1.761,Nis,Serbia,42.59N,21.82E
1819-11-01,6.191,2.312,Nis,Serbia,42.59N,21.82E
1819-12-01,-0.9470000000000001,2.048,Nis,Serbia,42.59N,21.82E
1820-01-01,-3.172,7.473,Nis,Serbia,42.59N,21.82E
1820-02-01,-0.129,2.8,Nis,Serbia,42.59N,21.82E
1820-03-01,3.3069999999999995,3.2439999999999998,Nis,Serbia,42.59N,21.82E
1820-04-01,10.589,1.177,Nis,Serbia,42.59N,21.82E
1820-05-01,16.316,2.041,Nis,Serbia,42.59N,21.82E
1820-06-01,17.334,1.225,Nis,Serbia,42.59N,21.82E
1820-07-01,19.414,3.6210000000000004,Nis,Serbia,42.59N,21.82E
1820-08-01,21.462,2.716,Nis,Serbia,42.59N,21.82E
1820-09-01,15.091,2.062,Nis,Serbia,42.59N,21.82E
1820-10-01,9.451,1.105,Nis,Serbia,42.59N,21.82E
1820-11-01,3.77,1.8130000000000002,Nis,Serbia,42.59N,21.82E
1820-12-01,-1.423,2.597,Nis,Serbia,42.59N,21.82E
1821-01-01,-0.4749999999999999,3.653,Nis,Serbia,42.59N,21.82E
1821-02-01,-1.7009999999999998,5.113,Nis,Serbia,42.59N,21.82E
1821-03-01,3.967,2.1590000000000003,Nis,Serbia,42.59N,21.82E
1821-04-01,10.87,2.252,Nis,Serbia,42.59N,21.82E
1821-05-01,15.821,1.9669999999999999,Nis,Serbia,42.59N,21.82E
1821-06-01,15.604000000000001,3.2030000000000003,Nis,Serbia,42.59N,21.82E
1821-07-01,18.278,1.896,Nis,Serbia,42.59N,21.82E
1821-08-01,18.655,1.5,Nis,Serbia,42.59N,21.82E
1821-09-01,15.556,1.641,Nis,Serbia,42.59N,21.82E
1821-10-01,9.111,1.021,Nis,Serbia,42.59N,21.82E
1821-11-01,4.144,2.035,Nis,Serbia,42.59N,21.82E
1821-12-01,1.233,2.492,Nis,Serbia,42.59N,21.82E
1822-01-01,-1.444,4.127,Nis,Serbia,42.59N,21.82E
1822-02-01,-0.421,2.0380000000000003,Nis,Serbia,42.59N,21.82E
1822-03-01,5.558,1.3940000000000001,Nis,Serbia,42.59N,21.82E
1822-04-01,10.067,1.7209999999999999,Nis,Serbia,42.59N,21.82E
1822-05-01,14.964,2.202,Nis,Serbia,42.59N,21.82E
1822-06-01,19.93,1.699,Nis,Serbia,42.59N,21.82E
1822-07-01,21.431,1.129,Nis,Serbia,42.59N,21.82E
1822-08-01,20.062,2.483,Nis,Serbia,42.59N,21.82E
1822-09-01,16.180999999999997,2.085,Nis,Serbia,42.59N,21.82E
1822-10-01,11.245,1.775,Nis,Serbia,42.59N,21.82E
1822-11-01,4.446000000000001,1.501,Nis,Serbia,42.59N,21.82E
1822-12-01,-1.8630000000000002,3.645,Nis,Serbia,42.59N,21.82E
1823-01-01,-4.345,1.922,Nis,Serbia,42.59N,21.82E
1823-02-01,1.545,2.541,Nis,Serbia,42.59N,21.82E
1823-03-01,4.625,2.492,Nis,Serbia,42.59N,21.82E
1823-04-01,9.145,3.375,Nis,Serbia,42.59N,21.82E
1823-05-01,15.18,2.18,Nis,Serbia,42.59N,21.82E
1823-06-01,18.486,2.853,Nis,Serbia,42.59N,21.82E
1823-07-01,19.868,1.347,Nis,Serbia,42.59N,21.82E
1823-08-01,20.31,1.6540000000000001,Nis,Serbia,42.59N,21.82E
1823-09-01,15.376,1.594,Nis,Serbia,42.59N,21.82E
1823-10-01,10.19,2.151,Nis,Serbia,42.59N,21.82E
1823-11-01,2.947,4.466,Nis,Serbia,42.59N,21.82E
1823-12-01,-0.059000000000000004,2.102,Nis,Serbia,42.59N,21.82E
1824-01-01,-1.205,1.5330000000000001,Nis,Serbia,42.59N,21.82E
1824-02-01,1.6130000000000002,3.335,Nis,Serbia,42.59N,21.82E
1824-03-01,4.8119999999999985,1.9180000000000001,Nis,Serbia,42.59N,21.82E
1824-04-01,8.929,2.685,Nis,Serbia,42.59N,21.82E
1824-05-01,14.745999999999999,1.4269999999999998,Nis,Serbia,42.59N,21.82E
1824-06-01,17.572999999999997,2.6,Nis,Serbia,42.59N,21.82E
1824-07-01,19.972,3.8,Nis,Serbia,42.59N,21.82E
1824-08-01,20.911,2.289,Nis,Serbia,42.59N,21.82E
1824-09-01,16.721,2.2,Nis,Serbia,42.59N,21.82E
1824-10-01,10.932,1.5390000000000001,Nis,Serbia,42.59N,21.82E
1824-11-01,5.053,1.8769999999999998,Nis,Serbia,42.59N,21.82E
1824-12-01,1.848,3.452,Nis,Serbia,42.59N,21.82E
1825-01-01,-1.481,2.9419999999999997,Nis,Serbia,42.59N,21.82E
1825-02-01,-1.208,2.472,Nis,Serbia,42.59N,21.82E
1825-03-01,2.2,2.244,Nis,Serbia,42.59N,21.82E
1825-04-01,8.917,1.901,Nis,Serbia,42.59N,21.82E
1825-05-01,14.569,1.6909999999999998,Nis,Serbia,42.59N,21.82E
1825-06-01,17.433999999999994,1.219,Nis,Serbia,42.59N,21.82E
1825-07-01,19.527,2.9760000000000004,Nis,Serbia,42.59N,21.82E
1825-08-01,19.28,3.284,Nis,Serbia,42.59N,21.82E
1825-09-01,15.341,2.375,Nis,Serbia,42.59N,21.82E
1825-10-01,8.958,2.4019999999999997,Nis,Serbia,42.59N,21.82E
1825-11-01,6.746,1.73,Nis,Serbia,42.59N,21.82E
1825-12-01,2.707,2.059,Nis,Serbia,42.59N,21.82E
1826-01-01,-3.735,2.037,Nis,Serbia,42.59N,21.82E
1826-02-01,-1.256,2.2840000000000003,Nis,Serbia,42.59N,21.82E
1826-03-01,3.9210000000000003,1.9080000000000001,Nis,Serbia,42.59N,21.82E
1826-04-01,8.479,3.165,Nis,Serbia,42.59N,21.82E
1826-05-01,12.52,1.901,Nis,Serbia,42.59N,21.82E
1826-06-01,16.849999999999998,2.8480000000000003,Nis,Serbia,42.59N,21.82E
1826-07-01,20.976,1.504,Nis,Serbia,42.59N,21.82E
1826-08-01,20.47,2.24,Nis,Serbia,42.59N,21.82E
1826-09-01,16.427,3.193,Nis,Serbia,42.59N,21.82E
1826-10-01,10.64,3.0789999999999997,Nis,Serbia,42.59N,21.82E
1826-11-01,4.627,1.0859999999999999,Nis,Serbia,42.59N,21.82E
1826-12-01,1.236,3.319,Nis,Serbia,42.59N,21.82E
1827-01-01,-0.30899999999999994,3.589,Nis,Serbia,42.59N,21.82E
1827-02-01,-0.973,1.594,Nis,Serbia,42.59N,21.82E
1827-03-01,5.8439999999999985,1.715,Nis,Serbia,42.59N,21.82E
1827-04-01,9.899,3.2560000000000002,Nis,Serbia,42.59N,21.82E
1827-05-01,15.136,1.929,Nis,Serbia,42.59N,21.82E
1827-06-01,18.666,2.665,Nis,Serbia,42.59N,21.82E
1827-07-01,21.575,1.2570000000000001,Nis,Serbia,42.59N,21.82E
1827-08-01,20.01,1.52,Nis,Serbia,42.59N,21.82E
1827-09-01,14.475,1.999,Nis,Serbia,42.59N,21.82E
1827-10-01,11.423,1.274,Nis,Serbia,42.59N,21.82E
1827-11-01,2.8560000000000003,0.862,Nis,Serbia,42.59N,21.82E
1827-12-01,-0.448,4.684,Nis,Serbia,42.59N,21.82E
1828-01-01,-4.072,3.609,Nis,Serbia,42.59N,21.82E
1828-02-01,-1.7979999999999998,1.7480000000000002,Nis,Serbia,42.59N,21.82E
1828-03-01,5.542999999999998,2.219,Nis,Serbia,42.59N,21.82E
1828-04-01,10.559000000000001,2.347,Nis,Serbia,42.59N,21.82E
1828-05-01,15.087,3.1710000000000003,Nis,Serbia,42.59N,21.82E
1828-06-01,19.181,2.983,Nis,Serbia,42.59N,21.82E
1828-07-01,22.064,2.04,Nis,Serbia,42.59N,21.82E
1828-08-01,19.722,2.97,Nis,Serbia,42.59N,21.82E
1828-09-01,14.637,1.095,Nis,Serbia,42.59N,21.82E
1828-10-01,8.846,1.6469999999999998,Nis,Serbia,42.59N,21.82E
