358,0.163,Leghorn,Italy,44.20N,11.18E
1753-08-01,15.589,7.567,Leipzig,Germany,50.63N,11.41E
1753-09-01,13.415999999999999,1.374,Leipzig,Germany,50.63N,11.41E
1753-10-01,8.495000000000001,1.729,Leipzig,Germany,50.63N,11.41E
1753-11-01,1.67,3.1189999999999998,Leipzig,Germany,50.63N,11.41E
1753-12-01,-1.955,4.473,Leipzig,Germany,50.63N,11.41E
1754-01-01,-2.687,2.415,Leipzig,Germany,50.63N,11.41E
1754-02-01,-2.681,4.768,Leipzig,Germany,50.63N,11.41E
1754-03-01,-0.43800000000000017,4.087,Leipzig,Germany,50.63N,11.41E
1754-04-01,6.49,8.079,Leipzig,Germany,50.63N,11.41E
1754-05-01,12.902999999999999,3.677,Leipzig,Germany,50.63N,11.41E
1754-06-01,15.459000000000001,1.304,Leipzig,Germany,50.63N,11.41E
1754-07-01,15.685000000000002,3.0439999999999996,Leipzig,Germany,50.63N,11.41E
1754-08-01,16.41,5.144,Leipzig,Germany,50.63N,11.41E
1754-09-01,12.552,3.7089999999999996,Leipzig,Germany,50.63N,11.41E
1754-10-01,9.011,2.176,Leipzig,Germany,50.63N,11.41E
1754-11-01,3.6910000000000003,1.929,Leipzig,Germany,50.63N,11.41E
1754-12-01,-0.314,2.676,Leipzig,Germany,50.63N,11.41E
1755-01-01,-7.172000000000001,6.096,Leipzig,Germany,50.63N,11.41E
1755-02-01,-5.821000000000001,4.931,Leipzig,Germany,50.63N,11.41E
1755-03-01,1.6380000000000001,4.94,Leipzig,Germany,50.63N,11.41E
1755-04-01,10.055,5.072,Leipzig,Germany,50.63N,11.41E
1755-05-01,11.815,3.344,Leipzig,Germany,50.63N,11.41E
1755-06-01,17.671,3.957,Leipzig,Germany,50.63N,11.41E
1755-07-01,17.096,2.009,Leipzig,Germany,50.63N,11.41E
1755-08-01,15.305,3.4989999999999997,Leipzig,Germany,50.63N,11.41E
1755-09-01,11.934,1.189,Leipzig,Germany,50.63N,11.41E
1755-10-01,7.263000000000001,8.051,Leipzig,Germany,50.63N,11.41E
1755-11-01,2.753,8.195,Leipzig,Germany,50.63N,11.41E
1755-12-01,0.573,8.95,Leipzig,Germany,50.63N,11.41E
1756-01-01,0.969,5.9239999999999995,Leipzig,Germany,50.63N,11.41E
1756-02-01,1.435,4.798,Leipzig,Germany,50.63N,11.41E
1756-03-01,3.375,8.051,Leipzig,Germany,50.63N,11.41E
1756-04-01,6.1579999999999995,2.614,Leipzig,Germany,50.63N,11.41E
1756-05-01,11.39,6.527,Leipzig,Germany,50.63N,11.41E
1756-06-01,17.819000000000003,4.025,Leipzig,Germany,50.63N,11.41E
1756-07-01,17.962000000000003,2.634,Leipzig,Germany,50.63N,11.41E
1756-08-01,15.800999999999998,10.335,Leipzig,Germany,50.63N,11.41E
1756-09-01,14.27,3.883,Leipzig,Germany,50.63N,11.41E
1756-10-01,7.8050000000000015,3.778,Leipzig,Germany,50.63N,11.41E
1756-11-01,1.0490000000000002,4.984,Leipzig,Germany,50.63N,11.41E
1756-12-01,-2.883,2.904,Leipzig,Germany,50.63N,11.41E
1757-01-01,-3.688,3.3689999999999998,Leipzig,Germany,50.63N,11.41E
1757-02-01,0.05400000000000005,5.312,Leipzig,Germany,50.63N,11.41E
1757-03-01,3.154,4.985,Leipzig,Germany,50.63N,11.41E
1757-04-01,8.06,7.205,Leipzig,Germany,50.63N,11.41E
1757-05-01,11.839,3.9330000000000003,Leipzig,Germany,50.63N,11.41E
1757-06-01,17.07,4.475,Leipzig,Germany,50.63N,11.41E
1757-07-01,20.587000000000003,7.597,Leipzig,Germany,50.63N,11.41E
1757-08-01,17.07,5.501,Leipzig,Germany,50.63N,11.41E
1757-09-01,11.475999999999999,9.199,Leipzig,Germany,50.63N,11.41E
1757-10-01,3.8560000000000008,12.282,Leipzig,Germany,50.63N,11.41E
1757-11-01,3.545,5.654,Leipzig,Germany,50.63N,11.41E
1757-12-01,-2.3569999999999998,11.335999999999999,Leipzig,Germany,50.63N,11.41E
1758-01-01,-5.662000000000001,1.735,Leipzig,Germany,50.63N,11.41E
1758-02-01,-1.2919999999999998,3.6839999999999997,Leipzig,Germany,50.63N,11.41E
1758-03-01,2.675,5.314,Leipzig,Germany,50.63N,11.41E
1758-04-01,5.87,9.304,Leipzig,Germany,50.63N,11.41E
1758-05-01,13.463,6.312,Leipzig,Germany,50.63N,11.41E
1758-06-01,16.423,6.239,Leipzig,Germany,50.63N,11.41E
1758-07-01,15.108000000000002,9.559,Leipzig,Germany,50.63N,11.41E
1758-08-01,16.675,7.907,Leipzig,Germany,50.63N,11.41E
1758-09-01,11.251,3.5239999999999996,Leipzig,Germany,50.63N,11.41E
1758-10-01,5.91,13.137,Leipzig,Germany,50.63N,11.41E
1758-11-01,2.6689999999999996,10.267000000000001,Leipzig,Germany,50.63N,11.41E
1758-12-01,0.003000000000000003,6.7589999999999995,Leipzig,Germany,50.63N,11.41E
1759-01-01,0.615,7.311,Leipzig,Germany,50.63N,11.41E
1759-02-01,1.182,9.068,Leipzig,Germany,50.63N,11.41E
1759-03-01,3.625,3.775,Leipzig,Germany,50.63N,11.41E
1759-04-01,7.053999999999999,6.935,Leipzig,Germany,50.63N,11.41E
1759-05-01,11.082,3.6310000000000002,Leipzig,Germany,50.63N,11.41E
1759-06-01,16.328,6.922999999999999,Leipzig,Germany,50.63N,11.41E
1759-07-01,19.035,5.2860000000000005,Leipzig,Germany,50.63N,11.41E
1759-08-01,17.025,8.058,Leipzig,Germany,50.63N,11.41E
1759-09-01,13.064,7.12,Leipzig,Germany,50.63N,11.41E
1759-10-01,8.759,5.365,Leipzig,Germany,50.63N,11.41E
1759-11-01,-0.3770000000000002,7.159,Leipzig,Germany,50.63N,11.41E
1759-12-01,-4.212,10.704,Leipzig,Germany,50.63N,11.41E
1760-01-01,-3.505,5.1,Leipzig,Germany,50.63N,11.41E
1760-02-01,-1.838,3.715,Leipzig,Germany,50.63N,11.41E
1760-03-01,1.2499999999999998,10.720999999999998,Leipzig,Germany,50.63N,11.41E
1760-04-01,7.5630000000000015,7.398,Leipzig,Germany,50.63N,11.41E
1760-05-01,12.505,4.428999999999999,Leipzig,Germany,50.63N,11.41E
1760-06-01,16.445,2.787,Leipzig,Germany,50.63N,11.41E
1760-07-01,17.189,4.9110000000000005,Leipzig,Germany,50.63N,11.41E
1760-08-01,16.573999999999998,9.091000000000001,Leipzig,Germany,50.63N,11.41E
1760-09-01,14.119000000000002,6.312,Leipzig,Germany,50.63N,11.41E
1760-10-01,8.242,5.791,Leipzig,Germany,50.63N,11.41E
1760-11-01,3.242,3.799,Leipzig,Germany,50.63N,11.41E
1760-12-01,2.472,3.161,Leipzig,Germany,50.63N,11.41E
1761-01-01,-2.54,7.994,Leipzig,Germany,50.63N,11.41E
1761-02-01,1.439,4.242,Leipzig,Germany,50.63N,11.41E
1761-03-01,5.114,1.528,Leipzig,Germany,50.63N,11.41E
1761-04-01,6.7829999999999995,4.636,Leipzig,Germany,50.63N,11.41E
1761-05-01,14.068,5.53,Leipzig,Germany,50.63N,11.41E
1761-06-01,17.381,2.228,Leipzig,Germany,50.63N,11.41E
1761-07-01,17.0,6.986000000000001,Leipzig,Germany,50.63N,11.41E
1761-08-01,18.195,3.665,Leipzig,Germany,50.63N,11.41E
1761-09-01,14.962,4.418,Leipzig,Germany,50.63N,11.41E
1761-10-01,5.5630000000000015,5.849,Leipzig,Germany,50.63N,11.41E
1761-11-01,2.752,2.44,Leipzig,Germany,50.63N,11.41E
1761-12-01,-4.0280000000000005,1.5719999999999998,Leipzig,Germany,50.63N,11.41E
1762-01-01,-0.08200000000000007,3.06,Leipzig,Germany,50.63N,11.41E
1762-02-01,-0.835,9.277000000000001,Leipzig,Germany,50.63N,11.41E
1762-03-01,-0.23800000000000002,5.559,Leipzig,Germany,50.63N,11.41E
1762-04-01,9.743,4.203,Leipzig,Germany,50.63N,11.41E
1762-05-01,13.197,7.15,Leipzig,Germany,50.63N,11.41E
1762-06-01,16.006,7.457999999999999,Leipzig,Germany,50.63N,11.41E
1762-07-01,17.762,3.0239999999999996,Leipzig,Germany,50.63N,11.41E
1762-08-01,14.994000000000002,3.1660000000000004,Leipzig,Germany,50.63N,11.41E
1762-09-01,12.772,9.56,Leipzig,Germany,50.63N,11.41E
1762-10-01,5.516000000000001,4.703,Leipzig,Germany,50.63N,11.41E
1762-11-01,2.065,2.226,Leipzig,Germany,50.63N,11.41E
1762-12-01,-3.698,7.042999999999999,Leipzig,Germany,50.63N,11.41E
1763-01-01,-6.824,7.0489999999999995,Leipzig,Germany,50.63N,11.41E
1763-02-01,2.555,5.465,Leipzig,Germany,50.63N,11.41E
1763-03-01,1.426,8.25,Leipzig,Germany,50.63N,11.41E
1763-04-01,5.9079999999999995,2.103,Leipzig,Germany,50.63N,11.41E
1763-05-01,11.043,3.069,Leipzig,Germany,50.63N,11.41E
1763-06-01,15.226,6.755,Leipzig,Germany,50.63N,11.41E
1763-07-01,17.384,2.452,Leipzig,Germany,50.63N,11.41E
1763-08-01,17.627,3.429,Leipzig,Germany,50.63N,11.41E
1763-09-01,11.860999999999999,3.16,Leipzig,Germany,50.63N,11.41E
1763-10-01,5.876000000000001,7.082999999999999,Leipzig,Germany,50.63N,11.41E
1763-11-01,2.327,3.891,Leipzig,Germany,50.63N,11.41E
1763-12-01,1.849,2.32,Leipzig,Germany,50.63N,11.41E
1764-01-01,1.337,5.6339999999999995,Leipzig,Germany,50.63N,11.41E
1764-02-01,2.628,3.687,Leipzig,Germany,50.63N,11.41E
1764-03-01,1.218,3.464,Leipzig,Germany,50.63N,11.41E
1764-04-01,6.349,5.151,Leipzig,Germany,50.63N,11.41E
1764-05-01,14.054,8.187999999999999,Leipzig,Germany,50.63N,11.41E
1764-06-01,14.281,3.2539999999999996,Leipzig,Germany,50.63N,11.41E
1764-07-01,18.402,5.985,Leipzig,Germany,50.63N,11.41E
1764-08-01,15.184000000000001,1.453,Leipzig,Germany,50.63N,11.41E
1764-09-01,11.056,5.515,Leipzig,Germany,50.63N,11.41E
1764-10-01,6.4380000000000015,2.9130000000000003,Leipzig,Germany,50.63N,11.41E
1764-11-01,2.0,3.738,Leipzig,Germany,50.63N,11.41E
1764-12-01,-0.971,4.57,Leipzig,Germany,50.63N,11.41E
1765-01-01,0.113,11.282,Leipzig,Germany,50.63N,11.41E
1765-02-01,-4.045,5.015,Leipzig,Germany,50.63N,11.41E
1765-03-01,4.6709999999999985,3.43,Leipzig,Germany,50.63N,11.41E
1765-04-01,7.6720000000000015,1.829,Leipzig,Germany,50.63N,11.41E
1765-05-01,10.46,2.8339999999999996,Leipzig,Germany,50.63N,11.41E
1765-06-01,15.661,3.4330000000000003,Leipzig,Germany,50.63N,11.41E
1765-07-01,14.879,4.572,Leipzig,Germany,50.63N,11.41E
1765-08-01,17.174,3.128,Leipzig,Germany,50.63N,11.41E
1765-09-01,12.097,1.7919999999999998,Leipzig,Germany,50.63N,11.41E
1765-10-01,8.238000000000001,1.219,Leipzig,Germany,50.63N,11.41E
1765-11-01,2.546,4.2589999999999995,Leipzig,Germany,50.63N,11.41E
1765-12-01,-1.864,2.676,Leipzig,Germany,50.63N,11.41E
1766-01-01,-4.739,8.2,Leipzig,Germany,50.63N,11.41E
1766-02-01,-2.227,4.728,Leipzig,Germany,50.63N,11.41E
1766-03-01,2.931,3.176,Leipzig,Germany,50.63N,11.41E
1766-04-01,8.811,3.867,Leipzig,Germany,50.63N,11.41E
1766-05-01,12.943,2.353,Leipzig,Germany,50.63N,11.41E
1766-06-01,15.704,8.208,Leipzig,Germany,50.63N,11.41E
1766-07-01,16.447000000000006,4.624,Leipzig,Germany,50.63N,11.41E
1766-08-01,16.244999999999994,3.986,Leipzig,Germany,50.63N,11.41E
1766-09-01,13.453,4.3069999999999995,Leipzig,Germany,50.63N,11.41E
1766-10-01,6.855,2.254,Leipzig,Germany,50.63N,11.41E
1766-11-01,3.007,5.837999999999999,Leipzig,Germany,50.63N,11.41E
1766-12-01,-2.224,4.018,Leipzig,Germany,50.63N,11.41E
1767-01-01,-9.349,7.461,Leipzig,Germany,50.63N,11.41E
1767-02-01,2.261,9.047,Leipzig,Germany,50.63N,11.41E
1767-03-01,2.375,9.418,Leipzig,Germany,50.63N,11.41E
1767-04-01,5.118,7.002999999999999,Leipzig,Germany,50.63N,11.41E
1767-05-01,10.535,2.594,Leipzig,Germany,50.63N,11.41E
1767-06-01,14.109000000000002,4.236000000000001,Leipzig,Germany,50.63N,11.41E
1767-07-01,16.698,4.47,Leipzig,Germany,50.63N,11.41E
1767-08-01,16.906,2.354,Leipzig,Germany,50.63N,11.41E
1767-09-01,13.383,4.59,Leipzig,Germany,50.63N,11.41E
1767-10-01,7.794,3.073,Leipzig,Germany,50.63N,11.41E
1767-11-01,5.379,9.187000000000001,Leipzig,Germany,50.63N,11.41E
1767-12-01,-3.2230000000000003,6.186,Leipzig,Germany,50.63N,11.41E
1768-01-01,-6.6629999999999985,13.905999999999999,Leipzig,Germany,50.63N,11.41E
1768-02-01,-1.598,9.972999999999999,Leipzig,Germany,50.63N,11.41E
1768-03-01,0.6999999999999997,7.263999999999999,Leipzig,Germany,50.63N,11.41E
1768-04-01,6.642,4.187,Leipzig,Germany,50.63N,11.41E
1768-05-01,11.923,3.1289999999999996,Leipzig,Germany,50.63N,11.41E
1768-06-01,15.149000000000001,5.345,Leipzig,Germany,50.63N,11.41E
1768-07-01,17.222,5.476,Leipzig,Germany,50.63N,11.41E
1768-08-01,16.541999999999998,1.64,Leipzig,Germany,50.63N,11.41E
1768-09-01,11.923,5.2410000000000005,Leipzig,Germany,50.63N,11.41E
1768-10-01,6.5360000000000005,5.744,Leipzig,Germany,50.63N,11.41E
1768-11-01,3.117,6.1,Leipzig,Germany,50.63N,11.41E
1768-12-01,-0.35600000000000004,8.21,Leipzig,Germany,50.63N,11.41E
1769-01-01,-0.4809999999999999,7.152,Leipzig,Germany,50.63N,11.41E
1769-02-01,-0.818,4.031000000000001,Leipzig,Germany,50.63N,11.41E
1769-03-01,2.2030000000000003,6.522,Leipzig,Germany,50.63N,11.41E
1769-04-01,7.427,6.792000000000001,Leipzig,Germany,50.63N,11.41E
1769-05-01,11.267,9.807,Leipzig,Germany,50.63N,11.41E
1769-06-01,14.414000000000001,5.1739999999999995,Leipzig,Germany,50.63N,11.41E
1769-07-01,16.846,6.183,Leipzig,Germany,50.63N,11.41E
1769-08-01,15.537,6.081,Leipzig,Germany,50.63N,11.41E
1769-09-01,13.162,1.3969999999999998,Leipzig,Germany,50.63N,11.41E
1769-10-01,3.522000000000001,2.835,Leipzig,Germany,50.63N,11.41E
1769-11-01,3.094,1.537,Leipzig,Germany,50.63N,11.41E
1769-12-01,-0.221,4.699,Leipzig,Germany,50.63N,11.41E
1770-01-01,-2.7960000000000003,8.038,Leipzig,Germany,50.63N,11.41E
1770-02-01,-1.103,4.2589999999999995,Leipzig,Germany,50.63N,11.41E
1770-03-01,-0.5950000000000002,5.073,Leipzig,Germany,50.63N,11.41E
1770-04-01,4.968999999999999,13.880999999999998,Leipzig,Germany,50.63N,11.41E
1770-05-01,12.100999999999999,2.0669999999999997,Leipzig,Germany,50.63N,11.41E
1770-06-01,14.533,4.66,Leipzig,Germany,50.63N,11.41E
1770-07-01,16.146,9.211,Leipzig,Germany,50.63N,11.41E
1770-08-01,16.685,5.297999999999999,Leipzig,Germany,50.63N,11.41E
1770-09-01,14.312999999999999,4.005,Leipzig,Germany,50.63N,11.41E
1770-10-01,7.275,5.941,Leipzig,Germany,50.63N,11.41E
1770-11-01,3.144,7.888999999999999,Leipzig,Germany,50.63N,11.41E
1770-12-01,1.47,10.761,Leipzig,Germany,50.63N,11.41E
1771-01-01,-3.235,8.809,Leipzig,Germany,50.63N,11.41E
1771-02-01,-3.5860000000000003,4.968999999999999,Leipzig,Germany,50.63N,11.41E
1771-03-01,-1.469,8.972000000000001,Leipzig,Germany,50.63N,11.41E
1771-04-01,2.7760000000000002,7.972,Leipzig,Germany,50.63N,11.41E
1771-05-01,14.644,13.0,Leipzig,Germany,50.63N,11.41E
1771-06-01,14.864,3.431,Leipzig,Germany,50.63N,11.41E
1771-07-01,16.195999999999998,2.0140000000000002,Leipzig,Germany,50.63N,11.41E
1771-08-01,14.839,2.862,Leipzig,Germany,50.63N,11.41E
1771-09-01,12.876,2.1319999999999997,Leipzig,Germany,50.63N,11.41E
1771-10-01,7.594000000000001,1.729,Leipzig,Germany,50.63N,11.41E
1771-11-01,0.5549999999999997,5.193,Leipzig,Germany,50.63N,11.41E
1771-12-01,0.7869999999999999,4.654,Leipzig,Germany,50.63N,11.41E
1772-01-01,-2.071,9.933,Leipzig,Germany,50.63N,11.41E
1772-02-01,1.352,11.588,Leipzig,Germany,50.63N,11.41E
1772-03-01,3.435,4.93,Leipzig,Germany,50.63N,11.41E
1772-04-01,5.934,5.216,Leipzig,Germany,50.63N,11.41E
1772-05-01,9.515,2.03,Leipzig,Germany,50.63N,11.41E
1772-06-01,16.686999999999998,5.7,Leipzig,Germany,50.63N,11.41E
1772-07-01,16.404,3.53,Leipzig,Germany,50.63N,11.41E
1772-08-01,16.465999999999998,5.122000000000001,Leipzig,Germany,50.63N,11.41E
1772-09-01,14.355,3.7539999999999996,Leipzig,Germany,50.63N,11.41E
1772-10-01,9.356000000000002,3.034,Leipzig,Germany,50.63N,11.41E
1772-11-01,5.169,6.376,Leipzig,Germany,50.63N,11.41E
1772-12-01,0.581,4.1930000000000005,Leipzig,Germany,50.63N,11.41E
1773-01-01,0.6439999999999999,2.593,Leipzig,Germany,50.63N,11.41E
1773-02-01,-1.743,3.576,Leipzig,Germany,50.63N,11.41E
1773-03-01,2.008,2.322,Leipzig,Germany,50.63N,11.41E
1773-04-01,7.194,4.213,Leipzig,Germany,50.63N,11.41E
1773-05-01,13.222999999999999,4.276,Leipzig,Germany,50.63N,11.41E
1773-06-01,14.939,1.8519999999999999,Leipzig,Germany,50.63N,11.41E
1773-07-01,15.961000000000002,2.45,Leipzig,Germany,50.63N,11.41E
1773-08-01,16.566,2.6239999999999997,Leipzig,Germany,50.63N,11.41E
1773-09-01,13.770999999999999,2.294,Leipzig,Germany,50.63N,11.41E
1773-10-01,9.424,2.427,Leipzig,Germany,50.63N,11.41E
1773-11-01,3.5580000000000003,7.831,Leipzig,Germany,50.63N,11.41E
1773-12-01,2.201,6.692,Leipzig,Germany,50.63N,11.41E
1774-01-01,-2.214,9.437999999999999,Leipzig,Germany,50.63N,11.41E
1774-02-01,0.414,8.353,Leipzig,Germany,50.63N,11.41E
1774-03-01,4.332,3.063,Leipzig,Germany,50.63N,11.41E
1774-04-01,9.076,6.266,Leipzig,Germany,50.63N,11.41E
1774-05-01,12.207,2.844,Leipzig,Germany,50.63N,11.41E
1774-06-01,16.236,8.062999999999999,Leipzig,Germany,50.63N,11.41E
1774-07-01,16.375999999999998,8.142000000000001,Leipzig,Germany,50.63N,11.41E
1774-08-01,16.837999999999994,3.465,Leipzig,Germany,50.63N,11.41E
1774-09-01,11.664,3.818,Leipzig,Germany,50.63N,11.41E
1774-10-01,7.4540000000000015,5.327000000000001,Leipzig,Germany,50.63N,11.41E
1774-11-01,-1.959,8.089,Leipzig,Germany,50.63N,11.41E
1774-12-01,-2.648,6.24,Leipzig,Germany,50.63N,11.41E
1775-01-01,-1.64,5.567,Leipzig,Germany,50.63N,11.41E
1775-02-01,3.123,5.377999999999999,Leipzig,Germany,50.63N,11.41E
1775-03-01,4.097,2.35,Leipzig,Germany,50.63N,11.41E
1775-04-01,5.643000000000002,1.56,Leipzig,Germany,50.63N,11.41E
1775-05-01,10.835,4.12,Leipzig,Germany,50.63N,11.41E
1775-06-01,17.913999999999994,5.852,Leipzig,Germany,50.63N,11.41E
1775-07-01,17.937,1.8330000000000002,Leipzig,Germany,50.63N,11.41E
1775-08-01,18.012,1.886,Leipzig,Germany,50.63N,11.41E
1775-09-01,14.786,3.818,Leipzig,Germany,50.63N,11.41E
1775-10-01,8.405000000000001,3.555,Leipzig,Germany,50.63N,11.41E
1775-11-01,2.005,7.678,Leipzig,Germany,50.63N,11.41E
1775-12-01,0.04799999999999999,2.492,Leipzig,Germany,50.63N,11.41E
1776-01-01,-8.309000000000001,6.847,Leipzig,Germany,50.63N,11.41E
1776-02-01,1.809,4.279,Leipzig,Germany,50.63N,11.41E
1776-03-01,3.9560000000000004,3.59,Leipzig,Germany,50.63N,11.41E
1776-04-01,6.9540000000000015,1.0659999999999998,Leipzig,Germany,50.63N,11.41E
1776-05-01,9.88,4.5489999999999995,Leipzig,Germany,50.63N,11.41E
1776-06-01,15.936,3.556,Leipzig,Germany,50.63N,11.41E
1776-07-01,17.769000000000005,3.0469999999999997,Leipzig,Germany,50.63N,11.41E
1776-08-01,16.781,4.848,Leipzig,Germany,50.63N,11.41E
1776-09-01,12.517999999999999,3.492,Leipzig,Germany,50.63N,11.41E
1776-10-01,7.048000000000001,3.397,Leipzig,Germany,50.63N,11.41E
1776-11-01,1.942,7.07,Leipzig,Germany,50.63N,11.41E
1776-12-01,-1.5619999999999998,3.6239999999999997,Leipzig,Germany,50.63N,11.41E
1777-01-01,-3.472,4.05,Leipzig,Germany,50.63N,11.41E
1777-02-01,-2.563,5.81,Leipzig,Germany,50.63N,11.41E
1777-03-01,3.422,2.447,Leipzig,Germany,50.63N,11.41E
1777-04-01,4.8580000000000005,2.134,Leipzig,Germany,50.63N,11.41E
1777-05-01,12.019,3.932,Leipzig,Germany,50.63N,11.41E
1777-06-01,14.717,3.135,Leipzig,Germany,50.63N,11.41E
1777-07-01,15.814000000000002,1.905,Leipzig,Germany,50.63N,11.41E
1777-08-01,17.134,2.0709999999999997,Leipzig,Germany,50.63N,11.41E
1777-09-01,12.07,5.282,Leipzig,Germany,50.63N,11.41E
1777-10-01,8.399000000000001,5.596,Leipzig,Germany,50.63N,11.41E
1777-11-01,4.407,2.434,Leipzig,Germany,50.63N,11.41E
1777-12-01,-1.5630000000000002,2.254,Leipzig,Germany,50.63N,11.41E
1778-01-01,-1.902,3.1210000000000004,Leipzig,Germany,50.63N,11.41E
1778-02-01,-1.815,4.9639999999999995,Leipzig,Germany,50.63N,11.41E
1778-03-01,2.874,4.813,Leipzig,Germany,50.63N,11.41E
1778-04-01,9.149,1.511,Leipzig,Germany,50.63N,11.41E
1778-05-01,13.702,3.2110000000000003,Leipzig,Germany,50.63N,11.41E
1778-06-01,15.201,6.687,Leipzig,Germany,50.63N,11.41E
1778-07-01,19.601000000000006,1.479,Leipzig,Germany,50.63N,11.41E
1778-08-01,17.807000000000002,4.211,Leipzig,Germany,50.63N,11.41E
1778-09-01,10.913,1.94,Leipzig,Germany,50.63N,11.41E
1778-10-01,5.830000000000001,7.495,Leipzig,Germany,50.63N,11.41E
1778-11-01,4.281000000000001,5.031000000000001,Leipzig,Germany,50.63N,11.41E
1778-12-01,3.369,3.7239999999999998,Leipzig,Germany,50.63N,11.41E
1779-01-01,-4.919,4.614,Leipzig,Germany,50.63N,11.41E
1779-02-01,2.129,9.812999999999999,Leipzig,Germany,50.63N,11.41E
1779-03-01,4.5779999999999985,4.695,Leipzig,Germany,50.63N,11.41E
1779-04-01,9.817,4.084,Leipzig,Germany,50.63N,11.41E
1779-05-01,13.977,2.272,Leipzig,Germany,50.63N,11.41E
1779-06-01,14.449000000000002,4.4319999999999995,Leipzig,Germany,50.63N,11.41E
1779-07-01,17.130000000000006,2.741,Leipzig,Germany,50.63N,11.41E
1779-08-01,17.961,4.048,Leipzig,Germany,50.63N,11.41E
1779-09-01,14.970999999999998,2.846,Leipzig,Germany,50.63N,11.41E
1779-10-01,10.025,3.728,Leipzig,Germany,50.63N,11.41E
1779-11-01,3.942,2.8480000000000003,Leipzig,Germany,50.63N,11.41E
1779-12-01,2.627,10.575,Leipzig,Germany,50.63N,11.41E
1780-01-01,-5.024,6.2010000000000005,Leipzig,Germany,50.63N,11.41E
1780-02-01,-3.011,3.6510000000000002,Leipzig,Germany,50.63N,11.41E
1780-03-01,6.101,1.473,Leipzig,Germany,50.63N,11.41E
1780-04-01,5.9700000000000015,3.55,Leipzig,Germany,50.63N,11.41E
1780-05-01,12.909,2.781,Leipzig,Germany,50.63N,11.41E
1780-06-01,15.053,5.867999999999999,Leipzig,Germany,50.63N,11.41E
1780-07-01,17.102999999999998,2.363,Leipzig,Germany,50.63N,11.41E
1780-08-01,18.149,5.295,Leipzig,Germany,50.63N,11.41E
1780-09-01,12.979,4.4030000000000005,Leipzig,Germany,50.63N,11.41E
1780-10-01,8.964,2.603,Leipzig,Germany,50.63N,11.41E
1780-11-01,2.384,2.792,Leipzig,Germany,50.63N,11.41E
1780-12-01,-2.035,2.496,Leipzig,Germany,50.63N,11.41E
1781-01-01,-2.5669999999999997,8.283999999999999,Leipzig,Germany,50.63N,11.41E
1781-02-01,0.672,12.241,Leipzig,Germany,50.63N,11.41E
1781-03-01,4.051,1.595,Leipzig,Germany,50.63N,11.41E
1781-04-01,9.408999999999999,3.1919999999999997,Leipzig,Germany,50.63N,11.41E
1781-05-01,13.52,3.341,Leipzig,Germany,50.63N,11.41E
1781-06-01,17.226,1.8419999999999999,Leipzig,Germany,50.63N,11.41E
1781-07-01,17.815,3.6710000000000003,Leipzig,Germany,50.63N,11.41E
1781-08-01,19.078,1.02,Leipzig,Germany,50.63N,11.41E
1781-09-01,15.102,6.939,Leipzig,Germany,50.63N,11.41E
1781-10-01,6.4780000000000015,1.138,Leipzig,Germany,50.63N,11.41E
1781-11-01,2.926,2.5669999999999997,Leipzig,Germany,50.63N,11.41E
1781-12-01,-0.335,7.607,Leipzig,Germany,50.63N,11.41E
1782-01-01,0.3470000000000002,4.877,Leipzig,Germany,50.63N,11.41E
1782-02-01,-4.2349999999999985,9.682,Leipzig,Germany,50.63N,11.41E
1782-03-01,2.048,2.696,Leipzig,Germany,50.63N,11.41E
1782-04-01,6.1640000000000015,4.86,Leipzig,Germany,50.63N,11.41E
1782-05-01,11.915,4.186,Leipzig,Germany,50.63N,11.41E
1782-06-01,17.172,3.716,Leipzig,Germany,50.63N,11.41E
1782-07-01,19.048,5.937,Leipzig,Germany,50.63N,11.41E
1782-08-01,16.465,3.949,Leipzig,Germany,50.63N,11.41E
1782-09-01,13.448,3.938,Leipzig,Germany,50.63N,11.41E
1782-10-01,5.5889999999999995,4.657,Leipzig,Germany,50.63N,11.41E
1782-11-01,-0.5510000000000002,9.619,Leipzig,Germany,50.63N,11.41E
1782-12-01,-1.2819999999999998,6.797999999999999,Leipzig,Germany,50.63N,11.41E
1783-01-01,1.0730000000000002,9.917,Leipzig,Germany,50.63N,11.41E
1783-02-01,2.298,5.445,Leipzig,Germany,50.63N,11.41E
1783-03-01,0.7659999999999999,3.2969999999999997,Leipzig,Germany,50.63N,11.41E
1783-04-01,7.797999999999999,1.9380000000000002,Leipzig,Germany,50.63N,11.41E
1783-05-01,13.235999999999999,6.018,Leipzig,Germany,50.63N,11.41E
1783-06-01,16.807000000000002,2.21,Leipzig,Germany,50.63N,11.41E
1783-07-01,19.104000000000006,2.562,Leipzig,Germany,50.63N,11.41E
1783-08-01,17.32,2.353,Leipzig,Germany,50.63N,11.41E
1783-09-01,14.087,4.906000000000001,Leipzig,Germany,50.63N,11.41E
1783-10-01,8.787,4.824,Leipzig,Germany,50.63N,11.41E
1783-11-01,2.547,3.0780000000000003,Leipzig,Germany,50.63N,11.41E
1783-12-01,-4.455,3.4730000000000003,Leipzig,Germany,50.63N,11.41E
1784-01-01,-8.542,11.773,Leipzig,Germany,50.63N,11.41E
1784-02-01,-4.415,9.212,Leipzig,Germany,50.63N,11.41E
1784-03-01,0.36099999999999977,4.775,Leipzig,Germany,50.63N,11.41E
