4,4.599,Baranagar,India,23.31N,88.25E
1882-12-01,25.162,0.495,Barcelona,Venezuela,10.45N,64.64W
1883-01-01,24.377,0.925,Barcelona,Venezuela,10.45N,64.64W
1883-02-01,24.2,0.82,Barcelona,Venezuela,10.45N,64.64W
1883-03-01,25.078000000000003,0.8079999999999999,Barcelona,Venezuela,10.45N,64.64W
1883-04-01,25.611,1.0959999999999999,Barcelona,Venezuela,10.45N,64.64W
1883-05-01,26.23,0.909,Barcelona,Venezuela,10.45N,64.64W
1883-06-01,25.89,0.784,Barcelona,Venezuela,10.45N,64.64W
1883-07-01,25.636,0.665,Barcelona,Venezuela,10.45N,64.64W
1883-08-01,26.01,1.598,Barcelona,Venezuela,10.45N,64.64W
1883-09-01,25.848000000000003,1.131,Barcelona,Venezuela,10.45N,64.64W
1883-10-01,25.353,0.86,Barcelona,Venezuela,10.45N,64.64W
1883-11-01,25.038,0.698,Barcelona,Venezuela,10.45N,64.64W
1883-12-01,24.457,0.716,Barcelona,Venezuela,10.45N,64.64W
1884-01-01,23.928,1.113,Barcelona,Venezuela,10.45N,64.64W
1884-02-01,23.467,1.3869999999999998,Barcelona,Venezuela,10.45N,64.64W
1884-03-01,23.794,0.985,Barcelona,Venezuela,10.45N,64.64W
1884-04-01,24.801,0.78,Barcelona,Venezuela,10.45N,64.64W
1884-05-01,26.221999999999998,1.053,Barcelona,Venezuela,10.45N,64.64W
1884-06-01,26.439,0.6920000000000001,Barcelona,Venezuela,10.45N,64.64W
1884-07-01,26.108,0.519,Barcelona,Venezuela,10.45N,64.64W
1884-08-01,25.526999999999997,0.8290000000000001,Barcelona,Venezuela,10.45N,64.64W
1884-09-01,26.074,1.49,Barcelona,Venezuela,10.45N,64.64W
1884-10-01,25.645,0.674,Barcelona,Venezuela,10.45N,64.64W
1884-11-01,26.049,1.4340000000000002,Barcelona,Venezuela,10.45N,64.64W
1884-12-01,24.482,1.025,Barcelona,Venezuela,10.45N,64.64W
1885-01-01,23.771,1.6369999999999998,Barcelona,Venezuela,10.45N,64.64W
1885-02-01,24.519000000000002,1.17,Barcelona,Venezuela,10.45N,64.64W
1885-03-01,24.882,0.9390000000000001,Barcelona,Venezuela,10.45N,64.64W
1885-04-01,25.136999999999997,0.846,Barcelona,Venezuela,10.45N,64.64W
1885-05-01,26.491000000000003,1.288,Barcelona,Venezuela,10.45N,64.64W
1885-06-01,26.344,1.0590000000000002,Barcelona,Venezuela,10.45N,64.64W
1885-07-01,26.2,1.078,Barcelona,Venezuela,10.45N,64.64W
1885-08-01,26.250999999999998,1.044,Barcelona,Venezuela,10.45N,64.64W
1885-09-01,26.426,1.054,Barcelona,Venezuela,10.45N,64.64W
1885-10-01,26.366,1.172,Barcelona,Venezuela,10.45N,64.64W
1885-11-01,26.331999999999997,1.192,Barcelona,Venezuela,10.45N,64.64W
1885-12-01,25.471,1.355,Barcelona,Venezuela,10.45N,64.64W
1886-01-01,24.415,0.985,Barcelona,Venezuela,10.45N,64.64W
1886-02-01,24.438000000000002,1.3519999999999999,Barcelona,Venezuela,10.45N,64.64W
1886-03-01,24.979,1.113,Barcelona,Venezuela,10.45N,64.64W
1886-04-01,25.500999999999998,1.207,Barcelona,Venezuela,10.45N,64.64W
1886-05-01,26.146,1.4369999999999998,Barcelona,Venezuela,10.45N,64.64W
1886-06-01,26.16,1.2790000000000001,Barcelona,Venezuela,10.45N,64.64W
1886-07-01,25.507,1.038,Barcelona,Venezuela,10.45N,64.64W
1886-08-01,25.596999999999998,0.956,Barcelona,Venezuela,10.45N,64.64W
1886-09-01,25.688000000000002,1.5859999999999999,Barcelona,Venezuela,10.45N,64.64W
1886-10-01,25.855999999999998,1.099,Barcelona,Venezuela,10.45N,64.64W
1886-11-01,25.114,1.074,Barcelona,Venezuela,10.45N,64.64W
1886-12-01,24.303,1.5830000000000002,Barcelona,Venezuela,10.45N,64.64W
1887-01-01,23.256,1.169,Barcelona,Venezuela,10.45N,64.64W
1887-02-01,22.819000000000003,1.256,Barcelona,Venezuela,10.45N,64.64W
1887-03-01,23.934,1.234,Barcelona,Venezuela,10.45N,64.64W
1887-04-01,24.706000000000003,0.907,Barcelona,Venezuela,10.45N,64.64W
1887-05-01,26.206999999999997,0.6809999999999999,Barcelona,Venezuela,10.45N,64.64W
1887-06-01,25.993,0.52,Barcelona,Venezuela,10.45N,64.64W
1887-07-01,26.095,0.688,Barcelona,Venezuela,10.45N,64.64W
1887-08-01,26.291,0.608,Barcelona,Venezuela,10.45N,64.64W
1887-09-01,26.601,0.46799999999999997,Barcelona,Venezuela,10.45N,64.64W
1887-10-01,26.47,0.637,Barcelona,Venezuela,10.45N,64.64W
1887-11-01,25.973000000000003,0.7140000000000001,Barcelona,Venezuela,10.45N,64.64W
1887-12-01,24.745,0.536,Barcelona,Venezuela,10.45N,64.64W
1888-01-01,23.785,0.99,Barcelona,Venezuela,10.45N,64.64W
1888-02-01,24.141,1.197,Barcelona,Venezuela,10.45N,64.64W
1888-03-01,24.863000000000003,0.845,Barcelona,Venezuela,10.45N,64.64W
1888-04-01,25.603,0.758,Barcelona,Venezuela,10.45N,64.64W
1888-05-01,26.476000000000006,0.616,Barcelona,Venezuela,10.45N,64.64W
1888-06-01,26.594,0.598,Barcelona,Venezuela,10.45N,64.64W
1888-07-01,26.524,0.9540000000000001,Barcelona,Venezuela,10.45N,64.64W
1888-08-01,26.455,0.428,Barcelona,Venezuela,10.45N,64.64W
1888-09-01,27.083000000000002,0.52,Barcelona,Venezuela,10.45N,64.64W
1888-10-01,26.319000000000003,0.564,Barcelona,Venezuela,10.45N,64.64W
1888-11-01,25.926,0.539,Barcelona,Venezuela,10.45N,64.64W
1888-12-01,25.396,0.865,Barcelona,Venezuela,10.45N,64.64W
1889-01-01,24.594,0.795,Barcelona,Venezuela,10.45N,64.64W
1889-02-01,25.383000000000003,0.515,Barcelona,Venezuela,10.45N,64.64W
1889-03-01,26.244,0.9059999999999999,Barcelona,Venezuela,10.45N,64.64W
1889-04-01,26.976000000000006,0.632,Barcelona,Venezuela,10.45N,64.64W
1889-05-01,27.750999999999998,1.167,Barcelona,Venezuela,10.45N,64.64W
1889-06-01,26.750999999999998,0.5429999999999999,Barcelona,Venezuela,10.45N,64.64W
1889-07-01,26.373,0.5720000000000001,Barcelona,Venezuela,10.45N,64.64W
1889-08-01,26.465999999999998,0.526,Barcelona,Venezuela,10.45N,64.64W
1889-09-01,26.509,0.966,Barcelona,Venezuela,10.45N,64.64W
1889-10-01,26.46,0.456,Barcelona,Venezuela,10.45N,64.64W
1889-11-01,25.687,0.805,Barcelona,Venezuela,10.45N,64.64W
1889-12-01,24.249000000000002,1.204,Barcelona,Venezuela,10.45N,64.64W
1890-01-01,23.261999999999997,1.12,Barcelona,Venezuela,10.45N,64.64W
1890-02-01,22.901999999999997,1.2109999999999999,Barcelona,Venezuela,10.45N,64.64W
1890-03-01,24.283,0.635,Barcelona,Venezuela,10.45N,64.64W
1890-04-01,24.596,0.715,Barcelona,Venezuela,10.45N,64.64W
1890-05-01,25.868,0.8109999999999999,Barcelona,Venezuela,10.45N,64.64W
1890-06-01,25.863000000000003,0.5820000000000001,Barcelona,Venezuela,10.45N,64.64W
1890-07-01,25.443,0.799,Barcelona,Venezuela,10.45N,64.64W
1890-08-01,25.784000000000002,0.985,Barcelona,Venezuela,10.45N,64.64W
1890-09-01,25.906999999999996,1.256,Barcelona,Venezuela,10.45N,64.64W
1890-10-01,25.549,0.618,Barcelona,Venezuela,10.45N,64.64W
1890-11-01,25.255,0.725,Barcelona,Venezuela,10.45N,64.64W
1890-12-01,24.438000000000002,0.731,Barcelona,Venezuela,10.45N,64.64W
1891-01-01,23.892,0.672,Barcelona,Venezuela,10.45N,64.64W
1891-02-01,23.885,0.6779999999999999,Barcelona,Venezuela,10.45N,64.64W
1891-03-01,24.926,0.391,Barcelona,Venezuela,10.45N,64.64W
1891-04-01,26.160999999999998,0.261,Barcelona,Venezuela,10.45N,64.64W
1891-05-01,27.146,0.43799999999999994,Barcelona,Venezuela,10.45N,64.64W
1891-06-01,26.749,0.526,Barcelona,Venezuela,10.45N,64.64W
1891-07-01,26.604,0.359,Barcelona,Venezuela,10.45N,64.64W
1891-08-01,26.803,0.503,Barcelona,Venezuela,10.45N,64.64W
1891-09-01,27.033,0.316,Barcelona,Venezuela,10.45N,64.64W
1891-10-01,26.545,0.256,Barcelona,Venezuela,10.45N,64.64W
1891-11-01,26.513,0.44799999999999995,Barcelona,Venezuela,10.45N,64.64W
1891-12-01,24.773000000000003,0.429,Barcelona,Venezuela,10.45N,64.64W
1892-01-01,24.897,0.434,Barcelona,Venezuela,10.45N,64.64W
1892-02-01,24.686,0.6759999999999999,Barcelona,Venezuela,10.45N,64.64W
1892-03-01,25.298000000000002,0.846,Barcelona,Venezuela,10.45N,64.64W
1892-04-01,25.276,0.212,Barcelona,Venezuela,10.45N,64.64W
1892-05-01,26.243,0.439,Barcelona,Venezuela,10.45N,64.64W
1892-06-01,25.638,0.207,Barcelona,Venezuela,10.45N,64.64W
1892-07-01,25.979,0.455,Barcelona,Venezuela,10.45N,64.64W
1892-08-01,25.693,0.47700000000000004,Barcelona,Venezuela,10.45N,64.64W
1892-09-01,26.609,0.461,Barcelona,Venezuela,10.45N,64.64W
1892-10-01,26.133000000000003,0.723,Barcelona,Venezuela,10.45N,64.64W
1892-11-01,25.62,0.7040000000000001,Barcelona,Venezuela,10.45N,64.64W
1892-12-01,24.67,0.972,Barcelona,Venezuela,10.45N,64.64W
1893-01-01,23.526,0.725,Barcelona,Venezuela,10.45N,64.64W
1893-02-01,24.243000000000002,0.6920000000000001,Barcelona,Venezuela,10.45N,64.64W
1893-03-01,24.454,0.506,Barcelona,Venezuela,10.45N,64.64W
1893-04-01,25.714,0.5710000000000001,Barcelona,Venezuela,10.45N,64.64W
1893-05-01,26.084000000000003,0.41100000000000003,Barcelona,Venezuela,10.45N,64.64W
1893-06-01,26.075000000000006,0.47200000000000003,Barcelona,Venezuela,10.45N,64.64W
1893-07-01,25.906,0.523,Barcelona,Venezuela,10.45N,64.64W
1893-08-01,26.583,0.871,Barcelona,Venezuela,10.45N,64.64W
1893-09-01,26.218000000000004,0.39899999999999997,Barcelona,Venezuela,10.45N,64.64W
1893-10-01,26.028,0.4,Barcelona,Venezuela,10.45N,64.64W
1893-11-01,25.598000000000003,0.47,Barcelona,Venezuela,10.45N,64.64W
1893-12-01,24.431,0.542,Barcelona,Venezuela,10.45N,64.64W
1894-01-01,23.732,0.431,Barcelona,Venezuela,10.45N,64.64W
1894-02-01,23.534000000000002,0.731,Barcelona,Venezuela,10.45N,64.64W
1894-03-01,23.769000000000002,0.648,Barcelona,Venezuela,10.45N,64.64W
1894-04-01,25.267000000000003,0.623,Barcelona,Venezuela,10.45N,64.64W
1894-05-01,26.791,0.596,Barcelona,Venezuela,10.45N,64.64W
1894-06-01,26.425,0.237,Barcelona,Venezuela,10.45N,64.64W
1894-07-01,25.849,0.696,Barcelona,Venezuela,10.45N,64.64W
1894-08-01,25.951999999999998,0.7340000000000001,Barcelona,Venezuela,10.45N,64.64W
1894-09-01,26.311,0.213,Barcelona,Venezuela,10.45N,64.64W
1894-10-01,25.831999999999997,0.531,Barcelona,Venezuela,10.45N,64.64W
1894-11-01,25.318,0.38,Barcelona,Venezuela,10.45N,64.64W
1894-12-01,24.778000000000002,0.875,Barcelona,Venezuela,10.45N,64.64W
1895-01-01,23.798,0.639,Barcelona,Venezuela,10.45N,64.64W
1895-02-01,24.011,0.598,Barcelona,Venezuela,10.45N,64.64W
1895-03-01,24.665,0.272,Barcelona,Venezuela,10.45N,64.64W
1895-04-01,26.043000000000006,0.41100000000000003,Barcelona,Venezuela,10.45N,64.64W
1895-05-01,26.741000000000003,0.332,Barcelona,Venezuela,10.45N,64.64W
1895-06-01,26.188,0.825,Barcelona,Venezuela,10.45N,64.64W
1895-07-01,26.149,0.22699999999999998,Barcelona,Venezuela,10.45N,64.64W
1895-08-01,26.401,0.307,Barcelona,Venezuela,10.45N,64.64W
1895-09-01,26.739,0.311,Barcelona,Venezuela,10.45N,64.64W
1895-10-01,25.918000000000003,0.915,Barcelona,Venezuela,10.45N,64.64W
1895-11-01,25.35,0.49,Barcelona,Venezuela,10.45N,64.64W
1895-12-01,24.582,0.605,Barcelona,Venezuela,10.45N,64.64W
1896-01-01,23.939,0.504,Barcelona,Venezuela,10.45N,64.64W
1896-02-01,24.344,0.8170000000000001,Barcelona,Venezuela,10.45N,64.64W
1896-03-01,24.974,0.457,Barcelona,Venezuela,10.45N,64.64W
1896-04-01,25.409,0.973,Barcelona,Venezuela,10.45N,64.64W
1896-05-01,26.469,0.7859999999999999,Barcelona,Venezuela,10.45N,64.64W
1896-06-01,26.255000000000006,0.667,Barcelona,Venezuela,10.45N,64.64W
1896-07-01,26.385,0.40399999999999997,Barcelona,Venezuela,10.45N,64.64W
1896-08-01,26.284000000000002,0.509,Barcelona,Venezuela,10.45N,64.64W
1896-09-01,26.661,0.36,Barcelona,Venezuela,10.45N,64.64W
1896-10-01,26.840999999999998,0.539,Barcelona,Venezuela,10.45N,64.64W
1896-11-01,25.58,0.669,Barcelona,Venezuela,10.45N,64.64W
1896-12-01,24.972,0.33899999999999997,Barcelona,Venezuela,10.45N,64.64W
1897-01-01,24.551,0.767,Barcelona,Venezuela,10.45N,64.64W
1897-02-01,24.526,0.642,Barcelona,Venezuela,10.45N,64.64W
1897-03-01,25.081,0.725,Barcelona,Venezuela,10.45N,64.64W
1897-04-01,26.635,0.488,Barcelona,Venezuela,10.45N,64.64W
1897-05-01,26.935,0.42700000000000005,Barcelona,Venezuela,10.45N,64.64W
1897-06-01,26.215000000000003,0.846,Barcelona,Venezuela,10.45N,64.64W
1897-07-01,25.941999999999997,0.757,Barcelona,Venezuela,10.45N,64.64W
1897-08-01,26.428,0.574,Barcelona,Venezuela,10.45N,64.64W
1897-09-01,26.393,0.353,Barcelona,Venezuela,10.45N,64.64W
1897-10-01,26.680999999999997,0.574,Barcelona,Venezuela,10.45N,64.64W
1897-11-01,25.206,0.799,Barcelona,Venezuela,10.45N,64.64W
1897-12-01,24.794,0.54,Barcelona,Venezuela,10.45N,64.64W
1898-01-01,23.988000000000003,0.757,Barcelona,Venezuela,10.45N,64.64W
1898-02-01,23.761,0.732,Barcelona,Venezuela,10.45N,64.64W
1898-03-01,24.213,1.135,Barcelona,Venezuela,10.45N,64.64W
1898-04-01,25.502,1.025,Barcelona,Venezuela,10.45N,64.64W
1898-05-01,27.115,0.5489999999999999,Barcelona,Venezuela,10.45N,64.64W
1898-06-01,26.514000000000006,0.598,Barcelona,Venezuela,10.45N,64.64W
1898-07-01,26.0,0.419,Barcelona,Venezuela,10.45N,64.64W
1898-08-01,25.79,0.428,Barcelona,Venezuela,10.45N,64.64W
1898-09-01,26.07,0.285,Barcelona,Venezuela,10.45N,64.64W
1898-10-01,25.95,0.594,Barcelona,Venezuela,10.45N,64.64W
1898-11-01,25.363000000000003,0.517,Barcelona,Venezuela,10.45N,64.64W
1898-12-01,24.502,0.843,Barcelona,Venezuela,10.45N,64.64W
1899-01-01,23.815,0.633,Barcelona,Venezuela,10.45N,64.64W
1899-02-01,24.122,0.478,Barcelona,Venezuela,10.45N,64.64W
1899-03-01,24.639,0.43200000000000005,Barcelona,Venezuela,10.45N,64.64W
1899-04-01,25.884,0.515,Barcelona,Venezuela,10.45N,64.64W
1899-05-01,27.114,0.546,Barcelona,Venezuela,10.45N,64.64W
1899-06-01,26.694000000000006,0.297,Barcelona,Venezuela,10.45N,64.64W
1899-07-01,26.417,0.308,Barcelona,Venezuela,10.45N,64.64W
1899-08-01,26.677,0.345,Barcelona,Venezuela,10.45N,64.64W
1899-09-01,26.731,0.805,Barcelona,Venezuela,10.45N,64.64W
1899-10-01,26.236,0.7859999999999999,Barcelona,Venezuela,10.45N,64.64W
1899-11-01,26.428,0.531,Barcelona,Venezuela,10.45N,64.64W
1899-12-01,25.106,0.652,Barcelona,Venezuela,10.45N,64.64W
1900-01-01,24.605,0.812,Barcelona,Venezuela,10.45N,64.64W
1900-02-01,25.225,0.502,Barcelona,Venezuela,10.45N,64.64W
1900-03-01,25.858,0.36,Barcelona,Venezuela,10.45N,64.64W
1900-04-01,26.392000000000003,0.431,Barcelona,Venezuela,10.45N,64.64W
1900-05-01,27.427000000000003,1.01,Barcelona,Venezuela,10.45N,64.64W
1900-06-01,26.793000000000006,0.484,Barcelona,Venezuela,10.45N,64.64W
1900-07-01,26.632,0.698,Barcelona,Venezuela,10.45N,64.64W
1900-08-01,26.281999999999996,0.297,Barcelona,Venezuela,10.45N,64.64W
1900-09-01,26.53,0.67,Barcelona,Venezuela,10.45N,64.64W
1900-10-01,26.159000000000002,0.812,Barcelona,Venezuela,10.45N,64.64W
1900-11-01,25.645,0.664,Barcelona,Venezuela,10.45N,64.64W
1900-12-01,24.718000000000004,0.956,Barcelona,Venezuela,10.45N,64.64W
1901-01-01,24.489,0.46799999999999997,Barcelona,Venezuela,10.45N,64.64W
1901-02-01,24.469,1.053,Barcelona,Venezuela,10.45N,64.64W
1901-03-01,25.206999999999997,0.524,Barcelona,Venezuela,10.45N,64.64W
1901-04-01,26.279,0.602,Barcelona,Venezuela,10.45N,64.64W
1901-05-01,26.930999999999997,0.73,Barcelona,Venezuela,10.45N,64.64W
1901-06-01,26.703000000000007,0.638,Barcelona,Venezuela,10.45N,64.64W
1901-07-01,26.453000000000003,0.8270000000000001,Barcelona,Venezuela,10.45N,64.64W
1901-08-01,26.392,0.48700000000000004,Barcelona,Venezuela,10.45N,64.64W
1901-09-01,26.976,0.826,Barcelona,Venezuela,10.45N,64.64W
1901-10-01,26.34,0.556,Barcelona,Venezuela,10.45N,64.64W
1901-11-01,25.741,0.259,Barcelona,Venezuela,10.45N,64.64W
1901-12-01,24.798000000000002,0.377,Barcelona,Venezuela,10.45N,64.64W
1902-01-01,24.487,0.7559999999999999,Barcelona,Venezuela,10.45N,64.64W
1902-02-01,24.746,0.47700000000000004,Barcelona,Venezuela,10.45N,64.64W
1902-03-01,25.013,0.344,Barcelona,Venezuela,10.45N,64.64W
1902-04-01,26.359,0.387,Barcelona,Venezuela,10.45N,64.64W
1902-05-01,27.541,1.046,Barcelona,Venezuela,10.45N,64.64W
1902-06-01,26.883000000000006,0.63,Barcelona,Venezuela,10.45N,64.64W
1902-07-01,26.493000000000002,0.584,Barcelona,Venezuela,10.45N,64.64W
1902-08-01,26.574,0.517,Barcelona,Venezuela,10.45N,64.64W
1902-09-01,26.896,0.6509999999999999,Barcelona,Venezuela,10.45N,64.64W
1902-10-01,26.199,0.542,Barcelona,Venezuela,10.45N,64.64W
1902-11-01,26.178,1.358,Barcelona,Venezuela,10.45N,64.64W
1902-12-01,25.168000000000003,1.0759999999999998,Barcelona,Venezuela,10.45N,64.64W
1903-01-01,24.541999999999998,0.515,Barcelona,Venezuela,10.45N,64.64W
1903-02-01,25.057,0.737,Barcelona,Venezuela,10.45N,64.64W
1903-03-01,25.291,0.413,Barcelona,Venezuela,10.45N,64.64W
1903-04-01,26.476000000000006,0.597,Barcelona,Venezuela,10.45N,64.64W
1903-05-01,27.514000000000006,0.419,Barcelona,Venezuela,10.45N,64.64W
1903-06-01,27.024,0.444,Barcelona,Venezuela,10.45N,64.64W
1903-07-01,26.188000000000002,0.653,Barcelona,Venezuela,10.45N,64.64W
1903-08-01,26.238000000000003,0.405,Barcelona,Venezuela,10.45N,64.64W
1903-09-01,26.434,0.49700000000000005,Barcelona,Venezuela,10.45N,64.64W
1903-10-01,26.42,0.555,Barcelona,Venezuela,10.45N,64.64W
1903-11-01,26.068,0.711,Barcelona,Venezuela,10.45N,64.64W
1903-12-01,24.798000000000002,0.545,Barcelona,Venezuela,10.45N,64.64W
1904-01-01,24.016,0.6609999999999999,Barcelona,Venezuela,10.45N,64.64W
1904-02-01,23.57,0.624,Barcelona,Venezuela,10.45N,64.64W
1904-03-01,24.296999999999997,0.429,Barcelona,Venezuela,10.45N,64.64W
1904-04-01,25.33,0.43799999999999994,Barcelona,Venezuela,10.45N,64.64W
1904-05-01,26.566000000000006,0.434,Barcelona,Venezuela,10.45N,64.64W
1904-06-01,26.151000000000003,0.39799999999999996,Barcelona,Venezuela,10.45N,64.64W
1904-07-01,25.811,0.45899999999999996,Barcelona,Venezuela,10.45N,64.64W
1904-08-01,26.183000000000003,0.51,Barcelona,Venezuela,10.45N,64.64W
1904-09-01,26.316999999999997,0.49700000000000005,Barcelona,Venezuela,10.45N,64.64W
1904-10-01,26.094,0.326,Barcelona,Venezuela,10.45N,64.64W
1904-11-01,25.952,0.255,Barcelona,Venezuela,10.45N,64.64W
1904-12-01,24.756,0.28300000000000003,Barcelona,Venezuela,10.45N,64.64W
1905-01-01,24.038,0.706,Barcelona,Venezuela,10.45N,64.64W
1905-02-01,24.016,0.555,Barcelona,Venezuela,10.45N,64.64W
1905-03-01,24.596,0.37,Barcelona,Venezuela,10.45N,64.64W
1905-04-01,26.256,0.508,Barcelona,Venezuela,10.45N,64.64W
1905-05-01,26.673,0.253,Barcelona,Venezuela,10.45N,64.64W
1905-06-01,26.693,0.363,Barcelona,Venezuela,10.45N,64.64W
1905-07-01,26.391,0.23399999999999999,Barcelona,Venezuela,10.45N,64.64W
1905-08-01,26.596999999999998,0.23600000000000002,Barcelona,Venezuela,10.45N,64.64W
1905-09-01,26.652,0.517,Barcelona,Venezuela,10.45N,64.64W
1905-10-01,26.511999999999997,0.638,Barcelona,Venezuela,10.45N,64.64W
1905-11-01,26.07,0.307,Barcelona,Venezuela,10.45N,64.64W
1905-12-01,24.568,0.514,Barcelona,Venezuela,10.45N,64.64W
1906-01-01,24.025,0.5379999999999999,Barcelona,Venezuela,10.45N,64.64W
1906-02-01,24.237,0.446,Barcelona,Venezuela,10.45N,64.64W
1906-03-01,25.0,0.41200000000000003,Barcelona,Venezuela,10.45N,64.64W
1906-04-01,26.188,0.281,Barcelona,Venezuela,10.45N,64.64W
1906-05-01,27.041,0.523,Barcelona,Venezuela,10.45N,64.64W
1906-06-01,26.412000000000006,0.792,Barcelona,Venezuela,10.45N,64.64W
1906-07-01,26.127,0.39399999999999996,Barcelona,Venezuela,10.45N,64.64W
1906-08-01,26.261999999999997,0.287,Barcelona,Venezuela,10.45N,64.64W
1906-09-01,26.747,0.3,Barcelona,Venezuela,10.45N,64.64W
1906-10-01,25.904,0.5379999999999999,Barcelona,Venezuela,10.45N,64.64W
1906-11-01,26.039,0.252,Barcelona,Venezuela,10.45N,64.64W
1906-12-01,24.427,0.504,Barcelona,Venezuela,10.45N,64.64W
1907-01-01,23.483,0.639,Barcelona,Venezuela,10.45N,64.64W
1907-02-01,23.822,0.626,Barcelona,Venezuela,10.45N,64.64W
1907-03-01,24.581,0.551,Barcelona,Venezuela,10.45N,64.64W
1907-04-01,25.67,0.435,Barcelona,Venezuela,10.45N,64.64W
1907-05-01,26.377,0.353,Barcelona,Venezuela,10.45N,64.64W
1907-06-01,26.493,0.33899999999999997,Barcelona,Venezuela,10.45N,64.64W
1907-07-01,25.834,0.313,Barcelona,Venezuela,10.45N,64.64W
1907-08-01,26.174,0.483,Barcelona,Venezuela,10.45N,64.64W
1907-09-01,26.509,0.293,Barcelona,Venezuela,10.45N,64.64W
1907-10-01,26.383000000000003,0.925,Barcelona,Venezuela,10.45N,64.64W
1907-11-01,25.844,1.625,Barcelona,Venezuela,10.45N,64.64W
1907-12-01,24.915,0.214,Barcelona,Venezuela,10.45N,64.64W
1908-01-01,24.268,0.664,Barcelona,Venezuela,10.45N,64.64W
1908-02-01,24.116999999999997,0.256,Barcelona,Venezuela,10.45N,64.64W
1908-03-01,24.66,0.35200000000000004,Barcelona,Venezuela,10.45N,64.64W
1908-04-01,25.494,0.537,Barcelona,Venezuela,10.45N,64.64W
1908-05-01,26.493,0.698,Barcelona,Venezuela,10.45N,64.64W
1908-06-01,26.508000000000006,0.40299999999999997,Barcelona,Venezuela,10.45N,64.64W
1908-07-01,26.115,0.451,Barcelona,Venezuela,10.45N,64.64W
1908-08-01,26.516,0.628,Barcelona,Venezuela,10.45N,64.64W
1908-09-01,26.539,0.644,Barcelona,Venezuela,10.45N,64.64W
1908-10-01,25.896,0.324,Barcelona,Venezuela,10.45N,64.64W
1908-11-01,25.66,0.23,Barcelona,Venezuela,10.45N,64.64W
1908-12-01,24.571,0.47,Barcelona,Venezuela,10.45N,64.64W
1909-01-01,24.184,0.721,Barcelona,Venezuela,10.45N,64.64W
1909-02-01,23.773000000000003,0.33299999999999996,Barcelona,Venezuela,10.45N,64.64W
1909-03-01,25.266,1.187,Barcelona,Venezuela,10.45N,64.64W
1909-04-01,25.169,0.527,Barcelona,Venezuela,10.45N,64.64W
1909-05-01,26.558000000000003,0.5710000000000001,Barcelona,Venezuela,10.45N,64.64W
1909-06-01,26.143,0.389,Barcelona,Venezuela,10.45N,64.64W
1909-07-01,26.042,0.25,Barcelona,Venezuela,10.45N,64.64W
1909-08-01,26.246,0.38799999999999996,Barcelona,Venezuela,10.45N,64.64W
1909-09-01,26.631,0.354,Barcelona,Venezuela,10.45N,64.64W
1909-10-01,26.128,0.62,Barcelona,Venezuela,10.45N,64.64W
1909-11-01,25.935,0.315,Barcelona,Venezuela,10.45N,64.64W
1909-12-01,24.653000000000002,0.525,Barcelona,Venezuela,10.45N,64.64W
1910-01-01,23.910999999999998,0.418,Barcelona,Venezuela,10.45N,64.64W
1910-02-01,23.982,0.557,Barcelona,Venezuela,10.45N,64.64W
1910-03-01,24.381,0.365,Barcelona,Venezuela,10.45N,64.64W
1910-04-01,25.506,1.205,Barcelona,Venezuela,10.45N,64.64W
1910-05-01,26.987,1.494,Barcelona,Venezuela,10.45N,64.64W
1910-06-01,26.700000000000006,0.385,Barcelona,Venezuela,10.45N,64.64W
1910-07-01,26.543000000000003,1.27,Barcelona,Venezuela,10.45N,64.64W
1910-08-01,26.61,0.9640000000000001,Barcelona,Venezuela,10.45N,64.64W
1910-09-01,26.326,0.355,Barcelona,Venezuela,10.45N,64.64W
1910-10-01,25.845,0.436,Barcelona,Venezuela,10.45N,64.64W
1910-11-01,26.045,0.273,Barcelona,Venezuela,10.45N,64.64W
1910-12-01,24.797,0.6759999999999999,Barcelona,Venezuela,10.45N,64.64W
