03,0.321,Brunswick,Germany,52.24N,10.51E
2003-11-01,6.732,0.15,Budapest,Hungary,47.42N,20.13E
2003-12-01,0.28900000000000003,0.247,Budapest,Hungary,47.42N,20.13E
2004-01-01,-2.74,0.41700000000000004,Budapest,Hungary,47.42N,20.13E
2004-02-01,1.153,0.34299999999999997,Budapest,Hungary,47.42N,20.13E
2004-03-01,5.461,0.222,Budapest,Hungary,47.42N,20.13E
2004-04-01,11.575,0.33,Budapest,Hungary,47.42N,20.13E
2004-05-01,14.548,0.308,Budapest,Hungary,47.42N,20.13E
2004-06-01,19.002,0.41600000000000004,Budapest,Hungary,47.42N,20.13E
2004-07-01,21.179,0.301,Budapest,Hungary,47.42N,20.13E
2004-08-01,20.851,0.298,Budapest,Hungary,47.42N,20.13E
2004-09-01,15.565999999999999,0.27399999999999997,Budapest,Hungary,47.42N,20.13E
2004-10-01,11.564,0.282,Budapest,Hungary,47.42N,20.13E
2004-11-01,5.4910000000000005,0.295,Budapest,Hungary,47.42N,20.13E
2004-12-01,0.802,0.317,Budapest,Hungary,47.42N,20.13E
2005-01-01,-0.3839999999999999,0.34299999999999997,Budapest,Hungary,47.42N,20.13E
2005-02-01,-3.102,0.413,Budapest,Hungary,47.42N,20.13E
2005-03-01,3.395,0.154,Budapest,Hungary,47.42N,20.13E
2005-04-01,11.269,0.20800000000000002,Budapest,Hungary,47.42N,20.13E
2005-05-01,16.667,0.324,Budapest,Hungary,47.42N,20.13E
2005-06-01,19.051,0.36,Budapest,Hungary,47.42N,20.13E
2005-07-01,21.366,0.27899999999999997,Budapest,Hungary,47.42N,20.13E
2005-08-01,19.702,0.237,Budapest,Hungary,47.42N,20.13E
2005-09-01,17.083000000000002,0.249,Budapest,Hungary,47.42N,20.13E
2005-10-01,11.134,0.29,Budapest,Hungary,47.42N,20.13E
2005-11-01,3.873,0.153,Budapest,Hungary,47.42N,20.13E
2005-12-01,0.544,0.249,Budapest,Hungary,47.42N,20.13E
2006-01-01,-2.907,0.368,Budapest,Hungary,47.42N,20.13E
2006-02-01,-1.158,0.478,Budapest,Hungary,47.42N,20.13E
2006-03-01,3.748,0.218,Budapest,Hungary,47.42N,20.13E
2006-04-01,12.186,0.268,Budapest,Hungary,47.42N,20.13E
2006-05-01,15.527000000000001,0.294,Budapest,Hungary,47.42N,20.13E
2006-06-01,19.482,0.31,Budapest,Hungary,47.42N,20.13E
2006-07-01,23.375999999999998,0.46399999999999997,Budapest,Hungary,47.42N,20.13E
2006-08-01,19.11,0.39399999999999996,Budapest,Hungary,47.42N,20.13E
2006-09-01,17.671,0.25,Budapest,Hungary,47.42N,20.13E
2006-10-01,12.022,0.327,Budapest,Hungary,47.42N,20.13E
2006-11-01,6.9110000000000005,0.185,Budapest,Hungary,47.42N,20.13E
2006-12-01,2.069,0.5489999999999999,Budapest,Hungary,47.42N,20.13E
2007-01-01,4.267,0.37799999999999995,Budapest,Hungary,47.42N,20.13E
2007-02-01,4.4060000000000015,0.441,Budapest,Hungary,47.42N,20.13E
2007-03-01,8.416,0.253,Budapest,Hungary,47.42N,20.13E
2007-04-01,12.552999999999999,0.253,Budapest,Hungary,47.42N,20.13E
2007-05-01,17.874000000000002,0.26,Budapest,Hungary,47.42N,20.13E
2007-06-01,21.855,0.307,Budapest,Hungary,47.42N,20.13E
2007-07-01,23.378,0.341,Budapest,Hungary,47.42N,20.13E
2007-08-01,22.349,0.278,Budapest,Hungary,47.42N,20.13E
2007-09-01,14.257,0.267,Budapest,Hungary,47.42N,20.13E
2007-10-01,10.055,0.204,Budapest,Hungary,47.42N,20.13E
2007-11-01,3.494,0.20800000000000002,Budapest,Hungary,47.42N,20.13E
2007-12-01,-1.04,0.52,Budapest,Hungary,47.42N,20.13E
2008-01-01,0.7070000000000003,0.444,Budapest,Hungary,47.42N,20.13E
2008-02-01,3.447,0.41600000000000004,Budapest,Hungary,47.42N,20.13E
2008-03-01,6.454,0.327,Budapest,Hungary,47.42N,20.13E
2008-04-01,11.431,0.261,Budapest,Hungary,47.42N,20.13E
2008-05-01,16.79,0.38,Budapest,Hungary,47.42N,20.13E
2008-06-01,20.901,0.245,Budapest,Hungary,47.42N,20.13E
2008-07-01,21.230999999999998,0.175,Budapest,Hungary,47.42N,20.13E
2008-08-01,21.499000000000002,0.396,Budapest,Hungary,47.42N,20.13E
2008-09-01,15.273,0.231,Budapest,Hungary,47.42N,20.13E
2008-10-01,11.824000000000002,0.198,Budapest,Hungary,47.42N,20.13E
2008-11-01,6.439,0.13699999999999998,Budapest,Hungary,47.42N,20.13E
2008-12-01,2.5740000000000003,0.392,Budapest,Hungary,47.42N,20.13E
2009-01-01,-1.871,0.467,Budapest,Hungary,47.42N,20.13E
2009-02-01,1.011,0.409,Budapest,Hungary,47.42N,20.13E
2009-03-01,5.577000000000001,0.174,Budapest,Hungary,47.42N,20.13E
2009-04-01,14.467,0.349,Budapest,Hungary,47.42N,20.13E
2009-05-01,17.096,0.295,Budapest,Hungary,47.42N,20.13E
2009-06-01,19.165,0.375,Budapest,Hungary,47.42N,20.13E
2009-07-01,22.69,0.46399999999999997,Budapest,Hungary,47.42N,20.13E
2009-08-01,22.174,0.363,Budapest,Hungary,47.42N,20.13E
2009-09-01,18.514,0.32899999999999996,Budapest,Hungary,47.42N,20.13E
2009-10-01,10.591,0.23199999999999998,Budapest,Hungary,47.42N,20.13E
2009-11-01,6.9270000000000005,0.214,Budapest,Hungary,47.42N,20.13E
2009-12-01,1.431,0.344,Budapest,Hungary,47.42N,20.13E
2010-01-01,-1.974,0.513,Budapest,Hungary,47.42N,20.13E
2010-02-01,0.637,0.282,Budapest,Hungary,47.42N,20.13E
2010-03-01,6.016,0.172,Budapest,Hungary,47.42N,20.13E
2010-04-01,11.279000000000002,0.228,Budapest,Hungary,47.42N,20.13E
2010-05-01,15.982999999999999,0.33299999999999996,Budapest,Hungary,47.42N,20.13E
2010-06-01,19.664,0.294,Budapest,Hungary,47.42N,20.13E
2010-07-01,22.858,0.28800000000000003,Budapest,Hungary,47.42N,20.13E
2010-08-01,20.908,0.304,Budapest,Hungary,47.42N,20.13E
2010-09-01,14.684,0.307,Budapest,Hungary,47.42N,20.13E
2010-10-01,7.850999999999999,0.153,Budapest,Hungary,47.42N,20.13E
2010-11-01,8.03,0.228,Budapest,Hungary,47.42N,20.13E
2010-12-01,-1.696,0.47600000000000003,Budapest,Hungary,47.42N,20.13E
2011-01-01,-0.631,0.517,Budapest,Hungary,47.42N,20.13E
2011-02-01,-0.7040000000000001,0.332,Budapest,Hungary,47.42N,20.13E
2011-03-01,5.934,0.139,Budapest,Hungary,47.42N,20.13E
2011-04-01,12.757,0.28800000000000003,Budapest,Hungary,47.42N,20.13E
2011-05-01,16.471,0.377,Budapest,Hungary,47.42N,20.13E
2011-06-01,20.547,0.336,Budapest,Hungary,47.42N,20.13E
2011-07-01,20.9,0.37799999999999995,Budapest,Hungary,47.42N,20.13E
2011-08-01,22.314,0.29,Budapest,Hungary,47.42N,20.13E
2011-09-01,19.276,0.295,Budapest,Hungary,47.42N,20.13E
2011-10-01,9.846,0.27899999999999997,Budapest,Hungary,47.42N,20.13E
2011-11-01,2.256,0.395,Budapest,Hungary,47.42N,20.13E
2011-12-01,2.0909999999999997,0.505,Budapest,Hungary,47.42N,20.13E
2012-01-01,0.41300000000000026,0.6629999999999999,Budapest,Hungary,47.42N,20.13E
2012-02-01,-4.238,0.311,Budapest,Hungary,47.42N,20.13E
2012-03-01,7.388,0.222,Budapest,Hungary,47.42N,20.13E
2012-04-01,12.09,0.42100000000000004,Budapest,Hungary,47.42N,20.13E
2012-05-01,17.136,0.47600000000000003,Budapest,Hungary,47.42N,20.13E
2012-06-01,21.158,0.414,Budapest,Hungary,47.42N,20.13E
2012-07-01,23.715,0.379,Budapest,Hungary,47.42N,20.13E
2012-08-01,22.778000000000002,0.461,Budapest,Hungary,47.42N,20.13E
2012-09-01,18.281,0.27699999999999997,Budapest,Hungary,47.42N,20.13E
2012-10-01,10.972000000000001,0.24600000000000002,Budapest,Hungary,47.42N,20.13E
2012-11-01,7.0729999999999995,0.504,Budapest,Hungary,47.42N,20.13E
2012-12-01,-1.095,0.5379999999999999,Budapest,Hungary,47.42N,20.13E
2013-01-01,-0.518,0.561,Budapest,Hungary,47.42N,20.13E
2013-02-01,1.9580000000000002,0.524,Budapest,Hungary,47.42N,20.13E
2013-03-01,3.4560000000000004,0.20199999999999999,Budapest,Hungary,47.42N,20.13E
2013-04-01,12.315999999999999,0.326,Budapest,Hungary,47.42N,20.13E
2013-05-01,16.866,0.327,Budapest,Hungary,47.42N,20.13E
2013-06-01,20.253,0.23800000000000002,Budapest,Hungary,47.42N,20.13E
2013-07-01,22.546,0.44799999999999995,Budapest,Hungary,47.42N,20.13E
2013-08-01,22.659000000000002,0.172,Budapest,Hungary,47.42N,20.13E
2013-09-01,,,Budapest,Hungary,47.42N,20.13E
1796-01-01,14.892000000000001,2.3569999999999998,Budaun,India,28.13N,79.09E
1796-02-01,17.276,1.91,Budaun,India,28.13N,79.09E
1796-03-01,21.469,2.5980000000000003,Budaun,India,28.13N,79.09E
1796-04-01,28.521,2.0909999999999997,Budaun,India,28.13N,79.09E
1796-05-01,33.089,1.93,Budaun,India,28.13N,79.09E
1796-06-01,33.21,3.037,Budaun,India,28.13N,79.09E
1796-07-01,30.324,2.349,Budaun,India,28.13N,79.09E
1796-08-01,29.816999999999997,2.787,Budaun,India,28.13N,79.09E
1796-09-01,28.56,3.1310000000000002,Budaun,India,28.13N,79.09E
1796-10-01,25.531,1.6840000000000002,Budaun,India,28.13N,79.09E
1796-11-01,19.885,2.682,Budaun,India,28.13N,79.09E
1796-12-01,13.466,3.475,Budaun,India,28.13N,79.09E
1797-01-01,,,Budaun,India,28.13N,79.09E
1797-02-01,,,Budaun,India,28.13N,79.09E
1797-03-01,21.979,2.301,Budaun,India,28.13N,79.09E
1797-04-01,27.573,2.866,Budaun,India,28.13N,79.09E
1797-05-01,32.148999999999994,2.388,Budaun,India,28.13N,79.09E
1797-06-01,33.410000000000004,2.3369999999999997,Budaun,India,28.13N,79.09E
1797-07-01,30.118,2.3280000000000003,Budaun,India,28.13N,79.09E
1797-08-01,29.480999999999998,2.0269999999999997,Budaun,India,28.13N,79.09E
1797-09-01,28.634,2.8510000000000004,Budaun,India,28.13N,79.09E
1797-10-01,25.094,2.155,Budaun,India,28.13N,79.09E
1797-11-01,18.671,1.976,Budaun,India,28.13N,79.09E
1797-12-01,15.298,2.528,Budaun,India,28.13N,79.09E
1798-01-01,15.156,1.999,Budaun,India,28.13N,79.09E
1798-02-01,17.444999999999997,2.123,Budaun,India,28.13N,79.09E
1798-03-01,23.797,2.182,Budaun,India,28.13N,79.09E
1798-04-01,,,Budaun,India,28.13N,79.09E
1798-05-01,,,Budaun,India,28.13N,79.09E
1798-06-01,32.833,2.2969999999999997,Budaun,India,28.13N,79.09E
1798-07-01,31.295,2.377,Budaun,India,28.13N,79.09E
1798-08-01,30.131,3.7260000000000004,Budaun,India,28.13N,79.09E
1798-09-01,28.43,2.479,Budaun,India,28.13N,79.09E
1798-10-01,25.138,2.286,Budaun,India,28.13N,79.09E
1798-11-01,20.434,2.414,Budaun,India,28.13N,79.09E
1798-12-01,14.780999999999999,2.017,Budaun,India,28.13N,79.09E
1799-01-01,14.455,2.184,Budaun,India,28.13N,79.09E
1799-02-01,15.886,2.443,Budaun,India,28.13N,79.09E
1799-03-01,22.222,2.603,Budaun,India,28.13N,79.09E
1799-04-01,29.445,3.0869999999999997,Budaun,India,28.13N,79.09E
1799-05-01,33.224999999999994,1.935,Budaun,India,28.13N,79.09E
1799-06-01,33.555,2.622,Budaun,India,28.13N,79.09E
1799-07-01,30.804,2.14,Budaun,India,28.13N,79.09E
1799-08-01,29.641,1.435,Budaun,India,28.13N,79.09E
1799-09-01,28.759,2.303,Budaun,India,28.13N,79.09E
1799-10-01,26.026999999999997,2.029,Budaun,India,28.13N,79.09E
1799-11-01,20.105,1.6969999999999998,Budaun,India,28.13N,79.09E
1799-12-01,14.972999999999999,1.686,Budaun,India,28.13N,79.09E
1800-01-01,14.831,2.0269999999999997,Budaun,India,28.13N,79.09E
1800-02-01,17.944999999999997,3.252,Budaun,India,28.13N,79.09E
1800-03-01,22.071,2.955,Budaun,India,28.13N,79.09E
1800-04-01,29.773000000000003,2.114,Budaun,India,28.13N,79.09E
1800-05-01,32.328,1.932,Budaun,India,28.13N,79.09E
1800-06-01,32.935,1.989,Budaun,India,28.13N,79.09E
1800-07-01,29.933000000000003,1.975,Budaun,India,28.13N,79.09E
1800-08-01,29.014,2.117,Budaun,India,28.13N,79.09E
1800-09-01,27.462,2.133,Budaun,India,28.13N,79.09E
1800-10-01,25.753,2.289,Budaun,India,28.13N,79.09E
1800-11-01,20.163,2.364,Budaun,India,28.13N,79.09E
1800-12-01,15.985999999999999,1.785,Budaun,India,28.13N,79.09E
1801-01-01,15.237,1.882,Budaun,India,28.13N,79.09E
1801-02-01,16.945999999999998,1.807,Budaun,India,28.13N,79.09E
1801-03-01,24.354,2.25,Budaun,India,28.13N,79.09E
1801-04-01,,,Budaun,India,28.13N,79.09E
1801-05-01,,,Budaun,India,28.13N,79.09E
1801-06-01,32.239000000000004,2.238,Budaun,India,28.13N,79.09E
1801-07-01,30.791,2.5340000000000003,Budaun,India,28.13N,79.09E
1801-08-01,28.746,1.5759999999999998,Budaun,India,28.13N,79.09E
1801-09-01,28.166,1.6019999999999999,Budaun,India,28.13N,79.09E
1801-10-01,25.411,1.7690000000000001,Budaun,India,28.13N,79.09E
1801-11-01,20.171,1.725,Budaun,India,28.13N,79.09E
1801-12-01,16.635,3.015,Budaun,India,28.13N,79.09E
1802-01-01,15.808,2.0780000000000003,Budaun,India,28.13N,79.09E
1802-02-01,17.762999999999995,2.0,Budaun,India,28.13N,79.09E
1802-03-01,24.045,2.338,Budaun,India,28.13N,79.09E
1802-04-01,29.037000000000006,2.31,Budaun,India,28.13N,79.09E
1802-05-01,32.151999999999994,2.186,Budaun,India,28.13N,79.09E
1802-06-01,34.016,2.075,Budaun,India,28.13N,79.09E
1802-07-01,31.124,1.891,Budaun,India,28.13N,79.09E
1802-08-01,29.549,1.632,Budaun,India,28.13N,79.09E
1802-09-01,28.95,1.945,Budaun,India,28.13N,79.09E
1802-10-01,25.987,2.883,Budaun,India,28.13N,79.09E
1802-11-01,19.846,1.9709999999999999,Budaun,India,28.13N,79.09E
1802-12-01,14.989,1.909,Budaun,India,28.13N,79.09E
1803-01-01,13.084000000000001,2.205,Budaun,India,28.13N,79.09E
1803-02-01,16.157999999999998,2.7089999999999996,Budaun,India,28.13N,79.09E
1803-03-01,22.474,2.4730000000000003,Budaun,India,28.13N,79.09E
1803-04-01,29.708,2.161,Budaun,India,28.13N,79.09E
1803-05-01,33.421,2.043,Budaun,India,28.13N,79.09E
1803-06-01,33.25,1.9669999999999999,Budaun,India,28.13N,79.09E
1803-07-01,31.269,1.829,Budaun,India,28.13N,79.09E
1803-08-01,30.781999999999996,1.8559999999999999,Budaun,India,28.13N,79.09E
1803-09-01,29.201999999999998,1.607,Budaun,India,28.13N,79.09E
1803-10-01,25.69,2.449,Budaun,India,28.13N,79.09E
1803-11-01,20.355999999999998,2.171,Budaun,India,28.13N,79.09E
1803-12-01,14.888,2.316,Budaun,India,28.13N,79.09E
1804-01-01,14.932,3.3369999999999997,Budaun,India,28.13N,79.09E
1804-02-01,16.858999999999998,1.9969999999999999,Budaun,India,28.13N,79.09E
1804-03-01,22.343000000000004,3.202,Budaun,India,28.13N,79.09E
1804-04-01,30.545,2.164,Budaun,India,28.13N,79.09E
1804-05-01,33.674,2.08,Budaun,India,28.13N,79.09E
1804-06-01,33.455,1.935,Budaun,India,28.13N,79.09E
1804-07-01,31.985000000000007,2.3369999999999997,Budaun,India,28.13N,79.09E
1804-08-01,29.779,1.734,Budaun,India,28.13N,79.09E
1804-09-01,28.999000000000002,2.915,Budaun,India,28.13N,79.09E
1804-10-01,25.502,1.949,Budaun,India,28.13N,79.09E
1804-11-01,21.246,3.0669999999999997,Budaun,India,28.13N,79.09E
1804-12-01,14.584000000000001,3.015,Budaun,India,28.13N,79.09E
1805-01-01,14.985,1.945,Budaun,India,28.13N,79.09E
1805-02-01,17.043,2.362,Budaun,India,28.13N,79.09E
1805-03-01,23.266,2.0909999999999997,Budaun,India,28.13N,79.09E
1805-04-01,28.449,2.406,Budaun,India,28.13N,79.09E
1805-05-01,32.95,1.8259999999999998,Budaun,India,28.13N,79.09E
1805-06-01,33.527,2.458,Budaun,India,28.13N,79.09E
1805-07-01,30.566000000000006,1.931,Budaun,India,28.13N,79.09E
1805-08-01,30.358,1.4909999999999999,Budaun,India,28.13N,79.09E
1805-09-01,28.533,2.112,Budaun,India,28.13N,79.09E
1805-10-01,24.078000000000003,1.9869999999999999,Budaun,India,28.13N,79.09E
1805-11-01,19.283,2.343,Budaun,India,28.13N,79.09E
1805-12-01,16.298000000000002,1.62,Budaun,India,28.13N,79.09E
1806-01-01,14.95,2.006,Budaun,India,28.13N,79.09E
1806-02-01,17.233999999999998,2.568,Budaun,India,28.13N,79.09E
1806-03-01,22.331,2.33,Budaun,India,28.13N,79.09E
1806-04-01,28.737,2.8569999999999998,Budaun,India,28.13N,79.09E
1806-05-01,33.096,2.11,Budaun,India,28.13N,79.09E
1806-06-01,31.768,2.136,Budaun,India,28.13N,79.09E
1806-07-01,30.265,1.798,Budaun,India,28.13N,79.09E
1806-08-01,29.941999999999997,1.751,Budaun,India,28.13N,79.09E
1806-09-01,29.287,2.005,Budaun,India,28.13N,79.09E
1806-10-01,24.985,1.608,Budaun,India,28.13N,79.09E
1806-11-01,19.827,1.742,Budaun,India,28.13N,79.09E
1806-12-01,15.934,2.076,Budaun,India,28.13N,79.09E
1807-01-01,13.534,2.2569999999999997,Budaun,India,28.13N,79.09E
1807-02-01,17.264,2.943,Budaun,India,28.13N,79.09E
1807-03-01,,,Budaun,India,28.13N,79.09E
1807-04-01,,,Budaun,India,28.13N,79.09E
1807-05-01,30.914,2.06,Budaun,India,28.13N,79.09E
1807-06-01,33.02,1.889,Budaun,India,28.13N,79.09E
1807-07-01,30.719,2.246,Budaun,India,28.13N,79.09E
1807-08-01,29.408,1.9069999999999998,Budaun,India,28.13N,79.09E
1807-09-01,29.111,1.558,Budaun,India,28.13N,79.09E
1807-10-01,25.077,1.6059999999999999,Budaun,India,28.13N,79.09E
1807-11-01,20.029,2.173,Budaun,India,28.13N,79.09E
1807-12-01,16.542,1.767,Budaun,India,28.13N,79.09E
1808-01-01,,,Budaun,India,28.13N,79.09E
1808-02-01,,,Budaun,India,28.13N,79.09E
1808-03-01,,,Budaun,India,28.13N,79.09E
1808-04-01,,,Budaun,India,28.13N,79.09E
1808-05-01,,,Budaun,India,28.13N,79.09E
1808-06-01,,,Budaun,India,28.13N,79.09E
1808-07-01,,,Budaun,India,28.13N,79.09E
1808-08-01,,,Budaun,India,28.13N,79.09E
1808-09-01,,,Budaun,India,28.13N,79.09E
1808-10-01,,,Budaun,India,28.13N,79.09E
1808-11-01,,,Budaun,India,28.13N,79.09E
1808-12-01,,,Budaun,India,28.13N,79.09E
1809-01-01,,,Budaun,India,28.13N,79.09E
1809-02-01,,,Budaun,India,28.13N,79.09E
1809-03-01,,,Budaun,India,28.13N,79.09E
1809-04-01,,,Budaun,India,28.13N,79.09E
1809-05-01,,,Budaun,India,28.13N,79.09E
1809-06-01,,,Budaun,India,28.13N,79.09E
1809-07-01,,,Budaun,India,28.13N,79.09E
1809-08-01,,,Budaun,India,28.13N,79.09E
1809-09-01,,,Budaun,India,28.13N,79.09E
1809-10-01,,,Budaun,India,28.13N,79.09E
1809-11-01,,,Budaun,India,28.13N,79.09E
1809-12-01,,,Budaun,India,28.13N,79.09E
1810-01-01,,,Budaun,India,28.13N,79.09E
1810-02-01,,,Budaun,India,28.13N,79.09E
1810-03-01,,,Budaun,India,28.13N,79.09E
1810-04-01,,,Budaun,India,28.13N,79.09E
1810-05-01,,,Budaun,India,28.13N,79.09E
1810-06-01,,,Budaun,India,28.13N,79.09E
1810-07-01,,,Budaun,India,28.13N,79.09E
1810-08-01,,,Budaun,India,28.13N,79.09E
1810-09-01,,,Budaun,India,28.13N,79.09E
1810-10-01,,,Budaun,India,28.13N,79.09E
1810-11-01,,,Budaun,India,28.13N,79.09E
1810-12-01,,,Budaun,India,28.13N,79.09E
1811-01-01,,,Budaun,India,28.13N,79.09E
1811-02-01,,,Budaun,India,28.13N,79.09E
1811-03-01,,,Budaun,India,28.13N,79.09E
1811-04-01,,,Budaun,India,28.13N,79.09E
1811-05-01,,,Budaun,India,28.13N,79.09E
1811-06-01,,,Budaun,India,28.13N,79.09E
1811-07-01,,,Budaun,India,28.13N,79.09E
1811-08-01,,,Budaun,India,28.13N,79.09E
1811-09-01,,,Budaun,India,28.13N,79.09E
1811-10-01,,,Budaun,India,28.13N,79.09E
1811-11-01,,,Budaun,India,28.13N,79.09E
1811-12-01,,,Budaun,India,28.13N,79.09E
1812-01-01,,,Budaun,India,28.13N,79.09E
1812-02-01,,,Budaun,India,28.13N,79.09E
1812-03-01,,,Budaun,India,28.13N,79.09E
1812-04-01,,,Budaun,India,28.13N,79.09E
1812-05-01,,,Budaun,India,28.13N,79.09E
1812-06-01,,,Budaun,India,28.13N,79.09E
1812-07-01,,,Budaun,India,28.13N,79.09E
1812-08-01,,,Budaun,India,28.13N,79.09E
1812-09-01,,,Budaun,India,28.13N,79.09E
1812-10-01,,,Budaun,India,28.13N,79.09E
1812-11-01,,,Budaun,India,28.13N,79.09E
1812-12-01,,,Budaun,India,28.13N,79.09E
1813-01-01,11.705,2.742,Budaun,India,28.13N,79.09E
1813-02-01,16.476999999999997,1.9,Budaun,India,28.13N,79.09E
1813-03-01,20.265,5.051,Budaun,India,28.13N,79.09E
1813-04-01,29.171,1.976,Budaun,India,28.13N,79.09E
1813-05-01,33.617,4.3180000000000005,Budaun,India,28.13N,79.09E
1813-06-01,32.146,2.498,Budaun,India,28.13N,79.09E
1813-07-01,30.375,1.9509999999999998,Budaun,India,28.13N,79.09E
1813-08-01,28.372,1.401,Budaun,India,28.13N,79.09E
1813-09-01,28.58,1.6869999999999998,Budaun,India,28.13N,79.09E
1813-10-01,24.586,1.6680000000000001,Budaun,India,28.13N,79.09E
1813-11-01,21.055999999999997,1.5590000000000002,Budaun,India,28.13N,79.09E
1813-12-01,14.09,1.8219999999999998,Budaun,India,28.13N,79.09E
1814-01-01,13.146,2.827,Budaun,India,28.13N,79.09E
1814-02-01,16.741999999999994,1.871,Budaun,India,28.13N,79.09E
1814-03-01,21.424,2.3890000000000002,Budaun,India,28.13N,79.09E
1814-04-01,27.743,1.995,Budaun,India,28.13N,79.09E
1814-05-01,,,Budaun,India,28.13N,79.09E
1814-06-01,32.494,2.1180000000000003,Budaun,India,28.13N,79.09E
1814-07-01,28.513,2.574,Budaun,India,28.13N,79.09E
1814-08-01,28.252,1.595,Budaun,India,28.13N,79.09E
1814-09-01,27.163,1.548,Budaun,India,28.13N,79.09E
1814-10-01,23.785,3.0410000000000004,Budaun,India,28.13N,79.09E
1814-11-01,20.91,4.0969999999999995,Budaun,India,28.13N,79.09E
1814-12-01,17.234,4.436,Budaun,India,28.13N,79.09E
1815-01-01,13.876,2.215,Budaun,India,28.13N,79.09E
1815-02-01,17.232,4.274,Budaun,India,28.13N,79.09E
1815-03-01,21.438000000000002,3.259,Budaun,India,28.13N,79.09E
1815-04-01,28.215999999999998,2.66,Budaun,India,28.13N,79.09E
1815-05-01,31.942,2.912,Budaun,India,28.13N,79.09E
1815-06-01,30.253,2.199,Budaun,India,28.13N,79.09E
1815-07-01,30.066999999999997,2.351,Budaun,India,28.13N,79.09E
1815-08-01,28.578000000000003,1.74,Budaun,India,28.13N,79.09E
1815-09-01,27.706999999999997,1.507,Budaun,India,28.13N,79.09E
1815-10-01,23.43,2.6660000000000004,Budaun,India,28.13N,79.09E
1815-11-01,18.51,2.122,Budaun,India,28.13N,79.09E
1815-12-01,13.511,2.048,Budaun,India,28.13N,79.09E
1816-01-01,14.474,3.5269999999999997,Budaun,India,28.13N,79.09E
1816-02-01,14.262,2.263,Budaun,India,28.13N,79.09E
1816-03-01,21.879,2.0709999999999997,Budaun,India,28.13N,79.09E
1816-04-01,27.754,3.428,Budaun,India,28.13N,79.09E
1816-05-01,32.532999999999994,2.241,Budaun,India,28.13N,79.09E
1816-06-01,31.713,2.45,Budaun,India,28.13N,79.09E
1816-07-01,28.386000000000006,1.645,Budaun,India,28.13N,79.09E
1816-08-01,27.948,1.136,Budaun,India,28.13N,79.09E
1816-09-01,26.574,1.178,Budaun,India,28.13N,79.09E
1816-10-01,22.495,4.855,Budaun,India,28.13N,79.09E
1816-11-01,18.322000000000006,5.688,Budaun,India,28.13N,79.09E
1816-12-01,13.96,1.671,Budaun,India,28.13N,79.09E
1817-01-01,13.769,3.9019999999999997,Budaun,India,28.13N,79.09E
1817-02-01,17.182000000000002,2.325,Budaun,India,28.13N,79.09E
1817-03-01,21.905,2.036,Budaun,India,28.13N,79.09E
1817-04-01,28.568,2.081,Budaun,India,28.13N,79.09E
1817-05-01,31.134,2.097,Budaun,India,28.13N,79.09E
1817-06-01,30.671,1.876,Budaun,India,28.13N,79.09E
1817-07-01,28.776,1.7619999999999998,Budaun,India,28.13N,79.09E
1817-08-01,28.69,1.5819999999999999,Budaun,India,28.13N,79.09E
1817-09-01,25.72,2.451,Budaun,India,28.13N,79.09E
1817-10-01,23.191,2.439,Budaun,India,28.13N,79.09E
1817-11-01,19.078,2.206,Budaun,India,28.13N,79.09E
1817-12-01,13.364,2.4290000000000003,Budaun,India,28.13N,79.09E
1818-01-01,13.759,3.0269999999999997,Budaun,India,28.13N,79.09E
1818-02-01,15.826999999999998,1.824,Budaun,India,28.13N,79.09E
1818-03-01,22.613000000000003,1.959,Budaun,India,28.13N,79.09E
1818-04-01,29.39,4.743,Budaun,India,28.13N,79.09E
1818-05-01,32.843999999999994,3.012,Budaun,India,28.13N,79.09E
1818-06-01,32.626999999999995,3.6719999999999997,Budaun,India,28.13N,79.09E
1818-07-01,28.961,2.674,Budaun,India,28.13N,79.09E
1818-08-01,28.171,1.261,Budaun,India,28.13N,79.09E
1818-09-01,26.551,1.462,Budaun,India,28.13N,79.09E
1818-10-01,23.363000000000003,2.116,Budaun,India,28.13N,79.09E
1818-11-01,19.041,4.026,Budaun,India,28.13N,79.09E
1818-12-01,14.380999999999998,1.588,Budaun,India,28.13N,79.09E
1819-01-01,12.296,2.202,Budaun,India,28.13N,79.09E
1819-02-01,15.825,2.783,Budaun,India,28.13N,79.09E
1819-03-01,21.166,5.693,Budaun,India,28.13N,79.09E
1819-04-01,27.206,1.7719999999999998,Budaun,India,28.13N,79.09E
1819-05-01,31.506,1.8119999999999998,Budaun,India,28.13N,79.09E
1819-06-01,31.732,1.743,Budaun,India,28.13N,79.09E
1819-07-01,29.182,1.436,Budaun,India,28.13N,79.09E
1819-08-01,27.889,1.28,Budaun,India,28.13N,79.09E
1819-09-01,27.25,1.2919999999999998,Budaun,India,28.13N,79.09E
1819-10-01,24.778000000000002,1.71,Budaun,India,28.13N,79.09E
1819-11-01,19.427,1.807,Budaun,India,28.13N,79.09E
1819-12-01,13.97,1.5730000000000002,Budaun,India,28.13N,79.09E
1820-01-01,12.567,4.272,Budaun,India,28.13N,79.09E
1820-02-01,15.499,2.215,Budaun,India,28.13N,79.09E
1820-03-01,21.983,2.271,Budaun,India,28.13N,79.09E
1820-04-01,28.988000000000003,1.795,Budaun,India,28.13N,79.09E
1820-05-01,32.476,1.785,Budaun,India,28.13N,79.09E
