,23.428,1.442,Udupi,India,13.66N,75.14E
1964-10-01,25.395,0.6809999999999999,Ujjain,India,23.31N,76.02E
1964-11-01,20.519000000000002,0.42100000000000004,Ujjain,India,23.31N,76.02E
1964-12-01,18.241,0.436,Ujjain,India,23.31N,76.02E
1965-01-01,19.238,0.35600000000000004,Ujjain,India,23.31N,76.02E
1965-02-01,20.509,0.948,Ujjain,India,23.31N,76.02E
1965-03-01,24.708,0.772,Ujjain,India,23.31N,76.02E
1965-04-01,28.993,0.37,Ujjain,India,23.31N,76.02E
1965-05-01,32.227999999999994,0.599,Ujjain,India,23.31N,76.02E
1965-06-01,31.726000000000006,0.953,Ujjain,India,23.31N,76.02E
1965-07-01,27.386999999999997,0.948,Ujjain,India,23.31N,76.02E
1965-08-01,26.502,0.39899999999999997,Ujjain,India,23.31N,76.02E
1965-09-01,26.045,0.259,Ujjain,India,23.31N,76.02E
1965-10-01,26.156,0.504,Ujjain,India,23.31N,76.02E
1965-11-01,22.45,0.384,Ujjain,India,23.31N,76.02E
1965-12-01,18.381,0.32,Ujjain,India,23.31N,76.02E
1966-01-01,18.405,0.535,Ujjain,India,23.31N,76.02E
1966-02-01,22.443,0.24600000000000002,Ujjain,India,23.31N,76.02E
1966-03-01,24.743,0.254,Ujjain,India,23.31N,76.02E
1966-04-01,29.818,0.311,Ujjain,India,23.31N,76.02E
1966-05-01,32.535999999999994,0.7829999999999999,Ujjain,India,23.31N,76.02E
1966-06-01,31.22,0.523,Ujjain,India,23.31N,76.02E
1966-07-01,28.327,0.22899999999999998,Ujjain,India,23.31N,76.02E
1966-08-01,25.69,0.447,Ujjain,India,23.31N,76.02E
1966-09-01,26.098000000000006,0.502,Ujjain,India,23.31N,76.02E
1966-10-01,26.351000000000006,0.18,Ujjain,India,23.31N,76.02E
1966-11-01,22.546999999999997,0.6890000000000001,Ujjain,India,23.31N,76.02E
1966-12-01,17.917,0.21899999999999997,Ujjain,India,23.31N,76.02E
1967-01-01,16.535,0.259,Ujjain,India,23.31N,76.02E
1967-02-01,22.038,0.361,Ujjain,India,23.31N,76.02E
1967-03-01,24.3,0.496,Ujjain,India,23.31N,76.02E
1967-04-01,28.76,0.45799999999999996,Ujjain,India,23.31N,76.02E
1967-05-01,32.555,0.8590000000000001,Ujjain,India,23.31N,76.02E
1967-06-01,30.621,1.015,Ujjain,India,23.31N,76.02E
1967-07-01,26.956,0.462,Ujjain,India,23.31N,76.02E
1967-08-01,25.092,0.6809999999999999,Ujjain,India,23.31N,76.02E
1967-09-01,25.195,0.6759999999999999,Ujjain,India,23.31N,76.02E
1967-10-01,25.114,0.76,Ujjain,India,23.31N,76.02E
1967-11-01,22.099,0.266,Ujjain,India,23.31N,76.02E
1967-12-01,19.317,0.8490000000000001,Ujjain,India,23.31N,76.02E
1968-01-01,16.75,0.377,Ujjain,India,23.31N,76.02E
1968-02-01,18.905,0.6729999999999999,Ujjain,India,23.31N,76.02E
1968-03-01,24.430999999999997,0.6,Ujjain,India,23.31N,76.02E
1968-04-01,29.035,0.682,Ujjain,India,23.31N,76.02E
1968-05-01,31.765,0.401,Ujjain,India,23.31N,76.02E
1968-06-01,31.919,0.46799999999999997,Ujjain,India,23.31N,76.02E
1968-07-01,27.13,0.297,Ujjain,India,23.31N,76.02E
1968-08-01,25.097,0.807,Ujjain,India,23.31N,76.02E
1968-09-01,27.325000000000006,0.275,Ujjain,India,23.31N,76.02E
1968-10-01,24.866999999999997,0.36200000000000004,Ujjain,India,23.31N,76.02E
1968-11-01,21.384,0.503,Ujjain,India,23.31N,76.02E
1968-12-01,18.233,0.475,Ujjain,India,23.31N,76.02E
1969-01-01,17.932000000000002,0.812,Ujjain,India,23.31N,76.02E
1969-02-01,20.959,0.862,Ujjain,India,23.31N,76.02E
1969-03-01,27.141,0.44,Ujjain,India,23.31N,76.02E
1969-04-01,30.393,0.467,Ujjain,India,23.31N,76.02E
1969-05-01,32.689,0.519,Ujjain,India,23.31N,76.02E
1969-06-01,31.644,0.5329999999999999,Ujjain,India,23.31N,76.02E
1969-07-01,27.188000000000002,0.348,Ujjain,India,23.31N,76.02E
1969-08-01,25.43,0.535,Ujjain,India,23.31N,76.02E
1969-09-01,25.980999999999998,0.237,Ujjain,India,23.31N,76.02E
1969-10-01,25.875999999999998,0.36,Ujjain,India,23.31N,76.02E
1969-11-01,23.179000000000002,0.258,Ujjain,India,23.31N,76.02E
1969-12-01,18.768,0.547,Ujjain,India,23.31N,76.02E
1970-01-01,18.207,0.29,Ujjain,India,23.31N,76.02E
1970-02-01,20.264,0.38799999999999996,Ujjain,India,23.31N,76.02E
1970-03-01,24.831,0.316,Ujjain,India,23.31N,76.02E
1970-04-01,30.774,0.7120000000000001,Ujjain,India,23.31N,76.02E
1970-05-01,33.834999999999994,0.20199999999999999,Ujjain,India,23.31N,76.02E
1970-06-01,29.578000000000007,0.42,Ujjain,India,23.31N,76.02E
1970-07-01,27.425,0.213,Ujjain,India,23.31N,76.02E
1970-08-01,25.85,0.256,Ujjain,India,23.31N,76.02E
1970-09-01,25.646,0.358,Ujjain,India,23.31N,76.02E
1970-10-01,25.451999999999998,0.405,Ujjain,India,23.31N,76.02E
1970-11-01,20.424,0.40399999999999997,Ujjain,India,23.31N,76.02E
1970-12-01,17.791,0.33299999999999996,Ujjain,India,23.31N,76.02E
1971-01-01,17.172,0.324,Ujjain,India,23.31N,76.02E
1971-02-01,20.136,0.266,Ujjain,India,23.31N,76.02E
1971-03-01,24.743,0.248,Ujjain,India,23.31N,76.02E
1971-04-01,30.998,0.622,Ujjain,India,23.31N,76.02E
1971-05-01,32.034,0.49700000000000005,Ujjain,India,23.31N,76.02E
1971-06-01,28.94,0.235,Ujjain,India,23.31N,76.02E
1971-07-01,25.866,0.42,Ujjain,India,23.31N,76.02E
1971-08-01,25.57,0.591,Ujjain,India,23.31N,76.02E
1971-09-01,26.144,0.573,Ujjain,India,23.31N,76.02E
1971-10-01,24.413,0.484,Ujjain,India,23.31N,76.02E
1971-11-01,20.773000000000003,0.297,Ujjain,India,23.31N,76.02E
1971-12-01,17.310000000000002,0.297,Ujjain,India,23.31N,76.02E
1972-01-01,18.055999999999997,0.32899999999999996,Ujjain,India,23.31N,76.02E
1972-02-01,18.304000000000002,0.634,Ujjain,India,23.31N,76.02E
1972-03-01,26.261999999999997,0.7,Ujjain,India,23.31N,76.02E
1972-04-01,29.183000000000003,0.48100000000000004,Ujjain,India,23.31N,76.02E
1972-05-01,33.139,0.382,Ujjain,India,23.31N,76.02E
1972-06-01,31.934,0.696,Ujjain,India,23.31N,76.02E
1972-07-01,27.752,0.35,Ujjain,India,23.31N,76.02E
1972-08-01,26.094,0.7929999999999999,Ujjain,India,23.31N,76.02E
1972-09-01,26.122000000000003,0.45899999999999996,Ujjain,India,23.31N,76.02E
1972-10-01,25.668000000000003,0.349,Ujjain,India,23.31N,76.02E
1972-11-01,21.587,0.21100000000000002,Ujjain,India,23.31N,76.02E
1972-12-01,19.014000000000006,0.624,Ujjain,India,23.31N,76.02E
1973-01-01,18.125,0.467,Ujjain,India,23.31N,76.02E
1973-02-01,21.639,0.423,Ujjain,India,23.31N,76.02E
1973-03-01,25.590999999999998,0.316,Ujjain,India,23.31N,76.02E
1973-04-01,31.816999999999997,0.419,Ujjain,India,23.31N,76.02E
1973-05-01,34.035999999999994,0.503,Ujjain,India,23.31N,76.02E
1973-06-01,31.070999999999998,0.38299999999999995,Ujjain,India,23.31N,76.02E
1973-07-01,26.125,0.516,Ujjain,India,23.31N,76.02E
1973-08-01,25.456,0.456,Ujjain,India,23.31N,76.02E
1973-09-01,25.272,0.325,Ujjain,India,23.31N,76.02E
1973-10-01,24.783,0.488,Ujjain,India,23.31N,76.02E
1973-11-01,21.261,0.61,Ujjain,India,23.31N,76.02E
1973-12-01,17.992,0.395,Ujjain,India,23.31N,76.02E
1974-01-01,17.399,0.278,Ujjain,India,23.31N,76.02E
1974-02-01,19.893,0.488,Ujjain,India,23.31N,76.02E
1974-03-01,27.088,0.29,Ujjain,India,23.31N,76.02E
1974-04-01,30.82,0.40299999999999997,Ujjain,India,23.31N,76.02E
1974-05-01,32.642,0.316,Ujjain,India,23.31N,76.02E
1974-06-01,31.252,0.306,Ujjain,India,23.31N,76.02E
1974-07-01,27.438000000000002,0.172,Ujjain,India,23.31N,76.02E
1974-08-01,26.026,0.456,Ujjain,India,23.31N,76.02E
1974-09-01,27.779000000000003,0.335,Ujjain,India,23.31N,76.02E
1974-10-01,25.485,0.24,Ujjain,India,23.31N,76.02E
1974-11-01,20.402,0.316,Ujjain,India,23.31N,76.02E
1974-12-01,17.569000000000006,0.24600000000000002,Ujjain,India,23.31N,76.02E
1975-01-01,16.601,0.516,Ujjain,India,23.31N,76.02E
1975-02-01,19.732,0.289,Ujjain,India,23.31N,76.02E
1975-03-01,24.557,0.402,Ujjain,India,23.31N,76.02E
1975-04-01,30.853,0.19899999999999998,Ujjain,India,23.31N,76.02E
1975-05-01,33.476,0.433,Ujjain,India,23.31N,76.02E
1975-06-01,30.558000000000003,0.789,Ujjain,India,23.31N,76.02E
1975-07-01,26.676,0.3,Ujjain,India,23.31N,76.02E
1975-08-01,25.874000000000002,0.36700000000000005,Ujjain,India,23.31N,76.02E
1975-09-01,25.629,0.45799999999999996,Ujjain,India,23.31N,76.02E
1975-10-01,25.107,0.381,Ujjain,India,23.31N,76.02E
1975-11-01,19.962,0.23199999999999998,Ujjain,India,23.31N,76.02E
1975-12-01,17.798000000000005,0.488,Ujjain,India,23.31N,76.02E
1976-01-01,18.332,0.626,Ujjain,India,23.31N,76.02E
1976-02-01,20.96,0.528,Ujjain,India,23.31N,76.02E
1976-03-01,25.711,0.337,Ujjain,India,23.31N,76.02E
1976-04-01,29.171999999999997,0.816,Ujjain,India,23.31N,76.02E
1976-05-01,32.757,0.442,Ujjain,India,23.31N,76.02E
1976-06-01,29.549000000000003,0.446,Ujjain,India,23.31N,76.02E
1976-07-01,27.23,0.414,Ujjain,India,23.31N,76.02E
1976-08-01,25.476999999999997,0.267,Ujjain,India,23.31N,76.02E
1976-09-01,25.682,0.341,Ujjain,India,23.31N,76.02E
1976-10-01,26.307,0.557,Ujjain,India,23.31N,76.02E
1976-11-01,24.142,0.483,Ujjain,India,23.31N,76.02E
1976-12-01,19.602999999999998,0.319,Ujjain,India,23.31N,76.02E
1977-01-01,17.569000000000003,0.39399999999999996,Ujjain,India,23.31N,76.02E
1977-02-01,21.35,0.285,Ujjain,India,23.31N,76.02E
1977-03-01,27.405,0.498,Ujjain,India,23.31N,76.02E
1977-04-01,29.649,0.773,Ujjain,India,23.31N,76.02E
1977-05-01,32.046,0.444,Ujjain,India,23.31N,76.02E
1977-06-01,30.676,0.34299999999999997,Ujjain,India,23.31N,76.02E
1977-07-01,26.495,0.28800000000000003,Ujjain,India,23.31N,76.02E
1977-08-01,25.644000000000002,0.321,Ujjain,India,23.31N,76.02E
1977-09-01,25.484,0.289,Ujjain,India,23.31N,76.02E
1977-10-01,26.076999999999998,0.47600000000000003,Ujjain,India,23.31N,76.02E
1977-11-01,23.281999999999996,0.35100000000000003,Ujjain,India,23.31N,76.02E
1977-12-01,19.237,0.47100000000000003,Ujjain,India,23.31N,76.02E
1978-01-01,17.422,0.322,Ujjain,India,23.31N,76.02E
1978-02-01,19.837,0.40299999999999997,Ujjain,India,23.31N,76.02E
1978-03-01,24.138,0.38,Ujjain,India,23.31N,76.02E
1978-04-01,30.098000000000006,0.53,Ujjain,India,23.31N,76.02E
1978-05-01,34.18,0.354,Ujjain,India,23.31N,76.02E
1978-06-01,30.237,0.495,Ujjain,India,23.31N,76.02E
1978-07-01,26.05,0.209,Ujjain,India,23.31N,76.02E
1978-08-01,25.186,0.304,Ujjain,India,23.31N,76.02E
1978-09-01,26.441999999999997,0.461,Ujjain,India,23.31N,76.02E
1978-10-01,25.764,0.289,Ujjain,India,23.31N,76.02E
1978-11-01,23.182,0.292,Ujjain,India,23.31N,76.02E
1978-12-01,18.034,0.35,Ujjain,India,23.31N,76.02E
1979-01-01,18.829,0.358,Ujjain,India,23.31N,76.02E
1979-02-01,19.146,0.255,Ujjain,India,23.31N,76.02E
1979-03-01,24.198,0.309,Ujjain,India,23.31N,76.02E
1979-04-01,30.445,0.429,Ujjain,India,23.31N,76.02E
1979-05-01,31.933,0.449,Ujjain,India,23.31N,76.02E
1979-06-01,31.941999999999997,0.653,Ujjain,India,23.31N,76.02E
1979-07-01,27.458000000000002,0.29100000000000004,Ujjain,India,23.31N,76.02E
1979-08-01,25.715,0.40399999999999997,Ujjain,India,23.31N,76.02E
1979-09-01,27.636999999999997,0.428,Ujjain,India,23.31N,76.02E
1979-10-01,26.622,0.35200000000000004,Ujjain,India,23.31N,76.02E
1979-11-01,23.542,0.38299999999999995,Ujjain,India,23.31N,76.02E
1979-12-01,19.285,0.361,Ujjain,India,23.31N,76.02E
1980-01-01,18.63,0.341,Ujjain,India,23.31N,76.02E
1980-02-01,21.311,0.42,Ujjain,India,23.31N,76.02E
1980-03-01,25.6,0.24100000000000002,Ujjain,India,23.31N,76.02E
1980-04-01,31.548,0.35100000000000003,Ujjain,India,23.31N,76.02E
1980-05-01,34.08,0.312,Ujjain,India,23.31N,76.02E
1980-06-01,29.733,0.677,Ujjain,India,23.31N,76.02E
1980-07-01,26.741999999999997,0.415,Ujjain,India,23.31N,76.02E
1980-08-01,25.862,0.306,Ujjain,India,23.31N,76.02E
1980-09-01,27.084000000000003,0.17600000000000002,Ujjain,India,23.31N,76.02E
1980-10-01,26.506999999999998,0.42100000000000004,Ujjain,India,23.31N,76.02E
1980-11-01,22.786,0.563,Ujjain,India,23.31N,76.02E
1980-12-01,18.269,0.281,Ujjain,India,23.31N,76.02E
1981-01-01,17.484,0.435,Ujjain,India,23.31N,76.02E
1981-02-01,21.417,0.225,Ujjain,India,23.31N,76.02E
1981-03-01,25.021,0.32799999999999996,Ujjain,India,23.31N,76.02E
1981-04-01,30.627,0.293,Ujjain,India,23.31N,76.02E
1981-05-01,33.364000000000004,0.304,Ujjain,India,23.31N,76.02E
1981-06-01,32.553000000000004,0.457,Ujjain,India,23.31N,76.02E
1981-07-01,26.59,0.257,Ujjain,India,23.31N,76.02E
1981-08-01,25.564,0.408,Ujjain,India,23.31N,76.02E
1981-09-01,27.063,0.33799999999999997,Ujjain,India,23.31N,76.02E
1981-10-01,25.656999999999996,0.281,Ujjain,India,23.31N,76.02E
1981-11-01,20.517,0.22699999999999998,Ujjain,India,23.31N,76.02E
1981-12-01,18.165000000000006,0.187,Ujjain,India,23.31N,76.02E
1982-01-01,18.621,0.293,Ujjain,India,23.31N,76.02E
1982-02-01,19.536,0.264,Ujjain,India,23.31N,76.02E
1982-03-01,23.814,0.38299999999999995,Ujjain,India,23.31N,76.02E
1982-04-01,29.165000000000006,0.166,Ujjain,India,23.31N,76.02E
1982-05-01,31.288,0.302,Ujjain,India,23.31N,76.02E
1982-06-01,31.845,0.27399999999999997,Ujjain,India,23.31N,76.02E
1982-07-01,28.212,0.281,Ujjain,India,23.31N,76.02E
1982-08-01,25.587,0.20600000000000002,Ujjain,India,23.31N,76.02E
1982-09-01,26.809,0.311,Ujjain,India,23.31N,76.02E
1982-10-01,26.335,0.215,Ujjain,India,23.31N,76.02E
1982-11-01,21.708000000000002,0.474,Ujjain,India,23.31N,76.02E
1982-12-01,19.712,0.355,Ujjain,India,23.31N,76.02E
1983-01-01,17.543,0.266,Ujjain,India,23.31N,76.02E
1983-02-01,19.21,0.43799999999999994,Ujjain,India,23.31N,76.02E
1983-03-01,24.636999999999997,0.259,Ujjain,India,23.31N,76.02E
1983-04-01,27.996,0.428,Ujjain,India,23.31N,76.02E
1983-05-01,32.762,0.38299999999999995,Ujjain,India,23.31N,76.02E
1983-06-01,31.805000000000003,0.285,Ujjain,India,23.31N,76.02E
1983-07-01,27.713,0.29100000000000004,Ujjain,India,23.31N,76.02E
1983-08-01,26.402,0.17300000000000001,Ujjain,India,23.31N,76.02E
1983-09-01,26.511999999999997,0.375,Ujjain,India,23.31N,76.02E
1983-10-01,24.144,0.235,Ujjain,India,23.31N,76.02E
1983-11-01,19.864,0.529,Ujjain,India,23.31N,76.02E
1983-12-01,17.748,0.447,Ujjain,India,23.31N,76.02E
1984-01-01,17.292,0.223,Ujjain,India,23.31N,76.02E
1984-02-01,18.247,0.365,Ujjain,India,23.31N,76.02E
1984-03-01,26.461,0.292,Ujjain,India,23.31N,76.02E
1984-04-01,30.647,0.17,Ujjain,India,23.31N,76.02E
1984-05-01,34.303000000000004,0.435,Ujjain,India,23.31N,76.02E
1984-06-01,31.020000000000003,0.23399999999999999,Ujjain,India,23.31N,76.02E
1984-07-01,27.355,0.5489999999999999,Ujjain,India,23.31N,76.02E
1984-08-01,24.908,0.305,Ujjain,India,23.31N,76.02E
1984-09-01,25.48,0.355,Ujjain,India,23.31N,76.02E
1984-10-01,25.025,0.402,Ujjain,India,23.31N,76.02E
1984-11-01,21.239,0.461,Ujjain,India,23.31N,76.02E
1984-12-01,19.049,0.248,Ujjain,India,23.31N,76.02E
1985-01-01,18.099,0.161,Ujjain,India,23.31N,76.02E
1985-02-01,20.356,0.491,Ujjain,India,23.31N,76.02E
1985-03-01,27.369,0.226,Ujjain,India,23.31N,76.02E
1985-04-01,30.335,0.4,Ujjain,India,23.31N,76.02E
1985-05-01,33.89,0.133,Ujjain,India,23.31N,76.02E
1985-06-01,31.414,0.44299999999999995,Ujjain,India,23.31N,76.02E
1985-07-01,27.566999999999997,0.573,Ujjain,India,23.31N,76.02E
1985-08-01,25.353,0.365,Ujjain,India,23.31N,76.02E
1985-09-01,26.660999999999998,0.18899999999999997,Ujjain,India,23.31N,76.02E
1985-10-01,23.805999999999997,0.363,Ujjain,India,23.31N,76.02E
1985-11-01,21.936,0.6829999999999999,Ujjain,India,23.31N,76.02E
1985-12-01,19.595,0.271,Ujjain,India,23.31N,76.02E
1986-01-01,18.275,0.506,Ujjain,India,23.31N,76.02E
1986-02-01,20.073,0.625,Ujjain,India,23.31N,76.02E
1986-03-01,25.517,0.40399999999999997,Ujjain,India,23.31N,76.02E
1986-04-01,30.451999999999998,0.294,Ujjain,India,23.31N,76.02E
1986-05-01,32.806999999999995,0.263,Ujjain,India,23.31N,76.02E
1986-06-01,31.112,0.40700000000000003,Ujjain,India,23.31N,76.02E
1986-07-01,26.473000000000003,0.354,Ujjain,India,23.31N,76.02E
1986-08-01,25.521,0.41100000000000003,Ujjain,India,23.31N,76.02E
1986-09-01,27.381999999999998,0.209,Ujjain,India,23.31N,76.02E
1986-10-01,26.002,0.26,Ujjain,India,23.31N,76.02E
1986-11-01,22.701,0.325,Ujjain,India,23.31N,76.02E
1986-12-01,17.735000000000007,0.28300000000000003,Ujjain,India,23.31N,76.02E
1987-01-01,18.317,0.434,Ujjain,India,23.31N,76.02E
1987-02-01,21.338,0.452,Ujjain,India,23.31N,76.02E
1987-03-01,26.029,0.276,Ujjain,India,23.31N,76.02E
1987-04-01,30.468000000000004,0.19399999999999998,Ujjain,India,23.31N,76.02E
1987-05-01,32.067,0.34700000000000003,Ujjain,India,23.31N,76.02E
1987-06-01,32.255,0.257,Ujjain,India,23.31N,76.02E
1987-07-01,29.016,0.22899999999999998,Ujjain,India,23.31N,76.02E
1987-08-01,27.685,0.17300000000000001,Ujjain,India,23.31N,76.02E
1987-09-01,27.671999999999997,0.382,Ujjain,India,23.31N,76.02E
1987-10-01,26.474,0.21899999999999997,Ujjain,India,23.31N,76.02E
1987-11-01,22.375,0.213,Ujjain,India,23.31N,76.02E
1987-12-01,18.598000000000006,0.254,Ujjain,India,23.31N,76.02E
1988-01-01,19.402,0.375,Ujjain,India,23.31N,76.02E
1988-02-01,22.131,0.17800000000000002,Ujjain,India,23.31N,76.02E
1988-03-01,25.445,0.317,Ujjain,India,23.31N,76.02E
1988-04-01,31.239,0.28800000000000003,Ujjain,India,23.31N,76.02E
1988-05-01,34.619,0.47700000000000004,Ujjain,India,23.31N,76.02E
1988-06-01,31.557,0.292,Ujjain,India,23.31N,76.02E
1988-07-01,26.82,0.28,Ujjain,India,23.31N,76.02E
1988-08-01,26.392,0.175,Ujjain,India,23.31N,76.02E
1988-09-01,27.685,0.379,Ujjain,India,23.31N,76.02E
1988-10-01,25.022,0.128,Ujjain,India,23.31N,76.02E
1988-11-01,21.544,0.242,Ujjain,India,23.31N,76.02E
1988-12-01,18.869,0.225,Ujjain,India,23.31N,76.02E
1989-01-01,17.456,0.222,Ujjain,India,23.31N,76.02E
1989-02-01,20.494,0.365,Ujjain,India,23.31N,76.02E
1989-03-01,24.666999999999998,0.34,Ujjain,India,23.31N,76.02E
1989-04-01,29.326,0.7659999999999999,Ujjain,India,23.31N,76.02E
1989-05-01,33.787,0.187,Ujjain,India,23.31N,76.02E
1989-06-01,30.164,0.452,Ujjain,India,23.31N,76.02E
1989-07-01,27.385,0.326,Ujjain,India,23.31N,76.02E
1989-08-01,25.825,0.36700000000000005,Ujjain,India,23.31N,76.02E
1989-09-01,27.066999999999997,0.355,Ujjain,India,23.31N,76.02E
1989-10-01,25.875999999999998,0.364,Ujjain,India,23.31N,76.02E
1989-11-01,22.985,0.326,Ujjain,India,23.31N,76.02E
1989-12-01,18.381,0.45,Ujjain,India,23.31N,76.02E
1990-01-01,19.93,0.583,Ujjain,India,23.31N,76.02E
1990-02-01,20.531,0.423,Ujjain,India,23.31N,76.02E
1990-03-01,24.015,0.574,Ujjain,India,23.31N,76.02E
1990-04-01,30.288,0.135,Ujjain,India,23.31N,76.02E
1990-05-01,32.358000000000004,0.244,Ujjain,India,23.31N,76.02E
1990-06-01,30.128,0.249,Ujjain,India,23.31N,76.02E
1990-07-01,26.167,0.262,Ujjain,India,23.31N,76.02E
1990-08-01,26.223000000000003,0.263,Ujjain,India,23.31N,76.02E
1990-09-01,25.789,0.366,Ujjain,India,23.31N,76.02E
1990-10-01,25.171,0.691,Ujjain,India,23.31N,76.02E
1990-11-01,22.418000000000003,0.562,Ujjain,India,23.31N,76.02E
1990-12-01,18.863,0.267,Ujjain,India,23.31N,76.02E
1991-01-01,17.192,0.133,Ujjain,India,23.31N,76.02E
1991-02-01,21.247,0.28800000000000003,Ujjain,India,23.31N,76.02E
1991-03-01,25.943,0.201,Ujjain,India,23.31N,76.02E
1991-04-01,29.379,0.20199999999999999,Ujjain,India,23.31N,76.02E
1991-05-01,33.876,0.353,Ujjain,India,23.31N,76.02E
1991-06-01,31.81,0.483,Ujjain,India,23.31N,76.02E
1991-07-01,27.901,0.265,Ujjain,India,23.31N,76.02E
1991-08-01,25.684,0.271,Ujjain,India,23.31N,76.02E
1991-09-01,26.557,0.495,Ujjain,India,23.31N,76.02E
1991-10-01,25.443,0.223,Ujjain,India,23.31N,76.02E
1991-11-01,21.383000000000003,0.51,Ujjain,India,23.31N,76.02E
1991-12-01,18.395,0.34700000000000003,Ujjain,India,23.31N,76.02E
1992-01-01,18.272000000000002,0.196,Ujjain,India,23.31N,76.02E
1992-02-01,19.418,0.502,Ujjain,India,23.31N,76.02E
1992-03-01,25.684,0.32299999999999995,Ujjain,India,23.31N,76.02E
1992-04-01,29.774,0.228,Ujjain,India,23.31N,76.02E
1992-05-01,33.232,0.13,Ujjain,India,23.31N,76.02E
1992-06-01,33.098,0.585,Ujjain,India,23.31N,76.02E
1992-07-01,28.697,0.405,Ujjain,India,23.31N,76.02E
1992-08-01,25.899,0.139,Ujjain,India,23.31N,76.02E
1992-09-01,25.66,0.33399999999999996,Ujjain,India,23.31N,76.02E
1992-10-01,24.949,0.285,Ujjain,India,23.31N,76.02E
1992-11-01,21.255,0.41600000000000004,Ujjain,India,23.31N,76.02E
1992-12-01,18.980999999999998,0.40299999999999997,Ujjain,India,23.31N,76.02E
1993-01-01,18.601,0.395,Ujjain,India,23.31N,76.02E
1993-02-01,21.072,0.257,Ujjain,India,23.31N,76.02E
1993-03-01,24.18,0.252,Ujjain,India,23.31N,76.02E
1993-04-01,30.008000000000006,0.321,Ujjain,India,23.31N,76.02E
1993-05-01,34.206999999999994,0.48,Ujjain,India,23.31N,76.02E
1993-06-01,31.715,0.318,Ujjain,India,23.31N,76.02E
1993-07-01,27.231,0.524,Ujjain,India,23.31N,76.02E
1993-08-01,26.521,0.435,Ujjain,India,23.31N,76.02E
1993-09-01,25.905,0.495,Ujjain,India,23.31N,76.02E
1993-10-01,25.932,0.33799999999999997,Ujjain,India,23.31N,76.02E
1993-11-01,22.085,0.266,Ujjain,India,23.31N,76.02E
1993-12-01,18.512,0.24600000000000002,Ujjain,India,23.31N,76.02E
1994-01-01,19.249000000000002,0.335,Ujjain,India,23.31N,76.02E
1994-02-01,19.526,0.413,Ujjain,India,23.31N,76.02E
1994-03-01,26.669,0.518,Ujjain,India,23.31N,76.02E
1994-04-01,28.987,0.361,Ujjain,India,23.31N,76.02E
1994-05-01,33.989999999999995,0.24,Ujjain,India,23.31N,76.02E
1994-06-01,30.166,0.29600000000000004,Ujjain,India,23.31N,76.02E
1994-07-01,25.841,0.379,Ujjain,India,23.31N,76.02E
1994-08-01,25.239,0.249,Ujjain,India,23.31N,76.02E
1994-09-01,25.467,0.221,Ujjain,India,23.31N,76.02E
1994-10-01,25.045,0.175,Ujjain,India,23.31N,76.02E
1994-11-01,21.583000000000002,0.248,Ujjain,India,23.31N,76.02E
1994-12-01,18.377,0.183,Ujjain,India,23.31N,76.02E
1995-01-01,16.438,0.305,Ujjain,India,23.31N,76.02E
1995-02-01,20.289,0.23399999999999999,Ujjain,India,23.31N,76.02E
1995-03-01,24.01,0.48200000000000004,Ujjain,India,23.31N,76.02E
1995-04-01,29.552,0.312,Ujjain,India,23.31N,76.02E
1995-05-01,33.263000000000005,0.376,Ujjain,India,23.31N,76.02E
1995-06-01,33.400999999999996,0.29600000000000004,Ujjain,India,23.31N,76.02E
1995-07-01,27.908,0.21,Ujjain,India,23.31N,76.02E
1995-08-01,26.521,0.217,Ujjain,India,23.31N,76.02E
1995-09-01,27.143,0.297,Ujjain,India,23.31N,76.02E
1995-10-01,26.496,0.16,Ujjain,India,23.31N,76.02E
1995-11-01,21.699,0.311,Ujjain,India,23.31N,76.02E
1995-12-01,19.293000000000006,0.31,Ujjain,India,23.31N,76.02E
1996-01-01,18.471,0.42100000000000004,Ujjain,India,23.31N,76.02E
1996-02-01,21.291,0.35200000000000004,Ujjain,India,23.31N,76.02E
1996-03-01,27.03,0.284,Ujjain,India,23.31N,76.02E
1996-04-01,29.831999999999997,0.245,Ujjain,India,23.31N,76.02E
1996-05-01,33.455,0.17800000000000002,Ujjain,India,23.31N,76.02E
1996-06-01,32.114000000000004,0.281,Ujjain,India,23.31N,76.02E
1996-07-01,27.914,0.461,Ujjain,India,23.31N,76.02E
1996-08-01,25.457,0.19899999999999998,Ujjain,India,23.31N,76.02E
1996-09-01,26.491000000000003,0.217,Ujjain,India,23.31N,76.02E
1996-10-01,24.737,0.298,Ujjain,India,23.31N,76.02E
1996-11-01,21.566999999999997,0.363,Ujjain,India,23.31N,76.02E
1996-12-01,18.256,0.41600000000000004,Ujjain,India,23.31N,76.02E
1997-01-01,17.159000000000002,0.517,Ujjain,India,23.31N,76.02E
1997-02-01,19.906,0.249,Ujjain,India,23.31N,76.02E
1997-03-01,25.766,0.507,Ujjain,India,23.31N,76.02E
1997-04-01,28.389000000000006,0.267,Ujjain,India,23.31N,76.02E
1997-05-01,31.86,0.41,Ujjain,India,23.31N,76.02E
1997-06-01,29.869,0.311,Ujjain,India,23.31N,76.02E
1997-07-01,27.198,0.247,Ujjain,India,23.31N,76.02E
1997-08-01,26.236,0.282,Ujjain,India,23.31N,76.02E
1997-09-01,26.51,0.17600000000000002,Ujjain,India,23.31N,76.02E
