113,0.8390000000000001,Kuytun,China,44.20N,84.97E
1916-11-01,13.353,0.747,López Mateos,Mexico,20.09N,98.96W
1916-12-01,13.324000000000002,0.728,López Mateos,Mexico,20.09N,98.96W
1917-01-01,13.032,0.7390000000000001,López Mateos,Mexico,20.09N,98.96W
1917-02-01,14.004000000000001,0.7759999999999999,López Mateos,Mexico,20.09N,98.96W
1917-03-01,15.942,0.40399999999999997,López Mateos,Mexico,20.09N,98.96W
1917-04-01,16.741,0.528,López Mateos,Mexico,20.09N,98.96W
1917-05-01,18.913,0.649,López Mateos,Mexico,20.09N,98.96W
1917-06-01,17.619,1.2329999999999999,López Mateos,Mexico,20.09N,98.96W
1917-07-01,16.933,0.46799999999999997,López Mateos,Mexico,20.09N,98.96W
1917-08-01,17.032,0.612,López Mateos,Mexico,20.09N,98.96W
1917-09-01,16.539,0.37799999999999995,López Mateos,Mexico,20.09N,98.96W
1917-10-01,14.936,0.322,López Mateos,Mexico,20.09N,98.96W
1917-11-01,12.03,0.9079999999999999,López Mateos,Mexico,20.09N,98.96W
1917-12-01,12.403,0.401,López Mateos,Mexico,20.09N,98.96W
1918-01-01,12.013,1.001,López Mateos,Mexico,20.09N,98.96W
1918-02-01,14.360999999999999,0.532,López Mateos,Mexico,20.09N,98.96W
1918-03-01,14.475,0.93,López Mateos,Mexico,20.09N,98.96W
1918-04-01,17.284000000000002,0.603,López Mateos,Mexico,20.09N,98.96W
1918-05-01,18.44,1.083,López Mateos,Mexico,20.09N,98.96W
1918-06-01,17.16,0.39399999999999996,López Mateos,Mexico,20.09N,98.96W
1918-07-01,16.894000000000002,0.625,López Mateos,Mexico,20.09N,98.96W
1918-08-01,16.593,0.845,López Mateos,Mexico,20.09N,98.96W
1918-09-01,16.322,0.615,López Mateos,Mexico,20.09N,98.96W
1918-10-01,16.019000000000002,0.489,López Mateos,Mexico,20.09N,98.96W
1918-11-01,14.345999999999998,0.506,López Mateos,Mexico,20.09N,98.96W
1918-12-01,13.04,0.522,López Mateos,Mexico,20.09N,98.96W
1919-01-01,10.755999999999998,0.465,López Mateos,Mexico,20.09N,98.96W
1919-02-01,14.253,0.672,López Mateos,Mexico,20.09N,98.96W
1919-03-01,15.163,0.675,López Mateos,Mexico,20.09N,98.96W
1919-04-01,16.7,0.679,López Mateos,Mexico,20.09N,98.96W
1919-05-01,19.172,0.474,López Mateos,Mexico,20.09N,98.96W
1919-06-01,18.276,0.547,López Mateos,Mexico,20.09N,98.96W
1919-07-01,17.102999999999998,0.397,López Mateos,Mexico,20.09N,98.96W
1919-08-01,18.212,1.035,López Mateos,Mexico,20.09N,98.96W
1919-09-01,17.059,0.799,López Mateos,Mexico,20.09N,98.96W
1919-10-01,16.594,0.961,López Mateos,Mexico,20.09N,98.96W
1919-11-01,14.357000000000001,0.8809999999999999,López Mateos,Mexico,20.09N,98.96W
1919-12-01,12.981,0.466,López Mateos,Mexico,20.09N,98.96W
1920-01-01,12.031,0.8140000000000001,López Mateos,Mexico,20.09N,98.96W
1920-02-01,14.857000000000001,0.875,López Mateos,Mexico,20.09N,98.96W
1920-03-01,16.672,0.737,López Mateos,Mexico,20.09N,98.96W
1920-04-01,18.632,0.8909999999999999,López Mateos,Mexico,20.09N,98.96W
1920-05-01,17.634999999999994,0.875,López Mateos,Mexico,20.09N,98.96W
1920-06-01,17.059,0.938,López Mateos,Mexico,20.09N,98.96W
1920-07-01,17.565,0.526,López Mateos,Mexico,20.09N,98.96W
1920-08-01,17.441,0.387,López Mateos,Mexico,20.09N,98.96W
1920-09-01,17.13,0.31,López Mateos,Mexico,20.09N,98.96W
1920-10-01,15.691,0.424,López Mateos,Mexico,20.09N,98.96W
1920-11-01,14.317,0.948,López Mateos,Mexico,20.09N,98.96W
1920-12-01,12.949000000000002,0.897,López Mateos,Mexico,20.09N,98.96W
1921-01-01,12.218,0.35100000000000003,López Mateos,Mexico,20.09N,98.96W
1921-02-01,13.237,0.35700000000000004,López Mateos,Mexico,20.09N,98.96W
1921-03-01,16.313,0.35200000000000004,López Mateos,Mexico,20.09N,98.96W
1921-04-01,17.605,0.341,López Mateos,Mexico,20.09N,98.96W
1921-05-01,18.408,0.34700000000000003,López Mateos,Mexico,20.09N,98.96W
1921-06-01,18.752,0.41700000000000004,López Mateos,Mexico,20.09N,98.96W
1921-07-01,17.17,0.359,López Mateos,Mexico,20.09N,98.96W
1921-08-01,17.354,0.58,López Mateos,Mexico,20.09N,98.96W
1921-09-01,16.921,0.289,López Mateos,Mexico,20.09N,98.96W
1921-10-01,14.970999999999998,0.494,López Mateos,Mexico,20.09N,98.96W
1921-11-01,14.424000000000001,0.436,López Mateos,Mexico,20.09N,98.96W
1921-12-01,13.348,0.419,López Mateos,Mexico,20.09N,98.96W
1922-01-01,12.838,0.6809999999999999,López Mateos,Mexico,20.09N,98.96W
1922-02-01,14.663,0.45799999999999996,López Mateos,Mexico,20.09N,98.96W
1922-03-01,16.452,0.23399999999999999,López Mateos,Mexico,20.09N,98.96W
1922-04-01,18.517,0.406,López Mateos,Mexico,20.09N,98.96W
1922-05-01,19.308,0.499,López Mateos,Mexico,20.09N,98.96W
1922-06-01,17.14,0.2,López Mateos,Mexico,20.09N,98.96W
1922-07-01,17.262,0.19699999999999998,López Mateos,Mexico,20.09N,98.96W
1922-08-01,17.436,0.28,López Mateos,Mexico,20.09N,98.96W
1922-09-01,16.714000000000002,0.366,López Mateos,Mexico,20.09N,98.96W
1922-10-01,14.939,0.317,López Mateos,Mexico,20.09N,98.96W
1922-11-01,14.588,0.414,López Mateos,Mexico,20.09N,98.96W
1922-12-01,12.968,0.552,López Mateos,Mexico,20.09N,98.96W
1923-01-01,12.706,1.137,López Mateos,Mexico,20.09N,98.96W
1923-02-01,13.282,0.9259999999999999,López Mateos,Mexico,20.09N,98.96W
1923-03-01,15.088,1.224,López Mateos,Mexico,20.09N,98.96W
1923-04-01,17.421,1.085,López Mateos,Mexico,20.09N,98.96W
1923-05-01,19.238,1.351,López Mateos,Mexico,20.09N,98.96W
1923-06-01,17.898,0.955,López Mateos,Mexico,20.09N,98.96W
1923-07-01,17.198,0.21,López Mateos,Mexico,20.09N,98.96W
1923-08-01,17.73,0.38299999999999995,López Mateos,Mexico,20.09N,98.96W
1923-09-01,17.653,0.6659999999999999,López Mateos,Mexico,20.09N,98.96W
1923-10-01,14.876,0.33399999999999996,López Mateos,Mexico,20.09N,98.96W
1923-11-01,13.839,0.418,López Mateos,Mexico,20.09N,98.96W
1923-12-01,13.187000000000001,0.531,López Mateos,Mexico,20.09N,98.96W
1924-01-01,12.236999999999998,0.45799999999999996,López Mateos,Mexico,20.09N,98.96W
1924-02-01,13.669,0.6579999999999999,López Mateos,Mexico,20.09N,98.96W
1924-03-01,16.637999999999998,0.88,López Mateos,Mexico,20.09N,98.96W
1924-04-01,18.226,0.556,López Mateos,Mexico,20.09N,98.96W
1924-05-01,18.64,0.645,López Mateos,Mexico,20.09N,98.96W
1924-06-01,18.067,0.41100000000000003,López Mateos,Mexico,20.09N,98.96W
1924-07-01,17.653000000000006,0.5479999999999999,López Mateos,Mexico,20.09N,98.96W
1924-08-01,17.942999999999994,0.54,López Mateos,Mexico,20.09N,98.96W
1924-09-01,16.373,0.441,López Mateos,Mexico,20.09N,98.96W
1924-10-01,14.982000000000001,0.21600000000000003,López Mateos,Mexico,20.09N,98.96W
1924-11-01,13.296,0.311,López Mateos,Mexico,20.09N,98.96W
1924-12-01,12.839,0.6679999999999999,López Mateos,Mexico,20.09N,98.96W
1925-01-01,12.201,0.821,López Mateos,Mexico,20.09N,98.96W
1925-02-01,13.522,0.991,López Mateos,Mexico,20.09N,98.96W
1925-03-01,15.449000000000002,0.5,López Mateos,Mexico,20.09N,98.96W
1925-04-01,17.435,0.635,López Mateos,Mexico,20.09N,98.96W
1925-05-01,17.727999999999994,0.5670000000000001,López Mateos,Mexico,20.09N,98.96W
1925-06-01,17.267,0.392,López Mateos,Mexico,20.09N,98.96W
1925-07-01,17.237000000000002,0.341,López Mateos,Mexico,20.09N,98.96W
1925-08-01,17.594,0.284,López Mateos,Mexico,20.09N,98.96W
1925-09-01,16.879,0.22399999999999998,López Mateos,Mexico,20.09N,98.96W
1925-10-01,16.292,0.327,López Mateos,Mexico,20.09N,98.96W
1925-11-01,13.768,0.455,López Mateos,Mexico,20.09N,98.96W
1925-12-01,11.201,0.545,López Mateos,Mexico,20.09N,98.96W
1926-01-01,11.867,0.48100000000000004,López Mateos,Mexico,20.09N,98.96W
1926-02-01,13.345999999999998,0.37799999999999995,López Mateos,Mexico,20.09N,98.96W
1926-03-01,16.242,0.20600000000000002,López Mateos,Mexico,20.09N,98.96W
1926-04-01,16.47,0.613,López Mateos,Mexico,20.09N,98.96W
1926-05-01,17.872999999999994,0.639,López Mateos,Mexico,20.09N,98.96W
1926-06-01,18.262,0.439,López Mateos,Mexico,20.09N,98.96W
1926-07-01,17.799,0.265,López Mateos,Mexico,20.09N,98.96W
1926-08-01,17.858,0.265,López Mateos,Mexico,20.09N,98.96W
1926-09-01,17.028,0.23199999999999998,López Mateos,Mexico,20.09N,98.96W
1926-10-01,16.203,0.33,López Mateos,Mexico,20.09N,98.96W
1926-11-01,13.318,0.529,López Mateos,Mexico,20.09N,98.96W
1926-12-01,12.960999999999999,0.821,López Mateos,Mexico,20.09N,98.96W
1927-01-01,11.513,0.408,López Mateos,Mexico,20.09N,98.96W
1927-02-01,13.709000000000001,0.517,López Mateos,Mexico,20.09N,98.96W
1927-03-01,16.219,0.457,López Mateos,Mexico,20.09N,98.96W
1927-04-01,17.553,0.366,López Mateos,Mexico,20.09N,98.96W
1927-05-01,20.004,0.637,López Mateos,Mexico,20.09N,98.96W
1927-06-01,18.167,0.465,López Mateos,Mexico,20.09N,98.96W
1927-07-01,17.182000000000002,0.332,López Mateos,Mexico,20.09N,98.96W
1927-08-01,17.701999999999995,0.39899999999999997,López Mateos,Mexico,20.09N,98.96W
1927-09-01,16.717,0.376,López Mateos,Mexico,20.09N,98.96W
1927-10-01,15.267999999999999,0.243,López Mateos,Mexico,20.09N,98.96W
1927-11-01,13.849,0.6559999999999999,López Mateos,Mexico,20.09N,98.96W
1927-12-01,13.303,0.6629999999999999,López Mateos,Mexico,20.09N,98.96W
1928-01-01,11.931,0.23800000000000002,López Mateos,Mexico,20.09N,98.96W
1928-02-01,14.186,0.526,López Mateos,Mexico,20.09N,98.96W
1928-03-01,16.245,0.374,López Mateos,Mexico,20.09N,98.96W
1928-04-01,17.317,0.588,López Mateos,Mexico,20.09N,98.96W
1928-05-01,18.417,0.599,López Mateos,Mexico,20.09N,98.96W
1928-06-01,19.31,0.511,López Mateos,Mexico,20.09N,98.96W
1928-07-01,17.694000000000006,0.40700000000000003,López Mateos,Mexico,20.09N,98.96W
1928-08-01,17.726,0.21899999999999997,López Mateos,Mexico,20.09N,98.96W
1928-09-01,16.833,0.14,López Mateos,Mexico,20.09N,98.96W
1928-10-01,15.896,0.261,López Mateos,Mexico,20.09N,98.96W
1928-11-01,13.495,0.251,López Mateos,Mexico,20.09N,98.96W
1928-12-01,12.557,0.494,López Mateos,Mexico,20.09N,98.96W
1929-01-01,12.423,0.626,López Mateos,Mexico,20.09N,98.96W
1929-02-01,14.664000000000001,0.5429999999999999,López Mateos,Mexico,20.09N,98.96W
1929-03-01,16.1,0.41600000000000004,López Mateos,Mexico,20.09N,98.96W
1929-04-01,18.938,0.43,López Mateos,Mexico,20.09N,98.96W
1929-05-01,18.519000000000002,0.309,López Mateos,Mexico,20.09N,98.96W
1929-06-01,17.949,0.486,López Mateos,Mexico,20.09N,98.96W
1929-07-01,16.659000000000002,0.381,López Mateos,Mexico,20.09N,98.96W
1929-08-01,16.878,0.261,López Mateos,Mexico,20.09N,98.96W
1929-09-01,16.805999999999997,0.226,López Mateos,Mexico,20.09N,98.96W
1929-10-01,15.023,0.37799999999999995,López Mateos,Mexico,20.09N,98.96W
1929-11-01,14.344000000000001,0.485,López Mateos,Mexico,20.09N,98.96W
1929-12-01,12.339,0.40299999999999997,López Mateos,Mexico,20.09N,98.96W
1930-01-01,12.585,0.36700000000000005,López Mateos,Mexico,20.09N,98.96W
1930-02-01,13.661,0.237,López Mateos,Mexico,20.09N,98.96W
1930-03-01,16.502,0.38799999999999996,López Mateos,Mexico,20.09N,98.96W
1930-04-01,16.264,0.311,López Mateos,Mexico,20.09N,98.96W
1930-05-01,19.027,0.698,López Mateos,Mexico,20.09N,98.96W
1930-06-01,17.795,0.33399999999999996,López Mateos,Mexico,20.09N,98.96W
1930-07-01,16.817999999999998,0.18600000000000003,López Mateos,Mexico,20.09N,98.96W
1930-08-01,17.312,0.265,López Mateos,Mexico,20.09N,98.96W
1930-09-01,17.753,0.452,López Mateos,Mexico,20.09N,98.96W
1930-10-01,15.962,0.48700000000000004,López Mateos,Mexico,20.09N,98.96W
1930-11-01,13.282,0.431,López Mateos,Mexico,20.09N,98.96W
1930-12-01,12.615,0.79,López Mateos,Mexico,20.09N,98.96W
1931-01-01,11.411,0.39799999999999996,López Mateos,Mexico,20.09N,98.96W
1931-02-01,13.524000000000001,0.38,López Mateos,Mexico,20.09N,98.96W
1931-03-01,15.280999999999999,0.5760000000000001,López Mateos,Mexico,20.09N,98.96W
1931-04-01,16.089000000000002,0.38,López Mateos,Mexico,20.09N,98.96W
1931-05-01,18.054000000000002,0.371,López Mateos,Mexico,20.09N,98.96W
1931-06-01,18.173,0.361,López Mateos,Mexico,20.09N,98.96W
1931-07-01,17.641000000000005,0.831,López Mateos,Mexico,20.09N,98.96W
1931-08-01,17.024,0.47,López Mateos,Mexico,20.09N,98.96W
1931-09-01,16.258,0.317,López Mateos,Mexico,20.09N,98.96W
1931-10-01,15.976,0.156,López Mateos,Mexico,20.09N,98.96W
1931-11-01,14.219000000000001,0.233,López Mateos,Mexico,20.09N,98.96W
1931-12-01,13.208,0.513,López Mateos,Mexico,20.09N,98.96W
1932-01-01,13.231,0.888,López Mateos,Mexico,20.09N,98.96W
1932-02-01,14.915999999999999,0.474,López Mateos,Mexico,20.09N,98.96W
1932-03-01,15.017999999999999,0.355,López Mateos,Mexico,20.09N,98.96W
1932-04-01,16.974,0.446,López Mateos,Mexico,20.09N,98.96W
1932-05-01,18.918,0.39899999999999997,López Mateos,Mexico,20.09N,98.96W
1932-06-01,18.997,0.379,López Mateos,Mexico,20.09N,98.96W
1932-07-01,17.295,0.396,López Mateos,Mexico,20.09N,98.96W
1932-08-01,17.942,0.20199999999999999,López Mateos,Mexico,20.09N,98.96W
1932-09-01,17.188,0.22,López Mateos,Mexico,20.09N,98.96W
1932-10-01,15.241,0.19899999999999998,López Mateos,Mexico,20.09N,98.96W
1932-11-01,12.112,0.327,López Mateos,Mexico,20.09N,98.96W
1932-12-01,12.852,0.41,López Mateos,Mexico,20.09N,98.96W
1933-01-01,12.98,0.728,López Mateos,Mexico,20.09N,98.96W
1933-02-01,14.7,0.488,López Mateos,Mexico,20.09N,98.96W
1933-03-01,16.023,0.358,López Mateos,Mexico,20.09N,98.96W
1933-04-01,18.758,0.452,López Mateos,Mexico,20.09N,98.96W
1933-05-01,20.531,0.452,López Mateos,Mexico,20.09N,98.96W
1933-06-01,18.21,0.6,López Mateos,Mexico,20.09N,98.96W
1933-07-01,18.506,0.456,López Mateos,Mexico,20.09N,98.96W
1933-08-01,17.063,0.22399999999999998,López Mateos,Mexico,20.09N,98.96W
1933-09-01,16.717,0.257,López Mateos,Mexico,20.09N,98.96W
1933-10-01,15.13,0.268,López Mateos,Mexico,20.09N,98.96W
1933-11-01,13.417,0.589,López Mateos,Mexico,20.09N,98.96W
1933-12-01,12.707,0.8320000000000001,López Mateos,Mexico,20.09N,98.96W
1934-01-01,12.798,0.33299999999999996,López Mateos,Mexico,20.09N,98.96W
1934-02-01,13.844000000000001,0.5489999999999999,López Mateos,Mexico,20.09N,98.96W
1934-03-01,13.203,0.496,López Mateos,Mexico,20.09N,98.96W
1934-04-01,15.968,0.308,López Mateos,Mexico,20.09N,98.96W
1934-05-01,17.124000000000002,0.349,López Mateos,Mexico,20.09N,98.96W
1934-06-01,18.4,0.7879999999999999,López Mateos,Mexico,20.09N,98.96W
1934-07-01,17.551000000000002,0.405,López Mateos,Mexico,20.09N,98.96W
1934-08-01,17.285,0.28800000000000003,López Mateos,Mexico,20.09N,98.96W
1934-09-01,16.855999999999998,0.301,López Mateos,Mexico,20.09N,98.96W
1934-10-01,15.048,0.354,López Mateos,Mexico,20.09N,98.96W
1934-11-01,14.014000000000001,0.489,López Mateos,Mexico,20.09N,98.96W
1934-12-01,13.137,0.253,López Mateos,Mexico,20.09N,98.96W
1935-01-01,12.061,0.484,López Mateos,Mexico,20.09N,98.96W
1935-02-01,11.675999999999998,0.474,López Mateos,Mexico,20.09N,98.96W
1935-03-01,15.722000000000001,0.525,López Mateos,Mexico,20.09N,98.96W
1935-04-01,17.62,0.6709999999999999,López Mateos,Mexico,20.09N,98.96W
1935-05-01,18.922,0.363,López Mateos,Mexico,20.09N,98.96W
1935-06-01,17.528000000000002,0.48100000000000004,López Mateos,Mexico,20.09N,98.96W
1935-07-01,17.142,0.29,López Mateos,Mexico,20.09N,98.96W
1935-08-01,17.239,0.29600000000000004,López Mateos,Mexico,20.09N,98.96W
1935-09-01,17.005,0.33899999999999997,López Mateos,Mexico,20.09N,98.96W
1935-10-01,15.169,0.365,López Mateos,Mexico,20.09N,98.96W
1935-11-01,14.158,0.395,López Mateos,Mexico,20.09N,98.96W
1935-12-01,12.589,0.342,López Mateos,Mexico,20.09N,98.96W
1936-01-01,13.17,0.42,López Mateos,Mexico,20.09N,98.96W
1936-02-01,14.413,0.462,López Mateos,Mexico,20.09N,98.96W
1936-03-01,16.788,0.275,López Mateos,Mexico,20.09N,98.96W
1936-04-01,16.208,0.5529999999999999,López Mateos,Mexico,20.09N,98.96W
1936-05-01,17.25,0.415,López Mateos,Mexico,20.09N,98.96W
1936-06-01,19.038,0.665,López Mateos,Mexico,20.09N,98.96W
1936-07-01,17.404,0.777,López Mateos,Mexico,20.09N,98.96W
1936-08-01,17.372,0.273,López Mateos,Mexico,20.09N,98.96W
1936-09-01,16.951999999999998,0.382,López Mateos,Mexico,20.09N,98.96W
1936-10-01,15.429,0.25,López Mateos,Mexico,20.09N,98.96W
1936-11-01,13.882,0.703,López Mateos,Mexico,20.09N,98.96W
1936-12-01,12.775,0.217,López Mateos,Mexico,20.09N,98.96W
1937-01-01,14.614999999999998,0.348,López Mateos,Mexico,20.09N,98.96W
1937-02-01,14.88,0.355,López Mateos,Mexico,20.09N,98.96W
1937-03-01,15.575999999999999,0.198,López Mateos,Mexico,20.09N,98.96W
1937-04-01,17.434,0.254,López Mateos,Mexico,20.09N,98.96W
1937-05-01,17.669,0.33,López Mateos,Mexico,20.09N,98.96W
1937-06-01,17.92,0.309,López Mateos,Mexico,20.09N,98.96W
1937-07-01,17.125,0.203,López Mateos,Mexico,20.09N,98.96W
1937-08-01,17.598,0.17,López Mateos,Mexico,20.09N,98.96W
1937-09-01,17.252,0.308,López Mateos,Mexico,20.09N,98.96W
1937-10-01,15.663,0.47,López Mateos,Mexico,20.09N,98.96W
1937-11-01,13.993,0.405,López Mateos,Mexico,20.09N,98.96W
1937-12-01,12.889000000000001,0.254,López Mateos,Mexico,20.09N,98.96W
1938-01-01,12.979000000000001,0.184,López Mateos,Mexico,20.09N,98.96W
1938-02-01,13.422,0.514,López Mateos,Mexico,20.09N,98.96W
1938-03-01,16.89,0.708,López Mateos,Mexico,20.09N,98.96W
1938-04-01,17.204,0.313,López Mateos,Mexico,20.09N,98.96W
1938-05-01,18.631,0.284,López Mateos,Mexico,20.09N,98.96W
1938-06-01,17.613,0.332,López Mateos,Mexico,20.09N,98.96W
1938-07-01,17.333000000000002,0.517,López Mateos,Mexico,20.09N,98.96W
1938-08-01,17.483999999999998,0.34299999999999997,López Mateos,Mexico,20.09N,98.96W
1938-09-01,16.384999999999998,0.322,López Mateos,Mexico,20.09N,98.96W
1938-10-01,15.004000000000001,0.544,López Mateos,Mexico,20.09N,98.96W
1938-11-01,14.095999999999998,0.5489999999999999,López Mateos,Mexico,20.09N,98.96W
1938-12-01,12.067,0.34,López Mateos,Mexico,20.09N,98.96W
1939-01-01,12.762,0.5579999999999999,López Mateos,Mexico,20.09N,98.96W
1939-02-01,14.436,0.8370000000000001,López Mateos,Mexico,20.09N,98.96W
1939-03-01,15.552999999999999,0.632,López Mateos,Mexico,20.09N,98.96W
1939-04-01,16.563,0.5539999999999999,López Mateos,Mexico,20.09N,98.96W
1939-05-01,18.033,0.518,López Mateos,Mexico,20.09N,98.96W
1939-06-01,17.656000000000006,0.46799999999999997,López Mateos,Mexico,20.09N,98.96W
1939-07-01,17.328,0.155,López Mateos,Mexico,20.09N,98.96W
1939-08-01,17.62,0.155,López Mateos,Mexico,20.09N,98.96W
1939-09-01,16.384999999999998,0.122,López Mateos,Mexico,20.09N,98.96W
1939-10-01,15.665999999999999,0.213,López Mateos,Mexico,20.09N,98.96W
1939-11-01,12.377,0.61,López Mateos,Mexico,20.09N,98.96W
1939-12-01,12.695,0.498,López Mateos,Mexico,20.09N,98.96W
1940-01-01,11.118,0.303,López Mateos,Mexico,20.09N,98.96W
1940-02-01,13.874,0.251,López Mateos,Mexico,20.09N,98.96W
1940-03-01,15.344,0.23,López Mateos,Mexico,20.09N,98.96W
1940-04-01,18.134,0.14800000000000002,López Mateos,Mexico,20.09N,98.96W
1940-05-01,18.173,0.552,López Mateos,Mexico,20.09N,98.96W
1940-06-01,18.558,0.243,López Mateos,Mexico,20.09N,98.96W
1940-07-01,17.654,0.125,López Mateos,Mexico,20.09N,98.96W
1940-08-01,18.353,0.22899999999999998,López Mateos,Mexico,20.09N,98.96W
1940-09-01,16.955,0.17600000000000002,López Mateos,Mexico,20.09N,98.96W
1940-10-01,16.291,0.336,López Mateos,Mexico,20.09N,98.96W
1940-11-01,14.638,0.38299999999999995,López Mateos,Mexico,20.09N,98.96W
1940-12-01,12.974,0.271,López Mateos,Mexico,20.09N,98.96W
1941-01-01,12.316,0.278,López Mateos,Mexico,20.09N,98.96W
1941-02-01,13.709000000000001,0.586,López Mateos,Mexico,20.09N,98.96W
1941-03-01,15.456,0.613,López Mateos,Mexico,20.09N,98.96W
1941-04-01,18.284000000000002,0.233,López Mateos,Mexico,20.09N,98.96W
1941-05-01,18.048,0.38799999999999996,López Mateos,Mexico,20.09N,98.96W
1941-06-01,18.646,0.375,López Mateos,Mexico,20.09N,98.96W
1941-07-01,17.643,0.21899999999999997,López Mateos,Mexico,20.09N,98.96W
1941-08-01,18.083,0.125,López Mateos,Mexico,20.09N,98.96W
1941-09-01,17.226,0.316,López Mateos,Mexico,20.09N,98.96W
1941-10-01,16.477999999999998,0.34700000000000003,López Mateos,Mexico,20.09N,98.96W
1941-11-01,14.434000000000001,0.239,López Mateos,Mexico,20.09N,98.96W
1941-12-01,13.486,0.46299999999999997,López Mateos,Mexico,20.09N,98.96W
1942-01-01,12.162,0.48,López Mateos,Mexico,20.09N,98.96W
1942-02-01,15.069,0.59,López Mateos,Mexico,20.09N,98.96W
1942-03-01,16.03,0.501,López Mateos,Mexico,20.09N,98.96W
1942-04-01,17.985,0.7140000000000001,López Mateos,Mexico,20.09N,98.96W
1942-05-01,19.644000000000002,0.46799999999999997,López Mateos,Mexico,20.09N,98.96W
1942-06-01,18.768,0.32799999999999996,López Mateos,Mexico,20.09N,98.96W
1942-07-01,17.496000000000002,0.348,López Mateos,Mexico,20.09N,98.96W
1942-08-01,17.288999999999998,0.39299999999999996,López Mateos,Mexico,20.09N,98.96W
1942-09-01,16.538,0.231,López Mateos,Mexico,20.09N,98.96W
1942-10-01,16.155,0.185,López Mateos,Mexico,20.09N,98.96W
1942-11-01,14.064,0.384,López Mateos,Mexico,20.09N,98.96W
1942-12-01,12.935,0.485,López Mateos,Mexico,20.09N,98.96W
1943-01-01,12.616,0.48100000000000004,López Mateos,Mexico,20.09N,98.96W
1943-02-01,13.101,0.583,López Mateos,Mexico,20.09N,98.96W
1943-03-01,15.579,0.96,López Mateos,Mexico,20.09N,98.96W
