36,0.5920000000000001,Junagadh,India,21.70N,70.10E
1849-10-01,16.102999999999998,1.2790000000000001,Kadoma,Japan,34.56N,136.22E
1849-11-01,10.119,1.9869999999999999,Kadoma,Japan,34.56N,136.22E
1849-12-01,5.206,1.431,Kadoma,Japan,34.56N,136.22E
1850-01-01,2.781,1.545,Kadoma,Japan,34.56N,136.22E
1850-02-01,4.354,1.982,Kadoma,Japan,34.56N,136.22E
1850-03-01,7.751,2.559,Kadoma,Japan,34.56N,136.22E
1850-04-01,11.142000000000001,1.974,Kadoma,Japan,34.56N,136.22E
1850-05-01,16.352999999999998,1.671,Kadoma,Japan,34.56N,136.22E
1850-06-01,21.008000000000003,1.462,Kadoma,Japan,34.56N,136.22E
1850-07-01,25.294,1.295,Kadoma,Japan,34.56N,136.22E
1850-08-01,25.487,2.086,Kadoma,Japan,34.56N,136.22E
1850-09-01,21.82,1.301,Kadoma,Japan,34.56N,136.22E
1850-10-01,15.821000000000002,1.315,Kadoma,Japan,34.56N,136.22E
1850-11-01,10.038,1.8980000000000001,Kadoma,Japan,34.56N,136.22E
1850-12-01,5.582999999999999,1.5290000000000001,Kadoma,Japan,34.56N,136.22E
1851-01-01,4.118,1.295,Kadoma,Japan,34.56N,136.22E
1851-02-01,3.801,1.51,Kadoma,Japan,34.56N,136.22E
1851-03-01,6.852,1.536,Kadoma,Japan,34.56N,136.22E
1851-04-01,10.984000000000002,1.67,Kadoma,Japan,34.56N,136.22E
1851-05-01,16.479,1.161,Kadoma,Japan,34.56N,136.22E
1851-06-01,20.37,2.12,Kadoma,Japan,34.56N,136.22E
1851-07-01,25.462,1.501,Kadoma,Japan,34.56N,136.22E
1851-08-01,25.826,1.306,Kadoma,Japan,34.56N,136.22E
1851-09-01,21.634,1.501,Kadoma,Japan,34.56N,136.22E
1851-10-01,15.568,1.716,Kadoma,Japan,34.56N,136.22E
1851-11-01,10.85,2.076,Kadoma,Japan,34.56N,136.22E
1851-12-01,5.186,3.016,Kadoma,Japan,34.56N,136.22E
1852-01-01,3.266,2.1790000000000003,Kadoma,Japan,34.56N,136.22E
1852-02-01,2.7580000000000005,1.5819999999999999,Kadoma,Japan,34.56N,136.22E
1852-03-01,5.738,1.5590000000000002,Kadoma,Japan,34.56N,136.22E
1852-04-01,10.758,2.0340000000000003,Kadoma,Japan,34.56N,136.22E
1852-05-01,16.491,1.445,Kadoma,Japan,34.56N,136.22E
1852-06-01,21.369,1.196,Kadoma,Japan,34.56N,136.22E
1852-07-01,25.996,1.482,Kadoma,Japan,34.56N,136.22E
1852-08-01,25.691,1.15,Kadoma,Japan,34.56N,136.22E
1852-09-01,22.040000000000006,1.288,Kadoma,Japan,34.56N,136.22E
1852-10-01,16.621000000000002,1.4769999999999999,Kadoma,Japan,34.56N,136.22E
1852-11-01,9.829,1.7619999999999998,Kadoma,Japan,34.56N,136.22E
1852-12-01,6.42,2.0580000000000003,Kadoma,Japan,34.56N,136.22E
1853-01-01,3.008,1.801,Kadoma,Japan,34.56N,136.22E
1853-02-01,2.7330000000000005,1.8940000000000001,Kadoma,Japan,34.56N,136.22E
1853-03-01,6.862,1.86,Kadoma,Japan,34.56N,136.22E
1853-04-01,11.429,1.68,Kadoma,Japan,34.56N,136.22E
1853-05-01,16.67,1.381,Kadoma,Japan,34.56N,136.22E
1853-06-01,21.416,1.494,Kadoma,Japan,34.56N,136.22E
1853-07-01,26.225,1.6680000000000001,Kadoma,Japan,34.56N,136.22E
1853-08-01,26.039,1.798,Kadoma,Japan,34.56N,136.22E
1853-09-01,22.713,1.591,Kadoma,Japan,34.56N,136.22E
1853-10-01,15.717,1.85,Kadoma,Japan,34.56N,136.22E
1853-11-01,10.76,1.869,Kadoma,Japan,34.56N,136.22E
1853-12-01,5.795,1.6159999999999999,Kadoma,Japan,34.56N,136.22E
1854-01-01,3.483,1.831,Kadoma,Japan,34.56N,136.22E
1854-02-01,3.5600000000000005,2.259,Kadoma,Japan,34.56N,136.22E
1854-03-01,7.691,1.6369999999999998,Kadoma,Japan,34.56N,136.22E
1854-04-01,12.130999999999998,1.3719999999999999,Kadoma,Japan,34.56N,136.22E
1854-05-01,17.423000000000002,1.105,Kadoma,Japan,34.56N,136.22E
1854-06-01,21.245,1.311,Kadoma,Japan,34.56N,136.22E
1854-07-01,25.695,1.59,Kadoma,Japan,34.56N,136.22E
1854-08-01,26.696,1.466,Kadoma,Japan,34.56N,136.22E
1854-09-01,22.789,1.4040000000000001,Kadoma,Japan,34.56N,136.22E
1854-10-01,16.707,1.983,Kadoma,Japan,34.56N,136.22E
1854-11-01,10.694,1.67,Kadoma,Japan,34.56N,136.22E
1854-12-01,5.812,3.641,Kadoma,Japan,34.56N,136.22E
1855-01-01,4.239,1.694,Kadoma,Japan,34.56N,136.22E
1855-02-01,3.737,2.39,Kadoma,Japan,34.56N,136.22E
1855-03-01,7.895,1.324,Kadoma,Japan,34.56N,136.22E
1855-04-01,14.068,2.1630000000000003,Kadoma,Japan,34.56N,136.22E
1855-05-01,17.851,1.3659999999999999,Kadoma,Japan,34.56N,136.22E
1855-06-01,22.013,1.7,Kadoma,Japan,34.56N,136.22E
1855-07-01,25.885,1.551,Kadoma,Japan,34.56N,136.22E
1855-08-01,25.914,1.383,Kadoma,Japan,34.56N,136.22E
1855-09-01,22.983,1.736,Kadoma,Japan,34.56N,136.22E
1855-10-01,16.247,1.64,Kadoma,Japan,34.56N,136.22E
1855-11-01,10.255,1.66,Kadoma,Japan,34.56N,136.22E
1855-12-01,5.952999999999999,2.081,Kadoma,Japan,34.56N,136.22E
1856-01-01,3.487,1.916,Kadoma,Japan,34.56N,136.22E
1856-02-01,2.8600000000000003,1.821,Kadoma,Japan,34.56N,136.22E
1856-03-01,7.144,1.617,Kadoma,Japan,34.56N,136.22E
1856-04-01,12.442,1.541,Kadoma,Japan,34.56N,136.22E
1856-05-01,16.646,1.6740000000000002,Kadoma,Japan,34.56N,136.22E
1856-06-01,21.595,1.629,Kadoma,Japan,34.56N,136.22E
1856-07-01,25.732000000000006,1.77,Kadoma,Japan,34.56N,136.22E
1856-08-01,26.612,1.879,Kadoma,Japan,34.56N,136.22E
1856-09-01,22.124,1.808,Kadoma,Japan,34.56N,136.22E
1856-10-01,15.834,1.537,Kadoma,Japan,34.56N,136.22E
1856-11-01,10.798,1.901,Kadoma,Japan,34.56N,136.22E
1856-12-01,6.246,1.757,Kadoma,Japan,34.56N,136.22E
1857-01-01,3.326,1.7919999999999998,Kadoma,Japan,34.56N,136.22E
1857-02-01,4.393000000000002,2.231,Kadoma,Japan,34.56N,136.22E
1857-03-01,6.966,1.764,Kadoma,Japan,34.56N,136.22E
1857-04-01,12.216,1.7730000000000001,Kadoma,Japan,34.56N,136.22E
1857-05-01,15.897,1.345,Kadoma,Japan,34.56N,136.22E
1857-06-01,21.209,1.629,Kadoma,Japan,34.56N,136.22E
1857-07-01,25.401999999999997,1.681,Kadoma,Japan,34.56N,136.22E
1857-08-01,26.006,1.4669999999999999,Kadoma,Japan,34.56N,136.22E
1857-09-01,21.915000000000006,1.5,Kadoma,Japan,34.56N,136.22E
1857-10-01,16.142,1.6440000000000001,Kadoma,Japan,34.56N,136.22E
1857-11-01,10.799000000000001,1.767,Kadoma,Japan,34.56N,136.22E
1857-12-01,6.402,1.6980000000000002,Kadoma,Japan,34.56N,136.22E
1858-01-01,3.839,2.2159999999999997,Kadoma,Japan,34.56N,136.22E
1858-02-01,4.218,1.8130000000000002,Kadoma,Japan,34.56N,136.22E
1858-03-01,7.021,1.78,Kadoma,Japan,34.56N,136.22E
1858-04-01,13.433,1.949,Kadoma,Japan,34.56N,136.22E
1858-05-01,17.271,1.615,Kadoma,Japan,34.56N,136.22E
1858-06-01,21.327,1.4169999999999998,Kadoma,Japan,34.56N,136.22E
1858-07-01,25.289,1.595,Kadoma,Japan,34.56N,136.22E
1858-08-01,25.35,1.507,Kadoma,Japan,34.56N,136.22E
1858-09-01,22.166,1.564,Kadoma,Japan,34.56N,136.22E
1858-10-01,16.311,1.538,Kadoma,Japan,34.56N,136.22E
1858-11-01,11.242,1.804,Kadoma,Japan,34.56N,136.22E
1858-12-01,5.537000000000001,1.716,Kadoma,Japan,34.56N,136.22E
1859-01-01,3.301,1.766,Kadoma,Japan,34.56N,136.22E
1859-02-01,3.4920000000000004,1.725,Kadoma,Japan,34.56N,136.22E
1859-03-01,7.689999999999999,1.6230000000000002,Kadoma,Japan,34.56N,136.22E
1859-04-01,13.59,1.662,Kadoma,Japan,34.56N,136.22E
1859-05-01,17.333000000000002,1.341,Kadoma,Japan,34.56N,136.22E
1859-06-01,21.98,1.5519999999999998,Kadoma,Japan,34.56N,136.22E
1859-07-01,24.721,1.574,Kadoma,Japan,34.56N,136.22E
1859-08-01,25.754,1.415,Kadoma,Japan,34.56N,136.22E
1859-09-01,21.838,1.5419999999999998,Kadoma,Japan,34.56N,136.22E
1859-10-01,16.095000000000002,1.568,Kadoma,Japan,34.56N,136.22E
1859-11-01,10.669,1.89,Kadoma,Japan,34.56N,136.22E
1859-12-01,6.227,2.593,Kadoma,Japan,34.56N,136.22E
1860-01-01,2.847,1.6769999999999998,Kadoma,Japan,34.56N,136.22E
1860-02-01,3.963000000000001,1.858,Kadoma,Japan,34.56N,136.22E
1860-03-01,5.571000000000001,2.093,Kadoma,Japan,34.56N,136.22E
1860-04-01,12.419,1.605,Kadoma,Japan,34.56N,136.22E
1860-05-01,16.442999999999998,1.2819999999999998,Kadoma,Japan,34.56N,136.22E
1860-06-01,21.122,1.34,Kadoma,Japan,34.56N,136.22E
1860-07-01,25.3,1.5219999999999998,Kadoma,Japan,34.56N,136.22E
1860-08-01,26.796,1.4,Kadoma,Japan,34.56N,136.22E
1860-09-01,23.066999999999997,1.6,Kadoma,Japan,34.56N,136.22E
1860-10-01,16.063000000000002,1.4669999999999999,Kadoma,Japan,34.56N,136.22E
1860-11-01,9.162,1.696,Kadoma,Japan,34.56N,136.22E
1860-12-01,4.364,1.8230000000000002,Kadoma,Japan,34.56N,136.22E
1861-01-01,1.6380000000000001,1.6880000000000002,Kadoma,Japan,34.56N,136.22E
1861-02-01,2.8220000000000005,1.671,Kadoma,Japan,34.56N,136.22E
1861-03-01,7.396,1.5619999999999998,Kadoma,Japan,34.56N,136.22E
1861-04-01,12.515999999999998,1.5830000000000002,Kadoma,Japan,34.56N,136.22E
1861-05-01,16.645,1.4409999999999998,Kadoma,Japan,34.56N,136.22E
1861-06-01,21.279,1.5759999999999998,Kadoma,Japan,34.56N,136.22E
1861-07-01,25.331999999999997,1.911,Kadoma,Japan,34.56N,136.22E
1861-08-01,26.631,1.429,Kadoma,Japan,34.56N,136.22E
1861-09-01,21.874,1.436,Kadoma,Japan,34.56N,136.22E
1861-10-01,15.864,1.4409999999999998,Kadoma,Japan,34.56N,136.22E
1861-11-01,10.603,1.923,Kadoma,Japan,34.56N,136.22E
1861-12-01,5.7,1.9480000000000002,Kadoma,Japan,34.56N,136.22E
1862-01-01,2.657,2.0340000000000003,Kadoma,Japan,34.56N,136.22E
1862-02-01,2.2300000000000004,2.074,Kadoma,Japan,34.56N,136.22E
1862-03-01,7.153,2.004,Kadoma,Japan,34.56N,136.22E
1862-04-01,12.193,1.709,Kadoma,Japan,34.56N,136.22E
1862-05-01,17.127000000000002,1.749,Kadoma,Japan,34.56N,136.22E
1862-06-01,21.611,1.5530000000000002,Kadoma,Japan,34.56N,136.22E
1862-07-01,25.305,1.605,Kadoma,Japan,34.56N,136.22E
1862-08-01,25.653000000000002,1.6440000000000001,Kadoma,Japan,34.56N,136.22E
1862-09-01,22.182,1.587,Kadoma,Japan,34.56N,136.22E
1862-10-01,15.956,1.736,Kadoma,Japan,34.56N,136.22E
1862-11-01,9.364,1.903,Kadoma,Japan,34.56N,136.22E
1862-12-01,4.748,2.369,Kadoma,Japan,34.56N,136.22E
1863-01-01,3.944,1.676,Kadoma,Japan,34.56N,136.22E
1863-02-01,4.6160000000000005,2.266,Kadoma,Japan,34.56N,136.22E
1863-03-01,8.036,1.075,Kadoma,Japan,34.56N,136.22E
1863-04-01,11.464,1.724,Kadoma,Japan,34.56N,136.22E
1863-05-01,16.801000000000002,1.207,Kadoma,Japan,34.56N,136.22E
1863-06-01,22.119,2.408,Kadoma,Japan,34.56N,136.22E
1863-07-01,27.302,2.877,Kadoma,Japan,34.56N,136.22E
1863-08-01,27.487,3.432,Kadoma,Japan,34.56N,136.22E
1863-09-01,21.344,1.379,Kadoma,Japan,34.56N,136.22E
1863-10-01,15.472,1.064,Kadoma,Japan,34.56N,136.22E
1863-11-01,10.675,2.775,Kadoma,Japan,34.56N,136.22E
1863-12-01,5.393,2.05,Kadoma,Japan,34.56N,136.22E
1864-01-01,2.0669999999999997,3.662,Kadoma,Japan,34.56N,136.22E
1864-02-01,2.8510000000000004,2.05,Kadoma,Japan,34.56N,136.22E
1864-03-01,5.626,3.154,Kadoma,Japan,34.56N,136.22E
1864-04-01,12.515,0.9640000000000001,Kadoma,Japan,34.56N,136.22E
1864-05-01,16.851,0.8290000000000001,Kadoma,Japan,34.56N,136.22E
1864-06-01,21.092,1.392,Kadoma,Japan,34.56N,136.22E
1864-07-01,25.734,1.13,Kadoma,Japan,34.56N,136.22E
1864-08-01,26.79,1.575,Kadoma,Japan,34.56N,136.22E
1864-09-01,21.97,1.37,Kadoma,Japan,34.56N,136.22E
1864-10-01,16.889000000000006,0.96,Kadoma,Japan,34.56N,136.22E
1864-11-01,11.050999999999998,1.6380000000000001,Kadoma,Japan,34.56N,136.22E
1864-12-01,5.55,1.713,Kadoma,Japan,34.56N,136.22E
1865-01-01,3.677,2.3169999999999997,Kadoma,Japan,34.56N,136.22E
1865-02-01,4.785,3.389,Kadoma,Japan,34.56N,136.22E
1865-03-01,6.747000000000001,1.265,Kadoma,Japan,34.56N,136.22E
1865-04-01,13.034,2.593,Kadoma,Japan,34.56N,136.22E
1865-05-01,17.602999999999998,1.858,Kadoma,Japan,34.56N,136.22E
1865-06-01,21.865,1.472,Kadoma,Japan,34.56N,136.22E
1865-07-01,24.535,1.88,Kadoma,Japan,34.56N,136.22E
1865-08-01,27.21,2.2030000000000003,Kadoma,Japan,34.56N,136.22E
1865-09-01,22.863000000000003,1.1420000000000001,Kadoma,Japan,34.56N,136.22E
1865-10-01,16.424,1.023,Kadoma,Japan,34.56N,136.22E
1865-11-01,10.469000000000001,1.4280000000000002,Kadoma,Japan,34.56N,136.22E
1865-12-01,5.515,1.37,Kadoma,Japan,34.56N,136.22E
1866-01-01,3.281,1.6059999999999999,Kadoma,Japan,34.56N,136.22E
1866-02-01,3.0250000000000004,1.69,Kadoma,Japan,34.56N,136.22E
1866-03-01,7.308,1.028,Kadoma,Japan,34.56N,136.22E
1866-04-01,11.126,1.655,Kadoma,Japan,34.56N,136.22E
1866-05-01,16.136,2.459,Kadoma,Japan,34.56N,136.22E
1866-06-01,19.849,3.008,Kadoma,Japan,34.56N,136.22E
1866-07-01,25.16,1.74,Kadoma,Japan,34.56N,136.22E
1866-08-01,26.526999999999997,0.958,Kadoma,Japan,34.56N,136.22E
1866-09-01,21.138,2.617,Kadoma,Japan,34.56N,136.22E
1866-10-01,16.365000000000002,0.85,Kadoma,Japan,34.56N,136.22E
1866-11-01,10.48,1.304,Kadoma,Japan,34.56N,136.22E
1866-12-01,5.803999999999999,2.464,Kadoma,Japan,34.56N,136.22E
1867-01-01,4.053,3.24,Kadoma,Japan,34.56N,136.22E
1867-02-01,3.1420000000000003,1.101,Kadoma,Japan,34.56N,136.22E
1867-03-01,8.187000000000001,1.67,Kadoma,Japan,34.56N,136.22E
1867-04-01,12.210999999999999,1.219,Kadoma,Japan,34.56N,136.22E
1867-05-01,16.926000000000002,1.474,Kadoma,Japan,34.56N,136.22E
1867-06-01,21.512,1.276,Kadoma,Japan,34.56N,136.22E
1867-07-01,25.570999999999998,1.189,Kadoma,Japan,34.56N,136.22E
1867-08-01,27.171999999999997,2.1390000000000002,Kadoma,Japan,34.56N,136.22E
1867-09-01,22.217,0.966,Kadoma,Japan,34.56N,136.22E
1867-10-01,17.403000000000002,0.978,Kadoma,Japan,34.56N,136.22E
1867-11-01,11.012,1.6019999999999999,Kadoma,Japan,34.56N,136.22E
1867-12-01,7.13,1.59,Kadoma,Japan,34.56N,136.22E
1868-01-01,4.351,2.021,Kadoma,Japan,34.56N,136.22E
1868-02-01,4.056,1.4569999999999999,Kadoma,Japan,34.56N,136.22E
1868-03-01,6.638,1.348,Kadoma,Japan,34.56N,136.22E
1868-04-01,12.761,1.04,Kadoma,Japan,34.56N,136.22E
1868-05-01,17.414,1.5959999999999999,Kadoma,Japan,34.56N,136.22E
1868-06-01,21.146,0.8320000000000001,Kadoma,Japan,34.56N,136.22E
1868-07-01,26.01,1.026,Kadoma,Japan,34.56N,136.22E
1868-08-01,25.533,1.739,Kadoma,Japan,34.56N,136.22E
1868-09-01,22.094,1.042,Kadoma,Japan,34.56N,136.22E
1868-10-01,16.423000000000002,1.761,Kadoma,Japan,34.56N,136.22E
1868-11-01,11.175999999999998,2.205,Kadoma,Japan,34.56N,136.22E
1868-12-01,6.457000000000001,1.625,Kadoma,Japan,34.56N,136.22E
1869-01-01,4.502,2.2030000000000003,Kadoma,Japan,34.56N,136.22E
1869-02-01,6.0150000000000015,1.992,Kadoma,Japan,34.56N,136.22E
1869-03-01,6.988,1.383,Kadoma,Japan,34.56N,136.22E
1869-04-01,11.105,2.106,Kadoma,Japan,34.56N,136.22E
1869-05-01,17.0,0.8190000000000001,Kadoma,Japan,34.56N,136.22E
1869-06-01,21.281999999999996,1.12,Kadoma,Japan,34.56N,136.22E
1869-07-01,24.055,3.3369999999999997,Kadoma,Japan,34.56N,136.22E
1869-08-01,25.680999999999997,2.001,Kadoma,Japan,34.56N,136.22E
1869-09-01,23.229000000000006,0.866,Kadoma,Japan,34.56N,136.22E
1869-10-01,17.102,0.958,Kadoma,Japan,34.56N,136.22E
1869-11-01,10.705,0.8809999999999999,Kadoma,Japan,34.56N,136.22E
1869-12-01,5.077,1.002,Kadoma,Japan,34.56N,136.22E
1870-01-01,3.488,1.916,Kadoma,Japan,34.56N,136.22E
1870-02-01,3.6990000000000007,2.1719999999999997,Kadoma,Japan,34.56N,136.22E
1870-03-01,7.721,2.237,Kadoma,Japan,34.56N,136.22E
1870-04-01,12.125,1.787,Kadoma,Japan,34.56N,136.22E
1870-05-01,17.407,1.5319999999999998,Kadoma,Japan,34.56N,136.22E
1870-06-01,21.714000000000002,1.676,Kadoma,Japan,34.56N,136.22E
1870-07-01,25.694000000000006,1.746,Kadoma,Japan,34.56N,136.22E
1870-08-01,25.912,1.5830000000000002,Kadoma,Japan,34.56N,136.22E
1870-09-01,23.053,1.714,Kadoma,Japan,34.56N,136.22E
1870-10-01,16.523,1.88,Kadoma,Japan,34.56N,136.22E
1870-11-01,10.973,2.285,Kadoma,Japan,34.56N,136.22E
1870-12-01,5.2139999999999995,2.059,Kadoma,Japan,34.56N,136.22E
1871-01-01,3.1039999999999996,1.821,Kadoma,Japan,34.56N,136.22E
1871-02-01,3.5560000000000005,2.359,Kadoma,Japan,34.56N,136.22E
1871-03-01,7.63,1.8719999999999999,Kadoma,Japan,34.56N,136.22E
1871-04-01,12.472999999999999,1.548,Kadoma,Japan,34.56N,136.22E
1871-05-01,16.724,1.8659999999999999,Kadoma,Japan,34.56N,136.22E
1871-06-01,21.386,1.798,Kadoma,Japan,34.56N,136.22E
1871-07-01,25.804,1.86,Kadoma,Japan,34.56N,136.22E
1871-08-01,26.6,1.589,Kadoma,Japan,34.56N,136.22E
1871-09-01,22.866000000000003,2.1790000000000003,Kadoma,Japan,34.56N,136.22E
1871-10-01,17.185000000000002,1.683,Kadoma,Japan,34.56N,136.22E
1871-11-01,10.857000000000001,1.96,Kadoma,Japan,34.56N,136.22E
1871-12-01,5.2349999999999985,2.05,Kadoma,Japan,34.56N,136.22E
1872-01-01,1.777,3.241,Kadoma,Japan,34.56N,136.22E
1872-02-01,3.5310000000000006,1.761,Kadoma,Japan,34.56N,136.22E
1872-03-01,7.931,1.8130000000000002,Kadoma,Japan,34.56N,136.22E
1872-04-01,12.205,2.097,Kadoma,Japan,34.56N,136.22E
1872-05-01,16.777,1.3630000000000002,Kadoma,Japan,34.56N,136.22E
1872-06-01,20.888,1.993,Kadoma,Japan,34.56N,136.22E
1872-07-01,25.773000000000003,1.837,Kadoma,Japan,34.56N,136.22E
1872-08-01,26.065,1.996,Kadoma,Japan,34.56N,136.22E
1872-09-01,22.204,1.936,Kadoma,Japan,34.56N,136.22E
1872-10-01,16.970000000000002,1.5490000000000002,Kadoma,Japan,34.56N,136.22E
1872-11-01,11.043,1.861,Kadoma,Japan,34.56N,136.22E
1872-12-01,6.053999999999999,2.135,Kadoma,Japan,34.56N,136.22E
1873-01-01,2.009,3.39,Kadoma,Japan,34.56N,136.22E
1873-02-01,3.0290000000000004,3.438,Kadoma,Japan,34.56N,136.22E
1873-03-01,5.876,2.679,Kadoma,Japan,34.56N,136.22E
1873-04-01,11.286,4.1080000000000005,Kadoma,Japan,34.56N,136.22E
1873-05-01,16.708000000000002,1.4480000000000002,Kadoma,Japan,34.56N,136.22E
1873-06-01,20.602,2.09,Kadoma,Japan,34.56N,136.22E
1873-07-01,25.505000000000006,1.689,Kadoma,Japan,34.56N,136.22E
1873-08-01,26.494,1.5030000000000001,Kadoma,Japan,34.56N,136.22E
1873-09-01,21.699,2.28,Kadoma,Japan,34.56N,136.22E
1873-10-01,15.774,1.93,Kadoma,Japan,34.56N,136.22E
1873-11-01,10.322000000000001,1.734,Kadoma,Japan,34.56N,136.22E
1873-12-01,6.09,2.437,Kadoma,Japan,34.56N,136.22E
1874-01-01,3.867,2.707,Kadoma,Japan,34.56N,136.22E
1874-02-01,4.583,1.8719999999999999,Kadoma,Japan,34.56N,136.22E
1874-03-01,6.8389999999999995,1.935,Kadoma,Japan,34.56N,136.22E
1874-04-01,12.502,1.599,Kadoma,Japan,34.56N,136.22E
1874-05-01,17.014,1.31,Kadoma,Japan,34.56N,136.22E
1874-06-01,22.127,1.389,Kadoma,Japan,34.56N,136.22E
1874-07-01,25.999,1.857,Kadoma,Japan,34.56N,136.22E
1874-08-01,26.9,1.425,Kadoma,Japan,34.56N,136.22E
1874-09-01,22.483,1.62,Kadoma,Japan,34.56N,136.22E
1874-10-01,16.291,1.604,Kadoma,Japan,34.56N,136.22E
1874-11-01,9.803,1.5330000000000001,Kadoma,Japan,34.56N,136.22E
1874-12-01,6.127000000000001,1.466,Kadoma,Japan,34.56N,136.22E
1875-01-01,3.1710000000000003,1.285,Kadoma,Japan,34.56N,136.22E
1875-02-01,3.4380000000000006,1.4969999999999999,Kadoma,Japan,34.56N,136.22E
1875-03-01,8.342,1.545,Kadoma,Japan,34.56N,136.22E
1875-04-01,11.707,1.204,Kadoma,Japan,34.56N,136.22E
1875-05-01,17.038,1.1420000000000001,Kadoma,Japan,34.56N,136.22E
1875-06-01,20.954,1.452,Kadoma,Japan,34.56N,136.22E
1875-07-01,25.85,1.808,Kadoma,Japan,34.56N,136.22E
1875-08-01,26.055999999999997,1.4580000000000002,Kadoma,Japan,34.56N,136.22E
1875-09-01,22.779,1.181,Kadoma,Japan,34.56N,136.22E
1875-10-01,16.532,1.141,Kadoma,Japan,34.56N,136.22E
1875-11-01,10.053,1.266,Kadoma,Japan,34.56N,136.22E
1875-12-01,5.7139999999999995,2.117,Kadoma,Japan,34.56N,136.22E
1876-01-01,2.544,1.625,Kadoma,Japan,34.56N,136.22E
1876-02-01,4.692,1.008,Kadoma,Japan,34.56N,136.22E
1876-03-01,8.427,1.247,Kadoma,Japan,34.56N,136.22E
1876-04-01,12.239,0.823,Kadoma,Japan,34.56N,136.22E
1876-05-01,17.645,1.4869999999999999,Kadoma,Japan,34.56N,136.22E
1876-06-01,19.546,1.228,Kadoma,Japan,34.56N,136.22E
1876-07-01,25.949,2.483,Kadoma,Japan,34.56N,136.22E
1876-08-01,27.829,1.3659999999999999,Kadoma,Japan,34.56N,136.22E
1876-09-01,23.454,0.943,Kadoma,Japan,34.56N,136.22E
1876-10-01,16.554000000000002,2.052,Kadoma,Japan,34.56N,136.22E
1876-11-01,9.697000000000001,1.645,Kadoma,Japan,34.56N,136.22E
1876-12-01,5.537000000000001,1.12,Kadoma,Japan,34.56N,136.22E
1877-01-01,4.001,1.598,Kadoma,Japan,34.56N,136.22E
1877-02-01,3.7440000000000007,1.449,Kadoma,Japan,34.56N,136.22E
1877-03-01,7.355,2.5269999999999997,Kadoma,Japan,34.56N,136.22E
1877-04-01,13.390999999999998,1.508,Kadoma,Japan,34.56N,136.22E
1877-05-01,16.844,0.7659999999999999,Kadoma,Japan,34.56N,136.22E
1877-06-01,22.605,1.949,Kadoma,Japan,34.56N,136.22E
1877-07-01,26.691000000000006,1.28,Kadoma,Japan,34.56N,136.22E
1877-08-01,26.685,1.425,Kadoma,Japan,34.56N,136.22E
1877-09-01,22.615,1.39,Kadoma,Japan,34.56N,136.22E
1877-10-01,16.588,1.117,Kadoma,Japan,34.56N,136.22E
1877-11-01,10.717,1.4269999999999998,Kadoma,Japan,34.56N,136.22E
1877-12-01,6.551,1.656,Kadoma,Japan,34.56N,136.22E
1878-01-01,2.5700000000000003,1.618,Kadoma,Japan,34.56N,136.22E
1878-02-01,3.764,2.265,Kadoma,Japan,34.56N,136.22E
1878-03-01,8.133,1.327,Kadoma,Japan,34.56N,136.22E
1878-04-01,11.933,1.242,Kadoma,Japan,34.56N,136.22E
1878-05-01,17.791,1.1909999999999998,Kadoma,Japan,34.56N,136.22E
1878-06-01,20.65,1.041,Kadoma,Japan,34.56N,136.22E
1878-07-01,26.349,0.909,Kadoma,Japan,34.56N,136.22E
1878-08-01,26.028000000000002,1.023,Kadoma,Japan,34.56N,136.22E
1878-09-01,23.893,1.0170000000000001,Kadoma,Japan,34.56N,136.22E
1878-10-01,17.125999999999998,1.062,Kadoma,Japan,34.56N,136.22E
1878-11-01,10.452,0.988,Kadoma,Japan,34.56N,136.22E
1878-12-01,5.12,1.993,Kadoma,Japan,34.56N,136.22E
1879-01-01,3.931,1.058,Kadoma,Japan,34.56N,136.22E
1879-02-01,5.819000000000001,1.466,Kadoma,Japan,34.56N,136.22E
1879-03-01,7.912999999999999,0.85,Kadoma,Japan,34.56N,136.22E
1879-04-01,11.97,1.574,Kadoma,Japan,34.56N,136.22E
1879-05-01,17.913,1.375,Kadoma,Japan,34.56N,136.22E
1879-06-01,21.775,0.741,Kadoma,Japan,34.56N,136.22E
1879-07-01,26.389000000000006,0.727,Kadoma,Japan,34.56N,136.22E
1879-08-01,27.571,0.716,Kadoma,Japan,34.56N,136.22E
1879-09-01,22.380000000000006,0.794,Kadoma,Japan,34.56N,136.22E
1879-10-01,15.853000000000002,1.01,Kadoma,Japan,34.56N,136.22E
1879-11-01,10.073,1.0190000000000001,Kadoma,Japan,34.56N,136.22E
1879-12-01,7.835,0.687,Kadoma,Japan,34.56N,136.22E
1880-01-01,2.805,1.149,Kadoma,Japan,34.56N,136.22E
1880-02-01,6.292000000000002,0.8590000000000001,Kadoma,Japan,34.56N,136.22E
1880-03-01,8.332,0.6990000000000001,Kadoma,Japan,34.56N,136.22E
1880-04-01,11.944,0.94,Kadoma,Japan,34.56N,136.22E
1880-05-01,17.516000000000002,0.5720000000000001,Kadoma,Japan,34.56N,136.22E
1880-06-01,20.45,0.5760000000000001,Kadoma,Japan,34.56N,136.22E
1880-07-01,25.55,0.8290000000000001,Kadoma,Japan,34.56N,136.22E
1880-08-01,26.031,0.7190000000000001,Kadoma,Japan,34.56N,136.22E
1880-09-01,23.19,1.001,Kadoma,Japan,34.56N,136.22E
