21.308000000000003,1.117,Jos,Nigeria,10.45N,9.00E
1988-09-01,26.791,0.20800000000000002,Juazeiro Do Norte,Brazil,7.23S,39.73W
1988-10-01,27.827,0.233,Juazeiro Do Norte,Brazil,7.23S,39.73W
1988-11-01,27.906,0.511,Juazeiro Do Norte,Brazil,7.23S,39.73W
1988-12-01,25.823,0.654,Juazeiro Do Norte,Brazil,7.23S,39.73W
1989-01-01,25.651999999999997,0.662,Juazeiro Do Norte,Brazil,7.23S,39.73W
1989-02-01,26.006999999999998,0.42200000000000004,Juazeiro Do Norte,Brazil,7.23S,39.73W
1989-03-01,25.644,0.444,Juazeiro Do Norte,Brazil,7.23S,39.73W
1989-04-01,24.921,0.19699999999999998,Juazeiro Do Norte,Brazil,7.23S,39.73W
1989-05-01,24.694000000000003,0.262,Juazeiro Do Norte,Brazil,7.23S,39.73W
1989-06-01,24.579,0.508,Juazeiro Do Norte,Brazil,7.23S,39.73W
1989-07-01,24.304,0.917,Juazeiro Do Norte,Brazil,7.23S,39.73W
1989-08-01,25.498,0.619,Juazeiro Do Norte,Brazil,7.23S,39.73W
1989-09-01,27.046,0.6940000000000001,Juazeiro Do Norte,Brazil,7.23S,39.73W
1989-10-01,27.738000000000003,0.767,Juazeiro Do Norte,Brazil,7.23S,39.73W
1989-11-01,27.452,1.516,Juazeiro Do Norte,Brazil,7.23S,39.73W
1989-12-01,25.531,0.5710000000000001,Juazeiro Do Norte,Brazil,7.23S,39.73W
1990-01-01,25.898000000000003,0.32799999999999996,Juazeiro Do Norte,Brazil,7.23S,39.73W
1990-02-01,25.664,0.561,Juazeiro Do Norte,Brazil,7.23S,39.73W
1990-03-01,26.364,0.46399999999999997,Juazeiro Do Norte,Brazil,7.23S,39.73W
1990-04-01,25.912,0.467,Juazeiro Do Norte,Brazil,7.23S,39.73W
1990-05-01,25.54,0.622,Juazeiro Do Norte,Brazil,7.23S,39.73W
1990-06-01,25.572,0.26,Juazeiro Do Norte,Brazil,7.23S,39.73W
1990-07-01,25.355,0.469,Juazeiro Do Norte,Brazil,7.23S,39.73W
1990-08-01,26.233,0.414,Juazeiro Do Norte,Brazil,7.23S,39.73W
1990-09-01,27.287,0.32899999999999996,Juazeiro Do Norte,Brazil,7.23S,39.73W
1990-10-01,27.768,0.207,Juazeiro Do Norte,Brazil,7.23S,39.73W
1990-11-01,28.24,0.33399999999999996,Juazeiro Do Norte,Brazil,7.23S,39.73W
1990-12-01,27.741999999999997,0.396,Juazeiro Do Norte,Brazil,7.23S,39.73W
1991-01-01,26.398000000000003,0.506,Juazeiro Do Norte,Brazil,7.23S,39.73W
1991-02-01,26.046999999999997,0.204,Juazeiro Do Norte,Brazil,7.23S,39.73W
1991-03-01,25.656999999999996,0.659,Juazeiro Do Norte,Brazil,7.23S,39.73W
1991-04-01,25.517,0.44,Juazeiro Do Norte,Brazil,7.23S,39.73W
1991-05-01,25.4,0.609,Juazeiro Do Norte,Brazil,7.23S,39.73W
1991-06-01,24.98,0.165,Juazeiro Do Norte,Brazil,7.23S,39.73W
1991-07-01,24.848000000000003,0.535,Juazeiro Do Norte,Brazil,7.23S,39.73W
1991-08-01,25.323,0.33399999999999996,Juazeiro Do Norte,Brazil,7.23S,39.73W
1991-09-01,26.908,0.085,Juazeiro Do Norte,Brazil,7.23S,39.73W
1991-10-01,27.534000000000002,0.185,Juazeiro Do Norte,Brazil,7.23S,39.73W
1991-11-01,27.656,0.503,Juazeiro Do Norte,Brazil,7.23S,39.73W
1991-12-01,27.744,0.41700000000000004,Juazeiro Do Norte,Brazil,7.23S,39.73W
1992-01-01,26.27,0.7040000000000001,Juazeiro Do Norte,Brazil,7.23S,39.73W
1992-02-01,25.134,0.985,Juazeiro Do Norte,Brazil,7.23S,39.73W
1992-03-01,25.572,0.395,Juazeiro Do Norte,Brazil,7.23S,39.73W
1992-04-01,25.528000000000002,0.335,Juazeiro Do Norte,Brazil,7.23S,39.73W
1992-05-01,26.156,0.42100000000000004,Juazeiro Do Norte,Brazil,7.23S,39.73W
1992-06-01,25.611,0.857,Juazeiro Do Norte,Brazil,7.23S,39.73W
1992-07-01,25.070999999999998,0.28600000000000003,Juazeiro Do Norte,Brazil,7.23S,39.73W
1992-08-01,26.146,0.46399999999999997,Juazeiro Do Norte,Brazil,7.23S,39.73W
1992-09-01,27.002,0.29600000000000004,Juazeiro Do Norte,Brazil,7.23S,39.73W
1992-10-01,27.516,0.39399999999999996,Juazeiro Do Norte,Brazil,7.23S,39.73W
1992-11-01,27.959,0.456,Juazeiro Do Norte,Brazil,7.23S,39.73W
1992-12-01,27.495,0.607,Juazeiro Do Norte,Brazil,7.23S,39.73W
1993-01-01,26.997,0.513,Juazeiro Do Norte,Brazil,7.23S,39.73W
1993-02-01,26.87,0.535,Juazeiro Do Norte,Brazil,7.23S,39.73W
1993-03-01,26.607,0.5870000000000001,Juazeiro Do Norte,Brazil,7.23S,39.73W
1993-04-01,26.516,0.544,Juazeiro Do Norte,Brazil,7.23S,39.73W
1993-05-01,26.07,0.24,Juazeiro Do Norte,Brazil,7.23S,39.73W
1993-06-01,25.910999999999998,0.823,Juazeiro Do Norte,Brazil,7.23S,39.73W
1993-07-01,25.979,0.621,Juazeiro Do Norte,Brazil,7.23S,39.73W
1993-08-01,26.862,0.45399999999999996,Juazeiro Do Norte,Brazil,7.23S,39.73W
1993-09-01,28.659000000000002,1.319,Juazeiro Do Norte,Brazil,7.23S,39.73W
1993-10-01,28.298000000000002,0.39399999999999996,Juazeiro Do Norte,Brazil,7.23S,39.73W
1993-11-01,28.226,0.6,Juazeiro Do Norte,Brazil,7.23S,39.73W
1993-12-01,28.342,0.184,Juazeiro Do Norte,Brazil,7.23S,39.73W
1994-01-01,26.521,0.366,Juazeiro Do Norte,Brazil,7.23S,39.73W
1994-02-01,25.921000000000006,0.353,Juazeiro Do Norte,Brazil,7.23S,39.73W
1994-03-01,25.326,0.713,Juazeiro Do Norte,Brazil,7.23S,39.73W
1994-04-01,25.47,0.39299999999999996,Juazeiro Do Norte,Brazil,7.23S,39.73W
1994-05-01,25.756,0.53,Juazeiro Do Norte,Brazil,7.23S,39.73W
1994-06-01,25.111,0.5820000000000001,Juazeiro Do Norte,Brazil,7.23S,39.73W
1994-07-01,25.035999999999998,0.82,Juazeiro Do Norte,Brazil,7.23S,39.73W
1994-08-01,26.272,0.88,Juazeiro Do Norte,Brazil,7.23S,39.73W
1994-09-01,27.326,0.345,Juazeiro Do Norte,Brazil,7.23S,39.73W
1994-10-01,28.544,0.446,Juazeiro Do Norte,Brazil,7.23S,39.73W
1994-11-01,28.825,0.71,Juazeiro Do Norte,Brazil,7.23S,39.73W
1994-12-01,28.265,0.435,Juazeiro Do Norte,Brazil,7.23S,39.73W
1995-01-01,26.628,0.765,Juazeiro Do Norte,Brazil,7.23S,39.73W
1995-02-01,26.339,0.552,Juazeiro Do Norte,Brazil,7.23S,39.73W
1995-03-01,26.443,0.478,Juazeiro Do Norte,Brazil,7.23S,39.73W
1995-04-01,25.49,0.175,Juazeiro Do Norte,Brazil,7.23S,39.73W
1995-05-01,25.514,0.14400000000000002,Juazeiro Do Norte,Brazil,7.23S,39.73W
1995-06-01,25.391,0.795,Juazeiro Do Norte,Brazil,7.23S,39.73W
1995-07-01,24.845,0.93,Juazeiro Do Norte,Brazil,7.23S,39.73W
1995-08-01,26.219,0.366,Juazeiro Do Norte,Brazil,7.23S,39.73W
1995-09-01,27.416999999999998,0.289,Juazeiro Do Norte,Brazil,7.23S,39.73W
1995-10-01,28.681,0.619,Juazeiro Do Norte,Brazil,7.23S,39.73W
1995-11-01,27.716,0.207,Juazeiro Do Norte,Brazil,7.23S,39.73W
1995-12-01,27.73,0.363,Juazeiro Do Norte,Brazil,7.23S,39.73W
1996-01-01,26.611,0.33799999999999997,Juazeiro Do Norte,Brazil,7.23S,39.73W
1996-02-01,26.443,0.9179999999999999,Juazeiro Do Norte,Brazil,7.23S,39.73W
1996-03-01,25.835,0.478,Juazeiro Do Norte,Brazil,7.23S,39.73W
1996-04-01,25.351,0.493,Juazeiro Do Norte,Brazil,7.23S,39.73W
1996-05-01,25.269,0.26,Juazeiro Do Norte,Brazil,7.23S,39.73W
1996-06-01,24.996,0.34700000000000003,Juazeiro Do Norte,Brazil,7.23S,39.73W
1996-07-01,25.03,0.21,Juazeiro Do Norte,Brazil,7.23S,39.73W
1996-08-01,26.105,0.174,Juazeiro Do Norte,Brazil,7.23S,39.73W
1996-09-01,27.77,0.633,Juazeiro Do Norte,Brazil,7.23S,39.73W
1996-10-01,28.281999999999996,0.317,Juazeiro Do Norte,Brazil,7.23S,39.73W
1996-11-01,27.493000000000002,1.054,Juazeiro Do Norte,Brazil,7.23S,39.73W
1996-12-01,28.057,0.7559999999999999,Juazeiro Do Norte,Brazil,7.23S,39.73W
1997-01-01,26.391,0.489,Juazeiro Do Norte,Brazil,7.23S,39.73W
1997-02-01,25.855,0.598,Juazeiro Do Norte,Brazil,7.23S,39.73W
1997-03-01,25.666,0.631,Juazeiro Do Norte,Brazil,7.23S,39.73W
1997-04-01,25.239,0.415,Juazeiro Do Norte,Brazil,7.23S,39.73W
1997-05-01,24.738000000000003,0.244,Juazeiro Do Norte,Brazil,7.23S,39.73W
1997-06-01,24.78,0.532,Juazeiro Do Norte,Brazil,7.23S,39.73W
1997-07-01,24.895,0.406,Juazeiro Do Norte,Brazil,7.23S,39.73W
1997-08-01,26.0,0.28600000000000003,Juazeiro Do Norte,Brazil,7.23S,39.73W
1997-09-01,27.836,0.522,Juazeiro Do Norte,Brazil,7.23S,39.73W
1997-10-01,28.514,0.235,Juazeiro Do Norte,Brazil,7.23S,39.73W
1997-11-01,28.514,0.496,Juazeiro Do Norte,Brazil,7.23S,39.73W
1997-12-01,28.500999999999998,0.315,Juazeiro Do Norte,Brazil,7.23S,39.73W
1998-01-01,26.996,0.53,Juazeiro Do Norte,Brazil,7.23S,39.73W
1998-02-01,27.796999999999997,0.401,Juazeiro Do Norte,Brazil,7.23S,39.73W
1998-03-01,27.489,0.7809999999999999,Juazeiro Do Norte,Brazil,7.23S,39.73W
1998-04-01,27.535,0.545,Juazeiro Do Norte,Brazil,7.23S,39.73W
1998-05-01,27.193,0.5,Juazeiro Do Norte,Brazil,7.23S,39.73W
1998-06-01,26.781999999999996,0.47100000000000003,Juazeiro Do Norte,Brazil,7.23S,39.73W
1998-07-01,26.616,0.691,Juazeiro Do Norte,Brazil,7.23S,39.73W
1998-08-01,27.364,0.602,Juazeiro Do Norte,Brazil,7.23S,39.73W
1998-09-01,28.256,0.302,Juazeiro Do Norte,Brazil,7.23S,39.73W
1998-10-01,28.928,0.237,Juazeiro Do Norte,Brazil,7.23S,39.73W
1998-11-01,28.807,0.371,Juazeiro Do Norte,Brazil,7.23S,39.73W
1998-12-01,27.826,0.265,Juazeiro Do Norte,Brazil,7.23S,39.73W
1999-01-01,26.802,0.22699999999999998,Juazeiro Do Norte,Brazil,7.23S,39.73W
1999-02-01,26.58,0.715,Juazeiro Do Norte,Brazil,7.23S,39.73W
1999-03-01,25.88,0.5429999999999999,Juazeiro Do Norte,Brazil,7.23S,39.73W
1999-04-01,26.167,0.733,Juazeiro Do Norte,Brazil,7.23S,39.73W
1999-05-01,25.4,0.41,Juazeiro Do Norte,Brazil,7.23S,39.73W
1999-06-01,25.444000000000003,0.337,Juazeiro Do Norte,Brazil,7.23S,39.73W
1999-07-01,25.656,0.43,Juazeiro Do Norte,Brazil,7.23S,39.73W
1999-08-01,26.125999999999998,0.39799999999999996,Juazeiro Do Norte,Brazil,7.23S,39.73W
1999-09-01,27.428,0.675,Juazeiro Do Norte,Brazil,7.23S,39.73W
1999-10-01,27.667,0.27899999999999997,Juazeiro Do Norte,Brazil,7.23S,39.73W
1999-11-01,27.581999999999997,0.332,Juazeiro Do Norte,Brazil,7.23S,39.73W
1999-12-01,27.074,0.56,Juazeiro Do Norte,Brazil,7.23S,39.73W
2000-01-01,26.103,0.37799999999999995,Juazeiro Do Norte,Brazil,7.23S,39.73W
2000-02-01,25.51,0.684,Juazeiro Do Norte,Brazil,7.23S,39.73W
2000-03-01,25.858,0.39799999999999996,Juazeiro Do Norte,Brazil,7.23S,39.73W
2000-04-01,25.322,0.313,Juazeiro Do Norte,Brazil,7.23S,39.73W
2000-05-01,25.438,0.25,Juazeiro Do Norte,Brazil,7.23S,39.73W
2000-06-01,25.456,0.736,Juazeiro Do Norte,Brazil,7.23S,39.73W
2000-07-01,25.127,0.385,Juazeiro Do Norte,Brazil,7.23S,39.73W
2000-08-01,25.866999999999997,0.28300000000000003,Juazeiro Do Norte,Brazil,7.23S,39.73W
2000-09-01,27.151999999999997,0.501,Juazeiro Do Norte,Brazil,7.23S,39.73W
2000-10-01,28.121,0.774,Juazeiro Do Norte,Brazil,7.23S,39.73W
2000-11-01,28.097,0.742,Juazeiro Do Norte,Brazil,7.23S,39.73W
2000-12-01,27.139,0.289,Juazeiro Do Norte,Brazil,7.23S,39.73W
2001-01-01,26.649,0.7809999999999999,Juazeiro Do Norte,Brazil,7.23S,39.73W
2001-02-01,26.339,0.341,Juazeiro Do Norte,Brazil,7.23S,39.73W
2001-03-01,25.938000000000002,0.307,Juazeiro Do Norte,Brazil,7.23S,39.73W
2001-04-01,25.668000000000003,0.16399999999999998,Juazeiro Do Norte,Brazil,7.23S,39.73W
2001-05-01,26.56,0.545,Juazeiro Do Norte,Brazil,7.23S,39.73W
2001-06-01,25.403000000000002,0.79,Juazeiro Do Norte,Brazil,7.23S,39.73W
2001-07-01,25.502,0.645,Juazeiro Do Norte,Brazil,7.23S,39.73W
2001-08-01,25.893,0.6829999999999999,Juazeiro Do Norte,Brazil,7.23S,39.73W
2001-09-01,27.813000000000002,0.639,Juazeiro Do Norte,Brazil,7.23S,39.73W
2001-10-01,28.165,0.282,Juazeiro Do Norte,Brazil,7.23S,39.73W
2001-11-01,28.904,0.317,Juazeiro Do Norte,Brazil,7.23S,39.73W
2001-12-01,27.971999999999998,0.397,Juazeiro Do Norte,Brazil,7.23S,39.73W
2002-01-01,25.365,0.688,Juazeiro Do Norte,Brazil,7.23S,39.73W
2002-02-01,26.129,0.331,Juazeiro Do Norte,Brazil,7.23S,39.73W
2002-03-01,26.224,0.731,Juazeiro Do Norte,Brazil,7.23S,39.73W
2002-04-01,25.633000000000003,0.424,Juazeiro Do Norte,Brazil,7.23S,39.73W
2002-05-01,25.851999999999997,0.423,Juazeiro Do Norte,Brazil,7.23S,39.73W
2002-06-01,25.518,0.75,Juazeiro Do Norte,Brazil,7.23S,39.73W
2002-07-01,25.930999999999997,0.263,Juazeiro Do Norte,Brazil,7.23S,39.73W
2002-08-01,26.485000000000007,0.262,Juazeiro Do Norte,Brazil,7.23S,39.73W
2002-09-01,27.482,0.17300000000000001,Juazeiro Do Norte,Brazil,7.23S,39.73W
2002-10-01,28.737,0.451,Juazeiro Do Norte,Brazil,7.23S,39.73W
2002-11-01,28.855,0.289,Juazeiro Do Norte,Brazil,7.23S,39.73W
2002-12-01,28.248,0.725,Juazeiro Do Norte,Brazil,7.23S,39.73W
2003-01-01,27.531,0.41200000000000003,Juazeiro Do Norte,Brazil,7.23S,39.73W
2003-02-01,26.188,0.522,Juazeiro Do Norte,Brazil,7.23S,39.73W
2003-03-01,26.063000000000002,0.51,Juazeiro Do Norte,Brazil,7.23S,39.73W
2003-04-01,26.025,0.275,Juazeiro Do Norte,Brazil,7.23S,39.73W
2003-05-01,25.814,0.174,Juazeiro Do Norte,Brazil,7.23S,39.73W
2003-06-01,25.728,0.9520000000000001,Juazeiro Do Norte,Brazil,7.23S,39.73W
2003-07-01,25.565,0.49700000000000005,Juazeiro Do Norte,Brazil,7.23S,39.73W
2003-08-01,26.916,0.8390000000000001,Juazeiro Do Norte,Brazil,7.23S,39.73W
2003-09-01,27.853,0.47200000000000003,Juazeiro Do Norte,Brazil,7.23S,39.73W
2003-10-01,28.353,0.433,Juazeiro Do Norte,Brazil,7.23S,39.73W
2003-11-01,28.753,0.5539999999999999,Juazeiro Do Norte,Brazil,7.23S,39.73W
2003-12-01,28.504,0.9259999999999999,Juazeiro Do Norte,Brazil,7.23S,39.73W
2004-01-01,26.183000000000003,0.693,Juazeiro Do Norte,Brazil,7.23S,39.73W
2004-02-01,25.533,0.7659999999999999,Juazeiro Do Norte,Brazil,7.23S,39.73W
2004-03-01,25.778000000000002,0.5820000000000001,Juazeiro Do Norte,Brazil,7.23S,39.73W
2004-04-01,25.984,0.536,Juazeiro Do Norte,Brazil,7.23S,39.73W
2004-05-01,25.601,0.503,Juazeiro Do Norte,Brazil,7.23S,39.73W
2004-06-01,24.976999999999997,0.63,Juazeiro Do Norte,Brazil,7.23S,39.73W
2004-07-01,24.962,0.24,Juazeiro Do Norte,Brazil,7.23S,39.73W
2004-08-01,26.258000000000006,0.217,Juazeiro Do Norte,Brazil,7.23S,39.73W
2004-09-01,27.645,0.127,Juazeiro Do Norte,Brazil,7.23S,39.73W
2004-10-01,28.318,0.609,Juazeiro Do Norte,Brazil,7.23S,39.73W
2004-11-01,28.496,0.541,Juazeiro Do Norte,Brazil,7.23S,39.73W
2004-12-01,28.271,0.6409999999999999,Juazeiro Do Norte,Brazil,7.23S,39.73W
2005-01-01,27.791999999999998,0.715,Juazeiro Do Norte,Brazil,7.23S,39.73W
2005-02-01,27.316999999999997,0.39899999999999997,Juazeiro Do Norte,Brazil,7.23S,39.73W
2005-03-01,27.041,0.8590000000000001,Juazeiro Do Norte,Brazil,7.23S,39.73W
2005-04-01,26.271,0.21899999999999997,Juazeiro Do Norte,Brazil,7.23S,39.73W
2005-05-01,25.496,0.28,Juazeiro Do Norte,Brazil,7.23S,39.73W
2005-06-01,25.265,0.41200000000000003,Juazeiro Do Norte,Brazil,7.23S,39.73W
2005-07-01,25.221999999999998,0.27699999999999997,Juazeiro Do Norte,Brazil,7.23S,39.73W
2005-08-01,26.295,0.37799999999999995,Juazeiro Do Norte,Brazil,7.23S,39.73W
2005-09-01,27.614,0.185,Juazeiro Do Norte,Brazil,7.23S,39.73W
2005-10-01,28.767,0.22699999999999998,Juazeiro Do Norte,Brazil,7.23S,39.73W
2005-11-01,28.799,0.16,Juazeiro Do Norte,Brazil,7.23S,39.73W
2005-12-01,27.498,0.382,Juazeiro Do Norte,Brazil,7.23S,39.73W
2006-01-01,27.238000000000003,0.5539999999999999,Juazeiro Do Norte,Brazil,7.23S,39.73W
2006-02-01,26.513,0.486,Juazeiro Do Norte,Brazil,7.23S,39.73W
2006-03-01,26.09,0.502,Juazeiro Do Norte,Brazil,7.23S,39.73W
2006-04-01,25.405,0.39899999999999997,Juazeiro Do Norte,Brazil,7.23S,39.73W
2006-05-01,25.165,0.562,Juazeiro Do Norte,Brazil,7.23S,39.73W
2006-06-01,24.663,0.529,Juazeiro Do Norte,Brazil,7.23S,39.73W
2006-07-01,24.815,0.327,Juazeiro Do Norte,Brazil,7.23S,39.73W
2006-08-01,26.066999999999997,0.353,Juazeiro Do Norte,Brazil,7.23S,39.73W
2006-09-01,27.609,0.16699999999999998,Juazeiro Do Norte,Brazil,7.23S,39.73W
2006-10-01,28.098000000000003,0.517,Juazeiro Do Norte,Brazil,7.23S,39.73W
2006-11-01,28.211,0.316,Juazeiro Do Norte,Brazil,7.23S,39.73W
2006-12-01,28.458000000000002,0.6579999999999999,Juazeiro Do Norte,Brazil,7.23S,39.73W
2007-01-01,27.819000000000006,0.53,Juazeiro Do Norte,Brazil,7.23S,39.73W
2007-02-01,26.052000000000003,0.226,Juazeiro Do Norte,Brazil,7.23S,39.73W
2007-03-01,25.776999999999997,0.667,Juazeiro Do Norte,Brazil,7.23S,39.73W
2007-04-01,25.977,0.46799999999999997,Juazeiro Do Norte,Brazil,7.23S,39.73W
2007-05-01,25.708,0.377,Juazeiro Do Norte,Brazil,7.23S,39.73W
2007-06-01,25.445999999999998,0.7,Juazeiro Do Norte,Brazil,7.23S,39.73W
2007-07-01,25.599,0.379,Juazeiro Do Norte,Brazil,7.23S,39.73W
2007-08-01,25.769,0.6890000000000001,Juazeiro Do Norte,Brazil,7.23S,39.73W
2007-09-01,27.236,0.327,Juazeiro Do Norte,Brazil,7.23S,39.73W
2007-10-01,28.4,0.284,Juazeiro Do Norte,Brazil,7.23S,39.73W
2007-11-01,28.941999999999997,0.34299999999999997,Juazeiro Do Norte,Brazil,7.23S,39.73W
2007-12-01,27.991,0.441,Juazeiro Do Norte,Brazil,7.23S,39.73W
2008-01-01,26.808000000000003,0.97,Juazeiro Do Norte,Brazil,7.23S,39.73W
2008-02-01,25.951,0.7929999999999999,Juazeiro Do Norte,Brazil,7.23S,39.73W
2008-03-01,25.031,0.353,Juazeiro Do Norte,Brazil,7.23S,39.73W
2008-04-01,25.014,0.32,Juazeiro Do Norte,Brazil,7.23S,39.73W
2008-05-01,24.888,0.314,Juazeiro Do Norte,Brazil,7.23S,39.73W
2008-06-01,24.186999999999998,0.322,Juazeiro Do Norte,Brazil,7.23S,39.73W
2008-07-01,24.499000000000002,0.24,Juazeiro Do Norte,Brazil,7.23S,39.73W
2008-08-01,25.846999999999998,0.364,Juazeiro Do Norte,Brazil,7.23S,39.73W
2008-09-01,27.534000000000002,0.409,Juazeiro Do Norte,Brazil,7.23S,39.73W
2008-10-01,28.265,0.266,Juazeiro Do Norte,Brazil,7.23S,39.73W
2008-11-01,28.968000000000004,0.355,Juazeiro Do Norte,Brazil,7.23S,39.73W
2008-12-01,27.834,0.255,Juazeiro Do Norte,Brazil,7.23S,39.73W
2009-01-01,27.144,0.231,Juazeiro Do Norte,Brazil,7.23S,39.73W
2009-02-01,25.881999999999998,0.387,Juazeiro Do Norte,Brazil,7.23S,39.73W
2009-03-01,25.975,0.405,Juazeiro Do Norte,Brazil,7.23S,39.73W
2009-04-01,25.135,0.39399999999999996,Juazeiro Do Norte,Brazil,7.23S,39.73W
2009-05-01,24.820999999999998,0.496,Juazeiro Do Norte,Brazil,7.23S,39.73W
2009-06-01,24.693,0.35100000000000003,Juazeiro Do Norte,Brazil,7.23S,39.73W
2009-07-01,24.955,0.39,Juazeiro Do Norte,Brazil,7.23S,39.73W
2009-08-01,25.784,0.255,Juazeiro Do Norte,Brazil,7.23S,39.73W
2009-09-01,27.585,0.379,Juazeiro Do Norte,Brazil,7.23S,39.73W
2009-10-01,28.0,0.228,Juazeiro Do Norte,Brazil,7.23S,39.73W
2009-11-01,28.445,0.359,Juazeiro Do Norte,Brazil,7.23S,39.73W
2009-12-01,27.459,0.419,Juazeiro Do Norte,Brazil,7.23S,39.73W
2010-01-01,26.499,0.555,Juazeiro Do Norte,Brazil,7.23S,39.73W
2010-02-01,27.362,0.316,Juazeiro Do Norte,Brazil,7.23S,39.73W
2010-03-01,27.405,0.221,Juazeiro Do Norte,Brazil,7.23S,39.73W
2010-04-01,26.315,0.245,Juazeiro Do Norte,Brazil,7.23S,39.73W
2010-05-01,26.781999999999996,0.375,Juazeiro Do Norte,Brazil,7.23S,39.73W
2010-06-01,25.337,0.716,Juazeiro Do Norte,Brazil,7.23S,39.73W
2010-07-01,25.699,0.42100000000000004,Juazeiro Do Norte,Brazil,7.23S,39.73W
2010-08-01,26.208,0.415,Juazeiro Do Norte,Brazil,7.23S,39.73W
2010-09-01,27.261999999999997,0.293,Juazeiro Do Norte,Brazil,7.23S,39.73W
2010-10-01,28.306,0.32299999999999995,Juazeiro Do Norte,Brazil,7.23S,39.73W
2010-11-01,28.566,0.444,Juazeiro Do Norte,Brazil,7.23S,39.73W
2010-12-01,26.788,0.45899999999999996,Juazeiro Do Norte,Brazil,7.23S,39.73W
2011-01-01,25.855999999999998,0.555,Juazeiro Do Norte,Brazil,7.23S,39.73W
2011-02-01,25.546999999999997,0.318,Juazeiro Do Norte,Brazil,7.23S,39.73W
2011-03-01,25.756,0.40299999999999997,Juazeiro Do Norte,Brazil,7.23S,39.73W
2011-04-01,25.394000000000002,0.34700000000000003,Juazeiro Do Norte,Brazil,7.23S,39.73W
2011-05-01,25.021,0.44,Juazeiro Do Norte,Brazil,7.23S,39.73W
2011-06-01,24.968000000000004,0.414,Juazeiro Do Norte,Brazil,7.23S,39.73W
2011-07-01,24.828000000000003,0.392,Juazeiro Do Norte,Brazil,7.23S,39.73W
2011-08-01,26.026,0.27699999999999997,Juazeiro Do Norte,Brazil,7.23S,39.73W
2011-09-01,26.976999999999997,0.451,Juazeiro Do Norte,Brazil,7.23S,39.73W
2011-10-01,27.7,0.217,Juazeiro Do Norte,Brazil,7.23S,39.73W
2011-11-01,27.01,0.909,Juazeiro Do Norte,Brazil,7.23S,39.73W
2011-12-01,27.325,0.996,Juazeiro Do Norte,Brazil,7.23S,39.73W
2012-01-01,27.035,0.669,Juazeiro Do Norte,Brazil,7.23S,39.73W
2012-02-01,25.945,0.35700000000000004,Juazeiro Do Norte,Brazil,7.23S,39.73W
2012-03-01,26.776999999999997,0.381,Juazeiro Do Norte,Brazil,7.23S,39.73W
2012-04-01,26.928,0.41200000000000003,Juazeiro Do Norte,Brazil,7.23S,39.73W
2012-05-01,26.598000000000003,0.46799999999999997,Juazeiro Do Norte,Brazil,7.23S,39.73W
2012-06-01,26.354,0.45399999999999996,Juazeiro Do Norte,Brazil,7.23S,39.73W
2012-07-01,26.159000000000002,0.831,Juazeiro Do Norte,Brazil,7.23S,39.73W
2012-08-01,26.605999999999998,0.498,Juazeiro Do Norte,Brazil,7.23S,39.73W
2012-09-01,27.688000000000002,0.406,Juazeiro Do Norte,Brazil,7.23S,39.73W
2012-10-01,28.251,0.457,Juazeiro Do Norte,Brazil,7.23S,39.73W
2012-11-01,28.676,0.711,Juazeiro Do Norte,Brazil,7.23S,39.73W
2012-12-01,28.018,0.5660000000000001,Juazeiro Do Norte,Brazil,7.23S,39.73W
2013-01-01,27.412000000000006,0.846,Juazeiro Do Norte,Brazil,7.23S,39.73W
2013-02-01,27.380000000000006,0.951,Juazeiro Do Norte,Brazil,7.23S,39.73W
2013-03-01,27.531999999999996,0.927,Juazeiro Do Norte,Brazil,7.23S,39.73W
2013-04-01,26.605,0.589,Juazeiro Do Norte,Brazil,7.23S,39.73W
2013-05-01,26.095,0.33299999999999996,Juazeiro Do Norte,Brazil,7.23S,39.73W
2013-06-01,25.752,0.473,Juazeiro Do Norte,Brazil,7.23S,39.73W
2013-07-01,25.557,0.631,Juazeiro Do Norte,Brazil,7.23S,39.73W
2013-08-01,26.595,0.364,Juazeiro Do Norte,Brazil,7.23S,39.73W
2013-09-01,,,Juazeiro Do Norte,Brazil,7.23S,39.73W
1850-01-01,25.44,1.578,Juba,Sudan,4.02N,31.34E
1850-02-01,27.513,1.5630000000000002,Juba,Sudan,4.02N,31.34E
1850-03-01,27.18,2.187,Juba,Sudan,4.02N,31.34E
1850-04-01,25.661,1.665,Juba,Sudan,4.02N,31.34E
1850-05-01,24.324,1.198,Juba,Sudan,4.02N,31.34E
1850-06-01,24.243000000000002,1.198,Juba,Sudan,4.02N,31.34E
1850-07-01,23.879,1.176,Juba,Sudan,4.02N,31.34E
1850-08-01,23.861,1.159,Juba,Sudan,4.02N,31.34E
1850-09-01,23.815,1.25,Juba,Sudan,4.02N,31.34E
1850-10-01,23.941999999999997,1.3259999999999998,Juba,Sudan,4.02N,31.34E
1850-11-01,24.177,1.6119999999999999,Juba,Sudan,4.02N,31.34E
1850-12-01,,,Juba,Sudan,4.02N,31.34E
1851-01-01,,,Juba,Sudan,4.02N,31.34E
1851-02-01,,,Juba,Sudan,4.02N,31.34E
1851-03-01,,,Juba,Sudan,4.02N,31.34E
1851-04-01,,,Juba,Sudan,4.02N,31.34E
1851-05-01,,,Juba,Sudan,4.02N,31.34E
1851-06-01,,,Juba,Sudan,4.02N,31.34E
