1.937,0.584,Ilhéus,Brazil,15.27S,39.17W
1869-03-01,25.269000000000002,1.3659999999999999,Imperatriz,Brazil,5.63S,46.82W
1869-04-01,25.956999999999997,1.4340000000000002,Imperatriz,Brazil,5.63S,46.82W
1869-05-01,26.451999999999998,1.3259999999999998,Imperatriz,Brazil,5.63S,46.82W
1869-06-01,26.485,1.412,Imperatriz,Brazil,5.63S,46.82W
1869-07-01,26.606,1.237,Imperatriz,Brazil,5.63S,46.82W
1869-08-01,27.278000000000002,1.179,Imperatriz,Brazil,5.63S,46.82W
1869-09-01,27.879,1.14,Imperatriz,Brazil,5.63S,46.82W
1869-10-01,27.245,1.143,Imperatriz,Brazil,5.63S,46.82W
1869-11-01,26.786,1.165,Imperatriz,Brazil,5.63S,46.82W
1869-12-01,25.453000000000007,1.306,Imperatriz,Brazil,5.63S,46.82W
1870-01-01,25.509,1.3259999999999998,Imperatriz,Brazil,5.63S,46.82W
1870-02-01,24.913,1.42,Imperatriz,Brazil,5.63S,46.82W
1870-03-01,25.309,1.3430000000000002,Imperatriz,Brazil,5.63S,46.82W
1870-04-01,25.694000000000003,1.3230000000000002,Imperatriz,Brazil,5.63S,46.82W
1870-05-01,26.363000000000003,1.294,Imperatriz,Brazil,5.63S,46.82W
1870-06-01,26.436,1.137,Imperatriz,Brazil,5.63S,46.82W
1870-07-01,26.691,1.172,Imperatriz,Brazil,5.63S,46.82W
1870-08-01,26.967,1.146,Imperatriz,Brazil,5.63S,46.82W
1870-09-01,27.649,1.214,Imperatriz,Brazil,5.63S,46.82W
1870-10-01,27.475,1.187,Imperatriz,Brazil,5.63S,46.82W
1870-11-01,26.625,1.36,Imperatriz,Brazil,5.63S,46.82W
1870-12-01,25.163,1.4509999999999998,Imperatriz,Brazil,5.63S,46.82W
1871-01-01,25.11,1.31,Imperatriz,Brazil,5.63S,46.82W
1871-02-01,24.722,1.463,Imperatriz,Brazil,5.63S,46.82W
1871-03-01,25.675,1.2819999999999998,Imperatriz,Brazil,5.63S,46.82W
1871-04-01,26.237,1.238,Imperatriz,Brazil,5.63S,46.82W
1871-05-01,25.949,1.268,Imperatriz,Brazil,5.63S,46.82W
1871-06-01,25.831,1.128,Imperatriz,Brazil,5.63S,46.82W
1871-07-01,26.206,1.173,Imperatriz,Brazil,5.63S,46.82W
1871-08-01,27.273000000000003,1.139,Imperatriz,Brazil,5.63S,46.82W
1871-09-01,27.535999999999998,1.141,Imperatriz,Brazil,5.63S,46.82W
1871-10-01,27.483,1.143,Imperatriz,Brazil,5.63S,46.82W
1871-11-01,26.087,1.2109999999999999,Imperatriz,Brazil,5.63S,46.82W
1871-12-01,25.744000000000003,1.2429999999999999,Imperatriz,Brazil,5.63S,46.82W
1872-01-01,25.401,2.039,Imperatriz,Brazil,5.63S,46.82W
1872-02-01,25.237,1.47,Imperatriz,Brazil,5.63S,46.82W
1872-03-01,25.75,1.482,Imperatriz,Brazil,5.63S,46.82W
1872-04-01,25.506,1.348,Imperatriz,Brazil,5.63S,46.82W
1872-05-01,26.089,1.246,Imperatriz,Brazil,5.63S,46.82W
1872-06-01,25.587,1.183,Imperatriz,Brazil,5.63S,46.82W
1872-07-01,26.2,1.286,Imperatriz,Brazil,5.63S,46.82W
1872-08-01,27.191,1.183,Imperatriz,Brazil,5.63S,46.82W
1872-09-01,27.848000000000006,1.212,Imperatriz,Brazil,5.63S,46.82W
1872-10-01,27.292,1.1320000000000001,Imperatriz,Brazil,5.63S,46.82W
1872-11-01,26.269000000000002,1.24,Imperatriz,Brazil,5.63S,46.82W
1872-12-01,25.344,1.808,Imperatriz,Brazil,5.63S,46.82W
1873-01-01,25.485,1.358,Imperatriz,Brazil,5.63S,46.82W
1873-02-01,25.728,1.3880000000000001,Imperatriz,Brazil,5.63S,46.82W
1873-03-01,25.323,1.3030000000000002,Imperatriz,Brazil,5.63S,46.82W
1873-04-01,25.511,1.46,Imperatriz,Brazil,5.63S,46.82W
1873-05-01,26.521,1.3090000000000002,Imperatriz,Brazil,5.63S,46.82W
1873-06-01,26.25,1.155,Imperatriz,Brazil,5.63S,46.82W
1873-07-01,26.526,1.18,Imperatriz,Brazil,5.63S,46.82W
1873-08-01,27.332,1.115,Imperatriz,Brazil,5.63S,46.82W
1873-09-01,27.415000000000006,1.229,Imperatriz,Brazil,5.63S,46.82W
1873-10-01,27.455,1.1159999999999999,Imperatriz,Brazil,5.63S,46.82W
1873-11-01,26.584,1.148,Imperatriz,Brazil,5.63S,46.82W
1873-12-01,26.368,1.2830000000000001,Imperatriz,Brazil,5.63S,46.82W
1874-01-01,26.057,1.392,Imperatriz,Brazil,5.63S,46.82W
1874-02-01,25.698,1.288,Imperatriz,Brazil,5.63S,46.82W
1874-03-01,25.129,1.324,Imperatriz,Brazil,5.63S,46.82W
1874-04-01,25.95,1.228,Imperatriz,Brazil,5.63S,46.82W
1874-05-01,26.166,1.247,Imperatriz,Brazil,5.63S,46.82W
1874-06-01,25.921999999999997,1.294,Imperatriz,Brazil,5.63S,46.82W
1874-07-01,26.076,1.224,Imperatriz,Brazil,5.63S,46.82W
1874-08-01,26.946,1.324,Imperatriz,Brazil,5.63S,46.82W
1874-09-01,27.784,1.12,Imperatriz,Brazil,5.63S,46.82W
1874-10-01,27.48,1.104,Imperatriz,Brazil,5.63S,46.82W
1874-11-01,26.384,1.308,Imperatriz,Brazil,5.63S,46.82W
1874-12-01,25.741999999999997,1.354,Imperatriz,Brazil,5.63S,46.82W
1875-01-01,24.989,1.27,Imperatriz,Brazil,5.63S,46.82W
1875-02-01,24.941,1.3419999999999999,Imperatriz,Brazil,5.63S,46.82W
1875-03-01,24.837,1.3119999999999998,Imperatriz,Brazil,5.63S,46.82W
1875-04-01,25.269,1.287,Imperatriz,Brazil,5.63S,46.82W
1875-05-01,25.569000000000006,1.278,Imperatriz,Brazil,5.63S,46.82W
1875-06-01,25.691,1.176,Imperatriz,Brazil,5.63S,46.82W
1875-07-01,25.987,1.3419999999999999,Imperatriz,Brazil,5.63S,46.82W
1875-08-01,26.573,1.161,Imperatriz,Brazil,5.63S,46.82W
1875-09-01,26.99,1.147,Imperatriz,Brazil,5.63S,46.82W
1875-10-01,26.806,1.112,Imperatriz,Brazil,5.63S,46.82W
1875-11-01,25.54,1.188,Imperatriz,Brazil,5.63S,46.82W
1875-12-01,25.704,1.547,Imperatriz,Brazil,5.63S,46.82W
1876-01-01,25.358,1.2819999999999998,Imperatriz,Brazil,5.63S,46.82W
1876-02-01,25.045,1.31,Imperatriz,Brazil,5.63S,46.82W
1876-03-01,25.45,1.4080000000000001,Imperatriz,Brazil,5.63S,46.82W
1876-04-01,25.721999999999998,1.208,Imperatriz,Brazil,5.63S,46.82W
1876-05-01,25.679,1.284,Imperatriz,Brazil,5.63S,46.82W
1876-06-01,25.646,1.179,Imperatriz,Brazil,5.63S,46.82W
1876-07-01,26.055,1.291,Imperatriz,Brazil,5.63S,46.82W
1876-08-01,26.644000000000002,1.1420000000000001,Imperatriz,Brazil,5.63S,46.82W
1876-09-01,27.346999999999998,1.193,Imperatriz,Brazil,5.63S,46.82W
1876-10-01,27.139,1.128,Imperatriz,Brazil,5.63S,46.82W
1876-11-01,26.074,1.3259999999999998,Imperatriz,Brazil,5.63S,46.82W
1876-12-01,25.011000000000006,1.4680000000000002,Imperatriz,Brazil,5.63S,46.82W
1877-01-01,25.289,1.474,Imperatriz,Brazil,5.63S,46.82W
1877-02-01,25.468000000000004,1.406,Imperatriz,Brazil,5.63S,46.82W
1877-03-01,25.836,1.399,Imperatriz,Brazil,5.63S,46.82W
1877-04-01,25.925,1.258,Imperatriz,Brazil,5.63S,46.82W
1877-05-01,26.105999999999998,1.236,Imperatriz,Brazil,5.63S,46.82W
1877-06-01,25.984,1.3730000000000002,Imperatriz,Brazil,5.63S,46.82W
1877-07-01,26.896,1.261,Imperatriz,Brazil,5.63S,46.82W
1877-08-01,27.516,1.126,Imperatriz,Brazil,5.63S,46.82W
1877-09-01,27.921999999999997,1.13,Imperatriz,Brazil,5.63S,46.82W
1877-10-01,27.473000000000003,1.208,Imperatriz,Brazil,5.63S,46.82W
1877-11-01,27.198,1.2109999999999999,Imperatriz,Brazil,5.63S,46.82W
1877-12-01,25.750999999999998,1.775,Imperatriz,Brazil,5.63S,46.82W
1878-01-01,25.487,1.49,Imperatriz,Brazil,5.63S,46.82W
1878-02-01,26.503,1.475,Imperatriz,Brazil,5.63S,46.82W
1878-03-01,27.315,1.31,Imperatriz,Brazil,5.63S,46.82W
1878-04-01,26.936999999999998,1.409,Imperatriz,Brazil,5.63S,46.82W
1878-05-01,25.908,1.227,Imperatriz,Brazil,5.63S,46.82W
1878-06-01,26.574,1.359,Imperatriz,Brazil,5.63S,46.82W
1878-07-01,26.93,1.195,Imperatriz,Brazil,5.63S,46.82W
1878-08-01,27.395,1.169,Imperatriz,Brazil,5.63S,46.82W
1878-09-01,27.950000000000006,1.161,Imperatriz,Brazil,5.63S,46.82W
1878-10-01,27.615,1.15,Imperatriz,Brazil,5.63S,46.82W
1878-11-01,27.308000000000003,1.24,Imperatriz,Brazil,5.63S,46.82W
1878-12-01,26.101000000000006,1.4169999999999998,Imperatriz,Brazil,5.63S,46.82W
1879-01-01,25.774,1.385,Imperatriz,Brazil,5.63S,46.82W
1879-02-01,25.485,1.305,Imperatriz,Brazil,5.63S,46.82W
1879-03-01,25.403000000000002,1.2830000000000001,Imperatriz,Brazil,5.63S,46.82W
1879-04-01,25.533,1.209,Imperatriz,Brazil,5.63S,46.82W
1879-05-01,25.605999999999998,1.217,Imperatriz,Brazil,5.63S,46.82W
1879-06-01,25.552,1.306,Imperatriz,Brazil,5.63S,46.82W
1879-07-01,26.109,1.286,Imperatriz,Brazil,5.63S,46.82W
1879-08-01,26.452,1.115,Imperatriz,Brazil,5.63S,46.82W
1879-09-01,27.142000000000003,1.172,Imperatriz,Brazil,5.63S,46.82W
1879-10-01,27.264,1.258,Imperatriz,Brazil,5.63S,46.82W
1879-11-01,26.371,1.147,Imperatriz,Brazil,5.63S,46.82W
1879-12-01,25.194000000000006,1.35,Imperatriz,Brazil,5.63S,46.82W
1880-01-01,25.021,1.413,Imperatriz,Brazil,5.63S,46.82W
1880-02-01,24.663,1.2590000000000001,Imperatriz,Brazil,5.63S,46.82W
1880-03-01,25.383000000000003,1.258,Imperatriz,Brazil,5.63S,46.82W
1880-04-01,25.365,1.3259999999999998,Imperatriz,Brazil,5.63S,46.82W
1880-05-01,26.206000000000003,1.247,Imperatriz,Brazil,5.63S,46.82W
1880-06-01,26.005,1.114,Imperatriz,Brazil,5.63S,46.82W
1880-07-01,26.446,1.249,Imperatriz,Brazil,5.63S,46.82W
1880-08-01,27.48,1.179,Imperatriz,Brazil,5.63S,46.82W
1880-09-01,27.337000000000003,1.4469999999999998,Imperatriz,Brazil,5.63S,46.82W
1880-10-01,27.108,1.126,Imperatriz,Brazil,5.63S,46.82W
1880-11-01,26.796999999999997,1.3130000000000002,Imperatriz,Brazil,5.63S,46.82W
1880-12-01,25.831000000000003,1.249,Imperatriz,Brazil,5.63S,46.82W
1881-01-01,25.824,1.266,Imperatriz,Brazil,5.63S,46.82W
1881-02-01,25.256,1.3090000000000002,Imperatriz,Brazil,5.63S,46.82W
1881-03-01,25.932,1.3119999999999998,Imperatriz,Brazil,5.63S,46.82W
1881-04-01,26.064,1.217,Imperatriz,Brazil,5.63S,46.82W
1881-05-01,26.128,1.216,Imperatriz,Brazil,5.63S,46.82W
1881-06-01,25.529,1.172,Imperatriz,Brazil,5.63S,46.82W
1881-07-01,26.225,1.1440000000000001,Imperatriz,Brazil,5.63S,46.82W
1881-08-01,26.822,1.204,Imperatriz,Brazil,5.63S,46.82W
1881-09-01,27.456000000000003,1.151,Imperatriz,Brazil,5.63S,46.82W
1881-10-01,27.089000000000002,1.1340000000000001,Imperatriz,Brazil,5.63S,46.82W
1881-11-01,26.128,1.181,Imperatriz,Brazil,5.63S,46.82W
1881-12-01,25.741999999999997,1.298,Imperatriz,Brazil,5.63S,46.82W
1882-01-01,25.984,1.4969999999999999,Imperatriz,Brazil,5.63S,46.82W
1882-02-01,25.543000000000003,1.453,Imperatriz,Brazil,5.63S,46.82W
1882-03-01,25.656999999999996,1.307,Imperatriz,Brazil,5.63S,46.82W
1882-04-01,25.478,1.216,Imperatriz,Brazil,5.63S,46.82W
1882-05-01,25.857000000000006,1.2690000000000001,Imperatriz,Brazil,5.63S,46.82W
1882-06-01,25.404,1.153,Imperatriz,Brazil,5.63S,46.82W
1882-07-01,25.614,1.153,Imperatriz,Brazil,5.63S,46.82W
1882-08-01,26.813000000000002,1.196,Imperatriz,Brazil,5.63S,46.82W
1882-09-01,27.345,1.131,Imperatriz,Brazil,5.63S,46.82W
1882-10-01,26.724,1.109,Imperatriz,Brazil,5.63S,46.82W
1882-11-01,25.886,1.204,Imperatriz,Brazil,5.63S,46.82W
1882-12-01,24.678,1.248,Imperatriz,Brazil,5.63S,46.82W
1883-01-01,24.679,1.345,Imperatriz,Brazil,5.63S,46.82W
1883-02-01,24.548000000000002,1.31,Imperatriz,Brazil,5.63S,46.82W
1883-03-01,25.598000000000003,1.308,Imperatriz,Brazil,5.63S,46.82W
1883-04-01,25.734,1.229,Imperatriz,Brazil,5.63S,46.82W
1883-05-01,25.76,1.23,Imperatriz,Brazil,5.63S,46.82W
1883-06-01,25.84,1.161,Imperatriz,Brazil,5.63S,46.82W
1883-07-01,25.999000000000002,1.159,Imperatriz,Brazil,5.63S,46.82W
1883-08-01,26.509,1.167,Imperatriz,Brazil,5.63S,46.82W
1883-09-01,27.142000000000003,1.127,Imperatriz,Brazil,5.63S,46.82W
1883-10-01,27.085,1.114,Imperatriz,Brazil,5.63S,46.82W
1883-11-01,25.836,1.16,Imperatriz,Brazil,5.63S,46.82W
1883-12-01,25.789,1.314,Imperatriz,Brazil,5.63S,46.82W
1884-01-01,25.055,1.472,Imperatriz,Brazil,5.63S,46.82W
1884-02-01,24.787,1.41,Imperatriz,Brazil,5.63S,46.82W
1884-03-01,24.342,1.3659999999999999,Imperatriz,Brazil,5.63S,46.82W
1884-04-01,25.1,1.217,Imperatriz,Brazil,5.63S,46.82W
1884-05-01,25.254,1.2429999999999999,Imperatriz,Brazil,5.63S,46.82W
1884-06-01,25.409000000000002,1.2,Imperatriz,Brazil,5.63S,46.82W
1884-07-01,25.939,1.171,Imperatriz,Brazil,5.63S,46.82W
1884-08-01,26.795,1.138,Imperatriz,Brazil,5.63S,46.82W
1884-09-01,26.838,1.21,Imperatriz,Brazil,5.63S,46.82W
1884-10-01,26.799,1.114,Imperatriz,Brazil,5.63S,46.82W
1884-11-01,26.079,1.175,Imperatriz,Brazil,5.63S,46.82W
1884-12-01,25.538,1.3159999999999998,Imperatriz,Brazil,5.63S,46.82W
1885-01-01,24.416,1.358,Imperatriz,Brazil,5.63S,46.82W
1885-02-01,24.862,1.364,Imperatriz,Brazil,5.63S,46.82W
1885-03-01,25.066999999999997,1.298,Imperatriz,Brazil,5.63S,46.82W
1885-04-01,25.519,1.212,Imperatriz,Brazil,5.63S,46.82W
1885-05-01,,,Imperatriz,Brazil,5.63S,46.82W
1885-06-01,,,Imperatriz,Brazil,5.63S,46.82W
1885-07-01,,,Imperatriz,Brazil,5.63S,46.82W
1885-08-01,,,Imperatriz,Brazil,5.63S,46.82W
1885-09-01,,,Imperatriz,Brazil,5.63S,46.82W
1885-10-01,,,Imperatriz,Brazil,5.63S,46.82W
1885-11-01,,,Imperatriz,Brazil,5.63S,46.82W
1885-12-01,,,Imperatriz,Brazil,5.63S,46.82W
1886-01-01,25.013,1.422,Imperatriz,Brazil,5.63S,46.82W
1886-02-01,24.4,1.35,Imperatriz,Brazil,5.63S,46.82W
1886-03-01,25.111,1.284,Imperatriz,Brazil,5.63S,46.82W
1886-04-01,25.819000000000003,1.192,Imperatriz,Brazil,5.63S,46.82W
1886-05-01,25.516,1.258,Imperatriz,Brazil,5.63S,46.82W
1886-06-01,25.272,1.137,Imperatriz,Brazil,5.63S,46.82W
1886-07-01,25.934,1.2229999999999999,Imperatriz,Brazil,5.63S,46.82W
1886-08-01,26.446,1.161,Imperatriz,Brazil,5.63S,46.82W
1886-09-01,27.326,1.1420000000000001,Imperatriz,Brazil,5.63S,46.82W
1886-10-01,26.848000000000003,1.151,Imperatriz,Brazil,5.63S,46.82W
1886-11-01,26.214000000000002,1.1740000000000002,Imperatriz,Brazil,5.63S,46.82W
1886-12-01,25.814,1.409,Imperatriz,Brazil,5.63S,46.82W
1887-01-01,24.430999999999997,1.359,Imperatriz,Brazil,5.63S,46.82W
1887-02-01,24.939,1.453,Imperatriz,Brazil,5.63S,46.82W
1887-03-01,25.074,1.2409999999999999,Imperatriz,Brazil,5.63S,46.82W
1887-04-01,25.693,1.177,Imperatriz,Brazil,5.63S,46.82W
1887-05-01,25.926,1.192,Imperatriz,Brazil,5.63S,46.82W
1887-06-01,25.561999999999998,1.089,Imperatriz,Brazil,5.63S,46.82W
1887-07-01,25.995,1.166,Imperatriz,Brazil,5.63S,46.82W
1887-08-01,26.676,1.113,Imperatriz,Brazil,5.63S,46.82W
1887-09-01,27.631,1.075,Imperatriz,Brazil,5.63S,46.82W
1887-10-01,27.279,1.0490000000000002,Imperatriz,Brazil,5.63S,46.82W
1887-11-01,26.484,1.165,Imperatriz,Brazil,5.63S,46.82W
1887-12-01,26.043000000000006,1.177,Imperatriz,Brazil,5.63S,46.82W
1888-01-01,24.99,1.433,Imperatriz,Brazil,5.63S,46.82W
1888-02-01,24.814,1.318,Imperatriz,Brazil,5.63S,46.82W
1888-03-01,25.077,1.218,Imperatriz,Brazil,5.63S,46.82W
1888-04-01,25.424,1.177,Imperatriz,Brazil,5.63S,46.82W
1888-05-01,25.726999999999997,1.145,Imperatriz,Brazil,5.63S,46.82W
1888-06-01,25.785999999999998,1.104,Imperatriz,Brazil,5.63S,46.82W
1888-07-01,26.01,1.136,Imperatriz,Brazil,5.63S,46.82W
1888-08-01,26.941999999999997,1.068,Imperatriz,Brazil,5.63S,46.82W
1888-09-01,28.116000000000003,1.138,Imperatriz,Brazil,5.63S,46.82W
1888-10-01,28.101999999999997,1.139,Imperatriz,Brazil,5.63S,46.82W
1888-11-01,27.316999999999997,1.209,Imperatriz,Brazil,5.63S,46.82W
1888-12-01,26.273000000000003,1.36,Imperatriz,Brazil,5.63S,46.82W
1889-01-01,25.631,1.183,Imperatriz,Brazil,5.63S,46.82W
1889-02-01,26.247,1.217,Imperatriz,Brazil,5.63S,46.82W
1889-03-01,26.199,1.32,Imperatriz,Brazil,5.63S,46.82W
1889-04-01,26.441,1.155,Imperatriz,Brazil,5.63S,46.82W
1889-05-01,26.430000000000003,1.137,Imperatriz,Brazil,5.63S,46.82W
1889-06-01,25.528000000000002,1.125,Imperatriz,Brazil,5.63S,46.82W
1889-07-01,26.146,1.121,Imperatriz,Brazil,5.63S,46.82W
1889-08-01,26.809,1.1059999999999999,Imperatriz,Brazil,5.63S,46.82W
1889-09-01,27.040000000000006,1.091,Imperatriz,Brazil,5.63S,46.82W
1889-10-01,27.068,1.037,Imperatriz,Brazil,5.63S,46.82W
1889-11-01,26.139,1.158,Imperatriz,Brazil,5.63S,46.82W
1889-12-01,26.206999999999997,1.399,Imperatriz,Brazil,5.63S,46.82W
1890-01-01,24.897,1.411,Imperatriz,Brazil,5.63S,46.82W
1890-02-01,25.096,1.2,Imperatriz,Brazil,5.63S,46.82W
1890-03-01,24.969,1.311,Imperatriz,Brazil,5.63S,46.82W
1890-04-01,25.296,1.105,Imperatriz,Brazil,5.63S,46.82W
1890-05-01,25.496,1.101,Imperatriz,Brazil,5.63S,46.82W
1890-06-01,25.085,0.981,Imperatriz,Brazil,5.63S,46.82W
1890-07-01,25.851999999999997,0.997,Imperatriz,Brazil,5.63S,46.82W
1890-08-01,26.851,1.021,Imperatriz,Brazil,5.63S,46.82W
1890-09-01,27.798,0.987,Imperatriz,Brazil,5.63S,46.82W
1890-10-01,27.377,1.055,Imperatriz,Brazil,5.63S,46.82W
1890-11-01,26.44,1.402,Imperatriz,Brazil,5.63S,46.82W
1890-12-01,25.963,1.198,Imperatriz,Brazil,5.63S,46.82W
1891-01-01,24.875,1.244,Imperatriz,Brazil,5.63S,46.82W
1891-02-01,24.644000000000002,1.087,Imperatriz,Brazil,5.63S,46.82W
1891-03-01,25.342,1.129,Imperatriz,Brazil,5.63S,46.82W
1891-04-01,25.538,0.9590000000000001,Imperatriz,Brazil,5.63S,46.82W
1891-05-01,25.543000000000006,1.169,Imperatriz,Brazil,5.63S,46.82W
1891-06-01,25.621,1.0290000000000001,Imperatriz,Brazil,5.63S,46.82W
1891-07-01,25.725,0.9640000000000001,Imperatriz,Brazil,5.63S,46.82W
1891-08-01,26.656,1.065,Imperatriz,Brazil,5.63S,46.82W
1891-09-01,27.455,0.982,Imperatriz,Brazil,5.63S,46.82W
1891-10-01,26.998,0.92,Imperatriz,Brazil,5.63S,46.82W
1891-11-01,26.313000000000002,0.956,Imperatriz,Brazil,5.63S,46.82W
1891-12-01,26.006,1.071,Imperatriz,Brazil,5.63S,46.82W
1892-01-01,25.468000000000004,1.157,Imperatriz,Brazil,5.63S,46.82W
1892-02-01,25.217,1.1520000000000001,Imperatriz,Brazil,5.63S,46.82W
1892-03-01,25.421999999999997,1.212,Imperatriz,Brazil,5.63S,46.82W
1892-04-01,25.47,1.072,Imperatriz,Brazil,5.63S,46.82W
1892-05-01,25.596999999999998,1.109,Imperatriz,Brazil,5.63S,46.82W
1892-06-01,25.854,1.071,Imperatriz,Brazil,5.63S,46.82W
1892-07-01,25.388,1.147,Imperatriz,Brazil,5.63S,46.82W
1892-08-01,26.595,1.047,Imperatriz,Brazil,5.63S,46.82W
1892-09-01,27.336,1.004,Imperatriz,Brazil,5.63S,46.82W
1892-10-01,27.131,0.998,Imperatriz,Brazil,5.63S,46.82W
1892-11-01,25.932,1.063,Imperatriz,Brazil,5.63S,46.82W
1892-12-01,25.381,1.436,Imperatriz,Brazil,5.63S,46.82W
1893-01-01,24.075,1.138,Imperatriz,Brazil,5.63S,46.82W
1893-02-01,24.175,1.209,Imperatriz,Brazil,5.63S,46.82W
1893-03-01,25.191999999999997,1.175,Imperatriz,Brazil,5.63S,46.82W
1893-04-01,25.56,1.122,Imperatriz,Brazil,5.63S,46.82W
1893-05-01,25.698,1.158,Imperatriz,Brazil,5.63S,46.82W
1893-06-01,25.596,1.048,Imperatriz,Brazil,5.63S,46.82W
1893-07-01,25.894000000000002,1.0,Imperatriz,Brazil,5.63S,46.82W
1893-08-01,26.5,0.943,Imperatriz,Brazil,5.63S,46.82W
1893-09-01,27.201,0.98,Imperatriz,Brazil,5.63S,46.82W
1893-10-01,27.26,1.022,Imperatriz,Brazil,5.63S,46.82W
1893-11-01,26.173000000000002,0.9840000000000001,Imperatriz,Brazil,5.63S,46.82W
1893-12-01,25.58,1.067,Imperatriz,Brazil,5.63S,46.82W
1894-01-01,25.506,1.07,Imperatriz,Brazil,5.63S,46.82W
1894-02-01,25.815,1.079,Imperatriz,Brazil,5.63S,46.82W
1894-03-01,25.946,1.185,Imperatriz,Brazil,5.63S,46.82W
1894-04-01,25.628,1.101,Imperatriz,Brazil,5.63S,46.82W
1894-05-01,25.789,1.036,Imperatriz,Brazil,5.63S,46.82W
1894-06-01,25.098000000000003,0.94,Imperatriz,Brazil,5.63S,46.82W
1894-07-01,25.571,1.0070000000000001,Imperatriz,Brazil,5.63S,46.82W
1894-08-01,26.721,0.978,Imperatriz,Brazil,5.63S,46.82W
1894-09-01,27.559,0.927,Imperatriz,Brazil,5.63S,46.82W
1894-10-01,27.677,0.9359999999999999,Imperatriz,Brazil,5.63S,46.82W
1894-11-01,26.366999999999997,1.05,Imperatriz,Brazil,5.63S,46.82W
1894-12-01,25.872,1.067,Imperatriz,Brazil,5.63S,46.82W
1895-01-01,25.388,1.504,Imperatriz,Brazil,5.63S,46.82W
1895-02-01,24.984,1.358,Imperatriz,Brazil,5.63S,46.82W
1895-03-01,25.303,1.0979999999999999,Imperatriz,Brazil,5.63S,46.82W
1895-04-01,26.116999999999997,1.036,Imperatriz,Brazil,5.63S,46.82W
1895-05-01,26.016,1.115,Imperatriz,Brazil,5.63S,46.82W
1895-06-01,25.62,0.983,Imperatriz,Brazil,5.63S,46.82W
1895-07-01,25.969,0.943,Imperatriz,Brazil,5.63S,46.82W
1895-08-01,26.96,0.915,Imperatriz,Brazil,5.63S,46.82W
1895-09-01,27.23,1.036,Imperatriz,Brazil,5.63S,46.82W
1895-10-01,27.303,0.9229999999999999,Imperatriz,Brazil,5.63S,46.82W
1895-11-01,26.588,1.014,Imperatriz,Brazil,5.63S,46.82W
1895-12-01,26.058000000000003,1.138,Imperatriz,Brazil,5.63S,46.82W
1896-01-01,25.631999999999998,0.8270000000000001,Imperatriz,Brazil,5.63S,46.82W
1896-02-01,25.94,1.391,Imperatriz,Brazil,5.63S,46.82W
1896-03-01,25.287,0.767,Imperatriz,Brazil,5.63S,46.82W
1896-04-01,25.374,0.7979999999999999,Imperatriz,Brazil,5.63S,46.82W
1896-05-01,25.438,0.8370000000000001,Imperatriz,Brazil,5.63S,46.82W
1896-06-01,25.388,1.72,Imperatriz,Brazil,5.63S,46.82W
1896-07-01,26.026,0.599,Imperatriz,Brazil,5.63S,46.82W
1896-08-01,26.898000000000003,0.611,Imperatriz,Brazil,5.63S,46.82W
1896-09-01,27.715,0.7120000000000001,Imperatriz,Brazil,5.63S,46.82W
1896-10-01,27.452,0.914,Imperatriz,Brazil,5.63S,46.82W
1896-11-01,26.89,1.054,Imperatriz,Brazil,5.63S,46.82W
1896-12-01,26.585,0.715,Imperatriz,Brazil,5.63S,46.82W
1897-01-01,26.1,1.58,Imperatriz,Brazil,5.63S,46.82W
1897-02-01,25.037,0.7490000000000001,Imperatriz,Brazil,5.63S,46.82W
1897-03-01,25.473000000000003,0.764,Imperatriz,Brazil,5.63S,46.82W
1897-04-01,25.747,1.008,Imperatriz,Brazil,5.63S,46.82W
1897-05-01,26.103,1.166,Imperatriz,Brazil,5.63S,46.82W
1897-06-01,25.125999999999998,1.8,Imperatriz,Brazil,5.63S,46.82W
1897-07-01,25.337,1.5859999999999999,Imperatriz,Brazil,5.63S,46.82W
1897-08-01,26.599,1.205,Imperatriz,Brazil,5.63S,46.82W
1897-09-01,27.449,0.7240000000000001,Imperatriz,Brazil,5.63S,46.82W
1897-10-01,27.401,0.6759999999999999,Imperatriz,Brazil,5.63S,46.82W
1897-11-01,26.476,0.759,Imperatriz,Brazil,5.63S,46.82W
1897-12-01,26.241999999999997,0.848,Imperatriz,Brazil,5.63S,46.82W
1898-01-01,26.156999999999996,1.183,Imperatriz,Brazil,5.63S,46.82W
1898-02-01,25.215,0.782,Imperatriz,Brazil,5.63S,46.82W
1898-03-01,26.02,1.6480000000000001,Imperatriz,Brazil,5.63S,46.82W
1898-04-01,25.744,0.609,Imperatriz,Brazil,5.63S,46.82W
1898-05-01,26.104000000000006,1.735,Imperatriz,Brazil,5.63S,46.82W
1898-06-01,26.081,1.099,Imperatriz,Brazil,5.63S,46.82W
1898-07-01,26.303,0.611,Imperatriz,Brazil,5.63S,46.82W
1898-08-01,26.843000000000004,0.8540000000000001,Imperatriz,Brazil,5.63S,46.82W
1898-09-01,27.291999999999998,0.773,Imperatriz,Brazil,5.63S,46.82W
1898-10-01,27.169,0.6559999999999999,Imperatriz,Brazil,5.63S,46.82W
1898-11-01,26.628,0.733,Imperatriz,Brazil,5.63S,46.82W
1898-12-01,25.528,0.624,Imperatriz,Brazil,5.63S,46.82W
1899-01-01,25.343000000000004,0.76,Imperatriz,Brazil,5.63S,46.82W
