8000000000003,0.444,Mariara,Venezuela,10.45N,67.91W
1857-10-01,17.561,1.296,Marrakesh,Morocco,31.35N,7.54W
1857-11-01,13.703,1.262,Marrakesh,Morocco,31.35N,7.54W
1857-12-01,9.698,1.483,Marrakesh,Morocco,31.35N,7.54W
1858-01-01,7.957000000000002,2.044,Marrakesh,Morocco,31.35N,7.54W
1858-02-01,10.704,1.011,Marrakesh,Morocco,31.35N,7.54W
1858-03-01,13.335,1.354,Marrakesh,Morocco,31.35N,7.54W
1858-04-01,17.049,1.17,Marrakesh,Morocco,31.35N,7.54W
1858-05-01,19.416,1.203,Marrakesh,Morocco,31.35N,7.54W
1858-06-01,24.107,1.17,Marrakesh,Morocco,31.35N,7.54W
1858-07-01,26.437,1.329,Marrakesh,Morocco,31.35N,7.54W
1858-08-01,26.678,1.19,Marrakesh,Morocco,31.35N,7.54W
1858-09-01,23.619,1.038,Marrakesh,Morocco,31.35N,7.54W
1858-10-01,18.229,1.239,Marrakesh,Morocco,31.35N,7.54W
1858-11-01,14.913,1.5919999999999999,Marrakesh,Morocco,31.35N,7.54W
1858-12-01,8.696,1.445,Marrakesh,Morocco,31.35N,7.54W
1859-01-01,7.7890000000000015,1.261,Marrakesh,Morocco,31.35N,7.54W
1859-02-01,10.044,1.268,Marrakesh,Morocco,31.35N,7.54W
1859-03-01,13.769,1.254,Marrakesh,Morocco,31.35N,7.54W
1859-04-01,17.559,1.217,Marrakesh,Morocco,31.35N,7.54W
1859-05-01,19.430999999999997,1.073,Marrakesh,Morocco,31.35N,7.54W
1859-06-01,22.788,1.036,Marrakesh,Morocco,31.35N,7.54W
1859-07-01,26.8,0.8859999999999999,Marrakesh,Morocco,31.35N,7.54W
1859-08-01,26.465,0.8390000000000001,Marrakesh,Morocco,31.35N,7.54W
1859-09-01,23.182,0.92,Marrakesh,Morocco,31.35N,7.54W
1859-10-01,17.385,1.392,Marrakesh,Morocco,31.35N,7.54W
1859-11-01,13.048,1.64,Marrakesh,Morocco,31.35N,7.54W
1859-12-01,8.763,1.693,Marrakesh,Morocco,31.35N,7.54W
1860-01-01,9.15,1.38,Marrakesh,Morocco,31.35N,7.54W
1860-02-01,8.54,1.224,Marrakesh,Morocco,31.35N,7.54W
1860-03-01,12.87,1.9809999999999999,Marrakesh,Morocco,31.35N,7.54W
1860-04-01,15.41,1.218,Marrakesh,Morocco,31.35N,7.54W
1860-05-01,19.880000000000006,1.113,Marrakesh,Morocco,31.35N,7.54W
1860-06-01,23.791,0.9640000000000001,Marrakesh,Morocco,31.35N,7.54W
1860-07-01,26.634,1.18,Marrakesh,Morocco,31.35N,7.54W
1860-08-01,26.355,1.2329999999999999,Marrakesh,Morocco,31.35N,7.54W
1860-09-01,21.493000000000002,0.945,Marrakesh,Morocco,31.35N,7.54W
1860-10-01,17.88,1.079,Marrakesh,Morocco,31.35N,7.54W
1860-11-01,14.049,1.173,Marrakesh,Morocco,31.35N,7.54W
1860-12-01,10.029,1.2109999999999999,Marrakesh,Morocco,31.35N,7.54W
1861-01-01,7.402000000000001,1.6340000000000001,Marrakesh,Morocco,31.35N,7.54W
1861-02-01,10.307,1.227,Marrakesh,Morocco,31.35N,7.54W
1861-03-01,14.232999999999999,0.972,Marrakesh,Morocco,31.35N,7.54W
1861-04-01,16.055,1.26,Marrakesh,Morocco,31.35N,7.54W
1861-05-01,18.785,1.383,Marrakesh,Morocco,31.35N,7.54W
1861-06-01,23.588,1.406,Marrakesh,Morocco,31.35N,7.54W
1861-07-01,25.902,0.919,Marrakesh,Morocco,31.35N,7.54W
1861-08-01,26.699,1.171,Marrakesh,Morocco,31.35N,7.54W
1861-09-01,23.037,0.836,Marrakesh,Morocco,31.35N,7.54W
1861-10-01,18.589000000000002,1.138,Marrakesh,Morocco,31.35N,7.54W
1861-11-01,13.97,1.9380000000000002,Marrakesh,Morocco,31.35N,7.54W
1861-12-01,9.962,1.81,Marrakesh,Morocco,31.35N,7.54W
1862-01-01,8.472999999999999,1.3869999999999998,Marrakesh,Morocco,31.35N,7.54W
1862-02-01,10.4,1.268,Marrakesh,Morocco,31.35N,7.54W
1862-03-01,13.775,1.0659999999999998,Marrakesh,Morocco,31.35N,7.54W
1862-04-01,16.055999999999997,1.484,Marrakesh,Morocco,31.35N,7.54W
1862-05-01,19.743,1.474,Marrakesh,Morocco,31.35N,7.54W
1862-06-01,24.152,1.271,Marrakesh,Morocco,31.35N,7.54W
1862-07-01,27.65,1.127,Marrakesh,Morocco,31.35N,7.54W
1862-08-01,26.035,0.975,Marrakesh,Morocco,31.35N,7.54W
1862-09-01,21.543000000000003,1.124,Marrakesh,Morocco,31.35N,7.54W
1862-10-01,18.067999999999998,1.22,Marrakesh,Morocco,31.35N,7.54W
1862-11-01,11.63,1.068,Marrakesh,Morocco,31.35N,7.54W
1862-12-01,8.173,1.4080000000000001,Marrakesh,Morocco,31.35N,7.54W
1863-01-01,8.89,2.074,Marrakesh,Morocco,31.35N,7.54W
1863-02-01,10.446,2.504,Marrakesh,Morocco,31.35N,7.54W
1863-03-01,13.074000000000002,0.988,Marrakesh,Morocco,31.35N,7.54W
1863-04-01,15.464,1.501,Marrakesh,Morocco,31.35N,7.54W
1863-05-01,18.301,1.3219999999999998,Marrakesh,Morocco,31.35N,7.54W
1863-06-01,23.247,1.4969999999999999,Marrakesh,Morocco,31.35N,7.54W
1863-07-01,26.613000000000003,1.5190000000000001,Marrakesh,Morocco,31.35N,7.54W
1863-08-01,25.973000000000003,0.929,Marrakesh,Morocco,31.35N,7.54W
1863-09-01,22.281999999999996,1.023,Marrakesh,Morocco,31.35N,7.54W
1863-10-01,17.173,1.413,Marrakesh,Morocco,31.35N,7.54W
1863-11-01,12.856000000000002,1.446,Marrakesh,Morocco,31.35N,7.54W
1863-12-01,7.7860000000000005,1.304,Marrakesh,Morocco,31.35N,7.54W
1864-01-01,8.721,1.1520000000000001,Marrakesh,Morocco,31.35N,7.54W
1864-02-01,10.292,1.679,Marrakesh,Morocco,31.35N,7.54W
1864-03-01,13.322,1.29,Marrakesh,Morocco,31.35N,7.54W
1864-04-01,16.256,1.162,Marrakesh,Morocco,31.35N,7.54W
1864-05-01,20.144,1.065,Marrakesh,Morocco,31.35N,7.54W
1864-06-01,25.146,1.273,Marrakesh,Morocco,31.35N,7.54W
1864-07-01,27.109,1.064,Marrakesh,Morocco,31.35N,7.54W
1864-08-01,27.713,1.296,Marrakesh,Morocco,31.35N,7.54W
1864-09-01,23.488000000000003,1.246,Marrakesh,Morocco,31.35N,7.54W
1864-10-01,17.942,0.987,Marrakesh,Morocco,31.35N,7.54W
1864-11-01,12.520999999999999,1.317,Marrakesh,Morocco,31.35N,7.54W
1864-12-01,8.465,1.3730000000000002,Marrakesh,Morocco,31.35N,7.54W
1865-01-01,9.494000000000002,1.115,Marrakesh,Morocco,31.35N,7.54W
1865-02-01,10.913,1.5630000000000002,Marrakesh,Morocco,31.35N,7.54W
1865-03-01,12.667,0.85,Marrakesh,Morocco,31.35N,7.54W
1865-04-01,15.545,1.272,Marrakesh,Morocco,31.35N,7.54W
1865-05-01,19.212000000000003,1.26,Marrakesh,Morocco,31.35N,7.54W
1865-06-01,24.129,1.137,Marrakesh,Morocco,31.35N,7.54W
1865-07-01,26.96,0.682,Marrakesh,Morocco,31.35N,7.54W
1865-08-01,26.184,0.799,Marrakesh,Morocco,31.35N,7.54W
1865-09-01,23.839000000000002,0.932,Marrakesh,Morocco,31.35N,7.54W
1865-10-01,18.292,0.963,Marrakesh,Morocco,31.35N,7.54W
1865-11-01,13.395,1.121,Marrakesh,Morocco,31.35N,7.54W
1865-12-01,8.33,1.729,Marrakesh,Morocco,31.35N,7.54W
1866-01-01,8.633000000000001,1.022,Marrakesh,Morocco,31.35N,7.54W
1866-02-01,11.046,1.193,Marrakesh,Morocco,31.35N,7.54W
1866-03-01,12.376,1.035,Marrakesh,Morocco,31.35N,7.54W
1866-04-01,15.93,1.173,Marrakesh,Morocco,31.35N,7.54W
1866-05-01,19.105,1.202,Marrakesh,Morocco,31.35N,7.54W
1866-06-01,23.083000000000002,1.196,Marrakesh,Morocco,31.35N,7.54W
1866-07-01,26.243000000000002,1.067,Marrakesh,Morocco,31.35N,7.54W
1866-08-01,26.531,1.46,Marrakesh,Morocco,31.35N,7.54W
1866-09-01,22.602,1.065,Marrakesh,Morocco,31.35N,7.54W
1866-10-01,17.502,1.261,Marrakesh,Morocco,31.35N,7.54W
1866-11-01,13.895,1.242,Marrakesh,Morocco,31.35N,7.54W
1866-12-01,10.432,1.679,Marrakesh,Morocco,31.35N,7.54W
1867-01-01,9.673,1.7109999999999999,Marrakesh,Morocco,31.35N,7.54W
1867-02-01,11.763,1.517,Marrakesh,Morocco,31.35N,7.54W
1867-03-01,14.943,1.765,Marrakesh,Morocco,31.35N,7.54W
1867-04-01,17.337,1.281,Marrakesh,Morocco,31.35N,7.54W
1867-05-01,19.793000000000006,1.4609999999999999,Marrakesh,Morocco,31.35N,7.54W
1867-06-01,24.118000000000002,1.006,Marrakesh,Morocco,31.35N,7.54W
1867-07-01,26.443,1.114,Marrakesh,Morocco,31.35N,7.54W
1867-08-01,26.337,1.053,Marrakesh,Morocco,31.35N,7.54W
1867-09-01,22.906999999999996,0.9670000000000001,Marrakesh,Morocco,31.35N,7.54W
1867-10-01,18.188,1.083,Marrakesh,Morocco,31.35N,7.54W
1867-11-01,14.244000000000002,2.099,Marrakesh,Morocco,31.35N,7.54W
1867-12-01,8.453,2.209,Marrakesh,Morocco,31.35N,7.54W
1868-01-01,8.49,0.9209999999999999,Marrakesh,Morocco,31.35N,7.54W
1868-02-01,10.134,1.474,Marrakesh,Morocco,31.35N,7.54W
1868-03-01,13.866,0.9470000000000001,Marrakesh,Morocco,31.35N,7.54W
1868-04-01,16.192999999999998,1.153,Marrakesh,Morocco,31.35N,7.54W
1868-05-01,19.512,1.29,Marrakesh,Morocco,31.35N,7.54W
1868-06-01,24.021,0.8959999999999999,Marrakesh,Morocco,31.35N,7.54W
1868-07-01,26.33,0.955,Marrakesh,Morocco,31.35N,7.54W
1868-08-01,26.256,1.004,Marrakesh,Morocco,31.35N,7.54W
1868-09-01,22.497,0.9790000000000001,Marrakesh,Morocco,31.35N,7.54W
1868-10-01,16.832,1.085,Marrakesh,Morocco,31.35N,7.54W
1868-11-01,12.25,1.085,Marrakesh,Morocco,31.35N,7.54W
1868-12-01,10.001,1.082,Marrakesh,Morocco,31.35N,7.54W
1869-01-01,8.824,1.5919999999999999,Marrakesh,Morocco,31.35N,7.54W
1869-02-01,10.792,1.462,Marrakesh,Morocco,31.35N,7.54W
1869-03-01,12.877,1.133,Marrakesh,Morocco,31.35N,7.54W
1869-04-01,16.088,1.329,Marrakesh,Morocco,31.35N,7.54W
1869-05-01,19.194000000000006,1.08,Marrakesh,Morocco,31.35N,7.54W
1869-06-01,23.726,1.8,Marrakesh,Morocco,31.35N,7.54W
1869-07-01,26.934,1.449,Marrakesh,Morocco,31.35N,7.54W
1869-08-01,26.933000000000003,1.204,Marrakesh,Morocco,31.35N,7.54W
1869-09-01,23.885,0.8590000000000001,Marrakesh,Morocco,31.35N,7.54W
1869-10-01,18.128,0.9209999999999999,Marrakesh,Morocco,31.35N,7.54W
1869-11-01,12.015999999999998,0.902,Marrakesh,Morocco,31.35N,7.54W
1869-12-01,7.949999999999998,1.281,Marrakesh,Morocco,31.35N,7.54W
1870-01-01,7.935,1.3359999999999999,Marrakesh,Morocco,31.35N,7.54W
1870-02-01,10.853,1.465,Marrakesh,Morocco,31.35N,7.54W
1870-03-01,13.814,1.239,Marrakesh,Morocco,31.35N,7.54W
1870-04-01,16.028,1.141,Marrakesh,Morocco,31.35N,7.54W
1870-05-01,19.838,1.401,Marrakesh,Morocco,31.35N,7.54W
1870-06-01,24.863000000000003,0.9740000000000001,Marrakesh,Morocco,31.35N,7.54W
1870-07-01,27.111,0.9309999999999999,Marrakesh,Morocco,31.35N,7.54W
1870-08-01,26.177,0.775,Marrakesh,Morocco,31.35N,7.54W
1870-09-01,23.75,0.899,Marrakesh,Morocco,31.35N,7.54W
1870-10-01,19.041,1.097,Marrakesh,Morocco,31.35N,7.54W
1870-11-01,12.860999999999999,1.3419999999999999,Marrakesh,Morocco,31.35N,7.54W
1870-12-01,8.905999999999997,1.587,Marrakesh,Morocco,31.35N,7.54W
1871-01-01,6.551,1.46,Marrakesh,Morocco,31.35N,7.54W
1871-02-01,9.98,1.78,Marrakesh,Morocco,31.35N,7.54W
1871-03-01,13.282,1.288,Marrakesh,Morocco,31.35N,7.54W
1871-04-01,17.252,1.0979999999999999,Marrakesh,Morocco,31.35N,7.54W
1871-05-01,19.467,1.379,Marrakesh,Morocco,31.35N,7.54W
1871-06-01,23.164,1.162,Marrakesh,Morocco,31.35N,7.54W
1871-07-01,27.272,1.085,Marrakesh,Morocco,31.35N,7.54W
1871-08-01,26.796,0.847,Marrakesh,Morocco,31.35N,7.54W
1871-09-01,22.952,1.17,Marrakesh,Morocco,31.35N,7.54W
1871-10-01,18.919,0.93,Marrakesh,Morocco,31.35N,7.54W
1871-11-01,12.569,1.109,Marrakesh,Morocco,31.35N,7.54W
1871-12-01,8.663,1.3559999999999999,Marrakesh,Morocco,31.35N,7.54W
1872-01-01,8.677000000000001,1.893,Marrakesh,Morocco,31.35N,7.54W
1872-02-01,10.691,1.5490000000000002,Marrakesh,Morocco,31.35N,7.54W
1872-03-01,13.915999999999999,1.297,Marrakesh,Morocco,31.35N,7.54W
1872-04-01,16.125999999999998,1.865,Marrakesh,Morocco,31.35N,7.54W
1872-05-01,19.344,1.5959999999999999,Marrakesh,Morocco,31.35N,7.54W
1872-06-01,24.281999999999996,1.15,Marrakesh,Morocco,31.35N,7.54W
1872-07-01,26.998,1.14,Marrakesh,Morocco,31.35N,7.54W
1872-08-01,26.784000000000002,0.863,Marrakesh,Morocco,31.35N,7.54W
1872-09-01,23.098000000000003,0.8859999999999999,Marrakesh,Morocco,31.35N,7.54W
1872-10-01,16.625999999999998,0.9590000000000001,Marrakesh,Morocco,31.35N,7.54W
1872-11-01,12.384,1.107,Marrakesh,Morocco,31.35N,7.54W
1872-12-01,7.651999999999999,2.051,Marrakesh,Morocco,31.35N,7.54W
1873-01-01,8.689,1.4269999999999998,Marrakesh,Morocco,31.35N,7.54W
1873-02-01,9.81,1.355,Marrakesh,Morocco,31.35N,7.54W
1873-03-01,12.878,1.253,Marrakesh,Morocco,31.35N,7.54W
1873-04-01,15.741,1.375,Marrakesh,Morocco,31.35N,7.54W
1873-05-01,19.863000000000003,1.052,Marrakesh,Morocco,31.35N,7.54W
1873-06-01,23.712,1.055,Marrakesh,Morocco,31.35N,7.54W
1873-07-01,27.069000000000003,0.82,Marrakesh,Morocco,31.35N,7.54W
1873-08-01,26.779,0.613,Marrakesh,Morocco,31.35N,7.54W
1873-09-01,22.599,1.084,Marrakesh,Morocco,31.35N,7.54W
1873-10-01,17.099,0.813,Marrakesh,Morocco,31.35N,7.54W
1873-11-01,12.800999999999998,0.8029999999999999,Marrakesh,Morocco,31.35N,7.54W
1873-12-01,9.759,1.212,Marrakesh,Morocco,31.35N,7.54W
1874-01-01,8.975000000000003,1.504,Marrakesh,Morocco,31.35N,7.54W
1874-02-01,11.11,1.199,Marrakesh,Morocco,31.35N,7.54W
1874-03-01,13.177,1.089,Marrakesh,Morocco,31.35N,7.54W
1874-04-01,16.075,0.804,Marrakesh,Morocco,31.35N,7.54W
1874-05-01,19.104000000000006,0.8190000000000001,Marrakesh,Morocco,31.35N,7.54W
1874-06-01,23.572,1.0090000000000001,Marrakesh,Morocco,31.35N,7.54W
1874-07-01,26.768,0.9940000000000001,Marrakesh,Morocco,31.35N,7.54W
1874-08-01,26.302,0.6609999999999999,Marrakesh,Morocco,31.35N,7.54W
1874-09-01,23.273000000000003,0.743,Marrakesh,Morocco,31.35N,7.54W
1874-10-01,18.058,1.082,Marrakesh,Morocco,31.35N,7.54W
1874-11-01,13.21,0.9890000000000001,Marrakesh,Morocco,31.35N,7.54W
1874-12-01,7.5219999999999985,1.0070000000000001,Marrakesh,Morocco,31.35N,7.54W
1875-01-01,8.24,0.92,Marrakesh,Morocco,31.35N,7.54W
1875-02-01,10.239,1.001,Marrakesh,Morocco,31.35N,7.54W
1875-03-01,13.38,0.948,Marrakesh,Morocco,31.35N,7.54W
1875-04-01,15.56,0.853,Marrakesh,Morocco,31.35N,7.54W
1875-05-01,20.515,1.071,Marrakesh,Morocco,31.35N,7.54W
1875-06-01,23.066,1.4680000000000002,Marrakesh,Morocco,31.35N,7.54W
1875-07-01,26.099,0.988,Marrakesh,Morocco,31.35N,7.54W
1875-08-01,26.544,1.054,Marrakesh,Morocco,31.35N,7.54W
1875-09-01,23.646,0.7440000000000001,Marrakesh,Morocco,31.35N,7.54W
1875-10-01,17.885,0.754,Marrakesh,Morocco,31.35N,7.54W
1875-11-01,13.239,0.848,Marrakesh,Morocco,31.35N,7.54W
1875-12-01,8.415,1.389,Marrakesh,Morocco,31.35N,7.54W
1876-01-01,7.492999999999999,0.8759999999999999,Marrakesh,Morocco,31.35N,7.54W
1876-02-01,10.925,0.8,Marrakesh,Morocco,31.35N,7.54W
1876-03-01,13.770999999999999,1.273,Marrakesh,Morocco,31.35N,7.54W
1876-04-01,15.673,1.141,Marrakesh,Morocco,31.35N,7.54W
1876-05-01,18.726000000000006,1.0959999999999999,Marrakesh,Morocco,31.35N,7.54W
1876-06-01,22.764,1.29,Marrakesh,Morocco,31.35N,7.54W
1876-07-01,27.404,1.0,Marrakesh,Morocco,31.35N,7.54W
1876-08-01,27.141,1.002,Marrakesh,Morocco,31.35N,7.54W
1876-09-01,23.645,1.16,Marrakesh,Morocco,31.35N,7.54W
1876-10-01,18.038,0.925,Marrakesh,Morocco,31.35N,7.54W
1876-11-01,14.073,0.9590000000000001,Marrakesh,Morocco,31.35N,7.54W
1876-12-01,9.283,1.899,Marrakesh,Morocco,31.35N,7.54W
1877-01-01,9.111,1.5030000000000001,Marrakesh,Morocco,31.35N,7.54W
1877-02-01,10.462,1.281,Marrakesh,Morocco,31.35N,7.54W
1877-03-01,13.265,0.893,Marrakesh,Morocco,31.35N,7.54W
1877-04-01,16.434,2.3819999999999997,Marrakesh,Morocco,31.35N,7.54W
1877-05-01,19.904000000000003,1.892,Marrakesh,Morocco,31.35N,7.54W
1877-06-01,23.626,1.03,Marrakesh,Morocco,31.35N,7.54W
1877-07-01,27.056,1.3719999999999999,Marrakesh,Morocco,31.35N,7.54W
1877-08-01,26.871,1.068,Marrakesh,Morocco,31.35N,7.54W
1877-09-01,23.097,0.8859999999999999,Marrakesh,Morocco,31.35N,7.54W
1877-10-01,17.985,0.8240000000000001,Marrakesh,Morocco,31.35N,7.54W
1877-11-01,13.915999999999999,0.981,Marrakesh,Morocco,31.35N,7.54W
1877-12-01,8.559999999999999,2.465,Marrakesh,Morocco,31.35N,7.54W
1878-01-01,7.732000000000001,1.78,Marrakesh,Morocco,31.35N,7.54W
1878-02-01,11.092,1.295,Marrakesh,Morocco,31.35N,7.54W
1878-03-01,14.088,1.137,Marrakesh,Morocco,31.35N,7.54W
1878-04-01,17.405,1.3019999999999998,Marrakesh,Morocco,31.35N,7.54W
1878-05-01,20.926,1.3219999999999998,Marrakesh,Morocco,31.35N,7.54W
1878-06-01,24.444000000000003,1.64,Marrakesh,Morocco,31.35N,7.54W
1878-07-01,26.515,1.278,Marrakesh,Morocco,31.35N,7.54W
1878-08-01,26.217,1.212,Marrakesh,Morocco,31.35N,7.54W
1878-09-01,23.479,1.501,Marrakesh,Morocco,31.35N,7.54W
1878-10-01,18.237000000000002,0.9059999999999999,Marrakesh,Morocco,31.35N,7.54W
1878-11-01,12.885000000000002,1.696,Marrakesh,Morocco,31.35N,7.54W
1878-12-01,10.790999999999999,3.055,Marrakesh,Morocco,31.35N,7.54W
1879-01-01,9.331,1.557,Marrakesh,Morocco,31.35N,7.54W
1879-02-01,10.861,1.415,Marrakesh,Morocco,31.35N,7.54W
1879-03-01,12.584000000000001,0.7190000000000001,Marrakesh,Morocco,31.35N,7.54W
1879-04-01,15.048,1.567,Marrakesh,Morocco,31.35N,7.54W
1879-05-01,18.801,1.78,Marrakesh,Morocco,31.35N,7.54W
1879-06-01,23.042,1.8090000000000002,Marrakesh,Morocco,31.35N,7.54W
1879-07-01,25.758000000000003,1.953,Marrakesh,Morocco,31.35N,7.54W
1879-08-01,25.96,1.351,Marrakesh,Morocco,31.35N,7.54W
1879-09-01,21.738000000000003,0.7659999999999999,Marrakesh,Morocco,31.35N,7.54W
1879-10-01,17.448,0.917,Marrakesh,Morocco,31.35N,7.54W
1879-11-01,14.652,1.308,Marrakesh,Morocco,31.35N,7.54W
1879-12-01,8.16,1.385,Marrakesh,Morocco,31.35N,7.54W
1880-01-01,7.989000000000001,1.73,Marrakesh,Morocco,31.35N,7.54W
1880-02-01,10.985,1.17,Marrakesh,Morocco,31.35N,7.54W
1880-03-01,13.618,0.8859999999999999,Marrakesh,Morocco,31.35N,7.54W
1880-04-01,15.276,0.9740000000000001,Marrakesh,Morocco,31.35N,7.54W
1880-05-01,18.004,0.779,Marrakesh,Morocco,31.35N,7.54W
1880-06-01,22.0,0.884,Marrakesh,Morocco,31.35N,7.54W
1880-07-01,26.298000000000002,0.895,Marrakesh,Morocco,31.35N,7.54W
1880-08-01,25.785,0.879,Marrakesh,Morocco,31.35N,7.54W
1880-09-01,23.429000000000002,1.052,Marrakesh,Morocco,31.35N,7.54W
1880-10-01,18.233,0.965,Marrakesh,Morocco,31.35N,7.54W
1880-11-01,12.390999999999998,1.8419999999999999,Marrakesh,Morocco,31.35N,7.54W
1880-12-01,8.533,0.7829999999999999,Marrakesh,Morocco,31.35N,7.54W
1881-01-01,10.957,1.641,Marrakesh,Morocco,31.35N,7.54W
1881-02-01,11.477,1.2229999999999999,Marrakesh,Morocco,31.35N,7.54W
1881-03-01,14.83,0.96,Marrakesh,Morocco,31.35N,7.54W
1881-04-01,16.283,1.155,Marrakesh,Morocco,31.35N,7.54W
1881-05-01,19.687,0.9690000000000001,Marrakesh,Morocco,31.35N,7.54W
1881-06-01,23.991,1.419,Marrakesh,Morocco,31.35N,7.54W
1881-07-01,26.906999999999996,0.64,Marrakesh,Morocco,31.35N,7.54W
1881-08-01,27.723000000000003,0.9259999999999999,Marrakesh,Morocco,31.35N,7.54W
1881-09-01,23.885,0.905,Marrakesh,Morocco,31.35N,7.54W
1881-10-01,17.559,1.165,Marrakesh,Morocco,31.35N,7.54W
1881-11-01,13.388,1.385,Marrakesh,Morocco,31.35N,7.54W
1881-12-01,8.491999999999999,1.6580000000000001,Marrakesh,Morocco,31.35N,7.54W
1882-01-01,8.806000000000003,1.371,Marrakesh,Morocco,31.35N,7.54W
1882-02-01,10.988,1.165,Marrakesh,Morocco,31.35N,7.54W
1882-03-01,13.015,1.0859999999999999,Marrakesh,Morocco,31.35N,7.54W
1882-04-01,16.076,0.8079999999999999,Marrakesh,Morocco,31.35N,7.54W
1882-05-01,19.474,1.685,Marrakesh,Morocco,31.35N,7.54W
1882-06-01,24.046999999999997,0.922,Marrakesh,Morocco,31.35N,7.54W
1882-07-01,26.626,0.9109999999999999,Marrakesh,Morocco,31.35N,7.54W
1882-08-01,26.323,0.843,Marrakesh,Morocco,31.35N,7.54W
1882-09-01,21.611,0.8370000000000001,Marrakesh,Morocco,31.35N,7.54W
1882-10-01,17.951999999999995,1.073,Marrakesh,Morocco,31.35N,7.54W
1882-11-01,12.963,1.035,Marrakesh,Morocco,31.35N,7.54W
1882-12-01,8.469,0.981,Marrakesh,Morocco,31.35N,7.54W
1883-01-01,9.099,0.9640000000000001,Marrakesh,Morocco,31.35N,7.54W
1883-02-01,11.183,1.3630000000000002,Marrakesh,Morocco,31.35N,7.54W
1883-03-01,12.597,1.16,Marrakesh,Morocco,31.35N,7.54W
1883-04-01,15.589,0.787,Marrakesh,Morocco,31.35N,7.54W
1883-05-01,18.589,1.099,Marrakesh,Morocco,31.35N,7.54W
1883-06-01,22.989,1.252,Marrakesh,Morocco,31.35N,7.54W
1883-07-01,26.536,1.344,Marrakesh,Morocco,31.35N,7.54W
1883-08-01,26.45,0.503,Marrakesh,Morocco,31.35N,7.54W
1883-09-01,22.715,0.6990000000000001,Marrakesh,Morocco,31.35N,7.54W
1883-10-01,17.055999999999997,0.809,Marrakesh,Morocco,31.35N,7.54W
1883-11-01,13.024,0.7979999999999999,Marrakesh,Morocco,31.35N,7.54W
1883-12-01,8.395999999999999,1.084,Marrakesh,Morocco,31.35N,7.54W
1884-01-01,9.094,0.841,Marrakesh,Morocco,31.35N,7.54W
1884-02-01,10.869000000000002,0.7140000000000001,Marrakesh,Morocco,31.35N,7.54W
1884-03-01,12.661,0.9279999999999999,Marrakesh,Morocco,31.35N,7.54W
1884-04-01,14.66,1.12,Marrakesh,Morocco,31.35N,7.54W
1884-05-01,18.064,0.736,Marrakesh,Morocco,31.35N,7.54W
1884-06-01,22.421999999999997,0.826,Marrakesh,Morocco,31.35N,7.54W
1884-07-01,26.781,1.068,Marrakesh,Morocco,31.35N,7.54W
1884-08-01,27.489,1.011,Marrakesh,Morocco,31.35N,7.54W
1884-09-01,22.637,1.081,Marrakesh,Morocco,31.35N,7.54W
1884-10-01,17.32,0.799,Marrakesh,Morocco,31.35N,7.54W
1884-11-01,12.991,0.775,Marrakesh,Morocco,31.35N,7.54W
1884-12-01,8.54,1.101,Marrakesh,Morocco,31.35N,7.54W
1885-01-01,7.524000000000001,0.8059999999999999,Marrakesh,Morocco,31.35N,7.54W
1885-02-01,11.78,0.89,Marrakesh,Morocco,31.35N,7.54W
1885-03-01,12.827,0.897,Marrakesh,Morocco,31.35N,7.54W
1885-04-01,13.967,0.983,Marrakesh,Morocco,31.35N,7.54W
1885-05-01,19.452,1.038,Marrakesh,Morocco,31.35N,7.54W
1885-06-01,22.836,1.238,Marrakesh,Morocco,31.35N,7.54W
1885-07-01,25.631,1.29,Marrakesh,Morocco,31.35N,7.54W
1885-08-01,25.932,1.324,Marrakesh,Morocco,31.35N,7.54W
1885-09-01,22.017,1.003,Marrakesh,Morocco,31.35N,7.54W
1885-10-01,16.165,0.759,Marrakesh,Morocco,31.35N,7.54W
1885-11-01,12.319,1.078,Marrakesh,Morocco,31.35N,7.54W
1885-12-01,9.463,1.04,Marrakesh,Morocco,31.35N,7.54W
1886-01-01,6.873000000000001,1.1320000000000001,Marrakesh,Morocco,31.35N,7.54W
1886-02-01,9.357000000000001,1.148,Marrakesh,Morocco,31.35N,7.54W
1886-03-01,14.505,1.2590000000000001,Marrakesh,Morocco,31.35N,7.54W
1886-04-01,15.300999999999998,1.001,Marrakesh,Morocco,31.35N,7.54W
1886-05-01,18.762999999999998,0.955,Marrakesh,Morocco,31.35N,7.54W
1886-06-01,23.294,0.8320000000000001,Marrakesh,Morocco,31.35N,7.54W
1886-07-01,26.851999999999997,1.217,Marrakesh,Morocco,31.35N,7.54W
1886-08-01,26.468000000000004,0.966,Marrakesh,Morocco,31.35N,7.54W
1886-09-01,22.877,0.862,Marrakesh,Morocco,31.35N,7.54W
1886-10-01,17.155,0.8959999999999999,Marrakesh,Morocco,31.35N,7.54W
1886-11-01,12.373,0.91,Marrakesh,Morocco,31.35N,7.54W
1886-12-01,9.179,1.196,Marrakesh,Morocco,31.35N,7.54W
1887-01-01,8.602,1.412,Marrakesh,Morocco,31.35N,7.54W
1887-02-01,10.114,1.305,Marrakesh,Morocco,31.35N,7.54W
1887-03-01,14.099,0.8240000000000001,Marrakesh,Morocco,31.35N,7.54W
1887-04-01,15.265999999999998,1.123,Marrakesh,Morocco,31.35N,7.54W
1887-05-01,19.534,0.856,Marrakesh,Morocco,31.35N,7.54W
