8000000000003,0.444,Mariara,Venezuela,10.45N,67.91W
1887-06-01,24.057,1.0979999999999999,Marrakesh,Morocco,31.35N,7.54W
1887-07-01,27.115,1.18,Marrakesh,Morocco,31.35N,7.54W
1887-08-01,26.647,1.105,Marrakesh,Morocco,31.35N,7.54W
1887-09-01,22.851,0.795,Marrakesh,Morocco,31.35N,7.54W
1887-10-01,17.205,0.88,Marrakesh,Morocco,31.35N,7.54W
1887-11-01,13.398,1.06,Marrakesh,Morocco,31.35N,7.54W
1887-12-01,9.28,0.79,Marrakesh,Morocco,31.35N,7.54W
1888-01-01,9.046,0.925,Marrakesh,Morocco,31.35N,7.54W
1888-02-01,8.707,1.113,Marrakesh,Morocco,31.35N,7.54W
1888-03-01,12.463,0.8959999999999999,Marrakesh,Morocco,31.35N,7.54W
1888-04-01,15.363,0.84,Marrakesh,Morocco,31.35N,7.54W
1888-05-01,19.159,0.76,Marrakesh,Morocco,31.35N,7.54W
1888-06-01,23.122,0.716,Marrakesh,Morocco,31.35N,7.54W
1888-07-01,26.283,0.87,Marrakesh,Morocco,31.35N,7.54W
1888-08-01,25.658,0.878,Marrakesh,Morocco,31.35N,7.54W
1888-09-01,22.781,0.809,Marrakesh,Morocco,31.35N,7.54W
1888-10-01,18.402,1.128,Marrakesh,Morocco,31.35N,7.54W
1888-11-01,13.465000000000002,0.9309999999999999,Marrakesh,Morocco,31.35N,7.54W
1888-12-01,9.612,1.104,Marrakesh,Morocco,31.35N,7.54W
1889-01-01,7.213000000000001,0.7959999999999999,Marrakesh,Morocco,31.35N,7.54W
1889-02-01,10.263,0.6659999999999999,Marrakesh,Morocco,31.35N,7.54W
1889-03-01,12.39,0.604,Marrakesh,Morocco,31.35N,7.54W
1889-04-01,14.862,0.769,Marrakesh,Morocco,31.35N,7.54W
1889-05-01,18.559,0.682,Marrakesh,Morocco,31.35N,7.54W
1889-06-01,22.359,0.593,Marrakesh,Morocco,31.35N,7.54W
1889-07-01,26.624000000000002,0.8220000000000001,Marrakesh,Morocco,31.35N,7.54W
1889-08-01,26.405,0.66,Marrakesh,Morocco,31.35N,7.54W
1889-09-01,23.204,0.652,Marrakesh,Morocco,31.35N,7.54W
1889-10-01,17.41,1.239,Marrakesh,Morocco,31.35N,7.54W
1889-11-01,13.029000000000002,0.863,Marrakesh,Morocco,31.35N,7.54W
1889-12-01,7.9670000000000005,0.877,Marrakesh,Morocco,31.35N,7.54W
1890-01-01,8.711,0.7909999999999999,Marrakesh,Morocco,31.35N,7.54W
1890-02-01,10.092,0.8759999999999999,Marrakesh,Morocco,31.35N,7.54W
1890-03-01,11.925,0.9540000000000001,Marrakesh,Morocco,31.35N,7.54W
1890-04-01,15.352,0.846,Marrakesh,Morocco,31.35N,7.54W
1890-05-01,18.215999999999998,0.789,Marrakesh,Morocco,31.35N,7.54W
1890-06-01,23.497,0.733,Marrakesh,Morocco,31.35N,7.54W
1890-07-01,26.829,1.402,Marrakesh,Morocco,31.35N,7.54W
1890-08-01,25.794,0.573,Marrakesh,Morocco,31.35N,7.54W
1890-09-01,22.373,0.774,Marrakesh,Morocco,31.35N,7.54W
1890-10-01,17.68,0.555,Marrakesh,Morocco,31.35N,7.54W
1890-11-01,11.998,0.544,Marrakesh,Morocco,31.35N,7.54W
1890-12-01,7.613999999999999,1.1840000000000002,Marrakesh,Morocco,31.35N,7.54W
1891-01-01,6.4910000000000005,0.672,Marrakesh,Morocco,31.35N,7.54W
1891-02-01,10.149,0.83,Marrakesh,Morocco,31.35N,7.54W
1891-03-01,12.960999999999999,0.701,Marrakesh,Morocco,31.35N,7.54W
1891-04-01,16.364,0.727,Marrakesh,Morocco,31.35N,7.54W
1891-05-01,18.489,0.47700000000000004,Marrakesh,Morocco,31.35N,7.54W
1891-06-01,22.909000000000002,0.5920000000000001,Marrakesh,Morocco,31.35N,7.54W
1891-07-01,27.211,0.69,Marrakesh,Morocco,31.35N,7.54W
1891-08-01,25.846,0.45299999999999996,Marrakesh,Morocco,31.35N,7.54W
1891-09-01,22.82,0.5760000000000001,Marrakesh,Morocco,31.35N,7.54W
1891-10-01,18.070999999999998,0.5720000000000001,Marrakesh,Morocco,31.35N,7.54W
1891-11-01,12.772,0.723,Marrakesh,Morocco,31.35N,7.54W
1891-12-01,9.391,0.6759999999999999,Marrakesh,Morocco,31.35N,7.54W
1892-01-01,8.036000000000001,0.7759999999999999,Marrakesh,Morocco,31.35N,7.54W
1892-02-01,10.834000000000001,0.503,Marrakesh,Morocco,31.35N,7.54W
1892-03-01,13.974,0.818,Marrakesh,Morocco,31.35N,7.54W
1892-04-01,15.289000000000001,0.725,Marrakesh,Morocco,31.35N,7.54W
1892-05-01,18.839,0.564,Marrakesh,Morocco,31.35N,7.54W
1892-06-01,23.981,0.611,Marrakesh,Morocco,31.35N,7.54W
1892-07-01,26.894000000000002,0.5660000000000001,Marrakesh,Morocco,31.35N,7.54W
1892-08-01,26.194000000000003,0.532,Marrakesh,Morocco,31.35N,7.54W
1892-09-01,22.849,0.41,Marrakesh,Morocco,31.35N,7.54W
1892-10-01,17.53,0.584,Marrakesh,Morocco,31.35N,7.54W
1892-11-01,12.755999999999998,0.971,Marrakesh,Morocco,31.35N,7.54W
1892-12-01,9.017000000000001,1.015,Marrakesh,Morocco,31.35N,7.54W
1893-01-01,8.395000000000001,0.649,Marrakesh,Morocco,31.35N,7.54W
1893-02-01,10.457,0.6579999999999999,Marrakesh,Morocco,31.35N,7.54W
1893-03-01,15.130999999999998,0.55,Marrakesh,Morocco,31.35N,7.54W
1893-04-01,16.3,0.601,Marrakesh,Morocco,31.35N,7.54W
1893-05-01,19.951,0.7709999999999999,Marrakesh,Morocco,31.35N,7.54W
1893-06-01,24.184,0.693,Marrakesh,Morocco,31.35N,7.54W
1893-07-01,27.415,0.8009999999999999,Marrakesh,Morocco,31.35N,7.54W
1893-08-01,27.043000000000003,1.037,Marrakesh,Morocco,31.35N,7.54W
1893-09-01,23.706,0.40399999999999997,Marrakesh,Morocco,31.35N,7.54W
1893-10-01,18.669,0.583,Marrakesh,Morocco,31.35N,7.54W
1893-11-01,13.215000000000002,0.622,Marrakesh,Morocco,31.35N,7.54W
1893-12-01,8.751,0.851,Marrakesh,Morocco,31.35N,7.54W
1894-01-01,8.190000000000001,0.741,Marrakesh,Morocco,31.35N,7.54W
1894-02-01,10.102,0.584,Marrakesh,Morocco,31.35N,7.54W
1894-03-01,13.448,0.909,Marrakesh,Morocco,31.35N,7.54W
1894-04-01,15.162,0.807,Marrakesh,Morocco,31.35N,7.54W
1894-05-01,18.167,0.451,Marrakesh,Morocco,31.35N,7.54W
1894-06-01,22.895,0.483,Marrakesh,Morocco,31.35N,7.54W
1894-07-01,26.636999999999997,0.64,Marrakesh,Morocco,31.35N,7.54W
1894-08-01,26.000999999999998,0.528,Marrakesh,Morocco,31.35N,7.54W
1894-09-01,22.501,0.7290000000000001,Marrakesh,Morocco,31.35N,7.54W
1894-10-01,18.579,0.47100000000000003,Marrakesh,Morocco,31.35N,7.54W
1894-11-01,13.363,0.885,Marrakesh,Morocco,31.35N,7.54W
1894-12-01,9.359,0.73,Marrakesh,Morocco,31.35N,7.54W
1895-01-01,8.314,0.87,Marrakesh,Morocco,31.35N,7.54W
1895-02-01,12.863,0.667,Marrakesh,Morocco,31.35N,7.54W
1895-03-01,12.806,0.39,Marrakesh,Morocco,31.35N,7.54W
1895-04-01,16.711,0.61,Marrakesh,Morocco,31.35N,7.54W
1895-05-01,19.058000000000003,0.703,Marrakesh,Morocco,31.35N,7.54W
1895-06-01,23.198,0.847,Marrakesh,Morocco,31.35N,7.54W
1895-07-01,26.876,0.581,Marrakesh,Morocco,31.35N,7.54W
1895-08-01,26.496,0.693,Marrakesh,Morocco,31.35N,7.54W
1895-09-01,23.64,0.958,Marrakesh,Morocco,31.35N,7.54W
1895-10-01,19.842,0.5660000000000001,Marrakesh,Morocco,31.35N,7.54W
1895-11-01,15.175,0.607,Marrakesh,Morocco,31.35N,7.54W
1895-12-01,10.796,0.968,Marrakesh,Morocco,31.35N,7.54W
1896-01-01,8.766,0.45299999999999996,Marrakesh,Morocco,31.35N,7.54W
1896-02-01,10.878,0.627,Marrakesh,Morocco,31.35N,7.54W
1896-03-01,13.339,0.59,Marrakesh,Morocco,31.35N,7.54W
1896-04-01,15.79,0.574,Marrakesh,Morocco,31.35N,7.54W
1896-05-01,18.627,0.642,Marrakesh,Morocco,31.35N,7.54W
1896-06-01,23.691,0.573,Marrakesh,Morocco,31.35N,7.54W
1896-07-01,26.653000000000002,0.752,Marrakesh,Morocco,31.35N,7.54W
1896-08-01,25.656,0.96,Marrakesh,Morocco,31.35N,7.54W
1896-09-01,23.421,1.475,Marrakesh,Morocco,31.35N,7.54W
1896-10-01,16.713,0.81,Marrakesh,Morocco,31.35N,7.54W
1896-11-01,10.561,0.996,Marrakesh,Morocco,31.35N,7.54W
1896-12-01,8.386000000000001,0.948,Marrakesh,Morocco,31.35N,7.54W
1897-01-01,7.581,1.097,Marrakesh,Morocco,31.35N,7.54W
1897-02-01,9.981,1.236,Marrakesh,Morocco,31.35N,7.54W
1897-03-01,14.752,0.461,Marrakesh,Morocco,31.35N,7.54W
1897-04-01,16.557000000000002,1.02,Marrakesh,Morocco,31.35N,7.54W
1897-05-01,20.008000000000006,0.575,Marrakesh,Morocco,31.35N,7.54W
1897-06-01,24.82,0.8440000000000001,Marrakesh,Morocco,31.35N,7.54W
1897-07-01,27.598000000000003,1.3119999999999998,Marrakesh,Morocco,31.35N,7.54W
1897-08-01,28.174,1.955,Marrakesh,Morocco,31.35N,7.54W
1897-09-01,22.86,1.392,Marrakesh,Morocco,31.35N,7.54W
1897-10-01,18.817,0.47,Marrakesh,Morocco,31.35N,7.54W
1897-11-01,13.392,1.0,Marrakesh,Morocco,31.35N,7.54W
1897-12-01,8.921999999999997,0.499,Marrakesh,Morocco,31.35N,7.54W
1898-01-01,8.503,0.833,Marrakesh,Morocco,31.35N,7.54W
1898-02-01,10.927,0.696,Marrakesh,Morocco,31.35N,7.54W
1898-03-01,12.972999999999999,1.112,Marrakesh,Morocco,31.35N,7.54W
1898-04-01,15.283,0.787,Marrakesh,Morocco,31.35N,7.54W
1898-05-01,19.249,0.5489999999999999,Marrakesh,Morocco,31.35N,7.54W
1898-06-01,23.799,0.436,Marrakesh,Morocco,31.35N,7.54W
1898-07-01,26.965,0.5820000000000001,Marrakesh,Morocco,31.35N,7.54W
1898-08-01,26.813000000000002,0.45799999999999996,Marrakesh,Morocco,31.35N,7.54W
1898-09-01,23.593000000000004,0.7609999999999999,Marrakesh,Morocco,31.35N,7.54W
1898-10-01,18.296,0.5429999999999999,Marrakesh,Morocco,31.35N,7.54W
1898-11-01,12.577,0.746,Marrakesh,Morocco,31.35N,7.54W
1898-12-01,8.703,0.718,Marrakesh,Morocco,31.35N,7.54W
1899-01-01,8.865,0.649,Marrakesh,Morocco,31.35N,7.54W
1899-02-01,11.649000000000001,0.445,Marrakesh,Morocco,31.35N,7.54W
1899-03-01,13.8,0.637,Marrakesh,Morocco,31.35N,7.54W
1899-04-01,17.715,0.695,Marrakesh,Morocco,31.35N,7.54W
1899-05-01,20.396,0.833,Marrakesh,Morocco,31.35N,7.54W
1899-06-01,23.231,0.892,Marrakesh,Morocco,31.35N,7.54W
1899-07-01,27.378,0.568,Marrakesh,Morocco,31.35N,7.54W
1899-08-01,27.369,0.6829999999999999,Marrakesh,Morocco,31.35N,7.54W
1899-09-01,23.904,0.9640000000000001,Marrakesh,Morocco,31.35N,7.54W
1899-10-01,20.392,0.442,Marrakesh,Morocco,31.35N,7.54W
1899-11-01,14.185,0.821,Marrakesh,Morocco,31.35N,7.54W
1899-12-01,9.709,0.527,Marrakesh,Morocco,31.35N,7.54W
1900-01-01,8.081000000000001,0.462,Marrakesh,Morocco,31.35N,7.54W
1900-02-01,12.522,0.9109999999999999,Marrakesh,Morocco,31.35N,7.54W
1900-03-01,13.732999999999999,0.484,Marrakesh,Morocco,31.35N,7.54W
1900-04-01,16.323,0.508,Marrakesh,Morocco,31.35N,7.54W
1900-05-01,18.999,0.5429999999999999,Marrakesh,Morocco,31.35N,7.54W
1900-06-01,23.148000000000003,1.082,Marrakesh,Morocco,31.35N,7.54W
1900-07-01,26.726999999999997,0.6579999999999999,Marrakesh,Morocco,31.35N,7.54W
1900-08-01,26.326,0.7070000000000001,Marrakesh,Morocco,31.35N,7.54W
1900-09-01,23.377,0.45799999999999996,Marrakesh,Morocco,31.35N,7.54W
1900-10-01,18.644000000000002,0.7040000000000001,Marrakesh,Morocco,31.35N,7.54W
1900-11-01,12.273,0.669,Marrakesh,Morocco,31.35N,7.54W
1900-12-01,9.125,0.703,Marrakesh,Morocco,31.35N,7.54W
1901-01-01,9.221,0.8320000000000001,Marrakesh,Morocco,31.35N,7.54W
1901-02-01,10.745999999999999,0.68,Marrakesh,Morocco,31.35N,7.54W
1901-03-01,13.001,0.634,Marrakesh,Morocco,31.35N,7.54W
1901-04-01,17.715,1.072,Marrakesh,Morocco,31.35N,7.54W
1901-05-01,19.71,0.995,Marrakesh,Morocco,31.35N,7.54W
1901-06-01,24.526,0.8640000000000001,Marrakesh,Morocco,31.35N,7.54W
1901-07-01,26.462,0.72,Marrakesh,Morocco,31.35N,7.54W
1901-08-01,27.324,1.125,Marrakesh,Morocco,31.35N,7.54W
1901-09-01,22.022,0.833,Marrakesh,Morocco,31.35N,7.54W
1901-10-01,16.28,0.595,Marrakesh,Morocco,31.35N,7.54W
1901-11-01,13.494000000000002,1.48,Marrakesh,Morocco,31.35N,7.54W
1901-12-01,8.482999999999999,1.0390000000000001,Marrakesh,Morocco,31.35N,7.54W
1902-01-01,8.950000000000003,0.69,Marrakesh,Morocco,31.35N,7.54W
1902-02-01,11.695,0.66,Marrakesh,Morocco,31.35N,7.54W
1902-03-01,14.015999999999998,0.728,Marrakesh,Morocco,31.35N,7.54W
1902-04-01,16.628,0.672,Marrakesh,Morocco,31.35N,7.54W
1902-05-01,19.125999999999998,0.838,Marrakesh,Morocco,31.35N,7.54W
1902-06-01,22.463,1.2830000000000001,Marrakesh,Morocco,31.35N,7.54W
1902-07-01,26.248,0.971,Marrakesh,Morocco,31.35N,7.54W
1902-08-01,27.156999999999996,1.4369999999999998,Marrakesh,Morocco,31.35N,7.54W
1902-09-01,22.41,0.423,Marrakesh,Morocco,31.35N,7.54W
1902-10-01,17.067,0.395,Marrakesh,Morocco,31.35N,7.54W
1902-11-01,12.79,0.386,Marrakesh,Morocco,31.35N,7.54W
1902-12-01,9.082,0.841,Marrakesh,Morocco,31.35N,7.54W
1903-01-01,8.814,1.1320000000000001,Marrakesh,Morocco,31.35N,7.54W
1903-02-01,11.648,1.54,Marrakesh,Morocco,31.35N,7.54W
1903-03-01,14.298,0.846,Marrakesh,Morocco,31.35N,7.54W
1903-04-01,16.081,0.48700000000000004,Marrakesh,Morocco,31.35N,7.54W
1903-05-01,18.027,0.8420000000000001,Marrakesh,Morocco,31.35N,7.54W
1903-06-01,22.272,1.207,Marrakesh,Morocco,31.35N,7.54W
1903-07-01,26.379,0.51,Marrakesh,Morocco,31.35N,7.54W
1903-08-01,26.733,1.6019999999999999,Marrakesh,Morocco,31.35N,7.54W
1903-09-01,21.892,0.629,Marrakesh,Morocco,31.35N,7.54W
1903-10-01,18.516,1.51,Marrakesh,Morocco,31.35N,7.54W
1903-11-01,12.525,0.5529999999999999,Marrakesh,Morocco,31.35N,7.54W
1903-12-01,7.963999999999999,0.9590000000000001,Marrakesh,Morocco,31.35N,7.54W
1904-01-01,7.280000000000001,1.205,Marrakesh,Morocco,31.35N,7.54W
1904-02-01,9.762,0.963,Marrakesh,Morocco,31.35N,7.54W
1904-03-01,11.312,1.41,Marrakesh,Morocco,31.35N,7.54W
1904-04-01,15.189,0.518,Marrakesh,Morocco,31.35N,7.54W
1904-05-01,20.303,0.758,Marrakesh,Morocco,31.35N,7.54W
1904-06-01,23.434,0.89,Marrakesh,Morocco,31.35N,7.54W
1904-07-01,26.821,1.314,Marrakesh,Morocco,31.35N,7.54W
1904-08-01,27.026,1.2109999999999999,Marrakesh,Morocco,31.35N,7.54W
1904-09-01,22.283,0.998,Marrakesh,Morocco,31.35N,7.54W
1904-10-01,18.903,0.675,Marrakesh,Morocco,31.35N,7.54W
1904-11-01,14.280999999999999,0.606,Marrakesh,Morocco,31.35N,7.54W
1904-12-01,9.955,0.555,Marrakesh,Morocco,31.35N,7.54W
1905-01-01,8.721,1.081,Marrakesh,Morocco,31.35N,7.54W
1905-02-01,9.819,1.034,Marrakesh,Morocco,31.35N,7.54W
1905-03-01,14.449000000000002,1.256,Marrakesh,Morocco,31.35N,7.54W
1905-04-01,17.44,1.193,Marrakesh,Morocco,31.35N,7.54W
1905-05-01,19.301,0.47700000000000004,Marrakesh,Morocco,31.35N,7.54W
1905-06-01,23.411,0.7170000000000001,Marrakesh,Morocco,31.35N,7.54W
1905-07-01,26.185,1.077,Marrakesh,Morocco,31.35N,7.54W
1905-08-01,26.636,0.563,Marrakesh,Morocco,31.35N,7.54W
1905-09-01,22.675,0.5529999999999999,Marrakesh,Morocco,31.35N,7.54W
1905-10-01,18.192,0.625,Marrakesh,Morocco,31.35N,7.54W
1905-11-01,12.804,0.5429999999999999,Marrakesh,Morocco,31.35N,7.54W
1905-12-01,8.453,0.7090000000000001,Marrakesh,Morocco,31.35N,7.54W
1906-01-01,8.343,0.805,Marrakesh,Morocco,31.35N,7.54W
1906-02-01,8.741999999999999,0.442,Marrakesh,Morocco,31.35N,7.54W
1906-03-01,13.362,0.297,Marrakesh,Morocco,31.35N,7.54W
1906-04-01,14.957,1.265,Marrakesh,Morocco,31.35N,7.54W
1906-05-01,18.854000000000006,0.621,Marrakesh,Morocco,31.35N,7.54W
1906-06-01,23.513,1.462,Marrakesh,Morocco,31.35N,7.54W
1906-07-01,26.98,1.103,Marrakesh,Morocco,31.35N,7.54W
1906-08-01,26.756,0.568,Marrakesh,Morocco,31.35N,7.54W
1906-09-01,22.998,0.537,Marrakesh,Morocco,31.35N,7.54W
1906-10-01,19.304000000000002,1.386,Marrakesh,Morocco,31.35N,7.54W
1906-11-01,12.981000000000002,0.6779999999999999,Marrakesh,Morocco,31.35N,7.54W
1906-12-01,7.611999999999999,0.732,Marrakesh,Morocco,31.35N,7.54W
1907-01-01,7.1160000000000005,1.0070000000000001,Marrakesh,Morocco,31.35N,7.54W
1907-02-01,8.28,0.42700000000000005,Marrakesh,Morocco,31.35N,7.54W
1907-03-01,12.913,0.6829999999999999,Marrakesh,Morocco,31.35N,7.54W
1907-04-01,15.63,0.524,Marrakesh,Morocco,31.35N,7.54W
1907-05-01,18.887,0.767,Marrakesh,Morocco,31.35N,7.54W
1907-06-01,24.285,1.6280000000000001,Marrakesh,Morocco,31.35N,7.54W
1907-07-01,25.531,1.078,Marrakesh,Morocco,31.35N,7.54W
1907-08-01,26.605999999999998,0.905,Marrakesh,Morocco,31.35N,7.54W
1907-09-01,23.264,1.088,Marrakesh,Morocco,31.35N,7.54W
1907-10-01,16.884999999999998,0.688,Marrakesh,Morocco,31.35N,7.54W
1907-11-01,12.457,0.659,Marrakesh,Morocco,31.35N,7.54W
1907-12-01,9.388,0.68,Marrakesh,Morocco,31.35N,7.54W
1908-01-01,8.394,0.9590000000000001,Marrakesh,Morocco,31.35N,7.54W
1908-02-01,9.82,1.27,Marrakesh,Morocco,31.35N,7.54W
1908-03-01,12.645,0.887,Marrakesh,Morocco,31.35N,7.54W
1908-04-01,14.68,0.8959999999999999,Marrakesh,Morocco,31.35N,7.54W
1908-05-01,19.587000000000003,0.721,Marrakesh,Morocco,31.35N,7.54W
1908-06-01,23.359,0.67,Marrakesh,Morocco,31.35N,7.54W
1908-07-01,26.314,0.287,Marrakesh,Morocco,31.35N,7.54W
1908-08-01,26.25,0.478,Marrakesh,Morocco,31.35N,7.54W
1908-09-01,23.289,0.455,Marrakesh,Morocco,31.35N,7.54W
1908-10-01,18.802,1.045,Marrakesh,Morocco,31.35N,7.54W
1908-11-01,14.382,0.49700000000000005,Marrakesh,Morocco,31.35N,7.54W
1908-12-01,9.59,0.7,Marrakesh,Morocco,31.35N,7.54W
1909-01-01,6.9780000000000015,0.614,Marrakesh,Morocco,31.35N,7.54W
1909-02-01,10.032,0.727,Marrakesh,Morocco,31.35N,7.54W
1909-03-01,12.967,0.648,Marrakesh,Morocco,31.35N,7.54W
1909-04-01,15.994000000000002,0.442,Marrakesh,Morocco,31.35N,7.54W
1909-05-01,19.498,0.537,Marrakesh,Morocco,31.35N,7.54W
1909-06-01,22.066999999999997,0.784,Marrakesh,Morocco,31.35N,7.54W
1909-07-01,26.964000000000002,1.686,Marrakesh,Morocco,31.35N,7.54W
1909-08-01,26.873,1.621,Marrakesh,Morocco,31.35N,7.54W
1909-09-01,22.33,0.716,Marrakesh,Morocco,31.35N,7.54W
1909-10-01,18.702,1.406,Marrakesh,Morocco,31.35N,7.54W
1909-11-01,13.767999999999999,0.5760000000000001,Marrakesh,Morocco,31.35N,7.54W
1909-12-01,10.835,1.646,Marrakesh,Morocco,31.35N,7.54W
1910-01-01,8.793000000000001,1.112,Marrakesh,Morocco,31.35N,7.54W
1910-02-01,11.322000000000001,1.729,Marrakesh,Morocco,31.35N,7.54W
1910-03-01,12.814,0.731,Marrakesh,Morocco,31.35N,7.54W
1910-04-01,15.467,0.682,Marrakesh,Morocco,31.35N,7.54W
1910-05-01,17.969,0.47200000000000003,Marrakesh,Morocco,31.35N,7.54W
1910-06-01,23.008000000000003,1.274,Marrakesh,Morocco,31.35N,7.54W
1910-07-01,26.435,0.961,Marrakesh,Morocco,31.35N,7.54W
1910-08-01,25.819000000000003,0.578,Marrakesh,Morocco,31.35N,7.54W
1910-09-01,22.729,0.569,Marrakesh,Morocco,31.35N,7.54W
1910-10-01,18.102999999999998,0.8490000000000001,Marrakesh,Morocco,31.35N,7.54W
1910-11-01,13.575,1.126,Marrakesh,Morocco,31.35N,7.54W
1910-12-01,9.183,1.2409999999999999,Marrakesh,Morocco,31.35N,7.54W
1911-01-01,6.3130000000000015,0.61,Marrakesh,Morocco,31.35N,7.54W
1911-02-01,9.872,1.39,Marrakesh,Morocco,31.35N,7.54W
1911-03-01,12.033,1.653,Marrakesh,Morocco,31.35N,7.54W
1911-04-01,15.123,1.169,Marrakesh,Morocco,31.35N,7.54W
1911-05-01,18.000999999999998,1.1440000000000001,Marrakesh,Morocco,31.35N,7.54W
1911-06-01,22.391,0.7040000000000001,Marrakesh,Morocco,31.35N,7.54W
1911-07-01,26.053,0.8440000000000001,Marrakesh,Morocco,31.35N,7.54W
1911-08-01,27.151,1.3730000000000002,Marrakesh,Morocco,31.35N,7.54W
1911-09-01,23.464000000000002,1.386,Marrakesh,Morocco,31.35N,7.54W
1911-10-01,18.998,1.138,Marrakesh,Morocco,31.35N,7.54W
1911-11-01,12.665,0.787,Marrakesh,Morocco,31.35N,7.54W
1911-12-01,10.643,1.189,Marrakesh,Morocco,31.35N,7.54W
1912-01-01,8.323,1.087,Marrakesh,Morocco,31.35N,7.54W
1912-02-01,13.075,0.804,Marrakesh,Morocco,31.35N,7.54W
1912-03-01,14.82,0.52,Marrakesh,Morocco,31.35N,7.54W
1912-04-01,14.909,1.052,Marrakesh,Morocco,31.35N,7.54W
1912-05-01,20.500999999999998,0.9640000000000001,Marrakesh,Morocco,31.35N,7.54W
1912-06-01,23.284000000000002,1.324,Marrakesh,Morocco,31.35N,7.54W
1912-07-01,24.275,2.765,Marrakesh,Morocco,31.35N,7.54W
1912-08-01,25.885,0.754,Marrakesh,Morocco,31.35N,7.54W
1912-09-01,22.171,0.507,Marrakesh,Morocco,31.35N,7.54W
1912-10-01,16.938,0.67,Marrakesh,Morocco,31.35N,7.54W
1912-11-01,12.925,1.482,Marrakesh,Morocco,31.35N,7.54W
1912-12-01,8.274,0.645,Marrakesh,Morocco,31.35N,7.54W
1913-01-01,9.506,0.7829999999999999,Marrakesh,Morocco,31.35N,7.54W
1913-02-01,11.295,1.077,Marrakesh,Morocco,31.35N,7.54W
1913-03-01,13.985,0.633,Marrakesh,Morocco,31.35N,7.54W
1913-04-01,15.165,0.466,Marrakesh,Morocco,31.35N,7.54W
1913-05-01,19.340000000000003,1.0070000000000001,Marrakesh,Morocco,31.35N,7.54W
1913-06-01,24.381,2.148,Marrakesh,Morocco,31.35N,7.54W
1913-07-01,26.492,0.871,Marrakesh,Morocco,31.35N,7.54W
1913-08-01,25.983,0.561,Marrakesh,Morocco,31.35N,7.54W
1913-09-01,22.46,0.5479999999999999,Marrakesh,Morocco,31.35N,7.54W
1913-10-01,18.633,0.828,Marrakesh,Morocco,31.35N,7.54W
1913-11-01,14.324000000000002,1.093,Marrakesh,Morocco,31.35N,7.54W
1913-12-01,9.451,0.65,Marrakesh,Morocco,31.35N,7.54W
1914-01-01,7.189000000000001,1.7990000000000002,Marrakesh,Morocco,31.35N,7.54W
1914-02-01,9.63,2.866,Marrakesh,Morocco,31.35N,7.54W
1914-03-01,13.302,0.961,Marrakesh,Morocco,31.35N,7.54W
1914-04-01,15.918,0.982,Marrakesh,Morocco,31.35N,7.54W
1914-05-01,19.713,0.529,Marrakesh,Morocco,31.35N,7.54W
1914-06-01,21.829,2.1069999999999998,Marrakesh,Morocco,31.35N,7.54W
1914-07-01,26.481,0.88,Marrakesh,Morocco,31.35N,7.54W
1914-08-01,26.721999999999998,0.935,Marrakesh,Morocco,31.35N,7.54W
1914-09-01,23.497,0.9570000000000001,Marrakesh,Morocco,31.35N,7.54W
1914-10-01,18.151,0.9359999999999999,Marrakesh,Morocco,31.35N,7.54W
1914-11-01,12.763000000000002,0.637,Marrakesh,Morocco,31.35N,7.54W
1914-12-01,8.513,1.7919999999999998,Marrakesh,Morocco,31.35N,7.54W
1915-01-01,7.775,0.7040000000000001,Marrakesh,Morocco,31.35N,7.54W
1915-02-01,10.679,0.743,Marrakesh,Morocco,31.35N,7.54W
1915-03-01,14.113,0.7,Marrakesh,Morocco,31.35N,7.54W
1915-04-01,15.117,0.693,Marrakesh,Morocco,31.35N,7.54W
1915-05-01,19.581000000000003,0.586,Marrakesh,Morocco,31.35N,7.54W
1915-06-01,23.669,0.742,Marrakesh,Morocco,31.35N,7.54W
1915-07-01,27.433000000000003,0.578,Marrakesh,Morocco,31.35N,7.54W
1915-08-01,27.425,0.594,Marrakesh,Morocco,31.35N,7.54W
1915-09-01,22.806,0.64,Marrakesh,Morocco,31.35N,7.54W
1915-10-01,17.057000000000002,0.745,Marrakesh,Morocco,31.35N,7.54W
1915-11-01,13.302,0.645,Marrakesh,Morocco,31.35N,7.54W
1915-12-01,9.224,0.53,Marrakesh,Morocco,31.35N,7.54W
1916-01-01,8.177000000000001,0.767,Marrakesh,Morocco,31.35N,7.54W
1916-02-01,10.269,0.86,Marrakesh,Morocco,31.35N,7.54W
1916-03-01,12.472999999999999,0.77,Marrakesh,Morocco,31.35N,7.54W
1916-04-01,15.285,0.768,Marrakesh,Morocco,31.35N,7.54W
1916-05-01,18.802000000000003,0.6779999999999999,Marrakesh,Morocco,31.35N,7.54W
1916-06-01,23.248,0.43799999999999994,Marrakesh,Morocco,31.35N,7.54W
1916-07-01,26.29,0.508,Marrakesh,Morocco,31.35N,7.54W
1916-08-01,26.489,0.7440000000000001,Marrakesh,Morocco,31.35N,7.54W
1916-09-01,22.87,0.619,Marrakesh,Morocco,31.35N,7.54W
1916-10-01,18.437,0.581,Marrakesh,Morocco,31.35N,7.54W
1916-11-01,12.847999999999999,1.149,Marrakesh,Morocco,31.35N,7.54W
1916-12-01,10.068,0.745,Marrakesh,Morocco,31.35N,7.54W
1917-01-01,8.035,0.777,Marrakesh,Morocco,31.35N,7.54W
