9999999999998,0.426,Amol,Iran,36.17N,51.71E
1935-07-01,24.43,0.782,Amol,Iran,36.17N,51.71E
1935-08-01,26.206999999999997,0.43,Amol,Iran,36.17N,51.71E
1935-09-01,22.344,0.7809999999999999,Amol,Iran,36.17N,51.71E
1935-10-01,16.502,0.547,Amol,Iran,36.17N,51.71E
1935-11-01,8.161999999999999,0.6579999999999999,Amol,Iran,36.17N,51.71E
1935-12-01,4.923,0.617,Amol,Iran,36.17N,51.71E
1936-01-01,1.7590000000000001,0.61,Amol,Iran,36.17N,51.71E
1936-02-01,3.615,0.452,Amol,Iran,36.17N,51.71E
1936-03-01,5.182,0.61,Amol,Iran,36.17N,51.71E
1936-04-01,11.913,0.708,Amol,Iran,36.17N,51.71E
1936-05-01,16.580000000000002,0.425,Amol,Iran,36.17N,51.71E
1936-06-01,22.058000000000003,0.45799999999999996,Amol,Iran,36.17N,51.71E
1936-07-01,25.669,0.746,Amol,Iran,36.17N,51.71E
1936-08-01,25.264,0.9470000000000001,Amol,Iran,36.17N,51.71E
1936-09-01,20.268,0.29,Amol,Iran,36.17N,51.71E
1936-10-01,16.152,0.588,Amol,Iran,36.17N,51.71E
1936-11-01,10.399000000000001,0.384,Amol,Iran,36.17N,51.71E
1936-12-01,3.17,0.693,Amol,Iran,36.17N,51.71E
1937-01-01,-0.07500000000000018,0.946,Amol,Iran,36.17N,51.71E
1937-02-01,2.9589999999999996,0.684,Amol,Iran,36.17N,51.71E
1937-03-01,5.555999999999999,0.48200000000000004,Amol,Iran,36.17N,51.71E
1937-04-01,10.73,0.5479999999999999,Amol,Iran,36.17N,51.71E
1937-05-01,16.942999999999998,0.466,Amol,Iran,36.17N,51.71E
1937-06-01,20.619,0.73,Amol,Iran,36.17N,51.71E
1937-07-01,25.925,0.59,Amol,Iran,36.17N,51.71E
1937-08-01,26.273000000000003,0.483,Amol,Iran,36.17N,51.71E
1937-09-01,22.098000000000003,0.363,Amol,Iran,36.17N,51.71E
1937-10-01,16.309,0.249,Amol,Iran,36.17N,51.71E
1937-11-01,9.977,0.511,Amol,Iran,36.17N,51.71E
1937-12-01,4.808,0.613,Amol,Iran,36.17N,51.71E
1938-01-01,3.65,0.8490000000000001,Amol,Iran,36.17N,51.71E
1938-02-01,4.391,0.557,Amol,Iran,36.17N,51.71E
1938-03-01,5.097,0.884,Amol,Iran,36.17N,51.71E
1938-04-01,12.52,0.5670000000000001,Amol,Iran,36.17N,51.71E
1938-05-01,17.255,0.433,Amol,Iran,36.17N,51.71E
1938-06-01,21.506,0.469,Amol,Iran,36.17N,51.71E
1938-07-01,25.749000000000002,1.463,Amol,Iran,36.17N,51.71E
1938-08-01,25.046999999999997,0.5720000000000001,Amol,Iran,36.17N,51.71E
1938-09-01,21.923000000000002,0.66,Amol,Iran,36.17N,51.71E
1938-10-01,14.92,0.376,Amol,Iran,36.17N,51.71E
1938-11-01,9.59,0.342,Amol,Iran,36.17N,51.71E
1938-12-01,3.95,0.573,Amol,Iran,36.17N,51.71E
1939-01-01,2.763,0.629,Amol,Iran,36.17N,51.71E
1939-02-01,3.378,0.467,Amol,Iran,36.17N,51.71E
1939-03-01,6.4670000000000005,0.9790000000000001,Amol,Iran,36.17N,51.71E
1939-04-01,10.216000000000001,1.015,Amol,Iran,36.17N,51.71E
1939-05-01,18.255,0.606,Amol,Iran,36.17N,51.71E
1939-06-01,23.403,0.5589999999999999,Amol,Iran,36.17N,51.71E
1939-07-01,25.1,1.031,Amol,Iran,36.17N,51.71E
1939-08-01,24.458000000000002,1.242,Amol,Iran,36.17N,51.71E
1939-09-01,20.225,0.4,Amol,Iran,36.17N,51.71E
1939-10-01,15.347,0.319,Amol,Iran,36.17N,51.71E
1939-11-01,9.422,0.33899999999999997,Amol,Iran,36.17N,51.71E
1939-12-01,5.907,0.5870000000000001,Amol,Iran,36.17N,51.71E
1940-01-01,1.871,0.618,Amol,Iran,36.17N,51.71E
1940-02-01,3.971,0.451,Amol,Iran,36.17N,51.71E
1940-03-01,5.396,1.195,Amol,Iran,36.17N,51.71E
1940-04-01,13.312999999999999,0.526,Amol,Iran,36.17N,51.71E
1940-05-01,16.52,0.562,Amol,Iran,36.17N,51.71E
1940-06-01,22.575000000000006,0.65,Amol,Iran,36.17N,51.71E
1940-07-01,25.546999999999997,0.377,Amol,Iran,36.17N,51.71E
1940-08-01,25.49,0.568,Amol,Iran,36.17N,51.71E
1940-09-01,21.686,0.445,Amol,Iran,36.17N,51.71E
1940-10-01,15.767,0.184,Amol,Iran,36.17N,51.71E
1940-11-01,10.671,0.3,Amol,Iran,36.17N,51.71E
1940-12-01,6.513,0.498,Amol,Iran,36.17N,51.71E
1941-01-01,2.648,0.493,Amol,Iran,36.17N,51.71E
1941-02-01,6.084,0.9179999999999999,Amol,Iran,36.17N,51.71E
1941-03-01,7.6370000000000005,0.456,Amol,Iran,36.17N,51.71E
1941-04-01,11.966,0.366,Amol,Iran,36.17N,51.71E
1941-05-01,19.083,0.5720000000000001,Amol,Iran,36.17N,51.71E
1941-06-01,23.278,0.38799999999999996,Amol,Iran,36.17N,51.71E
1941-07-01,25.486,0.826,Amol,Iran,36.17N,51.71E
1941-08-01,24.428,0.747,Amol,Iran,36.17N,51.71E
1941-09-01,21.474,0.396,Amol,Iran,36.17N,51.71E
1941-10-01,14.352,0.489,Amol,Iran,36.17N,51.71E
1941-11-01,8.803999999999998,0.615,Amol,Iran,36.17N,51.71E
1941-12-01,2.9159999999999995,0.511,Amol,Iran,36.17N,51.71E
1942-01-01,2.334,0.628,Amol,Iran,36.17N,51.71E
1942-02-01,2.638,0.434,Amol,Iran,36.17N,51.71E
1942-03-01,6.002999999999999,1.064,Amol,Iran,36.17N,51.71E
1942-04-01,10.773,0.382,Amol,Iran,36.17N,51.71E
1942-05-01,18.262,0.42700000000000005,Amol,Iran,36.17N,51.71E
1942-06-01,23.026,0.319,Amol,Iran,36.17N,51.71E
1942-07-01,25.134,0.47700000000000004,Amol,Iran,36.17N,51.71E
1942-08-01,24.827,0.345,Amol,Iran,36.17N,51.71E
1942-09-01,20.356,0.409,Amol,Iran,36.17N,51.71E
1942-10-01,16.197,0.34299999999999997,Amol,Iran,36.17N,51.71E
1942-11-01,10.51,0.7290000000000001,Amol,Iran,36.17N,51.71E
1942-12-01,3.875,0.627,Amol,Iran,36.17N,51.71E
1943-01-01,1.3009999999999995,0.445,Amol,Iran,36.17N,51.71E
1943-02-01,1.595,0.35600000000000004,Amol,Iran,36.17N,51.71E
1943-03-01,3.403,0.755,Amol,Iran,36.17N,51.71E
1943-04-01,10.879000000000001,0.721,Amol,Iran,36.17N,51.71E
1943-05-01,17.423000000000002,0.414,Amol,Iran,36.17N,51.71E
1943-06-01,21.025,0.405,Amol,Iran,36.17N,51.71E
1943-07-01,25.226999999999997,0.209,Amol,Iran,36.17N,51.71E
1943-08-01,25.191999999999997,0.49,Amol,Iran,36.17N,51.71E
1943-09-01,20.219,0.76,Amol,Iran,36.17N,51.71E
1943-10-01,15.659,0.324,Amol,Iran,36.17N,51.71E
1943-11-01,8.710999999999999,1.247,Amol,Iran,36.17N,51.71E
1943-12-01,5.0760000000000005,0.746,Amol,Iran,36.17N,51.71E
1944-01-01,2.826,0.777,Amol,Iran,36.17N,51.71E
1944-02-01,4.827,1.166,Amol,Iran,36.17N,51.71E
1944-03-01,10.183,0.295,Amol,Iran,36.17N,51.71E
1944-04-01,12.158,0.6409999999999999,Amol,Iran,36.17N,51.71E
1944-05-01,18.256,0.892,Amol,Iran,36.17N,51.71E
1944-06-01,23.389000000000006,1.2229999999999999,Amol,Iran,36.17N,51.71E
1944-07-01,26.393,1.349,Amol,Iran,36.17N,51.71E
1944-08-01,24.718000000000004,0.8759999999999999,Amol,Iran,36.17N,51.71E
1944-09-01,20.838,0.41100000000000003,Amol,Iran,36.17N,51.71E
1944-10-01,15.665999999999999,0.625,Amol,Iran,36.17N,51.71E
1944-11-01,9.151,0.528,Amol,Iran,36.17N,51.71E
1944-12-01,-0.7160000000000002,0.708,Amol,Iran,36.17N,51.71E
1945-01-01,0.29899999999999993,1.444,Amol,Iran,36.17N,51.71E
1945-02-01,1.13,0.721,Amol,Iran,36.17N,51.71E
1945-03-01,5.145,0.51,Amol,Iran,36.17N,51.71E
1945-04-01,11.21,0.71,Amol,Iran,36.17N,51.71E
1945-05-01,16.198,0.335,Amol,Iran,36.17N,51.71E
1945-06-01,20.925,0.773,Amol,Iran,36.17N,51.71E
1945-07-01,24.95,0.5710000000000001,Amol,Iran,36.17N,51.71E
1945-08-01,25.501,1.188,Amol,Iran,36.17N,51.71E
1945-09-01,21.204,0.434,Amol,Iran,36.17N,51.71E
1945-10-01,16.144000000000002,0.879,Amol,Iran,36.17N,51.71E
1945-11-01,7.889999999999999,0.615,Amol,Iran,36.17N,51.71E
1945-12-01,3.3229999999999995,0.562,Amol,Iran,36.17N,51.71E
1946-01-01,0.9419999999999996,0.647,Amol,Iran,36.17N,51.71E
1946-02-01,4.533,0.494,Amol,Iran,36.17N,51.71E
1946-03-01,7.119,0.27699999999999997,Amol,Iran,36.17N,51.71E
1946-04-01,11.415,0.41200000000000003,Amol,Iran,36.17N,51.71E
1946-05-01,18.477,0.444,Amol,Iran,36.17N,51.71E
1946-06-01,21.705,0.386,Amol,Iran,36.17N,51.71E
1946-07-01,24.03,0.282,Amol,Iran,36.17N,51.71E
1946-08-01,24.106,0.313,Amol,Iran,36.17N,51.71E
1946-09-01,21.678,0.34299999999999997,Amol,Iran,36.17N,51.71E
1946-10-01,14.624,0.243,Amol,Iran,36.17N,51.71E
1946-11-01,8.537999999999998,0.563,Amol,Iran,36.17N,51.71E
1946-12-01,1.0929999999999995,0.569,Amol,Iran,36.17N,51.71E
1947-01-01,3.179,0.995,Amol,Iran,36.17N,51.71E
1947-02-01,3.162,1.043,Amol,Iran,36.17N,51.71E
1947-03-01,8.477,1.01,Amol,Iran,36.17N,51.71E
1947-04-01,12.277999999999999,0.903,Amol,Iran,36.17N,51.71E
1947-05-01,16.98,0.511,Amol,Iran,36.17N,51.71E
1947-06-01,21.596999999999998,0.442,Amol,Iran,36.17N,51.71E
1947-07-01,25.552,0.244,Amol,Iran,36.17N,51.71E
1947-08-01,24.089000000000002,0.536,Amol,Iran,36.17N,51.71E
1947-09-01,19.994,0.23399999999999999,Amol,Iran,36.17N,51.71E
1947-10-01,15.775,0.342,Amol,Iran,36.17N,51.71E
1947-11-01,11.23,0.517,Amol,Iran,36.17N,51.71E
1947-12-01,5.346,0.579,Amol,Iran,36.17N,51.71E
1948-01-01,4.526999999999999,0.355,Amol,Iran,36.17N,51.71E
1948-02-01,4.952,0.7040000000000001,Amol,Iran,36.17N,51.71E
1948-03-01,5.289,0.429,Amol,Iran,36.17N,51.71E
1948-04-01,9.869,0.52,Amol,Iran,36.17N,51.71E
1948-05-01,18.362,0.45,Amol,Iran,36.17N,51.71E
1948-06-01,23.430999999999997,0.664,Amol,Iran,36.17N,51.71E
1948-07-01,25.764,0.267,Amol,Iran,36.17N,51.71E
1948-08-01,24.714000000000002,0.289,Amol,Iran,36.17N,51.71E
1948-09-01,20.092,0.27399999999999997,Amol,Iran,36.17N,51.71E
1948-10-01,13.599,0.6779999999999999,Amol,Iran,36.17N,51.71E
1948-11-01,8.25,0.45399999999999996,Amol,Iran,36.17N,51.71E
1948-12-01,0.9779999999999998,0.374,Amol,Iran,36.17N,51.71E
1949-01-01,-0.6260000000000003,1.005,Amol,Iran,36.17N,51.71E
1949-02-01,0.9440000000000001,0.467,Amol,Iran,36.17N,51.71E
1949-03-01,5.174,0.966,Amol,Iran,36.17N,51.71E
1949-04-01,9.929,1.069,Amol,Iran,36.17N,51.71E
1949-05-01,16.267,0.909,Amol,Iran,36.17N,51.71E
1949-06-01,22.704,0.6759999999999999,Amol,Iran,36.17N,51.71E
1949-07-01,25.334,0.524,Amol,Iran,36.17N,51.71E
1949-08-01,23.876,1.202,Amol,Iran,36.17N,51.71E
1949-09-01,19.891,0.8420000000000001,Amol,Iran,36.17N,51.71E
1949-10-01,12.049000000000001,1.07,Amol,Iran,36.17N,51.71E
1949-11-01,8.324,0.45899999999999996,Amol,Iran,36.17N,51.71E
1949-12-01,3.536,1.462,Amol,Iran,36.17N,51.71E
1950-01-01,-1.7640000000000002,0.511,Amol,Iran,36.17N,51.71E
1950-02-01,-0.16100000000000006,1.022,Amol,Iran,36.17N,51.71E
1950-03-01,6.4510000000000005,0.816,Amol,Iran,36.17N,51.71E
1950-04-01,11.889000000000001,0.804,Amol,Iran,36.17N,51.71E
1950-05-01,18.246,0.376,Amol,Iran,36.17N,51.71E
1950-06-01,21.805,0.845,Amol,Iran,36.17N,51.71E
1950-07-01,24.965,0.8759999999999999,Amol,Iran,36.17N,51.71E
1950-08-01,23.766,0.7879999999999999,Amol,Iran,36.17N,51.71E
1950-09-01,20.35,0.659,Amol,Iran,36.17N,51.71E
1950-10-01,16.096,1.1079999999999999,Amol,Iran,36.17N,51.71E
1950-11-01,7.760999999999999,0.5479999999999999,Amol,Iran,36.17N,51.71E
1950-12-01,3.534,1.214,Amol,Iran,36.17N,51.71E
1951-01-01,2.225,1.042,Amol,Iran,36.17N,51.71E
1951-02-01,0.03900000000000015,0.405,Amol,Iran,36.17N,51.71E
1951-03-01,7.08,0.418,Amol,Iran,36.17N,51.71E
1951-04-01,12.286,0.721,Amol,Iran,36.17N,51.71E
1951-05-01,17.776,1.3330000000000002,Amol,Iran,36.17N,51.71E
1951-06-01,21.989,1.402,Amol,Iran,36.17N,51.71E
1951-07-01,25.177,0.731,Amol,Iran,36.17N,51.71E
1951-08-01,24.239,0.945,Amol,Iran,36.17N,51.71E
1951-09-01,21.264,0.428,Amol,Iran,36.17N,51.71E
1951-10-01,14.15,0.503,Amol,Iran,36.17N,51.71E
1951-11-01,8.956999999999997,1.59,Amol,Iran,36.17N,51.71E
1951-12-01,4.226,1.568,Amol,Iran,36.17N,51.71E
1952-01-01,2.303,1.18,Amol,Iran,36.17N,51.71E
1952-02-01,5.505,0.43700000000000006,Amol,Iran,36.17N,51.71E
1952-03-01,7.029,0.583,Amol,Iran,36.17N,51.71E
1952-04-01,11.120999999999999,0.67,Amol,Iran,36.17N,51.71E
1952-05-01,16.262999999999998,0.586,Amol,Iran,36.17N,51.71E
1952-06-01,20.559,0.5479999999999999,Amol,Iran,36.17N,51.71E
1952-07-01,24.546,0.466,Amol,Iran,36.17N,51.71E
1952-08-01,23.726,1.345,Amol,Iran,36.17N,51.71E
1952-09-01,20.737,0.48100000000000004,Amol,Iran,36.17N,51.71E
1952-10-01,16.424,0.376,Amol,Iran,36.17N,51.71E
1952-11-01,7.321999999999999,0.7190000000000001,Amol,Iran,36.17N,51.71E
1952-12-01,4.207,1.599,Amol,Iran,36.17N,51.71E
1953-01-01,4.698,1.09,Amol,Iran,36.17N,51.71E
1953-02-01,6.099,0.725,Amol,Iran,36.17N,51.71E
1953-03-01,5.2170000000000005,0.431,Amol,Iran,36.17N,51.71E
1953-04-01,11.457,0.42,Amol,Iran,36.17N,51.71E
1953-05-01,16.762999999999998,0.512,Amol,Iran,36.17N,51.71E
1953-06-01,21.430999999999997,1.9469999999999998,Amol,Iran,36.17N,51.71E
1953-07-01,24.62,0.425,Amol,Iran,36.17N,51.71E
1953-08-01,24.686,0.679,Amol,Iran,36.17N,51.71E
1953-09-01,20.441,0.486,Amol,Iran,36.17N,51.71E
1953-10-01,14.157,0.278,Amol,Iran,36.17N,51.71E
1953-11-01,6.619,0.21,Amol,Iran,36.17N,51.71E
1953-12-01,1.1829999999999998,0.602,Amol,Iran,36.17N,51.71E
1954-01-01,2.574,0.456,Amol,Iran,36.17N,51.71E
1954-02-01,2.126,1.37,Amol,Iran,36.17N,51.71E
1954-03-01,5.356999999999998,1.09,Amol,Iran,36.17N,51.71E
1954-04-01,10.29,0.8029999999999999,Amol,Iran,36.17N,51.71E
1954-05-01,17.863,0.35700000000000004,Amol,Iran,36.17N,51.71E
1954-06-01,22.183000000000003,0.792,Amol,Iran,36.17N,51.71E
1954-07-01,25.029,1.923,Amol,Iran,36.17N,51.71E
1954-08-01,24.199,2.275,Amol,Iran,36.17N,51.71E
1954-09-01,21.115,0.498,Amol,Iran,36.17N,51.71E
1954-10-01,15.8,0.9490000000000001,Amol,Iran,36.17N,51.71E
1954-11-01,8.956,0.9470000000000001,Amol,Iran,36.17N,51.71E
1954-12-01,4.69,0.506,Amol,Iran,36.17N,51.71E
1955-01-01,3.417,0.7509999999999999,Amol,Iran,36.17N,51.71E
1955-02-01,6.6610000000000005,1.058,Amol,Iran,36.17N,51.71E
1955-03-01,6.879,0.821,Amol,Iran,36.17N,51.71E
1955-04-01,11.714,0.36200000000000004,Amol,Iran,36.17N,51.71E
1955-05-01,16.426000000000002,1.3119999999999998,Amol,Iran,36.17N,51.71E
1955-06-01,21.842,0.5760000000000001,Amol,Iran,36.17N,51.71E
1955-07-01,25.349,0.5329999999999999,Amol,Iran,36.17N,51.71E
1955-08-01,25.261,0.981,Amol,Iran,36.17N,51.71E
1955-09-01,21.074,0.40700000000000003,Amol,Iran,36.17N,51.71E
1955-10-01,14.850999999999999,1.469,Amol,Iran,36.17N,51.71E
1955-11-01,10.306,0.507,Amol,Iran,36.17N,51.71E
1955-12-01,4.981,1.2770000000000001,Amol,Iran,36.17N,51.71E
1956-01-01,2.608,0.41100000000000003,Amol,Iran,36.17N,51.71E
1956-02-01,4.002,0.723,Amol,Iran,36.17N,51.71E
1956-03-01,5.178999999999999,0.6679999999999999,Amol,Iran,36.17N,51.71E
1956-04-01,11.401,0.5379999999999999,Amol,Iran,36.17N,51.71E
1956-05-01,16.034000000000002,0.971,Amol,Iran,36.17N,51.71E
1956-06-01,21.351999999999997,0.39299999999999996,Amol,Iran,36.17N,51.71E
1956-07-01,24.171,0.7879999999999999,Amol,Iran,36.17N,51.71E
1956-08-01,24.155,0.76,Amol,Iran,36.17N,51.71E
1956-09-01,19.643,0.628,Amol,Iran,36.17N,51.71E
1956-10-01,14.423,0.78,Amol,Iran,36.17N,51.71E
1956-11-01,9.603,0.68,Amol,Iran,36.17N,51.71E
1956-12-01,2.979,0.667,Amol,Iran,36.17N,51.71E
1957-01-01,-0.637,0.743,Amol,Iran,36.17N,51.71E
1957-02-01,3.438,0.64,Amol,Iran,36.17N,51.71E
1957-03-01,6.949,0.564,Amol,Iran,36.17N,51.71E
1957-04-01,10.464,1.247,Amol,Iran,36.17N,51.71E
1957-05-01,17.417,0.878,Amol,Iran,36.17N,51.71E
1957-06-01,20.579,1.216,Amol,Iran,36.17N,51.71E
1957-07-01,23.736,0.363,Amol,Iran,36.17N,51.71E
1957-08-01,23.659000000000002,0.599,Amol,Iran,36.17N,51.71E
1957-09-01,21.631,0.7070000000000001,Amol,Iran,36.17N,51.71E
1957-10-01,14.118,0.6609999999999999,Amol,Iran,36.17N,51.71E
1957-11-01,7.4129999999999985,0.691,Amol,Iran,36.17N,51.71E
1957-12-01,4.239,1.436,Amol,Iran,36.17N,51.71E
1958-01-01,4.715999999999998,0.32899999999999996,Amol,Iran,36.17N,51.71E
1958-02-01,4.831,0.652,Amol,Iran,36.17N,51.71E
1958-03-01,9.564,0.289,Amol,Iran,36.17N,51.71E
1958-04-01,12.944,0.8590000000000001,Amol,Iran,36.17N,51.71E
1958-05-01,18.124000000000002,0.6679999999999999,Amol,Iran,36.17N,51.71E
1958-06-01,22.15,0.495,Amol,Iran,36.17N,51.71E
1958-07-01,24.355,0.484,Amol,Iran,36.17N,51.71E
1958-08-01,24.285,0.45799999999999996,Amol,Iran,36.17N,51.71E
1958-09-01,20.416,0.462,Amol,Iran,36.17N,51.71E
1958-10-01,14.915,0.314,Amol,Iran,36.17N,51.71E
1958-11-01,5.626,0.9390000000000001,Amol,Iran,36.17N,51.71E
1958-12-01,4.517,0.7509999999999999,Amol,Iran,36.17N,51.71E
1959-01-01,3.023,0.271,Amol,Iran,36.17N,51.71E
1959-02-01,-0.07900000000000018,1.203,Amol,Iran,36.17N,51.71E
1959-03-01,5.707999999999999,0.639,Amol,Iran,36.17N,51.71E
1959-04-01,13.847000000000001,1.072,Amol,Iran,36.17N,51.71E
1959-05-01,17.35,0.336,Amol,Iran,36.17N,51.71E
1959-06-01,21.822000000000006,0.435,Amol,Iran,36.17N,51.71E
1959-07-01,24.721999999999998,0.65,Amol,Iran,36.17N,51.71E
1959-08-01,25.252,1.1740000000000002,Amol,Iran,36.17N,51.71E
1959-09-01,21.104,1.456,Amol,Iran,36.17N,51.71E
1959-10-01,14.847999999999999,1.135,Amol,Iran,36.17N,51.71E
1959-11-01,6.675999999999998,0.28800000000000003,Amol,Iran,36.17N,51.71E
1959-12-01,1.967,0.831,Amol,Iran,36.17N,51.71E
1960-01-01,4.842,1.557,Amol,Iran,36.17N,51.71E
1960-02-01,6.393,2.013,Amol,Iran,36.17N,51.71E
1960-03-01,4.162,0.29600000000000004,Amol,Iran,36.17N,51.71E
1960-04-01,10.68,0.636,Amol,Iran,36.17N,51.71E
1960-05-01,17.386,0.664,Amol,Iran,36.17N,51.71E
1960-06-01,22.930999999999997,0.461,Amol,Iran,36.17N,51.71E
1960-07-01,24.601,0.6509999999999999,Amol,Iran,36.17N,51.71E
1960-08-01,24.328000000000003,1.129,Amol,Iran,36.17N,51.71E
1960-09-01,21.047,0.18100000000000002,Amol,Iran,36.17N,51.71E
1960-10-01,15.907,0.58,Amol,Iran,36.17N,51.71E
1960-11-01,9.03,0.695,Amol,Iran,36.17N,51.71E
1960-12-01,4.667,0.747,Amol,Iran,36.17N,51.71E
1961-01-01,2.323,0.586,Amol,Iran,36.17N,51.71E
1961-02-01,3.614,0.515,Amol,Iran,36.17N,51.71E
1961-03-01,6.556,0.684,Amol,Iran,36.17N,51.71E
1961-04-01,11.298,0.735,Amol,Iran,36.17N,51.71E
1961-05-01,19.477,0.33399999999999996,Amol,Iran,36.17N,51.71E
1961-06-01,22.866,0.495,Amol,Iran,36.17N,51.71E
1961-07-01,25.467,0.597,Amol,Iran,36.17N,51.71E
1961-08-01,23.928,0.33399999999999996,Amol,Iran,36.17N,51.71E
1961-09-01,20.491,0.436,Amol,Iran,36.17N,51.71E
1961-10-01,14.272,0.461,Amol,Iran,36.17N,51.71E
1961-11-01,9.445,0.32,Amol,Iran,36.17N,51.71E
1961-12-01,6.659,0.446,Amol,Iran,36.17N,51.71E
1962-01-01,3.1,0.642,Amol,Iran,36.17N,51.71E
1962-02-01,5.849,0.452,Amol,Iran,36.17N,51.71E
1962-03-01,9.957,0.223,Amol,Iran,36.17N,51.71E
1962-04-01,11.177,0.758,Amol,Iran,36.17N,51.71E
1962-05-01,17.689,0.46399999999999997,Amol,Iran,36.17N,51.71E
1962-06-01,21.502,0.43799999999999994,Amol,Iran,36.17N,51.71E
1962-07-01,25.756,0.312,Amol,Iran,36.17N,51.71E
1962-08-01,24.008000000000003,0.525,Amol,Iran,36.17N,51.71E
1962-09-01,19.896,0.622,Amol,Iran,36.17N,51.71E
1962-10-01,14.972999999999999,0.44799999999999995,Amol,Iran,36.17N,51.71E
1962-11-01,8.321,0.812,Amol,Iran,36.17N,51.71E
1962-12-01,5.4129999999999985,0.684,Amol,Iran,36.17N,51.71E
1963-01-01,6.049,0.774,Amol,Iran,36.17N,51.71E
1963-02-01,6.7490000000000006,0.473,Amol,Iran,36.17N,51.71E
1963-03-01,7.207999999999999,0.318,Amol,Iran,36.17N,51.71E
1963-04-01,12.68,0.465,Amol,Iran,36.17N,51.71E
1963-05-01,15.9,1.412,Amol,Iran,36.17N,51.71E
1963-06-01,22.108,0.324,Amol,Iran,36.17N,51.71E
1963-07-01,25.441,0.519,Amol,Iran,36.17N,51.71E
1963-08-01,24.513,0.379,Amol,Iran,36.17N,51.71E
1963-09-01,21.378,0.42100000000000004,Amol,Iran,36.17N,51.71E
1963-10-01,16.272000000000002,0.261,Amol,Iran,36.17N,51.71E
1963-11-01,8.603,0.37,Amol,Iran,36.17N,51.71E
1963-12-01,2.272,0.397,Amol,Iran,36.17N,51.71E
1964-01-01,-3.212,1.433,Amol,Iran,36.17N,51.71E
1964-02-01,3.3710000000000004,0.47200000000000003,Amol,Iran,36.17N,51.71E
1964-03-01,8.087,0.298,Amol,Iran,36.17N,51.71E
1964-04-01,10.129,0.6679999999999999,Amol,Iran,36.17N,51.71E
1964-05-01,18.052,0.37200000000000005,Amol,Iran,36.17N,51.71E
1964-06-01,23.429,0.317,Amol,Iran,36.17N,51.71E
1964-07-01,25.365,0.345,Amol,Iran,36.17N,51.71E
1964-08-01,24.371,0.555,Amol,Iran,36.17N,51.71E
1964-09-01,20.529,0.34,Amol,Iran,36.17N,51.71E
1964-10-01,13.376,0.644,Amol,Iran,36.17N,51.71E
1964-11-01,9.107000000000001,0.524,Amol,Iran,36.17N,51.71E
1964-12-01,1.5709999999999995,0.8009999999999999,Amol,Iran,36.17N,51.71E
1965-01-01,0.19599999999999973,0.937,Amol,Iran,36.17N,51.71E
1965-02-01,3.04,1.194,Amol,Iran,36.17N,51.71E
1965-03-01,6.858,0.315,Amol,Iran,36.17N,51.71E
1965-04-01,10.488,0.501,Amol,Iran,36.17N,51.71E
1965-05-01,18.221,0.92,Amol,Iran,36.17N,51.71E
1965-06-01,22.503,0.5579999999999999,Amol,Iran,36.17N,51.71E
1965-07-01,24.986,0.447,Amol,Iran,36.17N,51.71E
1965-08-01,24.671999999999997,0.33399999999999996,Amol,Iran,36.17N,51.71E
1965-09-01,20.316,0.268,Amol,Iran,36.17N,51.71E
1965-10-01,14.293,0.426,Amol,Iran,36.17N,51.71E
1965-11-01,10.219,0.512,Amol,Iran,36.17N,51.71E
1965-12-01,6.119,0.6829999999999999,Amol,Iran,36.17N,51.71E
1966-01-01,7.025,0.612,Amol,Iran,36.17N,51.71E
1966-02-01,6.627999999999999,0.506,Amol,Iran,36.17N,51.71E
1966-03-01,8.091000000000001,0.54,Amol,Iran,36.17N,51.71E
1966-04-01,12.612,0.759,Amol,Iran,36.17N,51.71E
1966-05-01,17.09,0.42,Amol,Iran,36.17N,51.71E
1966-06-01,23.287000000000006,0.424,Amol,Iran,36.17N,51.71E
1966-07-01,25.209,0.596,Amol,Iran,36.17N,51.71E
1966-08-01,25.359,0.49700000000000005,Amol,Iran,36.17N,51.71E
1966-09-01,20.74,0.373,Amol,Iran,36.17N,51.71E
1966-10-01,14.085999999999999,0.355,Amol,Iran,36.17N,51.71E
1966-11-01,9.973999999999998,0.385,Amol,Iran,36.17N,51.71E
1966-12-01,6.161999999999999,0.33799999999999997,Amol,Iran,36.17N,51.71E
1967-01-01,3.406,0.38799999999999996,Amol,Iran,36.17N,51.71E
1967-02-01,2.002,0.653,Amol,Iran,36.17N,51.71E
1967-03-01,6.166,0.5479999999999999,Amol,Iran,36.17N,51.71E
1967-04-01,10.184,0.7190000000000001,Amol,Iran,36.17N,51.71E
1967-05-01,17.463,0.499,Amol,Iran,36.17N,51.71E
1967-06-01,20.97,0.466,Amol,Iran,36.17N,51.71E
1967-07-01,24.495,0.59,Amol,Iran,36.17N,51.71E
1967-08-01,24.949,0.501,Amol,Iran,36.17N,51.71E
1967-09-01,20.446,0.486,Amol,Iran,36.17N,51.71E
1967-10-01,15.008,0.555,Amol,Iran,36.17N,51.71E
1967-11-01,10.172,0.433,Amol,Iran,36.17N,51.71E
1967-12-01,4.156000000000001,0.765,Amol,Iran,36.17N,51.71E
1968-01-01,3.379,0.597,Amol,Iran,36.17N,51.71E
1968-02-01,2.688,0.47700000000000004,Amol,Iran,36.17N,51.71E
1968-03-01,7.042000000000001,0.302,Amol,Iran,36.17N,51.71E
1968-04-01,11.112,0.509,Amol,Iran,36.17N,51.71E
