9999999999,0.47100000000000003,Hangu,China,39.38N,118.61E
2005-01-01,2.6239999999999997,0.877,Hanzhong,China,32.95N,106.28E
2005-02-01,3.969,0.29100000000000004,Hanzhong,China,32.95N,106.28E
2005-03-01,9.658,0.506,Hanzhong,China,32.95N,106.28E
2005-04-01,16.433,0.503,Hanzhong,China,32.95N,106.28E
2005-05-01,19.508,0.247,Hanzhong,China,32.95N,106.28E
2005-06-01,23.616,0.425,Hanzhong,China,32.95N,106.28E
2005-07-01,24.521,0.344,Hanzhong,China,32.95N,106.28E
2005-08-01,22.09,0.313,Hanzhong,China,32.95N,106.28E
2005-09-01,20.482,0.25,Hanzhong,China,32.95N,106.28E
2005-10-01,13.217,0.26,Hanzhong,China,32.95N,106.28E
2005-11-01,9.256,0.42,Hanzhong,China,32.95N,106.28E
2005-12-01,2.728,0.494,Hanzhong,China,32.95N,106.28E
2006-01-01,3.1489999999999996,0.319,Hanzhong,China,32.95N,106.28E
2006-02-01,5.178999999999999,0.414,Hanzhong,China,32.95N,106.28E
2006-03-01,10.511,0.264,Hanzhong,China,32.95N,106.28E
2006-04-01,15.335,0.40700000000000003,Hanzhong,China,32.95N,106.28E
2006-05-01,19.771,0.272,Hanzhong,China,32.95N,106.28E
2006-06-01,23.53,0.11900000000000001,Hanzhong,China,32.95N,106.28E
2006-07-01,26.511999999999997,0.255,Hanzhong,China,32.95N,106.28E
2006-08-01,25.566999999999997,0.479,Hanzhong,China,32.95N,106.28E
2006-09-01,18.854000000000006,0.245,Hanzhong,China,32.95N,106.28E
2006-10-01,15.952,0.242,Hanzhong,China,32.95N,106.28E
2006-11-01,10.112,0.308,Hanzhong,China,32.95N,106.28E
2006-12-01,3.779,0.126,Hanzhong,China,32.95N,106.28E
2007-01-01,2.687,0.306,Hanzhong,China,32.95N,106.28E
2007-02-01,7.831,0.633,Hanzhong,China,32.95N,106.28E
2007-03-01,10.413,0.174,Hanzhong,China,32.95N,106.28E
2007-04-01,15.005,0.395,Hanzhong,China,32.95N,106.28E
2007-05-01,21.434,0.34,Hanzhong,China,32.95N,106.28E
2007-06-01,22.301,0.37200000000000005,Hanzhong,China,32.95N,106.28E
2007-07-01,23.642,0.134,Hanzhong,China,32.95N,106.28E
2007-08-01,24.877,0.20199999999999999,Hanzhong,China,32.95N,106.28E
2007-09-01,19.132,0.314,Hanzhong,China,32.95N,106.28E
2007-10-01,13.692,0.292,Hanzhong,China,32.95N,106.28E
2007-11-01,9.657,0.36700000000000005,Hanzhong,China,32.95N,106.28E
2007-12-01,4.5089999999999995,0.435,Hanzhong,China,32.95N,106.28E
2008-01-01,0.903,0.428,Hanzhong,China,32.95N,106.28E
2008-02-01,2.9120000000000004,0.5379999999999999,Hanzhong,China,32.95N,106.28E
2008-03-01,11.527000000000001,0.27699999999999997,Hanzhong,China,32.95N,106.28E
2008-04-01,15.26,0.205,Hanzhong,China,32.95N,106.28E
2008-05-01,20.54,0.204,Hanzhong,China,32.95N,106.28E
2008-06-01,22.875,0.33799999999999997,Hanzhong,China,32.95N,106.28E
2008-07-01,24.789,0.195,Hanzhong,China,32.95N,106.28E
2008-08-01,22.885,0.23,Hanzhong,China,32.95N,106.28E
2008-09-01,19.755000000000006,0.374,Hanzhong,China,32.95N,106.28E
2008-10-01,14.678,0.18899999999999997,Hanzhong,China,32.95N,106.28E
2008-11-01,8.696,0.32799999999999996,Hanzhong,China,32.95N,106.28E
2008-12-01,4.183,0.182,Hanzhong,China,32.95N,106.28E
2009-01-01,2.839,0.237,Hanzhong,China,32.95N,106.28E
2009-02-01,7.727,0.515,Hanzhong,China,32.95N,106.28E
2009-03-01,10.59,0.162,Hanzhong,China,32.95N,106.28E
2009-04-01,15.445,0.276,Hanzhong,China,32.95N,106.28E
2009-05-01,18.660999999999998,0.14800000000000002,Hanzhong,China,32.95N,106.28E
2009-06-01,23.263,0.273,Hanzhong,China,32.95N,106.28E
2009-07-01,24.834,0.29,Hanzhong,China,32.95N,106.28E
2009-08-01,23.031,0.276,Hanzhong,China,32.95N,106.28E
2009-09-01,20.371,0.264,Hanzhong,China,32.95N,106.28E
2009-10-01,15.265999999999998,0.21100000000000002,Hanzhong,China,32.95N,106.28E
2009-11-01,6.8450000000000015,0.255,Hanzhong,China,32.95N,106.28E
2009-12-01,4.08,0.237,Hanzhong,China,32.95N,106.28E
2010-01-01,4.288,0.207,Hanzhong,China,32.95N,106.28E
2010-02-01,6.051,0.239,Hanzhong,China,32.95N,106.28E
2010-03-01,9.978,0.331,Hanzhong,China,32.95N,106.28E
2010-04-01,13.59,0.276,Hanzhong,China,32.95N,106.28E
2010-05-01,18.944000000000003,0.207,Hanzhong,China,32.95N,106.28E
2010-06-01,22.128,0.204,Hanzhong,China,32.95N,106.28E
2010-07-01,25.068,0.45799999999999996,Hanzhong,China,32.95N,106.28E
2010-08-01,24.146,0.303,Hanzhong,China,32.95N,106.28E
2010-09-01,20.756999999999998,0.18100000000000002,Hanzhong,China,32.95N,106.28E
2010-10-01,14.058,0.15,Hanzhong,China,32.95N,106.28E
2010-11-01,9.033999999999999,0.35200000000000004,Hanzhong,China,32.95N,106.28E
2010-12-01,3.7230000000000003,0.326,Hanzhong,China,32.95N,106.28E
2011-01-01,0.2,0.73,Hanzhong,China,32.95N,106.28E
2011-02-01,5.846,0.40399999999999997,Hanzhong,China,32.95N,106.28E
2011-03-01,8.187999999999999,0.33899999999999997,Hanzhong,China,32.95N,106.28E
2011-04-01,16.445999999999998,0.445,Hanzhong,China,32.95N,106.28E
2011-05-01,19.191,0.226,Hanzhong,China,32.95N,106.28E
2011-06-01,23.014,0.336,Hanzhong,China,32.95N,106.28E
2011-07-01,24.204,0.29,Hanzhong,China,32.95N,106.28E
2011-08-01,24.369,0.24100000000000002,Hanzhong,China,32.95N,106.28E
2011-09-01,18.465,0.247,Hanzhong,China,32.95N,106.28E
2011-10-01,14.312000000000001,0.27399999999999997,Hanzhong,China,32.95N,106.28E
2011-11-01,10.722999999999999,0.431,Hanzhong,China,32.95N,106.28E
2011-12-01,3.989,0.6729999999999999,Hanzhong,China,32.95N,106.28E
2012-01-01,2.418,0.649,Hanzhong,China,32.95N,106.28E
2012-02-01,4.117,0.239,Hanzhong,China,32.95N,106.28E
2012-03-01,9.615,0.285,Hanzhong,China,32.95N,106.28E
2012-04-01,16.387999999999998,0.687,Hanzhong,China,32.95N,106.28E
2012-05-01,19.677,0.308,Hanzhong,China,32.95N,106.28E
2012-06-01,22.443,1.188,Hanzhong,China,32.95N,106.28E
2012-07-01,24.769000000000002,0.733,Hanzhong,China,32.95N,106.28E
2012-08-01,24.795,0.794,Hanzhong,China,32.95N,106.28E
2012-09-01,18.880000000000006,0.7879999999999999,Hanzhong,China,32.95N,106.28E
2012-10-01,14.319,0.6659999999999999,Hanzhong,China,32.95N,106.28E
2012-11-01,8.14,0.8240000000000001,Hanzhong,China,32.95N,106.28E
2012-12-01,3.861,0.605,Hanzhong,China,32.95N,106.28E
2013-01-01,2.897,0.757,Hanzhong,China,32.95N,106.28E
2013-02-01,6.5440000000000005,0.505,Hanzhong,China,32.95N,106.28E
2013-03-01,12.955,0.8,Hanzhong,China,32.95N,106.28E
2013-04-01,15.429,1.706,Hanzhong,China,32.95N,106.28E
2013-05-01,19.579,0.342,Hanzhong,China,32.95N,106.28E
2013-06-01,23.855,0.574,Hanzhong,China,32.95N,106.28E
2013-07-01,25.396,0.7709999999999999,Hanzhong,China,32.95N,106.28E
2013-08-01,25.327,0.568,Hanzhong,China,32.95N,106.28E
2013-09-01,,,Hanzhong,China,32.95N,106.28E
1796-01-01,18.708,2.305,Haora,India,23.31N,88.25E
1796-02-01,21.505,1.7169999999999999,Haora,India,23.31N,88.25E
1796-03-01,25.23,2.404,Haora,India,23.31N,88.25E
1796-04-01,29.484,1.902,Haora,India,23.31N,88.25E
1796-05-01,30.98,1.656,Haora,India,23.31N,88.25E
1796-06-01,30.331,2.907,Haora,India,23.31N,88.25E
1796-07-01,28.915,2.113,Haora,India,23.31N,88.25E
1796-08-01,29.457,2.737,Haora,India,23.31N,88.25E
1796-09-01,28.791,3.1319999999999997,Haora,India,23.31N,88.25E
1796-10-01,26.931,1.4769999999999999,Haora,India,23.31N,88.25E
1796-11-01,22.94,2.752,Haora,India,23.31N,88.25E
1796-12-01,17.363,3.612,Haora,India,23.31N,88.25E
1797-01-01,,,Haora,India,23.31N,88.25E
1797-02-01,,,Haora,India,23.31N,88.25E
1797-03-01,25.764000000000006,2.0580000000000003,Haora,India,23.31N,88.25E
1797-04-01,28.64,2.7969999999999997,Haora,India,23.31N,88.25E
1797-05-01,30.169,2.24,Haora,India,23.31N,88.25E
1797-06-01,30.733,2.072,Haora,India,23.31N,88.25E
1797-07-01,28.853,2.088,Haora,India,23.31N,88.25E
1797-08-01,29.359,1.931,Haora,India,23.31N,88.25E
1797-09-01,28.884,2.78,Haora,India,23.31N,88.25E
1797-10-01,26.53,2.021,Haora,India,23.31N,88.25E
1797-11-01,21.895,1.8459999999999999,Haora,India,23.31N,88.25E
1797-12-01,19.090999999999998,2.521,Haora,India,23.31N,88.25E
1798-01-01,18.932,1.9669999999999999,Haora,India,23.31N,88.25E
1798-02-01,21.752,1.949,Haora,India,23.31N,88.25E
1798-03-01,27.404,1.8980000000000001,Haora,India,23.31N,88.25E
1798-04-01,,,Haora,India,23.31N,88.25E
1798-05-01,,,Haora,India,23.31N,88.25E
1798-06-01,30.188000000000002,2.035,Haora,India,23.31N,88.25E
1798-07-01,29.981,2.126,Haora,India,23.31N,88.25E
1798-08-01,29.837,3.79,Haora,India,23.31N,88.25E
1798-09-01,28.731,2.406,Haora,India,23.31N,88.25E
1798-10-01,26.663,2.147,Haora,India,23.31N,88.25E
1798-11-01,23.476,2.416,Haora,India,23.31N,88.25E
1798-12-01,18.643,1.965,Haora,India,23.31N,88.25E
1799-01-01,18.291,2.158,Haora,India,23.31N,88.25E
1799-02-01,20.198,2.353,Haora,India,23.31N,88.25E
1799-03-01,25.986,2.449,Haora,India,23.31N,88.25E
1799-04-01,30.33,3.0610000000000004,Haora,India,23.31N,88.25E
1799-05-01,31.138,1.673,Haora,India,23.31N,88.25E
1799-06-01,30.799,2.412,Haora,India,23.31N,88.25E
1799-07-01,29.346,1.8359999999999999,Haora,India,23.31N,88.25E
1799-08-01,29.422,1.193,Haora,India,23.31N,88.25E
1799-09-01,28.965,2.207,Haora,India,23.31N,88.25E
1799-10-01,27.46,1.865,Haora,India,23.31N,88.25E
1799-11-01,23.04,1.6440000000000001,Haora,India,23.31N,88.25E
1799-12-01,18.828000000000007,1.568,Haora,India,23.31N,88.25E
1800-01-01,18.694000000000006,1.9709999999999999,Haora,India,23.31N,88.25E
1800-02-01,22.134,3.29,Haora,India,23.31N,88.25E
1800-03-01,25.840000000000003,2.826,Haora,India,23.31N,88.25E
1800-04-01,30.722,1.9140000000000001,Haora,India,23.31N,88.25E
1800-05-01,30.266,1.64,Haora,India,23.31N,88.25E
1800-06-01,30.189,1.589,Haora,India,23.31N,88.25E
1800-07-01,28.565,1.641,Haora,India,23.31N,88.25E
1800-08-01,28.806,1.994,Haora,India,23.31N,88.25E
1800-09-01,27.76,1.9969999999999999,Haora,India,23.31N,88.25E
1800-10-01,27.184,2.166,Haora,India,23.31N,88.25E
1800-11-01,23.295,2.381,Haora,India,23.31N,88.25E
1800-12-01,19.662000000000006,1.673,Haora,India,23.31N,88.25E
1801-01-01,19.073,1.785,Haora,India,23.31N,88.25E
1801-02-01,21.177,1.5719999999999998,Haora,India,23.31N,88.25E
1801-03-01,28.057,1.989,Haora,India,23.31N,88.25E
1801-04-01,,,Haora,India,23.31N,88.25E
1801-05-01,,,Haora,India,23.31N,88.25E
1801-06-01,29.535,1.9269999999999998,Haora,India,23.31N,88.25E
1801-07-01,29.385,2.386,Haora,India,23.31N,88.25E
1801-08-01,28.67,1.504,Haora,India,23.31N,88.25E
1801-09-01,28.414,1.361,Haora,India,23.31N,88.25E
1801-10-01,26.854,1.588,Haora,India,23.31N,88.25E
1801-11-01,23.236,1.652,Haora,India,23.31N,88.25E
1801-12-01,20.35,3.03,Haora,India,23.31N,88.25E
1802-01-01,19.597,2.025,Haora,India,23.31N,88.25E
1802-02-01,22.017,1.835,Haora,India,23.31N,88.25E
1802-03-01,27.774,2.092,Haora,India,23.31N,88.25E
1802-04-01,30.031999999999996,2.134,Haora,India,23.31N,88.25E
1802-05-01,30.096,2.0069999999999997,Haora,India,23.31N,88.25E
1802-06-01,31.296999999999997,1.72,Haora,India,23.31N,88.25E
1802-07-01,29.825,1.49,Haora,India,23.31N,88.25E
1802-08-01,29.329,1.4180000000000001,Haora,India,23.31N,88.25E
1802-09-01,29.35,1.735,Haora,India,23.31N,88.25E
1802-10-01,27.424,2.852,Haora,India,23.31N,88.25E
1802-11-01,22.954,1.9069999999999998,Haora,India,23.31N,88.25E
1802-12-01,18.784,1.84,Haora,India,23.31N,88.25E
1803-01-01,17.076,2.089,Haora,India,23.31N,88.25E
1803-02-01,20.481,2.68,Haora,India,23.31N,88.25E
1803-03-01,26.234,2.234,Haora,India,23.31N,88.25E
1803-04-01,30.596,1.9340000000000002,Haora,India,23.31N,88.25E
1803-05-01,31.259,1.79,Haora,India,23.31N,88.25E
1803-06-01,30.537,1.565,Haora,India,23.31N,88.25E
1803-07-01,29.924,1.391,Haora,India,23.31N,88.25E
1803-08-01,30.551,1.683,Haora,India,23.31N,88.25E
1803-09-01,29.496,1.483,Haora,India,23.31N,88.25E
1803-10-01,27.152,2.347,Haora,India,23.31N,88.25E
1803-11-01,23.455,2.125,Haora,India,23.31N,88.25E
1803-12-01,18.792,2.3209999999999997,Haora,India,23.31N,88.25E
1804-01-01,18.921000000000006,3.417,Haora,India,23.31N,88.25E
1804-02-01,21.248,1.8630000000000002,Haora,India,23.31N,88.25E
1804-03-01,26.114,3.136,Haora,India,23.31N,88.25E
1804-04-01,31.447,1.945,Haora,India,23.31N,88.25E
1804-05-01,31.599,1.851,Haora,India,23.31N,88.25E
1804-06-01,30.791,1.5590000000000002,Haora,India,23.31N,88.25E
1804-07-01,30.689,2.082,Haora,India,23.31N,88.25E
1804-08-01,29.549,1.575,Haora,India,23.31N,88.25E
1804-09-01,29.286,2.8710000000000004,Haora,India,23.31N,88.25E
1804-10-01,26.98,1.785,Haora,India,23.31N,88.25E
1804-11-01,24.338,3.094,Haora,India,23.31N,88.25E
1804-12-01,18.472,3.128,Haora,India,23.31N,88.25E
1805-01-01,18.817999999999998,1.8519999999999999,Haora,India,23.31N,88.25E
1805-02-01,21.308000000000003,2.265,Haora,India,23.31N,88.25E
1805-03-01,26.943,1.7409999999999999,Haora,India,23.31N,88.25E
1805-04-01,29.35,2.189,Haora,India,23.31N,88.25E
1805-05-01,30.928,1.525,Haora,India,23.31N,88.25E
1805-06-01,30.831999999999997,2.251,Haora,India,23.31N,88.25E
1805-07-01,29.17,1.5490000000000002,Haora,India,23.31N,88.25E
1805-08-01,30.053,1.185,Haora,India,23.31N,88.25E
1805-09-01,28.767,1.955,Haora,India,23.31N,88.25E
1805-10-01,25.599,1.905,Haora,India,23.31N,88.25E
1805-11-01,22.515,2.4819999999999998,Haora,India,23.31N,88.25E
1805-12-01,20.083,1.459,Haora,India,23.31N,88.25E
1806-01-01,18.761000000000006,1.9240000000000002,Haora,India,23.31N,88.25E
1806-02-01,21.399,2.421,Haora,India,23.31N,88.25E
1806-03-01,26.011000000000006,2.05,Haora,India,23.31N,88.25E
1806-04-01,29.656,2.762,Haora,India,23.31N,88.25E
1806-05-01,30.953000000000003,1.883,Haora,India,23.31N,88.25E
1806-06-01,29.002,1.786,Haora,India,23.31N,88.25E
1806-07-01,28.978,1.4140000000000001,Haora,India,23.31N,88.25E
1806-08-01,29.681,1.577,Haora,India,23.31N,88.25E
1806-09-01,29.6,1.84,Haora,India,23.31N,88.25E
1806-10-01,26.514,1.395,Haora,India,23.31N,88.25E
1806-11-01,23.038,1.744,Haora,India,23.31N,88.25E
1806-12-01,19.691000000000006,1.994,Haora,India,23.31N,88.25E
1807-01-01,17.489,2.275,Haora,India,23.31N,88.25E
1807-02-01,21.308000000000003,2.865,Haora,India,23.31N,88.25E
1807-03-01,,,Haora,India,23.31N,88.25E
1807-04-01,,,Haora,India,23.31N,88.25E
1807-05-01,28.811,1.837,Haora,India,23.31N,88.25E
1807-06-01,30.368000000000002,1.5219999999999998,Haora,India,23.31N,88.25E
1807-07-01,29.521,1.95,Haora,India,23.31N,88.25E
1807-08-01,29.191999999999997,1.743,Haora,India,23.31N,88.25E
1807-09-01,29.321,1.421,Haora,India,23.31N,88.25E
1807-10-01,26.481,1.367,Haora,India,23.31N,88.25E
1807-11-01,23.105,2.12,Haora,India,23.31N,88.25E
1807-12-01,20.315,1.6480000000000001,Haora,India,23.31N,88.25E
1808-01-01,,,Haora,India,23.31N,88.25E
1808-02-01,,,Haora,India,23.31N,88.25E
1808-03-01,,,Haora,India,23.31N,88.25E
1808-04-01,,,Haora,India,23.31N,88.25E
1808-05-01,,,Haora,India,23.31N,88.25E
1808-06-01,,,Haora,India,23.31N,88.25E
1808-07-01,,,Haora,India,23.31N,88.25E
1808-08-01,,,Haora,India,23.31N,88.25E
1808-09-01,,,Haora,India,23.31N,88.25E
1808-10-01,,,Haora,India,23.31N,88.25E
1808-11-01,,,Haora,India,23.31N,88.25E
1808-12-01,,,Haora,India,23.31N,88.25E
1809-01-01,,,Haora,India,23.31N,88.25E
1809-02-01,,,Haora,India,23.31N,88.25E
1809-03-01,,,Haora,India,23.31N,88.25E
1809-04-01,,,Haora,India,23.31N,88.25E
1809-05-01,,,Haora,India,23.31N,88.25E
1809-06-01,,,Haora,India,23.31N,88.25E
1809-07-01,,,Haora,India,23.31N,88.25E
1809-08-01,,,Haora,India,23.31N,88.25E
1809-09-01,,,Haora,India,23.31N,88.25E
1809-10-01,,,Haora,India,23.31N,88.25E
1809-11-01,,,Haora,India,23.31N,88.25E
1809-12-01,,,Haora,India,23.31N,88.25E
1810-01-01,,,Haora,India,23.31N,88.25E
1810-02-01,,,Haora,India,23.31N,88.25E
1810-03-01,,,Haora,India,23.31N,88.25E
1810-04-01,,,Haora,India,23.31N,88.25E
1810-05-01,,,Haora,India,23.31N,88.25E
1810-06-01,,,Haora,India,23.31N,88.25E
1810-07-01,,,Haora,India,23.31N,88.25E
1810-08-01,,,Haora,India,23.31N,88.25E
1810-09-01,,,Haora,India,23.31N,88.25E
1810-10-01,,,Haora,India,23.31N,88.25E
1810-11-01,,,Haora,India,23.31N,88.25E
1810-12-01,,,Haora,India,23.31N,88.25E
1811-01-01,,,Haora,India,23.31N,88.25E
1811-02-01,,,Haora,India,23.31N,88.25E
1811-03-01,,,Haora,India,23.31N,88.25E
1811-04-01,,,Haora,India,23.31N,88.25E
1811-05-01,,,Haora,India,23.31N,88.25E
1811-06-01,,,Haora,India,23.31N,88.25E
1811-07-01,,,Haora,India,23.31N,88.25E
1811-08-01,,,Haora,India,23.31N,88.25E
1811-09-01,,,Haora,India,23.31N,88.25E
1811-10-01,,,Haora,India,23.31N,88.25E
1811-11-01,,,Haora,India,23.31N,88.25E
1811-12-01,,,Haora,India,23.31N,88.25E
1812-01-01,,,Haora,India,23.31N,88.25E
1812-02-01,,,Haora,India,23.31N,88.25E
1812-03-01,,,Haora,India,23.31N,88.25E
1812-04-01,,,Haora,India,23.31N,88.25E
1812-05-01,,,Haora,India,23.31N,88.25E
1812-06-01,,,Haora,India,23.31N,88.25E
1812-07-01,,,Haora,India,23.31N,88.25E
1812-08-01,,,Haora,India,23.31N,88.25E
1812-09-01,,,Haora,India,23.31N,88.25E
1812-10-01,,,Haora,India,23.31N,88.25E
1812-11-01,,,Haora,India,23.31N,88.25E
1812-12-01,,,Haora,India,23.31N,88.25E
1813-01-01,15.819000000000004,2.8,Haora,India,23.31N,88.25E
1813-02-01,20.78,1.6880000000000002,Haora,India,23.31N,88.25E
1813-03-01,24.166,5.148,Haora,India,23.31N,88.25E
1813-04-01,30.141,1.7469999999999999,Haora,India,23.31N,88.25E
1813-05-01,31.497,4.437,Haora,India,23.31N,88.25E
1813-06-01,29.333000000000002,2.275,Haora,India,23.31N,88.25E
1813-07-01,28.982,1.599,Haora,India,23.31N,88.25E
1813-08-01,28.105,1.1520000000000001,Haora,India,23.31N,88.25E
1813-09-01,28.713,1.5619999999999998,Haora,India,23.31N,88.25E
1813-10-01,26.04,1.4269999999999998,Haora,India,23.31N,88.25E
1813-11-01,23.976999999999997,1.494,Haora,India,23.31N,88.25E
1813-12-01,17.846,1.75,Haora,India,23.31N,88.25E
1814-01-01,17.035,2.888,Haora,India,23.31N,88.25E
1814-02-01,20.94,1.6130000000000002,Haora,India,23.31N,88.25E
1814-03-01,25.155,2.1109999999999998,Haora,India,23.31N,88.25E
1814-04-01,28.74,1.784,Haora,India,23.31N,88.25E
1814-05-01,,,Haora,India,23.31N,88.25E
1814-06-01,29.8,1.8019999999999998,Haora,India,23.31N,88.25E
1814-07-01,27.364,2.458,Haora,India,23.31N,88.25E
1814-08-01,28.052,1.412,Haora,India,23.31N,88.25E
1814-09-01,27.405,1.321,Haora,India,23.31N,88.25E
1814-10-01,25.288,3.0410000000000004,Haora,India,23.31N,88.25E
1814-11-01,23.866999999999997,4.218999999999999,Haora,India,23.31N,88.25E
1814-12-01,20.804,4.575,Haora,India,23.31N,88.25E
1815-01-01,17.637999999999998,2.278,Haora,India,23.31N,88.25E
1815-02-01,21.464000000000002,4.372,Haora,India,23.31N,88.25E
1815-03-01,25.16,3.137,Haora,India,23.31N,88.25E
1815-04-01,29.372,2.74,Haora,India,23.31N,88.25E
1815-05-01,30.000999999999998,2.978,Haora,India,23.31N,88.25E
1815-06-01,27.48,1.835,Haora,India,23.31N,88.25E
1815-07-01,28.55,2.253,Haora,India,23.31N,88.25E
1815-08-01,28.343000000000004,1.5630000000000002,Haora,India,23.31N,88.25E
1815-09-01,27.961,1.2990000000000002,Haora,India,23.31N,88.25E
1815-10-01,24.88,2.61,Haora,India,23.31N,88.25E
1815-11-01,21.590999999999998,2.1109999999999998,Haora,India,23.31N,88.25E
1815-12-01,17.332,1.985,Haora,India,23.31N,88.25E
1816-01-01,18.17,3.8139999999999996,Haora,India,23.31N,88.25E
1816-02-01,18.525,2.144,Haora,India,23.31N,88.25E
1816-03-01,26.406999999999996,2.659,Haora,India,23.31N,88.25E
1816-04-01,28.668000000000003,3.659,Haora,India,23.31N,88.25E
1816-05-01,30.616,2.3209999999999997,Haora,India,23.31N,88.25E
1816-06-01,29.642,3.283,Haora,India,23.31N,88.25E
1816-07-01,27.339000000000002,0.971,Haora,India,23.31N,88.25E
1816-08-01,27.785,0.763,Haora,India,23.31N,88.25E
1816-09-01,26.571,0.642,Haora,India,23.31N,88.25E
1816-10-01,24.618000000000002,5.9479999999999995,Haora,India,23.31N,88.25E
1816-11-01,21.154,7.268,Haora,India,23.31N,88.25E
1816-12-01,17.706000000000003,1.3130000000000002,Haora,India,23.31N,88.25E
1817-01-01,17.814,4.599,Haora,India,23.31N,88.25E
1817-02-01,20.329,3.1289999999999996,Haora,India,23.31N,88.25E
1817-03-01,24.737,2.112,Haora,India,23.31N,88.25E
1817-04-01,29.717,2.026,Haora,India,23.31N,88.25E
1817-05-01,28.921,1.665,Haora,India,23.31N,88.25E
1817-06-01,28.001,1.476,Haora,India,23.31N,88.25E
1817-07-01,27.752,1.695,Haora,India,23.31N,88.25E
1817-08-01,28.07,1.46,Haora,India,23.31N,88.25E
1817-09-01,26.46,3.138,Haora,India,23.31N,88.25E
1817-10-01,25.295,2.7969999999999997,Haora,India,23.31N,88.25E
1817-11-01,22.208000000000002,2.412,Haora,India,23.31N,88.25E
1817-12-01,17.961000000000006,3.033,Haora,India,23.31N,88.25E
1818-01-01,17.578000000000007,3.4760000000000004,Haora,India,23.31N,88.25E
1818-02-01,20.446,1.3459999999999999,Haora,India,23.31N,88.25E
1818-03-01,25.233,2.6430000000000002,Haora,India,23.31N,88.25E
1818-04-01,29.136999999999997,6.31,Haora,India,23.31N,88.25E
1818-05-01,30.245,3.7760000000000002,Haora,India,23.31N,88.25E
1818-06-01,28.961,4.806,Haora,India,23.31N,88.25E
1818-07-01,27.267,3.082,Haora,India,23.31N,88.25E
1818-08-01,27.706,0.887,Haora,India,23.31N,88.25E
1818-09-01,26.009,1.464,Haora,India,23.31N,88.25E
1818-10-01,25.104,2.21,Haora,India,23.31N,88.25E
1818-11-01,21.385,4.928,Haora,India,23.31N,88.25E
1818-12-01,17.795,1.4280000000000002,Haora,India,23.31N,88.25E
1819-01-01,15.253000000000002,2.77,Haora,India,23.31N,88.25E
1819-02-01,19.524,3.128,Haora,India,23.31N,88.25E
1819-03-01,25.925,7.781000000000001,Haora,India,23.31N,88.25E
1819-04-01,27.865,1.604,Haora,India,23.31N,88.25E
1819-05-01,29.375,1.871,Haora,India,23.31N,88.25E
1819-06-01,28.779,1.088,Haora,India,23.31N,88.25E
1819-07-01,27.954,0.899,Haora,India,23.31N,88.25E
1819-08-01,27.553,0.809,Haora,India,23.31N,88.25E
1819-09-01,27.069000000000003,1.449,Haora,India,23.31N,88.25E
1819-10-01,25.487,2.293,Haora,India,23.31N,88.25E
1819-11-01,22.31,2.14,Haora,India,23.31N,88.25E
1819-12-01,17.412000000000006,1.554,Haora,India,23.31N,88.25E
1820-01-01,16.471,4.298,Haora,India,23.31N,88.25E
1820-02-01,18.677,3.497,Haora,India,23.31N,88.25E
1820-03-01,25.705,2.259,Haora,India,23.31N,88.25E
1820-04-01,29.326,2.256,Haora,India,23.31N,88.25E
1820-05-01,30.054,1.8119999999999998,Haora,India,23.31N,88.25E
1820-06-01,28.993000000000002,1.0170000000000001,Haora,India,23.31N,88.25E
1820-07-01,28.065,3.176,Haora,India,23.31N,88.25E
1820-08-01,27.959,2.217,Haora,India,23.31N,88.25E
1820-09-01,27.609,1.806,Haora,India,23.31N,88.25E
1820-10-01,25.548000000000002,1.18,Haora,India,23.31N,88.25E
1820-11-01,22.19,0.877,Haora,India,23.31N,88.25E
1820-12-01,17.843,1.4369999999999998,Haora,India,23.31N,88.25E
1821-01-01,18.415000000000006,3.384,Haora,India,23.31N,88.25E
1821-02-01,22.378,4.355,Haora,India,23.31N,88.25E
1821-03-01,26.461,1.7009999999999998,Haora,India,23.31N,88.25E
1821-04-01,29.839000000000002,2.353,Haora,India,23.31N,88.25E
1821-05-01,30.555999999999997,1.62,Haora,India,23.31N,88.25E
1821-06-01,30.215999999999998,3.198,Haora,India,23.31N,88.25E
1821-07-01,28.623,2.2030000000000003,Haora,India,23.31N,88.25E
1821-08-01,28.274,1.465,Haora,India,23.31N,88.25E
1821-09-01,26.924,1.242,Haora,India,23.31N,88.25E
1821-10-01,25.638,1.089,Haora,India,23.31N,88.25E
1821-11-01,23.096999999999998,2.74,Haora,India,23.31N,88.25E
1821-12-01,19.365,1.53,Haora,India,23.31N,88.25E
1822-01-01,20.006,3.766,Haora,India,23.31N,88.25E
1822-02-01,23.573,2.782,Haora,India,23.31N,88.25E
1822-03-01,28.788,1.64,Haora,India,23.31N,88.25E
1822-04-01,29.271,1.2329999999999999,Haora,India,23.31N,88.25E
1822-05-01,30.997,1.808,Haora,India,23.31N,88.25E
1822-06-01,29.562,1.2990000000000002,Haora,India,23.31N,88.25E
1822-07-01,28.798000000000002,1.212,Haora,India,23.31N,88.25E
1822-08-01,28.038,2.6519999999999997,Haora,India,23.31N,88.25E
1822-09-01,27.468000000000004,1.93,Haora,India,23.31N,88.25E
1822-10-01,25.371,1.143,Haora,India,23.31N,88.25E
1822-11-01,21.964000000000002,1.804,Haora,India,23.31N,88.25E
1822-12-01,18.358,2.427,Haora,India,23.31N,88.25E
